game_id,team,wr1_snap_share,skill_snap_share,ol_starter_share,ol_starters,season
2015_07_SEA_SF,sf,0.87,0.45454545454545453,0.8333333333333334,6,2015
2015_07_TB_WAS,tb,0.75,0.4290909090909091,0.9800000000000001,5,2015
2015_07_TB_WAS,was,0.86,0.44909090909090915,0.9960000000000001,5,2015
2015_08_ARI_CLE,ari,0.95,0.44,1.0,5,2015
2015_08_ARI_CLE,cle,0.84,0.45363636363636367,1.0,5,2015
2015_08_CIN_PIT,cin,0.96,0.45272727272727276,0.96,5,2015
2015_08_CIN_PIT,pit,0.97,0.41583333333333333,1.0,5,2015
2015_08_DET_KC,det,0.98,0.45454545454545453,0.9720000000000001,5,2015
2015_08_DET_KC,kc,0.92,0.4175,1.0,5,2015
2015_08_GB_DEN,den,0.87,0.4509090909090909,0.876,5,2015
2015_08_GB_DEN,gb,0.96,0.4175,0.984,5,2015
2015_08_IND_CAR,car,0.96,0.4527272727272727,0.938,5,2015
2015_08_IND_CAR,ind,0.93,0.45545454545454545,1.0,5,2015
2015_08_MIA_NE,mia,0.97,0.45454545454545453,0.9879999999999999,5,2015
2015_08_MIA_NE,ne,0.94,0.4175,0.966,5,2015
2015_08_MIN_CHI,chi,0.95,0.45545454545454545,1.0,5,2015
2015_08_MIN_CHI,min,0.84,0.41583333333333333,0.9800000000000001,5,2015
2015_08_NYG_NO,no,0.87,0.4175,1.0,5,2015
2015_08_NYG_NO,nyg,0.96,0.4141666666666666,0.9259999999999999,5,2015
2015_08_NYJ_OAK,nyj,0.9,0.5544444444444445,1.0,5,2015
2015_08_NYJ_OAK,oak,0.9,0.41500000000000004,1.0,5,2015
2015_08_SD_BAL,bal,0.69,0.4166666666666667,0.9199999999999999,5,2015
2015_08_SD_BAL,sd,0.96,0.41583333333333333,0.9640000000000001,5,2015
2015_08_SEA_DAL,dal,0.82,0.41333333333333333,1.0,5,2015
2015_08_SEA_DAL,sea,0.76,0.4175,0.994,5,2015
2015_08_SF_STL,sf,0.91,0.45363636363636367,0.9099999999999999,5,2015
2015_08_SF_STL,stl,0.71,0.41583333333333333,0.976,5,2015
2015_08_TB_ATL,atl,0.9,0.45272727272727276,0.976,5,2015
2015_08_TB_ATL,tb,0.74,0.43727272727272726,1.0,5,2015
2015_08_TEN_HOU,hou,0.89,0.487,0.906,5,2015
2015_08_TEN_HOU,ten,0.93,0.4175,0.906,5,2015
2015_09_ATL_SF,atl,0.95,0.4166666666666667,1.0,5,2015
2015_09_ATL_SF,sf,0.83,0.4175,0.9460000000000001,5,2015
2015_09_CHI_SD,chi,0.88,0.4518181818181818,1.0,5,2015
2015_09_CHI_SD,sd,1.0,0.5,1.0,5,2015
2015_09_CLE_CIN,cin,0.88,0.4509090909090909,0.97,5,2015
2015_09_CLE_CIN,cle,0.96,0.5,0.966,5,2015
2015_09_DEN_IND,den,0.9,0.4527272727272727,0.8480000000000001,5,2015
2015_09_DEN_IND,ind,0.69,0.44090909090909086,0.99,5,2015
2015_09_GB_CAR,car,0.81,0.493,1.0,5,2015
2015_09_GB_CAR,gb,0.97,0.415,1.0,5,2015
2015_09_JAX_NYJ,jax,1.0,0.45454545454545453,1.0,5,2015
2015_09_JAX_NYJ,nyj,0.92,0.47400000000000003,0.924,5,2015
2015_09_MIA_BUF,buf,0.91,0.41500000000000004,0.982,5,2015
2015_09_MIA_BUF,mia,0.97,0.41583333333333333,1.0,5,2015
2015_09_NYG_TB,nyg,0.97,0.41083333333333333,0.9960000000000001,5,2015
2015_09_NYG_TB,tb,0.9,0.44727272727272727,0.968,5,2015
2015_09_OAK_PIT,oak,0.9,0.41083333333333333,0.952,5,2015
2015_09_OAK_PIT,pit,1.0,0.41,1.0,5,2015
2015_09_PHI_DAL,dal,0.81,0.45272727272727276,1.0,5,2015
2015_09_PHI_DAL,phi,0.88,0.4166666666666667,1.0,5,2015
2015_09_STL_MIN,min,0.65,0.3830769230769231,0.998,5,2015
2015_09_STL_MIN,stl,0.73,0.41583333333333333,1.0,5,2015
2015_09_TEN_NO,no,0.79,0.4116666666666667,0.998,5,2015
2015_09_TEN_NO,ten,0.83,0.45363636363636367,1.0,5,2015
2015_09_WAS_NE,ne,0.92,0.4518181818181818,0.835,6,2015
2015_09_WAS_NE,was,0.95,0.4518181818181818,0.9960000000000001,5,2015
2015_10_ARI_SEA,ari,0.92,0.41500000000000004,0.9279999999999999,5,2015
2015_10_ARI_SEA,sea,0.9,0.41583333333333333,0.994,5,2015
2015_10_BUF_NYJ,buf,0.94,0.3853846153846154,1.0,5,2015
2015_10_BUF_NYJ,nyj,0.98,0.45545454545454545,1.0,5,2015
2015_10_CAR_TEN,car,0.66,0.48200000000000004,0.998,5,2015
2015_10_CAR_TEN,ten,0.8,0.4175,1.0,5,2015
2015_10_CHI_STL,chi,0.91,0.45363636363636367,1.0,5,2015
2015_10_CHI_STL,stl,0.7,0.415,0.922,5,2015
2015_10_CLE_PIT,cle,0.8,0.45363636363636367,0.998,5,2015
2015_10_CLE_PIT,pit,0.97,0.41333333333333333,1.0,5,2015
2015_10_DAL_TB,dal,0.93,0.4175,0.9960000000000001,5,2015
2015_10_DAL_TB,tb,0.89,0.4436363636363636,0.9879999999999999,5,2015
2015_10_DET_GB,det,0.95,0.4518181818181818,0.978,5,2015
2015_10_DET_GB,gb,1.0,0.45454545454545453,0.93,5,2015
2015_10_HOU_CIN,cin,1.0,0.4481818181818182,1.0,5,2015
2015_10_HOU_CIN,hou,1.0,0.487,1.0,5,2015
2015_10_JAX_BAL,bal,0.79,0.41583333333333333,0.994,5,2015
2015_10_JAX_BAL,jax,1.0,0.45545454545454545,0.998,5,2015
2015_10_KC_DEN,den,0.87,0.4509090909090909,0.7883333333333334,6,2015
2015_10_KC_DEN,kc,0.78,0.45454545454545453,1.0,5,2015
2015_10_MIA_PHI,mia,0.97,0.499,1.0,5,2015
2015_10_MIA_PHI,phi,0.59,0.41583333333333333,1.0,5,2015
2015_10_MIN_OAK,min,0.73,0.38307692307692304,1.0,5,2015
2015_10_MIN_OAK,oak,0.92,0.4509090909090909,1.0,5,2015
2015_10_NE_NYG,ne,0.82,0.44909090909090915,1.0,5,2015
2015_10_NE_NYG,nyg,0.99,0.4166666666666667,0.9279999999999999,5,2015
2015_10_NO_WAS,no,0.89,0.4166666666666667,0.8539999999999999,5,2015
2015_10_NO_WAS,was,0.74,0.4318181818181818,0.974,5,2015
2015_11_BUF_NE,buf,0.96,0.415,0.954,5,2015
2015_11_BUF_NE,ne,0.72,0.45363636363636367,0.898,5,2015
2015_11_CIN_ARI,ari,0.97,0.4166666666666667,0.974,5,2015
2015_11_CIN_ARI,cin,0.91,0.44909090909090915,1.0,5,2015
2015_11_DAL_MIA,dal,0.7,0.4141666666666666,1.0,5,2015
2015_11_DAL_MIA,mia,1.0,0.45272727272727276,1.0,5,2015
2015_11_DEN_CHI,chi,0.87,0.45272727272727276,1.0,5,2015
2015_11_DEN_CHI,den,0.84,0.45,0.9720000000000001,5,2015
2015_11_GB_MIN,gb,0.86,0.4509090909090909,0.968,5,2015
2015_11_GB_MIN,min,0.86,0.38461538461538464,1.0,5,2015
2015_11_IND_ATL,atl,0.93,0.4166666666666667,1.0,5,2015
2015_11_IND_ATL,ind,0.84,0.45363636363636367,0.99,5,2015
2015_11_KC_SD,kc,0.81,0.4518181818181818,1.0,5,2015
2015_11_KC_SD,sd,0.97,0.4509090909090909,0.7866666666666666,6,2015
2015_11_NYJ_HOU,hou,0.97,0.41818181818181815,1.0,5,2015
2015_11_NYJ_HOU,nyj,0.99,0.45363636363636367,0.968,5,2015
2015_11_OAK_DET,det,0.99,0.45454545454545453,1.0,5,2015
2015_11_OAK_DET,oak,0.94,0.48,0.9259999999999999,5,2015
2015_11_SF_SEA,sea,0.76,0.45454545454545453,0.958,5,2015
2015_11_SF_SEA,sf,0.85,0.45545454545454545,1.0,5,2015
2015_11_STL_BAL,bal,0.97,0.45363636363636367,0.916,5,2015
2015_11_STL_BAL,stl,0.8,0.45272727272727276,0.95,5,2015
2015_11_TB_PHI,phi,1.0,0.4175,0.944,5,2015
2015_11_TB_PHI,tb,0.82,0.43636363636363634,1.0,5,2015
2015_11_TEN_JAX,jax,0.98,0.4141666666666666,1.0,5,2015
2015_11_TEN_JAX,ten,1.0,0.4166666666666667,1.0,5,2015
2015_11_WAS_CAR,car,0.79,0.48600000000000004,0.9,5,2015
2015_11_WAS_CAR,was,0.9,0.45272727272727276,0.958,5,2015
2015_12_ARI_SF,ari,0.9,0.37153846153846154,0.99,5,2015
2015_12_ARI_SF,sf,0.96,0.45363636363636367,1.0,5,2015
2015_12_BAL_CLE,bal,0.86,0.4166666666666667,1.0,5,2015
2015_12_BAL_CLE,cle,0.94,0.45545454545454545,1.0,5,2015
2015_12_BUF_KC,buf,0.97,0.45363636363636367,1.0,5,2015
2015_12_BUF_KC,kc,0.89,0.45454545454545453,0.775,6,2015
2015_12_CAR_DAL,car,0.83,0.493,1.0,5,2015
2015_12_CAR_DAL,dal,0.88,0.4175,1.0,5,2015
2015_12_CHI_GB,chi,0.9,0.483,1.0,5,2015
2015_12_CHI_GB,gb,1.0,0.45454545454545453,0.9560000000000001,5,2015
2015_12_MIA_NYJ,mia,0.89,0.499,0.9720000000000001,5,2015
2015_12_MIA_NYJ,nyj,0.95,0.45454545454545453,0.9960000000000001,5,2015
2015_12_MIN_ATL,atl,0.91,0.45454545454545453,1.0,5,2015
2015_12_MIN_ATL,min,0.77,0.3830769230769231,1.0,5,2015
2015_12_NE_DEN,den,0.86,0.45545454545454545,0.9400000000000001,5,2015
2015_12_NE_DEN,ne,1.0,0.48200000000000004,0.952,5,2015
2015_12_NO_HOU,hou,0.97,0.4336363636363636,1.0,5,2015
2015_12_NO_HOU,no,0.88,0.41583333333333333,1.0,5,2015
2015_12_NYG_WAS,nyg,1.0,0.4166666666666667,0.954,5,2015
2015_12_NYG_WAS,was,0.82,0.38083333333333336,1.0,5,2015
2015_12_OAK_TEN,oak,0.93,0.4166666666666667,1.0,5,2015
2015_12_OAK_TEN,ten,0.97,0.4175,0.9960000000000001,5,2015
2015_12_PHI_DET,det,0.94,0.45545454545454545,0.992,5,2015
2015_12_PHI_DET,phi,0.78,0.45454545454545453,0.966,5,2015
2015_12_PIT_SEA,pit,0.98,0.4166666666666667,1.0,5,2015
2015_12_PIT_SEA,sea,0.85,0.415,1.0,5,2015
2015_12_SD_JAX,jax,0.97,0.41500000000000004,1.0,5,2015
2015_12_SD_JAX,sd,1.0,0.4166666666666667,1.0,5,2015
2015_12_STL_CIN,cin,0.86,0.4454545454545455,0.99,5,2015
2015_12_STL_CIN,stl,0.67,0.4175,1.0,5,2015
2015_12_TB_IND,ind,0.82,0.45545454545454545,1.0,5,2015
2015_12_TB_IND,tb,0.96,0.4481818181818182,1.0,5,2015
2015_13_ARI_STL,ari,0.86,0.4166666666666667,0.944,5,2015
2015_13_ARI_STL,stl,0.9,0.4166666666666667,1.0,5,2015
2015_13_ATL_TB,atl,0.93,0.45545454545454545,1.0,5,2015
2015_13_ATL_TB,tb,0.87,0.39999999999999997,1.0,5,2015
2015_13_BAL_MIA,bal,0.83,0.45363636363636367,0.982,5,2015
2015_13_BAL_MIA,mia,0.9,0.4563636363636364,1.0,5,2015
2015_13_CAR_NO,car,0.75,0.489,1.0,5,2015
2015_13_CAR_NO,no,0.93,0.45,0.97,5,2015
2015_13_CIN_CLE,cin,0.75,0.3925,0.908,5,2015
2015_13_CIN_CLE,cle,0.97,0.502,0.952,5,2015
2015_13_DAL_WAS,dal,0.83,0.41500000000000004,1.0,5,2015
2015_13_DAL_WAS,was,0.89,0.42454545454545456,1.0,5,2015
2015_13_DEN_SD,den,0.8,0.45545454545454545,1.0,5,2015
2015_13_DEN_SD,sd,0.88,0.45545454545454545,0.952,5,2015
2015_13_GB_DET,det,0.98,0.45454545454545453,0.93,5,2015
2015_13_GB_DET,gb,0.99,0.41583333333333333,0.914,5,2015
2015_13_HOU_BUF,buf,0.98,0.41250000000000003,1.0,5,2015
2015_13_HOU_BUF,hou,1.0,0.4058333333333333,0.998,5,2015
2015_13_IND_PIT,ind,0.95,0.4527272727272727,1.0,5,2015
2015_13_IND_PIT,pit,0.99,0.45454545454545453,0.998,5,2015
2015_13_JAX_TEN,jax,0.93,0.41250000000000003,1.0,5,2015
2015_13_JAX_TEN,ten,0.7,0.4175,1.0,5,2015
2015_13_KC_OAK,kc,0.9,0.41583333333333333,0.9720000000000001,5,2015
2015_13_KC_OAK,oak,0.97,0.41333333333333333,0.998,5,2015
2015_13_NYJ_NYG,nyg,0.95,0.41500000000000004,0.9019999999999999,5,2015
2015_13_NYJ_NYG,nyj,1.0,0.41583333333333333,1.0,5,2015
2015_13_PHI_NE,ne,0.97,0.44909090909090904,0.916,5,2015
2015_13_PHI_NE,phi,0.75,0.4166666666666667,1.0,5,2015
2015_13_SEA_MIN,min,0.87,0.3853846153846154,1.0,5,2015
2015_13_SEA_MIN,sea,0.66,0.41500000000000004,1.0,5,2015
2015_13_SF_CHI,chi,0.96,0.4390909090909091,1.0,5,2015
2015_13_SF_CHI,sf,0.87,0.491,1.0,5,2015
2015_14_ATL_CAR,atl,0.83,0.4175,0.97,5,2015
2015_14_ATL_CAR,car,0.66,0.485,0.85,5,2015
2015_14_BUF_PHI,buf,0.99,0.39666666666666667,1.0,5,2015
2015_14_BUF_PHI,phi,0.82,0.4166666666666667,0.99,5,2015
2015_14_DAL_GB,dal,0.83,0.4116666666666666,1.0,5,2015
2015_14_DAL_GB,gb,0.95,0.415,1.0,5,2015
2015_14_DET_STL,det,0.97,0.44909090909090915,1.0,5,2015
2015_14_DET_STL,stl,0.78,0.4183333333333334,1.0,5,2015
2015_14_IND_JAX,ind,0.85,0.4166666666666667,1.0,5,2015
2015_14_IND_JAX,jax,0.94,0.44727272727272727,1.0,5,2015
2015_14_MIN_ARI,ari,0.97,0.44272727272727275,1.0,5,2015
2015_14_MIN_ARI,min,1.0,0.38307692307692304,1.0,5,2015
2015_14_NE_HOU,hou,0.96,0.4141666666666666,1.0,5,2015
2015_14_NE_HOU,ne,0.93,0.44,0.982,5,2015
2015_14_NO_TB,no,0.73,0.4527272727272727,0.998,5,2015
2015_14_NO_TB,tb,0.95,0.4091666666666667,1.0,5,2015
2015_14_NYG_MIA,mia,0.96,0.45454545454545453,1.0,5,2015
2015_14_NYG_MIA,nyg,0.94,0.4175,0.9640000000000001,5,2015
2015_14_OAK_DEN,den,0.85,0.497,0.932,5,2015
2015_14_OAK_DEN,oak,0.79,0.41500000000000004,0.9339999999999999,5,2015
2015_14_PIT_CIN,cin,0.98,0.4075,0.99,5,2015
2015_14_PIT_CIN,pit,0.94,0.4509090909090909,0.974,5,2015
2015_14_SD_KC,kc,0.96,0.4166666666666667,1.0,5,2015
2015_14_SD_KC,sd,0.94,0.45454545454545453,0.9800000000000001,5,2015
2015_14_SEA_BAL,bal,0.9,0.4008333333333334,1.0,5,2015
2015_14_SEA_BAL,sea,0.71,0.41583333333333333,1.0,5,2015
2015_14_SF_CLE,cle,0.67,0.45,1.0,5,2015
2015_14_SF_CLE,sf,0.89,0.45363636363636367,0.8333333333333334,6,2015
2015_14_TEN_NYJ,nyj,0.96,0.45545454545454545,1.0,5,2015
2015_14_TEN_NYJ,ten,0.89,0.4166666666666667,1.0,5,2015
2015_14_WAS_CHI,chi,0.95,0.44636363636363635,1.0,5,2015
2015_14_WAS_CHI,was,0.83,0.4227272727272727,0.974,5,2015
2015_15_ARI_PHI,ari,0.8,0.4166666666666667,1.0,5,2015
2015_15_ARI_PHI,phi,0.89,0.4175,1.0,5,2015
2015_15_ATL_JAX,atl,0.92,0.4166666666666667,1.0,5,2015
2015_15_ATL_JAX,jax,0.97,0.499,1.0,5,2015
2015_15_BUF_WAS,buf,0.96,0.4008333333333333,0.9640000000000001,5,2015
2015_15_BUF_WAS,was,0.7,0.41090909090909095,0.8880000000000001,5,2015
2015_15_CAR_NYG,car,0.87,0.492,0.994,5,2015
2015_15_CAR_NYG,nyg,1.0,0.41,1.0,5,2015
2015_15_CHI_MIN,chi,0.95,0.45363636363636367,1.0,5,2015
2015_15_CHI_MIN,min,0.66,0.41333333333333333,1.0,5,2015
2015_15_CIN_SF,cin,0.91,0.44272727272727275,1.0,5,2015
2015_15_CIN_SF,sf,0.92,0.4166666666666667,0.9099999999999999,5,2015
2015_15_CLE_SEA,cle,0.95,0.45545454545454545,0.992,5,2015
2015_15_CLE_SEA,sea,0.77,0.43818181818181823,0.9460000000000001,5,2015
2015_15_DEN_PIT,den,0.91,0.4116666666666667,1.0,5,2015
2015_15_DEN_PIT,pit,0.96,0.45,1.0,5,2015
2015_15_DET_NO,det,0.94,0.43818181818181823,1.0,5,2015
2015_15_DET_NO,no,0.88,0.4509090909090909,0.9259999999999999,5,2015
2015_15_GB_OAK,gb,0.87,0.4563636363636364,0.976,5,2015
2015_15_GB_OAK,oak,0.82,0.41333333333333333,0.9560000000000001,5,2015
2015_15_HOU_IND,hou,0.97,0.3933333333333333,0.984,5,2015
2015_15_HOU_IND,ind,0.94,0.415,1.0,5,2015
2015_15_KC_BAL,bal,0.78,0.405,1.0,5,2015
2015_15_KC_BAL,kc,0.86,0.415,0.9640000000000001,5,2015
2015_15_MIA_SD,mia,0.91,0.45545454545454545,0.7983333333333333,6,2015
2015_15_MIA_SD,sd,0.89,0.4509090909090909,0.992,5,2015
2015_15_NYJ_DAL,dal,0.82,0.41583333333333333,1.0,5,2015
2015_15_NYJ_DAL,nyj,0.93,0.45272727272727276,0.994,5,2015
2015_15_TB_STL,stl,0.83,0.41583333333333333,1.0,5,2015
2015_15_TB_STL,tb,0.91,0.43363636363636365,0.992,5,2015
2015_15_TEN_NE,ne,0.94,0.44272727272727275,0.9380000000000001,5,2015
2015_15_TEN_NE,ten,0.84,0.4175,0.9039999999999999,5,2015
2015_16_CAR_ATL,atl,0.85,0.41583333333333333,1.0,5,2015
2015_16_CAR_ATL,car,0.85,0.49799999999999994,1.0,5,2015
2015_16_CHI_TB,chi,0.9,0.44272727272727275,0.9720000000000001,5,2015
2015_16_CHI_TB,tb,0.91,0.44272727272727275,1.0,5,2015
2015_16_CIN_DEN,cin,0.93,0.4309090909090909,1.0,5,2015
2015_16_CIN_DEN,den,0.83,0.45363636363636367,0.982,5,2015
2015_16_CLE_KC,cle,0.9,0.45454545454545453,1.0,5,2015
2015_16_CLE_KC,kc,0.91,0.4116666666666666,1.0,5,2015
2015_16_DAL_BUF,buf,0.9,0.3983333333333334,0.932,5,2015
2015_16_DAL_BUF,dal,0.86,0.4141666666666666,1.0,5,2015
2015_16_GB_ARI,ari,0.83,0.3830769230769231,0.898,5,2015
2015_16_GB_ARI,gb,0.96,0.4166666666666667,0.8620000000000001,5,2015
2015_16_HOU_TEN,hou,0.83,0.42,0.96,5,2015
2015_16_HOU_TEN,ten,0.89,0.41500000000000004,0.9480000000000001,5,2015
2015_16_IND_MIA,ind,0.86,0.45363636363636367,0.906,5,2015
2015_16_IND_MIA,mia,0.94,0.45454545454545453,1.0,5,2015
2015_16_JAX_NO,jax,0.96,0.4527272727272727,0.9400000000000001,5,2015
2015_16_JAX_NO,no,0.92,0.4263636363636364,0.986,5,2015
2015_16_NE_NYJ,ne,0.96,0.4509090909090909,0.89,5,2015
2015_16_NE_NYJ,nyj,1.0,0.45545454545454545,1.0,5,2015
2015_16_NYG_MIN,min,0.76,0.41583333333333333,0.9800000000000001,5,2015
2015_16_NYG_MIN,nyg,0.9,0.415,0.916,5,2015
2015_16_PIT_BAL,bal,0.88,0.44727272727272727,1.0,5,2015
2015_16_PIT_BAL,pit,0.95,0.4481818181818182,1.0,5,2015
2015_16_SD_OAK,oak,0.8,0.41500000000000004,1.0,5,2015
2015_16_SD_OAK,sd,0.97,0.45272727272727276,0.8400000000000001,5,2015
2015_16_SF_DET,det,0.89,0.44727272727272727,1.0,5,2015
2015_16_SF_DET,sf,0.92,0.45454545454545453,1.0,5,2015
2015_16_STL_SEA,sea,0.84,0.4116666666666666,1.0,5,2015
2015_16_STL_SEA,stl,0.82,0.41583333333333333,1.0,5,2015
2015_16_WAS_PHI,phi,0.89,0.4166666666666667,0.938,5,2015
2015_16_WAS_PHI,was,0.83,0.4254545454545454,0.998,5,2015
2015_17_BAL_CIN,bal,0.92,0.41083333333333333,1.0,5,2015
2015_17_BAL_CIN,cin,0.89,0.38272727272727275,1.0,5,2015
2015_17_DET_CHI,chi,0.92,0.5266666666666667,0.9960000000000001,5,2015
2015_17_DET_CHI,det,0.91,0.45454545454545453,0.984,5,2015
2015_17_JAX_HOU,hou,1.0,0.4083333333333334,0.962,5,2015
2015_17_JAX_HOU,jax,1.0,0.4527272727272727,1.0,5,2015
2015_17_MIN_GB,gb,1.0,0.41583333333333333,1.0,5,2015
2015_17_MIN_GB,min,0.79,0.4166666666666667,1.0,5,2015
2015_17_NE_MIA,mia,0.91,0.45454545454545453,0.99,5,2015
2015_17_NE_MIA,ne,0.97,0.45272727272727276,0.874,5,2015
2015_17_NO_ATL,atl,0.87,0.41583333333333333,1.0,5,2015
2015_17_NO_ATL,no,0.84,0.45,0.9879999999999999,5,2015
2015_17_NYJ_BUF,buf,0.92,0.38272727272727275,0.986,5,2015
2015_17_NYJ_BUF,nyj,0.98,0.499,1.0,5,2015
2015_17_OAK_KC,kc,0.75,0.4166666666666667,0.982,5,2015
2015_17_OAK_KC,oak,0.96,0.41583333333333333,0.9480000000000001,5,2015
2015_17_PHI_NYG,nyg,1.0,0.4175,0.978,5,2015
2015_17_PHI_NYG,phi,0.74,0.45454545454545453,0.9960000000000001,5,2015
2015_17_PIT_CLE,cle,0.98,0.45454545454545453,1.0,5,2015
2015_17_PIT_CLE,pit,0.96,0.499,1.0,5,2015
2015_17_SD_DEN,den,0.83,0.44272727272727275,0.852,5,2015
2015_17_SD_DEN,sd,0.97,0.5,0.812,5,2015
2015_17_SEA_ARI,ari,0.95,0.38461538461538464,0.982,5,2015
2015_17_SEA_ARI,sea,0.64,0.4141666666666666,1.0,5,2015
2015_17_STL_SF,sf,0.77,0.38461538461538464,1.0,5,2015
2015_17_STL_SF,stl,0.86,0.3853846153846154,0.998,5,2015
2015_17_TB_CAR,car,0.84,0.497,0.982,5,2015
2015_17_TB_CAR,tb,0.92,0.41,1.0,5,2015
2015_17_TEN_IND,ind,0.83,0.4436363636363636,0.922,5,2015
2015_17_TEN_IND,ten,0.81,0.41583333333333333,0.994,5,2015
2015_17_WAS_DAL,dal,0.87,0.4175,0.8333333333333334,6,2015
2015_17_WAS_DAL,was,0.77,0.4081818181818182,0.8816666666666667,6,2015
2015_18_GB_WAS,gb,0.92,0.4166666666666667,1.0,5,2015
2015_18_GB_WAS,was,0.75,0.4290909090909091,0.9560000000000001,5,2015
2015_18_KC_HOU,hou,0.97,0.4075,1.0,5,2015
2015_18_KC_HOU,kc,0.75,0.4183333333333333,0.932,5,2015
2015_18_PIT_CIN,cin,0.95,0.44,1.0,5,2015
2015_18_PIT_CIN,pit,1.0,0.5,0.998,5,2015
2015_18_SEA_MIN,min,0.97,0.44181818181818183,1.0,5,2015
2015_18_SEA_MIN,sea,0.78,0.45454545454545453,1.0,5,2015
2015_19_GB_ARI,ari,0.97,0.4175,1.0,5,2015
2015_19_GB_ARI,gb,1.0,0.45454545454545453,1.0,5,2015
2015_19_KC_NE,kc,0.97,0.4166666666666667,1.0,5,2015
2015_19_KC_NE,ne,0.9,0.45272727272727276,0.944,5,2015
2015_19_PIT_DEN,den,0.89,0.44909090909090904,0.976,5,2015
2015_19_PIT_DEN,pit,0.79,0.5522222222222222,1.0,5,2015
2015_19_SEA_CAR,car,0.75,0.49400000000000005,1.0,5,2015
2015_19_SEA_CAR,sea,0.97,0.45363636363636367,0.976,5,2015
2015_20_ARI_CAR,ari,1.0,0.4166666666666667,1.0,5,2015
2015_20_ARI_CAR,car,0.62,0.471,0.9720000000000001,5,2015
2015_20_NE_DEN,den,0.82,0.44636363636363635,0.9259999999999999,5,2015
2015_20_NE_DEN,ne,0.96,0.45,1.0,5,2015
2015_21_CAR_DEN,car,0.97,0.44909090909090904,0.99,5,2015
2015_21_CAR_DEN,den,0.74,0.496,0.938,5,2015
2016_01_BUF_BAL,bal,0.66,0.4166666666666667,1.0,5,2016
2016_01_BUF_BAL,buf,0.86,0.3958333333333333,0.914,5,2016
2016_01_CAR_DEN,car,0.71,0.499,1.0,5,2016
2016_01_CAR_DEN,den,0.86,0.4445454545454545,1.0,5,2016
2016_01_CHI_HOU,chi,0.98,0.45545454545454545,1.0,5,2016
2016_01_CHI_HOU,hou,0.97,0.41333333333333333,0.998,5,2016
2016_01_CIN_NYJ,cin,0.96,0.44727272727272727,1.0,5,2016
2016_01_CIN_NYJ,nyj,0.99,0.45363636363636367,0.9099999999999999,5,2016
2016_01_CLE_PHI,cle,0.9,0.4091666666666667,0.9960000000000001,5,2016
2016_01_CLE_PHI,phi,0.92,0.48200000000000004,1.0,5,2016
2016_01_DET_IND,det,0.94,0.4527272727272727,1.0,5,2016
2016_01_DET_IND,ind,0.97,0.45363636363636367,1.0,5,2016
2016_01_GB_JAX,gb,0.97,0.41583333333333333,1.0,5,2016
2016_01_GB_JAX,jax,0.94,0.4166666666666667,1.0,5,2016
2016_01_LA_SF,la,0.97,0.41500000000000004,0.9039999999999999,5,2016
2016_01_LA_SF,sf,0.96,0.4166666666666667,0.974,5,2016
2016_01_MIA_SEA,mia,1.0,0.45454545454545453,1.0,5,2016
2016_01_MIA_SEA,sea,0.87,0.4175,1.0,5,2016
2016_01_MIN_TEN,min,0.89,0.45454545454545453,1.0,5,2016
2016_01_MIN_TEN,ten,0.96,0.4166666666666667,1.0,5,2016
2016_01_NE_ARI,ari,0.97,0.45454545454545453,0.9039999999999999,5,2016
2016_01_NE_ARI,ne,0.86,0.45454545454545453,0.96,5,2016
2016_01_NYG_DAL,dal,0.96,0.38461538461538464,0.9879999999999999,5,2016
2016_01_NYG_DAL,nyg,1.0,0.4518181818181818,1.0,5,2016
2016_01_OAK_NO,no,0.9,0.395,0.974,5,2016
2016_01_OAK_NO,oak,0.99,0.4166666666666667,1.0,4,2016
2016_01_PIT_WAS,pit,0.97,0.499,1.0,5,2016
2016_01_PIT_WAS,was,0.83,0.5,1.0,5,2016
2016_01_SD_KC,kc,0.92,0.38384615384615384,1.0,5,2016
2016_01_SD_KC,sd,0.79,0.495,0.954,5,2016
2016_01_TB_ATL,atl,0.86,0.45454545454545453,1.0,5,2016
2016_01_TB_ATL,tb,0.86,0.4166666666666667,1.0,5,2016
2016_02_ATL_OAK,atl,0.77,0.4166666666666667,1.0,5,2016
2016_02_ATL_OAK,oak,0.92,0.4175,0.994,5,2016
2016_02_BAL_CLE,bal,0.71,0.4166666666666667,1.0,5,2016
2016_02_BAL_CLE,cle,0.9,0.4116666666666667,0.9879999999999999,5,2016
2016_02_CIN_PIT,cin,0.95,0.4518181818181818,0.998,5,2016
2016_02_CIN_PIT,pit,1.0,0.49400000000000005,1.0,5,2016
2016_02_DAL_WAS,dal,0.84,0.38153846153846155,1.0,5,2016
2016_02_DAL_WAS,was,0.76,0.45454545454545453,1.0,5,2016
2016_02_GB_MIN,gb,0.99,0.38461538461538464,0.998,5,2016
2016_02_GB_MIN,min,0.88,0.4175,1.0,5,2016
2016_02_IND_DEN,den,0.85,0.45454545454545453,0.978,5,2016
2016_02_IND_DEN,ind,0.88,0.4175,0.9339999999999999,5,2016
2016_02_JAX_SD,jax,0.88,0.4175,0.9339999999999999,5,2016
2016_02_JAX_SD,sd,0.87,0.4518181818181818,0.9380000000000001,5,2016
2016_02_KC_HOU,hou,1.0,0.415,1.0,5,2016
2016_02_KC_HOU,kc,0.98,0.38461538461538464,1.0,5,2016
