date,home_key,away_key,home_close_ml,away_close_ml,home_close_spread,away_close_spread,home_open_ml,away_open_ml,home_open_spread,away_open_spread,home_spread_odds,away_spread_odds,open_total,close_total,source
1999-09-12,atl,min,,,4.0,-4.0,,,,,,,,49.0,nflverse
1999-09-12,chi,kc,,,3.0,-3.0,,,,,,,,38.0,nflverse
1999-09-12,cle,pit,,,6.0,-6.0,,,,,,,,37.0,nflverse
1999-09-12,gb,oak,,,-9.0,9.0,,,,,,,,43.0,nflverse
1999-09-12,ind,buf,,,3.0,-3.0,,,,,,,,45.5,nflverse
1999-09-12,jax,sf,,,-5.5,5.5,,,,,,,,49.0,nflverse
1999-09-12,no,car,,,-3.5,3.5,,,,,,,,38.0,nflverse
1999-09-12,nyj,ne,,,-7.0,7.0,,,,,,,,44.5,nflverse
1999-09-12,phi,ari,,,3.0,-3.0,,,,,,,,37.0,nflverse
1999-09-12,sea,det,,,-9.5,9.5,,,,,,,,42.0,nflverse
1999-09-12,stl,bal,,,-0.0,0.0,,,,,,,,39.0,nflverse
1999-09-12,tb,nyg,,,-5.5,5.5,,,,,,,,37.5,nflverse
1999-09-12,ten,cin,,,-9.0,9.0,,,,,,,,42.0,nflverse
1999-09-12,was,dal,,,-2.5,2.5,,,,,,,,42.0,nflverse
1999-09-13,den,mia,,,-6.0,6.0,,,,,,,,43.0,nflverse
1999-09-19,bal,pit,,,2.5,-2.5,,,,,,,,38.0,nflverse
1999-09-19,buf,nyj,,,-4.0,4.0,,,,,,,,42.0,nflverse
1999-09-19,car,jax,,,9.5,-9.5,,,,,,,,44.0,nflverse
1999-09-19,chi,sea,,,3.5,-3.5,,,,,,,,39.0,nflverse
1999-09-19,cin,sd,,,-1.0,1.0,,,,,,,,40.5,nflverse
1999-09-19,det,gb,,,6.5,-6.5,,,,,,,,43.0,nflverse
1999-09-19,kc,den,,,3.5,-3.5,,,,,,,,40.5,nflverse
1999-09-19,mia,ari,,,-9.0,9.0,,,,,,,,41.0,nflverse
1999-09-19,min,oak,,,-11.0,11.0,,,,,,,,47.5,nflverse
1999-09-19,ne,ind,,,-4.5,4.5,,,,,,,,45.0,nflverse
1999-09-19,nyg,was,,,-2.5,2.5,,,,,,,,41.0,nflverse
1999-09-19,phi,tb,,,6.5,-6.5,,,,,,,,36.5,nflverse
1999-09-19,sf,no,,,-11.0,11.0,,,,,,,,42.5,nflverse
1999-09-19,ten,cle,,,-16.0,16.0,,,,,,,,40.0,nflverse
1999-09-20,dal,atl,,,-6.5,6.5,,,,,,,,42.0,nflverse
1999-09-26,bal,cle,,,-12.0,12.0,,,,,,,,36.5,nflverse
1999-09-26,buf,phi,,,-11.5,11.5,,,,,,,,38.0,nflverse
1999-09-26,car,cin,,,-7.0,7.0,,,,,,,,39.5,nflverse
1999-09-26,gb,min,,,-0.0,0.0,,,,,,,,47.5,nflverse
1999-09-26,jax,ten,,,-9.5,9.5,,,,,,,,45.0,nflverse
1999-09-26,kc,det,,,-3.5,3.5,,,,,,,,39.5,nflverse
1999-09-26,ne,nyg,,,-6.0,6.0,,,,,,,,43.5,nflverse
1999-09-26,nyj,was,,,1.0,-1.0,,,,,,,,43.5,nflverse
1999-09-26,oak,chi,,,-7.0,7.0,,,,,,,,38.0,nflverse
1999-09-26,pit,sea,,,-4.0,4.0,,,,,,,,38.0,nflverse
1999-09-26,sd,ind,,,1.0,-1.0,,,,,,,,44.0,nflverse
1999-09-26,stl,atl,,,1.5,-1.5,,,,,,,,40.5,nflverse
1999-09-26,tb,den,,,-2.5,2.5,,,,,,,,38.0,nflverse
1999-09-27,ari,sf,,,2.5,-2.5,,,,,,,,45.5,nflverse
1999-10-03,atl,bal,,,-2.5,2.5,,,,,,,,36.5,nflverse
1999-10-03,chi,no,,,1.0,-1.0,,,,,,,,37.0,nflverse
1999-10-03,cin,stl,,,3.5,-3.5,,,,,,,,44.0,nflverse
1999-10-03,cle,ne,,,12.0,-12.0,,,,,,,,38.0,nflverse
1999-10-03,dal,ari,,,-7.0,7.0,,,,,,,,42.5,nflverse
1999-10-03,den,nyj,,,-5.5,5.5,,,,,,,,40.0,nflverse
1999-10-03,min,tb,,,-7.0,7.0,,,,,,,,40.5,nflverse
1999-10-03,nyg,phi,,,-9.5,9.5,,,,,,,,35.5,nflverse
1999-10-03,pit,jax,,,3.0,-3.0,,,,,,,,42.0,nflverse
1999-10-03,sd,kc,,,-1.0,1.0,,,,,,,,38.5,nflverse
1999-10-03,sea,oak,,,-3.5,3.5,,,,,,,,40.5,nflverse
1999-10-03,sf,ten,,,-1.5,1.5,,,,,,,,40.5,nflverse
1999-10-03,was,car,,,-8.5,8.5,,,,,,,,45.5,nflverse
1999-10-04,mia,buf,,,-4.5,4.5,,,,,,,,40.5,nflverse
1999-10-10,ari,nyg,,,-3.0,3.0,,,,,,,,37.5,nflverse
1999-10-10,buf,pit,,,-6.5,6.5,,,,,,,,38.0,nflverse
1999-10-10,cle,cin,,,3.0,-3.0,,,,,,,,36.0,nflverse
1999-10-10,det,sd,,,-3.5,3.5,,,,,,,,40.0,nflverse
1999-10-10,gb,tb,,,-6.0,6.0,,,,,,,,40.5,nflverse
1999-10-10,ind,mia,,,1.5,-1.5,,,,,,,,44.5,nflverse
1999-10-10,kc,ne,,,-2.5,2.5,,,,,,,,41.0,nflverse
1999-10-10,min,chi,,,-13.0,13.0,,,,,,,,43.5,nflverse
1999-10-10,no,atl,,,-3.0,3.0,,,,,,,,35.5,nflverse
1999-10-10,oak,den,,,-7.0,7.0,,,,,,,,38.0,nflverse
1999-10-10,phi,dal,,,9.5,-9.5,,,,,,,,37.0,nflverse
1999-10-10,stl,sf,,,-3.0,3.0,,,,,,,,45.5,nflverse
1999-10-10,ten,bal,,,-7.0,7.0,,,,,,,,38.5,nflverse
1999-10-11,nyj,jax,,,3.0,-3.0,,,,,,,,40.0,nflverse
1999-10-17,ari,was,,,3.5,-3.5,,,,,,,,45.5,nflverse
1999-10-17,atl,stl,,,6.0,-6.0,,,,,,,,45.0,nflverse
1999-10-17,buf,oak,,,-3.5,3.5,,,,,,,,40.5,nflverse
1999-10-17,chi,phi,,,-6.5,6.5,,,,,,,,35.0,nflverse
1999-10-17,cin,pit,,,5.0,-5.0,,,,,,,,37.5,nflverse
1999-10-17,den,gb,,,3.5,-3.5,,,,,,,,40.0,nflverse
1999-10-17,det,min,,,3.5,-3.5,,,,,,,,45.0,nflverse
1999-10-17,jax,cle,,,-17.5,17.5,,,,,,,,37.5,nflverse
1999-10-17,ne,mia,,,-2.5,2.5,,,,,,,,42.5,nflverse
1999-10-17,no,ten,,,3.0,-3.0,,,,,,,,36.5,nflverse
1999-10-17,nyj,ind,,,2.5,-2.5,,,,,,,,42.5,nflverse
1999-10-17,sd,sea,,,1.5,-1.5,,,,,,,,37.5,nflverse
1999-10-17,sf,car,,,-5.0,5.0,,,,,,,,44.0,nflverse
1999-10-18,nyg,dal,,,3.0,-3.0,,,,,,,,37.0,nflverse
1999-10-21,bal,kc,,,1.0,-1.0,,,,,,,,36.0,nflverse
1999-10-24,car,det,,,-4.5,4.5,,,,,,,,43.5,nflverse
1999-10-24,dal,was,,,-2.0,2.0,,,,,,,,44.0,nflverse
1999-10-24,ind,cin,,,-11.0,11.0,,,,,,,,44.0,nflverse
1999-10-24,mia,phi,,,-9.0,9.0,,,,,,,,34.0,nflverse
1999-10-24,min,sf,,,-7.0,7.0,,,,,,,,48.5,nflverse
1999-10-24,ne,den,,,-3.5,3.5,,,,,,,,40.5,nflverse
1999-10-24,nyg,no,,,-3.0,3.0,,,,,,,,34.0,nflverse
1999-10-24,oak,nyj,,,-6.5,6.5,,,,,,,,37.0,nflverse
1999-10-24,sd,gb,,,3.0,-3.0,,,,,,,,37.5,nflverse
1999-10-24,sea,buf,,,-2.5,2.5,,,,,,,,38.0,nflverse
1999-10-24,stl,cle,,,-18.5,18.5,,,,,,,,43.5,nflverse
1999-10-24,tb,chi,,,-8.0,8.0,,,,,,,,36.5,nflverse
1999-10-25,pit,atl,,,-5.5,5.5,,,,,,,,37.0,nflverse
1999-10-31,ari,ne,,,3.0,-3.0,,,,,,,,40.5,nflverse
1999-10-31,atl,car,,,-2.0,2.0,,,,,,,,40.0,nflverse
1999-10-31,bal,buf,,,3.5,-3.5,,,,,,,,36.5,nflverse
1999-10-31,cin,jax,,,12.5,-12.5,,,,,,,,38.0,nflverse
1999-10-31,den,min,,,2.5,-2.5,,,,,,,,45.0,nflverse
1999-10-31,det,tb,,,2.5,-2.5,,,,,,,,35.0,nflverse
1999-10-31,ind,dal,,,-3.0,3.0,,,,,,,,46.0,nflverse
1999-10-31,kc,sd,,,-6.0,6.0,,,,,,,,35.0,nflverse
1999-10-31,no,cle,,,-9.5,9.5,,,,,,,,33.5,nflverse
1999-10-31,oak,mia,,,-3.0,3.0,,,,,,,,37.0,nflverse
1999-10-31,phi,nyg,,,2.5,-2.5,,,,,,,,33.5,nflverse
1999-10-31,ten,stl,,,3.0,-3.0,,,,,,,,44.5,nflverse
1999-10-31,was,chi,,,-8.5,8.5,,,,,,,,44.0,nflverse
1999-11-01,gb,sea,,,-5.5,5.5,,,,,,,,42.5,nflverse
1999-11-07,atl,jax,,,6.0,-6.0,,,,,,,,41.0,nflverse
1999-11-07,car,phi,,,-5.0,5.0,,,,,,,,36.0,nflverse
1999-11-07,cle,bal,,,3.5,-3.5,,,,,,,,32.5,nflverse
1999-11-07,det,stl,,,4.0,-4.0,,,,,,,,45.0,nflverse
1999-11-07,gb,chi,,,-9.0,9.0,,,,,,,,40.5,nflverse
1999-11-07,ind,kc,,,-4.0,4.0,,,,,,,,45.0,nflverse
1999-11-07,mia,ten,,,-3.0,3.0,,,,,,,,37.0,nflverse
1999-11-07,no,tb,,,3.5,-3.5,,,,,,,,33.5,nflverse
1999-11-07,nyj,ari,,,-7.0,7.0,,,,,,,,35.0,nflverse
1999-11-07,sd,den,,,-0.0,0.0,,,,,,,,35.5,nflverse
1999-11-07,sea,cin,,,-14.0,14.0,,,,,,,,40.0,nflverse
1999-11-07,sf,pit,,,-2.5,2.5,,,,,,,,41.5,nflverse
1999-11-07,was,buf,,,-4.0,4.0,,,,,,,,47.0,nflverse
1999-11-08,min,dal,,,-6.5,6.5,,,,,,,,47.5,nflverse
1999-11-14,ari,det,,,5.5,-5.5,,,,,,,,35.5,nflverse
1999-11-14,buf,mia,,,-3.0,3.0,,,,,,,,37.0,nflverse
1999-11-14,chi,min,,,6.5,-6.5,,,,,,,,43.0,nflverse
1999-11-14,cin,ten,,,10.0,-10.0,,,,,,,,41.0,nflverse
1999-11-14,dal,gb,,,3.0,-3.0,,,,,,,,38.0,nflverse
1999-11-14,jax,bal,,,-13.0,13.0,,,,,,,,37.0,nflverse
1999-11-14,no,sf,,,1.0,-1.0,,,,,,,,38.5,nflverse
1999-11-14,nyg,ind,,,3.0,-3.0,,,,,,,,41.5,nflverse
1999-11-14,oak,sd,,,-7.0,7.0,,,,,,,,36.0,nflverse
1999-11-14,phi,was,,,6.0,-6.0,,,,,,,,42.0,nflverse
1999-11-14,pit,cle,,,-14.5,14.5,,,,,,,,34.5,nflverse
1999-11-14,sea,den,,,-5.5,5.5,,,,,,,,41.0,nflverse
1999-11-14,stl,car,,,-10.0,10.0,,,,,,,,48.0,nflverse
1999-11-14,tb,kc,,,-3.0,3.0,,,,,,,,34.5,nflverse
1999-11-15,ne,nyj,,,-6.0,6.0,,,,,,,,37.0,nflverse
1999-11-21,ari,dal,,,1.5,-1.5,,,,,,,,35.0,nflverse
1999-11-21,cin,bal,,,5.0,-5.0,,,,,,,,34.5,nflverse
1999-11-21,cle,car,,,5.5,-5.5,,,,,,,,35.5,nflverse
1999-11-21,gb,det,,,-4.0,4.0,,,,,,,,39.0,nflverse
1999-11-21,jax,no,,,-12.5,12.5,,,,,,,,35.0,nflverse
1999-11-21,kc,sea,,,-3.0,3.0,,,,,,,,37.5,nflverse
1999-11-21,mia,ne,,,-3.5,3.5,,,,,,,,37.5,nflverse
1999-11-21,nyj,buf,,,2.5,-2.5,,,,,,,,36.0,nflverse
1999-11-21,phi,ind,,,7.0,-7.0,,,,,,,,41.0,nflverse
1999-11-21,sd,chi,,,-0.0,0.0,,,,,,,,36.0,nflverse
1999-11-21,sf,stl,,,7.5,-7.5,,,,,,,,47.5,nflverse
1999-11-21,tb,atl,,,-7.0,7.0,,,,,,,,34.5,nflverse
1999-11-21,ten,pit,,,-5.5,5.5,,,,,,,,36.5,nflverse
1999-11-21,was,nyg,,,-5.5,5.5,,,,,,,,44.5,nflverse
1999-11-22,den,oak,,,-1.5,1.5,,,,,,,,37.0,nflverse
1999-11-25,dal,mia,,,-1.5,1.5,,,,,,,,38.0,nflverse
1999-11-25,det,chi,,,-6.0,6.0,,,,,,,,44.0,nflverse
1999-11-28,bal,jax,,,7.0,-7.0,,,,,,,,36.5,nflverse
1999-11-28,buf,ne,,,-4.0,4.0,,,,,,,,38.0,nflverse
1999-11-28,car,atl,,,-4.5,4.5,,,,,,,,40.0,nflverse
1999-11-28,cle,ten,,,10.5,-10.5,,,,,,,,35.5,nflverse
1999-11-28,ind,nyj,,,-7.0,7.0,,,,,,,,44.0,nflverse
1999-11-28,min,sd,,,-13.5,13.5,,,,,,,,43.5,nflverse
1999-11-28,nyg,ari,,,-4.5,4.5,,,,,,,,34.5,nflverse
1999-11-28,oak,kc,,,-3.5,3.5,,,,,,,,37.0,nflverse
1999-11-28,pit,cin,,,-11.0,11.0,,,,,,,,36.0,nflverse
1999-11-28,sea,tb,,,-6.0,6.0,,,,,,,,37.0,nflverse
1999-11-28,stl,no,,,-14.0,14.0,,,,,,,,47.0,nflverse
1999-11-28,was,phi,,,-10.0,10.0,,,,,,,,42.5,nflverse
1999-11-29,sf,gb,,,6.0,-6.0,,,,,,,,40.5,nflverse
1999-12-02,jax,pit,,,-10.5,10.5,,,,,,,,37.0,nflverse
1999-12-05,ari,phi,,,-7.0,7.0,,,,,,,,37.0,nflverse
1999-12-05,atl,no,,,-4.0,4.0,,,,,,,,39.5,nflverse
1999-12-05,bal,ten,,,3.5,-3.5,,,,,,,,36.5,nflverse
1999-12-05,car,stl,,,7.0,-7.0,,,,,,,,49.0,nflverse
1999-12-05,chi,gb,,,3.5,-3.5,,,,,,,,39.0,nflverse
1999-12-05,cin,sf,,,-3.0,3.0,,,,,,,,39.0,nflverse
1999-12-05,den,kc,,,-3.5,3.5,,,,,,,,38.5,nflverse
1999-12-05,det,was,,,-3.5,3.5,,,,,,,,49.5,nflverse
1999-12-05,mia,ind,,,-2.0,2.0,,,,,,,,43.0,nflverse
1999-12-05,ne,dal,,,-2.0,2.0,,,,,,,,38.0,nflverse
1999-12-05,nyg,nyj,,,2.5,-2.5,,,,,,,,34.0,nflverse
1999-12-05,oak,sea,,,-1.0,1.0,,,,,,,,41.0,nflverse
1999-12-05,sd,cle,,,-7.5,7.5,,,,,,,,36.0,nflverse
1999-12-06,tb,min,,,2.5,-2.5,,,,,,,,39.0,nflverse
1999-12-09,ten,oak,,,-3.0,3.0,,,,,,,,40.0,nflverse
1999-12-12,buf,nyg,,,-8.0,8.0,,,,,,,,36.5,nflverse
1999-12-12,cin,cle,,,-7.0,7.0,,,,,,,,41.0,nflverse
1999-12-12,dal,phi,,,-9.0,9.0,,,,,,,,36.5,nflverse
1999-12-12,gb,car,,,-8.0,8.0,,,,,,,,42.0,nflverse
1999-12-12,ind,ne,,,-7.0,7.0,,,,,,,,46.5,nflverse
1999-12-12,kc,min,,,-1.0,1.0,,,,,,,,42.0,nflverse
1999-12-12,no,stl,,,10.5,-10.5,,,,,,,,49.0,nflverse
1999-12-12,nyj,mia,,,3.0,-3.0,,,,,,,,37.0,nflverse
1999-12-12,pit,bal,,,-1.5,1.5,,,,,,,,36.0,nflverse
1999-12-12,sea,sd,,,-9.5,9.5,,,,,,,,42.5,nflverse
1999-12-12,sf,atl,,,3.0,-3.0,,,,,,,,41.0,nflverse
1999-12-12,tb,det,,,-4.0,4.0,,,,,,,,36.0,nflverse
1999-12-12,was,ari,,,-5.5,5.5,,,,,,,,46.5,nflverse
1999-12-13,jax,den,,,-9.0,9.0,,,,,,,,37.5,nflverse
1999-12-18,car,sf,,,-7.5,7.5,,,,,,,,46.0,nflverse
1999-12-18,kc,pit,,,-8.5,8.5,,,,,,,,37.0,nflverse
1999-12-19,ari,buf,,,3.0,-3.0,,,,,,,,37.5,nflverse
1999-12-19,bal,no,,,-8.5,8.5,,,,,,,,41.5,nflverse
1999-12-19,chi,det,,,3.0,-3.0,,,,,,,,37.0,nflverse
1999-12-19,cle,jax,,,14.5,-14.5,,,,,,,,39.0,nflverse
1999-12-19,dal,nyj,,,-6.0,6.0,,,,,,,,35.5,nflverse
1999-12-19,den,sea,,,-1.5,1.5,,,,,,,,39.0,nflverse
1999-12-19,ind,was,,,-6.5,6.5,,,,,,,,51.0,nflverse
1999-12-19,mia,sd,,,-7.5,7.5,,,,,,,,37.0,nflverse
1999-12-19,oak,tb,,,1.0,-1.0,,,,,,,,36.0,nflverse
1999-12-19,phi,ne,,,3.5,-3.5,,,,,,,,37.0,nflverse
1999-12-19,stl,nyg,,,-10.5,10.5,,,,,,,,46.5,nflverse
1999-12-19,ten,atl,,,-10.0,10.0,,,,,,,,37.0,nflverse
1999-12-20,min,gb,,,-4.5,4.5,,,,,,,,49.0,nflverse
1999-12-24,no,dal,,,8.5,-8.5,,,,,,,,38.5,nflverse
1999-12-25,det,den,,,-4.5,4.5,,,,,,,,43.5,nflverse
1999-12-26,atl,ari,,,-2.0,2.0,,,,,,,,38.0,nflverse
1999-12-26,bal,cin,,,-7.0,7.0,,,,,,,,45.5,nflverse
1999-12-26,cle,ind,,,13.5,-13.5,,,,,,,,41.5,nflverse
1999-12-26,ne,buf,,,3.0,-3.0,,,,,,,,37.5,nflverse
1999-12-26,nyg,min,,,2.5,-2.5,,,,,,,,43.0,nflverse
1999-12-26,pit,car,,,3.5,-3.5,,,,,,,,42.5,nflverse
1999-12-26,sd,oak,,,3.0,-3.0,,,,,,,,38.0,nflverse
1999-12-26,sea,kc,,,-3.0,3.0,,,,,,,,43.0,nflverse
1999-12-26,sf,was,,,7.0,-7.0,,,,,,,,47.5,nflverse
1999-12-26,stl,chi,,,-10.0,10.0,,,,,,,,46.5,nflverse
1999-12-26,tb,gb,,,-3.5,3.5,,,,,,,,37.0,nflverse
1999-12-26,ten,jax,,,3.0,-3.0,,,,,,,,39.0,nflverse
1999-12-27,mia,nyj,,,-3.5,3.5,,,,,,,,37.0,nflverse
2000-01-02,buf,ind,,,1.5,-1.5,,,,,,,,42.0,nflverse
2000-01-02,car,no,,,-8.5,8.5,,,,,,,,46.5,nflverse
2000-01-02,chi,tb,,,3.5,-3.5,,,,,,,,34.0,nflverse
2000-01-02,dal,nyg,,,-6.5,6.5,,,,,,,,37.5,nflverse
2000-01-02,den,sd,,,-7.0,7.0,,,,,,,,37.5,nflverse
2000-01-02,gb,ari,,,-7.5,7.5,,,,,,,,38.0,nflverse
2000-01-02,jax,cin,,,-9.0,9.0,,,,,,,,39.5,nflverse
2000-01-02,kc,oak,,,-5.0,5.0,,,,,,,,39.0,nflverse
2000-01-02,min,det,,,-7.0,7.0,,,,,,,,48.5,nflverse
2000-01-02,ne,bal,,,1.0,-1.0,,,,,,,,37.5,nflverse
2000-01-02,nyj,sea,,,-1.0,1.0,,,,,,,,38.0,nflverse
2000-01-02,phi,stl,,,8.0,-8.0,,,,,,,,42.0,nflverse
2000-01-02,pit,ten,,,4.0,-4.0,,,,,,,,38.0,nflverse
2000-01-02,was,mia,,,-3.0,3.0,,,,,,,,44.0,nflverse
2000-01-03,atl,sf,,,-6.5,6.5,,,,,,,,46.5,nflverse
2000-01-08,ten,buf,,,-5.0,5.0,,,,,,,,39.0,nflverse
2000-01-08,was,det,,,-6.0,6.0,,,,,,,,46.0,nflverse
2000-01-09,min,dal,,,-7.0,7.0,,,,,,,,46.5,nflverse
2000-01-09,sea,mia,,,-3.5,3.5,,,,,,,,39.0,nflverse
2000-01-15,jax,mia,,,-8.0,8.0,,,,,,,,37.5,nflverse
2000-01-15,tb,was,,,-4.5,4.5,,,,,,,,38.0,nflverse
2000-01-16,ind,ten,,,-5.5,5.5,,,,,,,,46.5,nflverse
2000-01-16,stl,min,,,-7.0,7.0,,,,,,,,52.0,nflverse
2000-01-23,jax,ten,,,-7.0,7.0,,,,,,,,39.5,nflverse
2000-01-23,stl,tb,,,-14.0,14.0,,,,,,,,46.0,nflverse
2000-01-30,ten,stl,,,7.0,-7.0,,,,,,,,48.0,nflverse
2000-09-03,atl,sf,,,-6.5,6.5,,,,,,,,46.5,nflverse
2000-09-03,buf,ten,,,-1.0,1.0,,,,,,,,40.0,nflverse
2000-09-03,cle,jax,,,10.5,-10.5,,,,,,,,38.5,nflverse
2000-09-03,dal,phi,,,-6.0,6.0,,,,,,,,39.5,nflverse
2000-09-03,gb,nyj,,,-2.5,2.5,,,,,,,,44.0,nflverse
2000-09-03,kc,ind,,,3.5,-3.5,,,,,,,,44.0,nflverse
2000-09-03,mia,sea,,,-2.0,2.0,,,,,,,,36.0,nflverse
2000-09-03,min,chi,,,-4.5,4.5,,,,,,,,46.5,nflverse
2000-09-03,ne,tb,,,3.0,-3.0,,,,,,,,36.0,nflverse
2000-09-03,no,det,,,-0.0,0.0,,,,,,,,40.5,nflverse
2000-09-03,nyg,ari,,,-6.5,6.5,,,,,,,,40.0,nflverse
2000-09-03,oak,sd,,,-6.5,6.5,,,,,,,,39.5,nflverse
2000-09-03,pit,bal,,,2.5,-2.5,,,,,,,,37.0,nflverse
2000-09-03,was,car,,,-10.5,10.5,,,,,,,,47.5,nflverse
2000-09-04,stl,den,,,-6.5,6.5,,,,,,,,48.5,nflverse
2000-09-10,ari,dal,,,-3.0,3.0,,,,,,,,38.5,nflverse
2000-09-10,bal,jax,,,-3.0,3.0,,,,,,,,36.5,nflverse
2000-09-10,buf,gb,,,-6.0,6.0,,,,,,,,38.5,nflverse
2000-09-10,cin,cle,,,-6.0,6.0,,,,,,,,40.5,nflverse
2000-09-10,den,atl,,,-4.5,4.5,,,,,,,,47.0,nflverse
2000-09-10,det,was,,,5.5,-5.5,,,,,,,,43.0,nflverse
2000-09-10,ind,oak,,,-6.5,6.5,,,,,,,,44.0,nflverse
2000-09-10,min,mia,,,-3.0,3.0,,,,,,,,42.5,nflverse
2000-09-10,phi,nyg,,,-3.0,3.0,,,,,,,,39.5,nflverse
2000-09-10,sd,no,,,-5.5,5.5,,,,,,,,35.5,nflverse
2000-09-10,sea,stl,,,7.5,-7.5,,,,,,,,46.0,nflverse
2000-09-10,sf,car,,,3.0,-3.0,,,,,,,,48.0,nflverse
2000-09-10,tb,chi,,,-7.0,7.0,,,,,,,,36.5,nflverse
2000-09-10,ten,kc,,,-8.5,8.5,,,,,,,,38.5,nflverse
2000-09-11,nyj,ne,,,-6.5,6.5,,,,,,,,39.5,nflverse
2000-09-17,car,atl,,,-6.0,6.0,,,,,,,,48.5,nflverse
2000-09-17,chi,nyg,,,-2.0,2.0,,,,,,,,42.0,nflverse
2000-09-17,cle,pit,,,2.5,-2.5,,,,,,,,35.5,nflverse
2000-09-17,det,tb,,,3.0,-3.0,,,,,,,,34.5,nflverse
2000-09-17,gb,phi,,,-4.0,4.0,,,,,,,,42.5,nflverse
2000-09-17,jax,cin,,,-13.0,13.0,,,,,,,,41.0,nflverse
2000-09-17,kc,sd,,,-4.5,4.5,,,,,,,,35.5,nflverse
2000-09-17,mia,bal,,,1.5,-1.5,,,,,,,,34.5,nflverse
2000-09-17,ne,min,,,-1.5,1.5,,,,,,,,42.5,nflverse
2000-09-17,nyj,buf,,,-1.0,1.0,,,,,,,,38.5,nflverse
2000-09-17,oak,den,,,-3.0,3.0,,,,,,,,44.0,nflverse
2000-09-17,sea,no,,,-6.0,6.0,,,,,,,,40.0,nflverse
2000-09-17,stl,sf,,,-17.0,17.0,,,,,,,,55.5,nflverse
2000-09-18,was,dal,,,-10.5,10.5,,,,,,,,44.0,nflverse
2000-09-24,ari,gb,,,-1.0,1.0,,,,,,,,42.0,nflverse
2000-09-24,atl,stl,,,6.5,-6.5,,,,,,,,55.0,nflverse
2000-09-24,bal,cin,,,-11.5,11.5,,,,,,,,38.0,nflverse
2000-09-24,chi,det,,,-1.0,1.0,,,,,,,,37.5,nflverse
2000-09-24,dal,sf,,,-6.5,6.5,,,,,,,,47.0,nflverse
2000-09-24,den,kc,,,-7.0,7.0,,,,,,,,43.0,nflverse
2000-09-24,mia,ne,,,-4.5,4.5,,,,,,,,34.5,nflverse
2000-09-24,no,phi,,,-1.5,1.5,,,,,,,,38.0,nflverse
2000-09-24,nyg,was,,,-1.0,1.0,,,,,,,,42.0,nflverse
2000-09-24,oak,cle,,,-10.5,10.5,,,,,,,,40.5,nflverse
2000-09-24,pit,ten,,,7.0,-7.0,,,,,,,,36.0,nflverse
2000-09-24,sd,sea,,,2.5,-2.5,,,,,,,,36.0,nflverse
2000-09-24,tb,nyj,,,-7.0,7.0,,,,,,,,36.0,nflverse
2000-09-25,ind,jax,,,-3.5,3.5,,,,,,,,45.0,nflverse
2000-10-01,buf,ind,,,-1.5,1.5,,,,,,,,44.0,nflverse
2000-10-01,car,dal,,,-6.5,6.5,,,,,,,,47.5,nflverse
2000-10-01,cin,mia,,,7.0,-7.0,,,,,,,,33.0,nflverse
2000-10-01,cle,bal,,,8.5,-8.5,,,,,,,,37.0,nflverse
2000-10-01,den,ne,,,-8.5,8.5,,,,,,,,41.0,nflverse
2000-10-01,det,min,,,-1.0,1.0,,,,,,,,42.5,nflverse
2000-10-01,gb,chi,,,-5.5,5.5,,,,,,,,41.0,nflverse
2000-10-01,jax,pit,,,-11.0,11.0,,,,,,,,38.5,nflverse
2000-10-01,phi,atl,,,-3.0,3.0,,,,,,,,41.5,nflverse
2000-10-01,sf,ari,,,-3.5,3.5,,,,,,,,47.5,nflverse
2000-10-01,stl,sd,,,-17.0,17.0,,,,,,,,53.5,nflverse
2000-10-01,ten,nyg,,,-5.0,5.0,,,,,,,,38.0,nflverse
2000-10-01,was,tb,,,-1.5,1.5,,,,,,,,36.0,nflverse
2000-10-02,kc,sea,,,-4.0,4.0,,,,,,,,38.5,nflverse
2000-10-08,ari,cle,,,-4.5,4.5,,,,,,,,40.5,nflverse
2000-10-08,atl,nyg,,,-1.0,1.0,,,,,,,,42.0,nflverse
2000-10-08,car,sea,,,-3.5,3.5,,,,,,,,43.0,nflverse
2000-10-08,chi,no,,,-5.5,5.5,,,,,,,,40.0,nflverse
2000-10-08,cin,ten,,,10.0,-10.0,,,,,,,,38.0,nflverse
2000-10-08,det,gb,,,-3.0,3.0,,,,,,,,43.0,nflverse
2000-10-08,jax,bal,,,-2.5,2.5,,,,,,,,37.5,nflverse
2000-10-08,mia,buf,,,-2.0,2.0,,,,,,,,34.5,nflverse
2000-10-08,ne,ind,,,3.5,-3.5,,,,,,,,43.5,nflverse
2000-10-08,nyj,pit,,,-8.0,8.0,,,,,,,,37.5,nflverse
2000-10-08,phi,was,,,3.5,-3.5,,,,,,,,37.5,nflverse
2000-10-08,sd,den,,,6.5,-6.5,,,,,,,,43.0,nflverse
2000-10-08,sf,oak,,,4.5,-4.5,,,,,,,,48.5,nflverse
2000-10-09,min,tb,,,-1.0,1.0,,,,,,,,39.0,nflverse
2000-10-15,ari,phi,,,2.5,-2.5,,,,,,,,39.0,nflverse
2000-10-15,buf,sd,,,-10.0,10.0,,,,,,,,36.5,nflverse
2000-10-15,chi,min,,,6.0,-6.0,,,,,,,,44.0,nflverse
2000-10-15,den,cle,,,-12.5,12.5,,,,,,,,44.0,nflverse
2000-10-15,gb,sf,,,-4.5,4.5,,,,,,,,49.5,nflverse
