date,home_key,away_key,home_open_spread,away_open_spread,home_close_spread,away_close_spread,open_total,close_total,source
2025-11-02,hou,den,-1.5,-1.1071428571428572,-1.5,2.0357142857142856,38.666666666666664,41.333333333333336,oddsapi-snapshots-2025
2025-11-09,sea,ari,-6.166666666666667,6.166666666666667,-7.0,7.0,44.833333333333336,44.833333333333336,oddsapi-snapshots-2025
2025-11-30,lac,lv,-9.0,9.0,-10.0,10.0,42.0,40.666666666666664,oddsapi-snapshots-2025
2026-01-04,atl,no,-2.5,2.5,-3.5,3.5,43.666666666666664,43.0,oddsapi-snapshots-2025
2025-10-05,lac,was,-2.6666666666666665,2.6666666666666665,-3.0,3.0,47.0,47.666666666666664,oddsapi-snapshots-2025
2025-10-19,jax,la,3.5,-3.462962962962963,3.5,-3.0555555555555554,46.5,44.333333333333336,oddsapi-snapshots-2025
2025-12-28,cin,ari,-5.5,5.5,-7.5,7.5,51.666666666666664,52.666666666666664,oddsapi-snapshots-2025
2025-10-19,sf,atl,-3.5,3.5,-1.0,1.0,45.666666666666664,46.333333333333336,oddsapi-snapshots-2025
2025-12-14,sf,ten,-12.666666666666666,12.666666666666666,-12.833333333333334,12.833333333333334,43.166666666666664,44.5,oddsapi-snapshots-2025
2025-10-20,sea,hou,-3.5,3.5,-3.5,3.5,42.0,41.166666666666664,oddsapi-snapshots-2025
2025-12-21,ari,atl,-0.16666666666666666,0.16666666666666666,2.8333333333333335,-2.8333333333333335,45.333333333333336,48.0,oddsapi-snapshots-2025
2025-09-15,hou,tb,-2.0,2.0,-2.6666666666666665,2.6666666666666665,46.5,42.5,oddsapi-snapshots-2025
2025-09-14,ari,car,-4.666666666666667,4.666666666666667,-7.166666666666667,7.166666666666667,46.5,44.833333333333336,oddsapi-snapshots-2025
2025-10-27,kc,was,-10.5,5.5,-11.0,10.5,50.166666666666664,48.0,oddsapi-snapshots-2025
2025-11-17,lv,dal,3.5,-3.5,3.5,-3.5,50.666666666666664,49.0,oddsapi-snapshots-2025
2025-12-14,phi,lv,-11.833333333333334,11.833333333333334,-12.666666666666666,12.666666666666666,39.5,36.833333333333336,oddsapi-snapshots-2025
