game_id,season,team,epa_off,sr_off,explosive_off,plays_off,sack_rate_off,qb_hit_rate_off,early_down_epa_off,third_down_sr_off,redzone_epa_off,pass_epa_off,rush_epa_off,epa_def,sr_def,plays_def,sack_rate_def,qb_hit_rate_def
1999_01_NYG_TB,1999,nyg,-0.18658841674554943,0.35135135135135137,0.0,74,0.02702702702702703,0.02702702702702703,-0.21033849448098668,0.07142857142857142,0.25007199908006744,-0.31741897527786805,-0.5380665316042987,-0.28987077482907603,0.3595505617977528,89,0.02247191011235955,0.011235955056179775
1999_01_NYG_TB,1999,tb,-0.28987077482907603,0.3595505617977528,0.02247191011235955,89,0.02247191011235955,0.011235955056179775,-0.279619492000663,0.23529411764705882,0.07671459760346427,-0.6096480256609844,-0.21343311895123826,-0.18658841674554943,0.35135135135135137,74,0.02702702702702703,0.02702702702702703
1999_01_OAK_GB,1999,gb,0.06046465659700915,0.4819277108433735,0.03614457831325301,83,0.03614457831325301,0.03614457831325301,0.12580416421088475,0.5,0.8907734866018706,0.18117639365990892,-0.20532013830638285,0.028319492011294856,0.3548387096774194,93,0.043010752688172046,0.043010752688172046
1999_01_OAK_GB,1999,lv,0.028319492011294856,0.3548387096774194,0.053763440860215055,93,0.043010752688172046,0.043010752688172046,-0.08148917064748028,0.46153846153846156,0.1444239036109077,0.12526575003113713,0.10144542942326816,0.06046465659700915,0.4819277108433735,83,0.03614457831325301,0.03614457831325301
1999_01_PIT_CLE,1999,cle,-0.5785754996184205,0.3333333333333333,0.0,42,0.07142857142857142,0.047619047619047616,-0.6108600513340207,0.0,,-1.0837208268103975,-0.39345562864036765,0.2692583416173156,0.5420560747663551,107,0.009345794392523364,0.009345794392523364
1999_01_PIT_CLE,1999,pit,0.2692583416173156,0.5420560747663551,0.028037383177570093,107,0.009345794392523364,0.009345794392523364,0.2205564824381487,0.7,0.20930032962838446,0.6144763388134638,0.14297206033534635,-0.5785754996184205,0.3333333333333333,42,0.07142857142857142,0.047619047619047616
1999_01_SF_JAX,1999,jax,0.06760178484803456,0.47619047619047616,0.03571428571428571,84,0.023809523809523808,0.023809523809523808,0.1943351929534961,0.16666666666666666,0.26070570006442156,0.17796898988558812,-0.25413007541774685,-0.44493561026799244,0.2682926829268293,82,0.04878048780487805,0.036585365853658534
1999_01_SF_JAX,1999,sf,-0.44493561026799244,0.2682926829268293,0.036585365853658534,82,0.04878048780487805,0.036585365853658534,-0.4551088616579017,0.07142857142857142,-5.5025213051315705,-0.7121234447662769,-0.35206161668368924,0.06760178484803456,0.47619047619047616,84,0.023809523809523808,0.023809523809523808
1999_02_ARI_MIA,1999,ari,-0.3023015553478695,0.35135135135135137,0.04054054054054054,74,0.02702702702702703,0.02702702702702703,-0.4672106577111895,0.23076923076923078,-0.9881760322300345,-0.5249637687672768,-0.31207517431511617,-0.1503920471802281,0.39080459770114945,87,0.0,0.0
1999_02_ARI_MIA,1999,mia,-0.1503920471802281,0.39080459770114945,0.034482758620689655,87,0.0,0.0,-0.22334949069889262,0.2857142857142857,1.0718626764615484,-0.23478252595134128,-0.269068178925673,-0.3023015553478695,0.35135135135135137,74,0.02702702702702703,0.02702702702702703
1999_02_ATL_DAL,1999,,0.0,0.0,0.0,1,0.0,0.0,,,0.0,,,,,0,,
1999_02_ATL_DAL,1999,atl,-0.24694447808220796,0.37777777777777777,0.044444444444444446,90,0.044444444444444446,0.03333333333333333,0.06332883295302356,0.35294117647058826,-1.7482321831020713,-0.4316313660791924,-0.2091205981511545,-0.13924931533248236,0.2948717948717949,78,0.02564102564102564,0.02564102564102564
1999_02_ATL_DAL,1999,dal,-0.13924931533248236,0.2948717948717949,0.02564102564102564,78,0.02564102564102564,0.02564102564102564,-0.22488242892027105,0.21428571428571427,0.11463796889210479,-0.39169528611972615,-0.03537815064688618,-0.244230802498887,0.37362637362637363,91,0.04395604395604396,0.03296703296703297
1999_02_CLE_TEN,1999,cle,0.007249197006112925,0.46774193548387094,0.016129032258064516,62,0.11290322580645161,0.0967741935483871,-0.08287227219908447,0.5454545454545454,-0.7360911341183819,-0.10562556309961263,-0.03556773022379881,0.2130384367053581,0.5376344086021505,93,0.0,0.0
1999_02_CLE_TEN,1999,ten,0.2130384367053581,0.5376344086021505,0.03225806451612903,93,0.0,0.0,0.15364108419033967,0.5714285714285714,0.531873072449946,0.426472515394387,0.0009948193310816405,0.007249197006112925,0.46774193548387094,62,0.11290322580645161,0.0967741935483871
1999_02_DEN_KC,1999,,-5.3915406420947765,0.0,0.0,1,0.0,0.0,,,-5.3915406420947765,,,,,0,,
1999_02_DEN_KC,1999,den,-0.14219485076426824,0.4050632911392405,0.012658227848101266,79,0.02531645569620253,0.012658227848101266,-0.2398537899257812,0.14285714285714285,-0.16585943889471153,-0.2910504012463868,-0.33348188776369486,0.05030251908517574,0.48717948717948717,78,0.01282051282051282,0.01282051282051282
1999_02_DEN_KC,1999,kc,0.05030251908517574,0.48717948717948717,0.07692307692307693,78,0.01282051282051282,0.01282051282051282,0.1490799263641561,0.38461538461538464,-0.2605959911539663,0.006615572302136163,-0.06317986402258316,-0.2078116731558996,0.4,80,0.025,0.0125
1999_02_GB_DET,1999,det,-0.008745751085619868,0.34782608695652173,0.057971014492753624,69,0.057971014492753624,0.057971014492753624,-0.06018656188924167,0.3076923076923077,-0.18029542142238636,-0.007476959323193419,-0.23806008845309,-0.09200788198896555,0.35106382978723405,94,0.010638297872340425,0.010638297872340425
1999_02_GB_DET,1999,gb,-0.09200788198896555,0.35106382978723405,0.07446808510638298,94,0.010638297872340425,0.010638297872340425,-0.15580592056523943,0.4,-0.25307628177659247,-0.06857674351698735,-0.19926251080488006,-0.008745751085619868,0.34782608695652173,69,0.057971014492753624,0.057971014492753624
1999_02_IND_NE,1999,,-8.566886457498185,0.0,0.0,1,0.0,0.0,,,,,,,,0,,
1999_02_IND_NE,1999,ind,0.06379390366408785,0.4125,0.0375,80,0.0,0.0,0.04233290980468979,0.4,0.6944641077515467,0.19702874065466947,-0.13188902828551363,0.02216693220490945,0.422680412371134,97,0.010309278350515464,0.010309278350515464
1999_02_IND_NE,1999,ne,0.02216693220490945,0.422680412371134,0.041237113402061855,97,0.010309278350515464,0.010309278350515464,-0.07855209715810399,0.46153846153846156,0.3721918801009343,0.21554587398903727,-0.45638480330056225,-0.04275770573297724,0.4074074074074074,81,0.0,0.0
1999_02_JAX_CAR,1999,,0.0,0.0,0.0,1,0.0,0.0,,,,,,,,0,,
1999_02_JAX_CAR,1999,car,0.16281533021257966,0.45454545454545453,0.030303030303030304,66,0.06060606060606061,0.06060606060606061,0.2100370450926995,0.4444444444444444,0.49017694529218214,0.2256009500795795,-0.10122429899638519,0.15623154771731668,0.45454545454545453,99,0.020202020202020204,0.010101010101010102
1999_02_JAX_CAR,1999,jax,0.15782574718381992,0.45918367346938777,0.030612244897959183,98,0.02040816326530612,0.01020408163265306,0.2398764713387561,0.4375,-0.27509098883848226,0.2122303155528415,0.1536732147081275,0.16281533021257966,0.45454545454545453,66,0.06060606060606061,0.06060606060606061
1999_02_NO_SF,1999,no,0.03350204996785325,0.4166666666666667,0.03571428571428571,84,0.0,0.0,-0.2586971944025815,0.4666666666666667,0.4071983022866932,0.20719588107611933,-0.2625736399999975,0.009967249252181709,0.4875,80,0.0625,0.0625
1999_02_NO_SF,1999,sf,0.009967249252181709,0.4875,0.025,80,0.0625,0.0625,0.14569540208260073,0.2727272727272727,0.15117658267309983,0.04324659353928504,-0.1928857773947086,0.03350204996785325,0.4166666666666667,84,0.0,0.0
1999_02_NYJ_BUF,1999,,-4.7355615654960275,0.0,0.0,1,0.0,0.0,,,,,,,,0,,
1999_02_NYJ_BUF,1999,buf,0.050323580384807526,0.3977272727272727,0.022727272727272728,88,0.0,0.0,-0.12470658369528353,0.625,0.29782622258094776,0.12949702244273573,0.04306417160350097,-0.19759012455682431,0.3492063492063492,63,0.031746031746031744,0.031746031746031744
1999_02_NYJ_BUF,1999,nyj,-0.1243970367997404,0.3548387096774194,0.016129032258064516,62,0.03225806451612903,0.03225806451612903,-0.006992981274379417,0.18181818181818182,-0.5278144423733465,-0.129846845323142,-0.3869882391255277,0.050323580384807526,0.3977272727272727,88,0.0,0.0
1999_02_OAK_MIN,1999,lv,0.04050949594867048,0.42857142857142855,0.054945054945054944,91,0.01098901098901099,0.0,0.08082122548539364,0.38461538461538464,0.25699797142950975,0.17963571903067158,-0.14554384733492043,-0.06387273713647162,0.3924050632911392,79,0.0759493670886076,0.0759493670886076
1999_02_OAK_MIN,1999,min,-0.06387273713647162,0.3924050632911392,0.10126582278481013,79,0.0759493670886076,0.0759493670886076,-0.17268045369722962,0.46153846153846156,-0.41502396690445303,0.10898487167966907,-0.612456601675755,0.04050949594867048,0.42857142857142855,91,0.01098901098901099,0.0
1999_02_PIT_BAL,1999,bal,-0.0476881293097837,0.38095238095238093,0.05952380952380952,84,0.023809523809523808,0.011904761904761904,-0.07965060152370522,0.15384615384615385,0.29727185773455683,-0.18804315265624144,-0.14206769447601228,0.02190639729092174,0.4148936170212766,94,0.031914893617021274,0.031914893617021274
1999_02_PIT_BAL,1999,pit,0.02190639729092174,0.4148936170212766,0.02127659574468085,94,0.031914893617021274,0.031914893617021274,0.02056264882804157,0.3888888888888889,0.2964912834046124,-0.20682415941473742,0.13986616573448948,-0.0476881293097837,0.38095238095238093,84,0.023809523809523808,0.011904761904761904
1999_02_SD_CIN,1999,cin,-0.38759667652059016,0.3972602739726027,0.0410958904109589,73,0.0410958904109589,0.0136986301369863,-0.42419121744639526,0.21428571428571427,1.08670511458436,-0.44831630121692656,-0.6377972391887202,0.03021668896380959,0.42045454545454547,88,0.045454545454545456,0.045454545454545456
1999_02_SD_CIN,1999,lac,0.03021668896380959,0.42045454545454547,0.022727272727272728,88,0.045454545454545456,0.045454545454545456,-0.13122618571042596,0.45,-0.14790283174782998,0.11058115842043208,-0.2443806719715638,-0.38759667652059016,0.3972602739726027,73,0.0410958904109589,0.0136986301369863
1999_02_SEA_CHI,1999,,0.0,0.0,0.0,1,0.0,0.0,,,,,,,,0,,
1999_02_SEA_CHI,1999,chi,-0.04229591327300885,0.40816326530612246,0.02040816326530612,98,0.030612244897959183,0.030612244897959183,-0.10801780359387132,0.3888888888888889,-0.2935139559483734,-0.08047613959734899,-0.027855670318441016,-0.03777229757342849,0.3118279569892473,93,0.06451612903225806,0.06451612903225806
1999_02_SEA_CHI,1999,sea,-0.03818286602531358,0.31521739130434784,0.07608695652173914,92,0.06521739130434782,0.06521739130434782,0.0018408729407309117,0.46153846153846156,-1.0343509794537074,0.19600140284455847,-0.26292371495057726,-0.04229591327300885,0.40816326530612246,98,0.030612244897959183,0.030612244897959183
1999_02_TB_PHI,1999,phi,-0.2329366343314357,0.32098765432098764,0.024691358024691357,81,0.1111111111111111,0.09876543209876543,-0.2274222058840678,0.23529411764705882,-0.693673200570629,-0.35156037357522335,-0.278445000910627,-0.07408072792283235,0.33783783783783783,74,0.02702702702702703,0.02702702702702703
1999_02_TB_PHI,1999,tb,-0.07408072792283235,0.33783783783783783,0.02702702702702703,74,0.02702702702702703,0.02702702702702703,-0.16327902499146552,0.38461538461538464,0.3628486912032826,-0.11833250085943886,-0.15471362943484981,-0.2329366343314357,0.32098765432098764,81,0.1111111111111111,0.09876543209876543
1999_02_WAS_NYG,1999,nyg,-0.005536284291840487,0.46153846153846156,0.0641025641025641,78,0.02564102564102564,0.01282051282051282,0.045366041911289685,0.2,0.25656072137585567,-0.09281840083393746,-0.1711570635852695,0.3134592402456572,0.4942528735632184,87,0.0,0.0
1999_02_WAS_NYG,1999,was,0.3134592402456572,0.4942528735632184,0.04597701149425287,87,0.0,0.0,0.2754813001583383,0.5833333333333334,0.5667386145049693,0.7292733558168603,0.025971206572975428,-0.005536284291840487,0.46153846153846156,78,0.02564102564102564,0.01282051282051282
1999_03_ATL_STL,1999,atl,-0.13391718934694974,0.39705882352941174,0.014705882352941176,68,0.029411764705882353,0.029411764705882353,-0.1944096046529758,0.46153846153846156,0.4547941097417825,-0.07516499696066603,-0.4545858094546323,0.24183531358470597,0.4657534246575342,73,0.0,0.0
1999_03_ATL_STL,1999,la,0.24183531358470597,0.4657534246575342,0.0821917808219178,73,0.0,0.0,0.07009525330398571,0.7142857142857143,0.44425514167360697,0.6651918021483912,0.026854814415151675,-0.13391718934694974,0.39705882352941174,68,0.029411764705882353,0.029411764705882353
1999_03_CHI_OAK,1999,chi,-0.0071314906276660605,0.3888888888888889,0.041666666666666664,72,0.041666666666666664,0.013888888888888888,-0.14332065048220102,0.3076923076923077,0.7621426453110746,-0.08134849653493288,-0.2980066601419821,0.0668108269336909,0.4936708860759494,79,0.05063291139240506,0.0379746835443038
1999_03_CHI_OAK,1999,lv,0.0668108269336909,0.4936708860759494,0.02531645569620253,79,0.05063291139240506,0.0379746835443038,-0.0927850965811985,0.6666666666666666,0.6202963624490554,0.43395159589566407,-0.5231772915687456,-0.0071314906276660605,0.3888888888888889,72,0.041666666666666664,0.013888888888888888
1999_03_CIN_CAR,1999,car,0.24649524428464537,0.509090909090909,0.05454545454545454,55,0.01818181818181818,0.0,0.15735082645815882,0.5,0.17833211001042634,0.3274598954428663,-0.04045783212641254,-0.082881229909797,0.32967032967032966,91,0.03296703296703297,0.03296703296703297
1999_03_CIN_CAR,1999,cin,-0.082881229909797,0.32967032967032966,0.03296703296703297,91,0.03296703296703297,0.03296703296703297,0.032351312481544235,0.3125,-1.0008673089234015,-0.06198960690950481,0.03216717639635287,0.24649524428464537,0.509090909090909,55,0.01818181818181818,0.0
1999_03_CLE_BAL,1999,bal,-0.02827503207915398,0.4588235294117647,0.03529411764705882,85,0.047058823529411764,0.047058823529411764,0.09397866556080807,0.23076923076923078,-0.023727616597478372,-0.2107826463123333,-0.01850100910266392,-0.23365301474010514,0.2948717948717949,78,0.05128205128205128,0.038461538461538464
1999_03_CLE_BAL,1999,cle,-0.23365301474010514,0.2948717948717949,0.01282051282051282,78,0.05128205128205128,0.038461538461538464,-0.09976909347857475,0.13333333333333333,1.171715672718305,-0.3999807256726392,-0.18860317248771408,-0.02827503207915398,0.4588235294117647,85,0.047058823529411764,0.047058823529411764
1999_03_DEN_TB,1999,,-4.88829885792131,0.0,0.0,1,0.0,0.0,,,-4.88829885792131,,,,,0,,
1999_03_DEN_TB,1999,den,-0.11646129586708648,0.3484848484848485,0.015151515151515152,66,0.030303030303030304,0.015151515151515152,-0.039420710958389414,0.16666666666666666,0.790725510883418,-0.3185888434959788,-0.28300961952190845,-0.11060620739055586,0.37209302325581395,86,0.08139534883720931,0.08139534883720931
1999_03_DEN_TB,1999,tb,-0.11060620739055586,0.37209302325581395,0.023255813953488372,86,0.08139534883720931,0.08139534883720931,-0.06279473321426296,0.29411764705882354,-0.7833538227107972,-0.3242035423579848,-0.0773340192831573,-0.1876827520171495,0.34328358208955223,67,0.029850746268656716,0.014925373134328358
1999_03_DET_KC,1999,det,0.06865698598779277,0.4875,0.1,80,0.05,0.05,0.21222168991153012,0.18181818181818182,0.8245901947933024,-0.07728382848629521,0.3001459548215601,0.20439414926011382,0.47674418604651164,86,0.011627906976744186,0.011627906976744186
1999_03_DET_KC,1999,kc,0.20439414926011382,0.47674418604651164,0.046511627906976744,86,0.011627906976744186,0.011627906976744186,0.15955375004385133,0.5333333333333333,0.6929799011589691,0.3930288925984277,-0.0540587639217406,0.06865698598779277,0.4875,80,0.05,0.05
1999_03_IND_SD,1999,ind,0.14668121502487705,0.46153846153846156,0.03296703296703297,91,0.0,0.0,0.1937645676898991,0.625,-0.26865310040098833,0.4621974667654633,-0.2918069479434052,-0.028329016561451238,0.41379310344827586,87,0.034482758620689655,0.034482758620689655
1999_03_IND_SD,1999,lac,-0.028329016561451238,0.41379310344827586,0.011494252873563218,87,0.034482758620689655,0.034482758620689655,-0.14412335407105276,0.3333333333333333,0.12639030074518467,-0.1169756727500064,-0.18238761549053545,0.14668121502487705,0.46153846153846156,91,0.0,0.0
1999_03_MIN_GB,1999,gb,0.1837545687453276,0.4567901234567901,0.04938271604938271,81,0.024691358024691357,0.024691358024691357,0.07482061827310342,0.46153846153846156,-0.24052004311693984,0.33335617258579137,-0.16708036680172786,0.11377439555522843,0.4936708860759494,79,0.02531645569620253,0.02531645569620253
1999_03_MIN_GB,1999,min,0.11377439555522843,0.4936708860759494,0.06329113924050633,79,0.02531645569620253,0.02531645569620253,0.1731376474848124,0.25,0.04957135310750216,0.029438062725587716,0.15353017197199295,0.1837545687453276,0.4567901234567901,81,0.024691358024691357,0.024691358024691357
1999_03_NYG_NE,1999,ne,0.08763306046128112,0.4857142857142857,0.02857142857142857,70,0.014285714285714285,0.014285714285714285,0.06384081712034954,0.4166666666666667,-0.08033990290579107,0.23594161118445364,-0.22926402824434683,0.055148030960553776,0.4457831325301205,83,0.012048192771084338,0.012048192771084338
1999_03_NYG_NE,1999,nyg,0.055148030960553776,0.4457831325301205,0.04819277108433735,83,0.012048192771084338,0.012048192771084338,0.07791213311150948,0.35714285714285715,0.4383406343220107,0.2495509264277213,-0.3009963229626671,0.08763306046128112,0.4857142857142857,70,0.014285714285714285,0.014285714285714285
1999_03_PHI_BUF,1999,,0.0,0.0,0.0,4,0.0,0.0,,,,,,,,0,,
1999_03_PHI_BUF,1999,buf,0.02223310053678528,0.5057471264367817,0.022988505747126436,87,0.011494252873563218,0.011494252873563218,0.1749625501076896,0.18181818181818182,0.04794414751965125,0.19538616860330635,-0.131395702774499,-0.29774924134529246,0.32894736842105265,76,0.02631578947368421,0.0
1999_03_PHI_BUF,1999,phi,-0.31429086586447536,0.3472222222222222,0.027777777777777776,72,0.027777777777777776,0.0,-0.35194744751639423,0.25,-5.976465014740825,-0.4128299179961858,-0.512151689780876,0.02223310053678528,0.5057471264367817,87,0.011494252873563218,0.011494252873563218
1999_03_SEA_PIT,1999,pit,-0.3077307465397596,0.4024390243902439,0.024390243902439025,82,0.024390243902439025,0.012195121951219513,-0.17766886719982722,0.16666666666666666,-0.08065424905020484,-0.5146015065287102,-0.1239385583709615,0.009985006118228976,0.4,85,0.011764705882352941,0.0
1999_03_SEA_PIT,1999,sea,0.009985006118228976,0.4,0.03529411764705882,85,0.011764705882352941,0.0,-0.16890719276009025,0.4375,-1.094812597964661,0.21025724719135436,-0.35404448058833016,-0.3077307465397596,0.4024390243902439,82,0.024390243902439025,0.012195121951219513
1999_03_SF_ARI,1999,ari,-0.1512221663059398,0.3670886075949367,0.012658227848101266,79,0.06329113924050633,0.05063291139240506,-0.25182264411705546,0.38461538461538464,-0.35227816728948724,-0.33461862857578895,-0.1161982660969663,0.12836387507219163,0.42045454545454547,88,0.011363636363636364,0.011363636363636364
1999_03_SF_ARI,1999,sf,0.12836387507219163,0.42045454545454547,0.022727272727272728,88,0.011363636363636364,0.011363636363636364,0.13527464808187992,0.4375,0.36375830792739416,-0.0949159811911792,0.18241442184274395,-0.1512221663059398,0.3670886075949367,79,0.06329113924050633,0.05063291139240506
1999_03_TEN_JAX,1999,jax,-0.1298683444976415,0.3978494623655914,0.03225806451612903,93,0.0,0.0,-0.023490936229855083,0.375,-0.20581010359010068,-0.12912231950508396,-0.37385177177795276,-0.10490604798304855,0.34615384615384615,78,0.02564102564102564,0.02564102564102564
1999_03_TEN_JAX,1999,ten,-0.10490604798304855,0.34615384615384615,0.02564102564102564,78,0.02564102564102564,0.02564102564102564,-0.31414710464305245,0.4166666666666667,0.48504232755347143,-0.027933736135422497,-0.5259831661757992,-0.1298683444976415,0.3978494623655914,93,0.0,0.0
1999_03_WAS_NYJ,1999,nyj,0.07574038068327821,0.449438202247191,0.056179775280898875,89,0.06741573033707865,0.056179775280898875,-0.015465990323573351,0.375,0.38293296573132696,-0.016011723948317923,0.03374370591192646,0.14506848973811484,0.48717948717948717,78,0.01282051282051282,0.01282051282051282
1999_03_WAS_NYJ,1999,was,0.14506848973811484,0.48717948717948717,0.0641025641025641,78,0.01282051282051282,0.01282051282051282,0.25369165399008325,0.2727272727272727,0.27955042795736335,0.1713434706458756,0.03860972959172124,0.07574038068327821,0.449438202247191,89,0.06741573033707865,0.056179775280898875
1999_04_ARI_DAL,1999,ari,-0.3482290651319023,0.2891566265060241,0.012048192771084338,83,0.012048192771084338,0.012048192771084338,-0.474348367341339,0.35294117647058826,-1.5451205735610365,-0.31651006328008535,-0.8567874525171263,0.028105933024604946,0.4473684210526316,76,0.0,0.0
1999_04_ARI_DAL,1999,dal,0.028105933024604946,0.4473684210526316,0.013157894736842105,76,0.0,0.0,0.14313384823882105,0.38461538461538464,0.036120855651543715,0.5664328585183036,-0.23981153067290778,-0.3482290651319023,0.2891566265060241,83,0.012048192771084338,0.012048192771084338
1999_04_BAL_ATL,1999,atl,-0.16106264716710872,0.29591836734693877,0.01020408163265306,98,0.02040816326530612,0.02040816326530612,-0.2958648205645028,0.3888888888888889,-0.6721155041383734,-0.05894578796822572,-0.5038372387643903,-0.06517877964435832,0.2840909090909091,88,0.056818181818181816,0.056818181818181816
