"id","name","pitches","rv_tot","pct_tot","rv_11","pct_11","rv_12","pct_12","rv_13","pct_13","rv_14","pct_14","rv_16","pct_16","rv_17","pct_17","rv_18","pct_18","rv_19","pct_19"
455139,"Chirinos, Robinson",8091,-12.616047533917415,0.4510586069346425,-1,0.09154929577464789,-5,0.26959247648902823,-1,0.15217391304347827,-1,0.6142595978062158,-2,0.6502659574468085,-1,0.2852760736196319,1,0.5143288084464555,-1,0.2446236559139785
543228,"Gomes, Yan",7772,4.308890504198817,0.5099793530626291,-1,0.16666666666666666,-4,0.25259515570934254,-1,0.11538461538461539,2,0.7349397590361446,1,0.6481774960380349,2,0.5,5,0.5575959933222037,1,0.2875
571851,"Kieboom, Spencer",3112,-3.9967116738314314,0.4320469798657718,0,0.16666666666666666,-2,0.2845528455284553,0,0.17543859649122806,0,0.6767676767676768,-1,0.6210045662100456,0,0.3465346534653465,0,0.4302788844621514,0,0.26666666666666666
518960,"Lucroy, Jonathan",8695,-2.691158801940085,0.46012832263978004,-1,0.13440860215053763,-2,0.33035714285714285,0,0.2,-2,0.6493738819320215,-1,0.6296296296296297,-1,0.296028880866426,3,0.5190039318479686,1,0.2803030303030303
521692,"Perez, Salvador",7521,-11.678800647782133,0.4381830601092896,0,0.17194570135746606,1,0.3956386292834891,0,0.2032520325203252,-2,0.6548956661316212,-3,0.5934959349593496,0,0.34101382488479265,-5,0.39486356340288925,-1,0.237012987012987
452095,"Flowers, Tyler",5440,12.130846461448353,0.5106280193236715,0,0.16666666666666666,1,0.4268774703557312,0,0.20491803278688525,0,0.6578249336870027,1,0.7101063829787234,2,0.4044943820224719,5,0.6082725060827251,1,0.29767441860465116
435559,"Suzuki, Kurt",6769,-4.9541440834083,0.46340477153255155,-1,0.14925373134328357,1,0.4092664092664093,-1,0.10317460317460317,-1,0.6582278481012658,-2,0.6483300589390962,1,0.3317757009345794,-2,0.4507042253521127,-1,0.2692307692307692
545358,"Stassi, Max",4994,10.856999879472594,0.5187057633973711,0,0.13513513513513514,2,0.5,1,0.22093023255813954,1,0.6792452830188679,2,0.7049180327868853,0,0.3564356435643564,2,0.5456919060052219,2,0.3333333333333333
571912,"Maile, Luke",4828,9.764288303970451,0.5051546391752577,1,0.2641509433962264,2,0.4855769230769231,1,0.2857142857142857,1,0.7164179104477612,3,0.7222222222222222,-1,0.2781954887218045,-1,0.4782608695652174,2,0.32677165354330706
431145,"Martin, Russell",5641,8.480262646419119,0.48792710706150344,0,0.1793103448275862,2,0.4444444444444444,1,0.2846153846153846,0,0.654178674351585,3,0.7093821510297483,0,0.29518072289156627,0,0.509719222462203,0,0.27848101265822783
592663,"Realmuto, J.T.",8652,0.9773917730713124,0.48341375150784077,-1,0.11818181818181818,-4,0.29292929292929293,-2,0.07207207207207207,6,0.7123655913978495,-4,0.6146179401993356,2,0.38652482269503546,5,0.5396825396825397,0,0.26975476839237056
444489,"Piña, Manny",6594,0.7290844811283838,0.4634241245136187,-1,0.12269938650306748,-2,0.29910714285714285,0,0.1746031746031746,-5,0.5751633986928104,4,0.6947791164658634,0,0.34517766497461927,1,0.515358361774744,2,0.3217665615141956
607345,"Smith, Kevan",3764,-0.9659404883837861,0.4579630895420369,2,0.25225225225225223,4,0.586046511627907,1,0.2916666666666667,2,0.708171206225681,-1,0.6627450980392157,-1,0.25773195876288657,-5,0.32432432432432434,-2,0.14375
491696,"Sucre, Jesús",4190,-5.991669049008874,0.43915003219575016,0,0.1326530612244898,-1,0.31100478468899523,0,0.07352941176470588,1,0.6842105263157895,-5,0.5366666666666666,0,0.30327868852459017,1,0.5258064516129032,-1,0.2670807453416149
571679,"Freitas, David",2174,0.6515932664360641,0.4712103407755582,1,0.3,0,0.3717948717948718,-1,0.05,2,0.6875,-1,0.620253164556962,0,0.28888888888888886,0,0.4942528735632184,0,0.2823529411764706
642851,"Wynns, Austin",2823,-3.428104407660407,0.45383867832847424,1,0.25,0,0.39166666666666666,0,0.19047619047619047,2,0.7185929648241206,-4,0.5302325581395348,0,0.38028169014084506,-1,0.4270833333333333,-1,0.23770491803278687
642082,"Sisco, Chance",3302,-2.0432064549994493,0.4609053497942387,0,0.14285714285714285,0,0.3465346534653465,0,0.23636363636363636,2,0.7510917030567685,-2,0.6118143459915611,1,0.41904761904761906,-2,0.4216417910447761,-1,0.18666666666666668
488671,"Avila, Alex",4267,8.924454169680342,0.5180348258706468,0,0.17391304347826086,0,0.41379310344827586,0,0.2,1,0.7109634551495017,3,0.7716262975778547,1,0.38666666666666666,1,0.49157303370786515,2,0.3465909090909091
446653,"Lobatón, Jose",1167,0.08252118812957099,0.4613686534216336,0,0.06896551724137931,0,0.36538461538461536,0,0.15,0,0.6363636363636364,0,0.5980392156862745,0,0.20689655172413793,0,0.5376344086021505,0,0.3
606992,"Haase, Eric",231,-0.16030921047067886,0.515625,0,0.4,0,0.6666666666666666,0,0,0,0.6153846153846154,0,0.6666666666666666,0,0.8333333333333334,0,0,0,0.2857142857142857
607333,"Taylor, Beau",90,0.6472005686176985,0.625,0,0.5,0,1,0,0.3333333333333333,0,0.8333333333333334,0,0.75,0,0.5,0,0.6666666666666666,0,0
516472,"Arcia, Francisco",2131,-3.1579333071599085,0.4595635430038511,0,0.20754716981132076,1,0.5084745762711864,0,0.28205128205128205,-1,0.6352201257861635,-1,0.6853146853146853,-1,0.296875,-2,0.4186046511627907,0,0.17777777777777778
607732,"Stallings, Jacob",749,-0.4303024976773954,0.45323741007194246,0,0.08333333333333333,0,0.3157894736842105,0,0.16666666666666666,1,0.7384615384615385,-1,0.5609756097560976,0,0.3333333333333333,0,0.4461538461538462,0,0.21621621621621623
595978,"Hedges, Austin",6348,10.334487102327104,0.49919743178170145,1,0.1807909604519774,4,0.4789915966386555,1,0.2568306010928962,0,0.6363636363636364,-1,0.6728016359918201,2,0.3665158371040724,1,0.5552825552825553,0,0.3081081081081081
