"last_name, first_name","player_id","year","player_id","pa","fastball_avg_speed","whiff_percent"
"Iriarte, Jairo",683568,2024,683568,30,"94.1",24.4
"Gilbert, Logan",669302,2024,669302,803,"95.5",31.7
"Cisnero, José",542585,2024,542585,74,"95.1",25.7
"Helsley, Ryan",664854,2024,664854,266,"99.6",36.1
"Turnbull, Spencer",605513,2024,605513,222,"92.3",25.4
"Smith, Will",519293,2024,519293,186,"91.2",23.7
"Milner, Hoby",571948,2024,571948,268,"88.6",19.3
"Banks, Tanner",621383,2024,621383,310,"93.2",26.1
"Miller, Shelby",571946,2024,571946,225,"93.5",24.3
"Banda, Anthony",607455,2024,607455,209,"96.1",30
"Faedo, Alex",656412,2024,656412,246,"93.9",31.1
"Diekman, Jake",518617,2024,518617,145,"94.6",28.7
"White, Owen",669391,2024,669391,18,"93.7",5.7
"Sammons, Bryan",676614,2024,676614,104,"89.6",23.3
"Zastryzny, Rob",642239,2024,642239,29,"88.9",29.2
"Willingham, Amos",686294,2024,686294,5,"96.8",18.2
"Rasmussen, Drew",656876,2024,656876,116,"94.6",31.4
"Herget, Jimmy",623474,2024,623474,52,"91.5",27.8
"Hernández, Daysbel",678226,2024,678226,74,"97.4",34.8
"Henriquez, Ronny",678692,2024,678692,82,"95.6",24.3
"Valdez, Framber",664285,2024,664285,703,"94.1",27.2
"Martinez, Seth",661527,2024,661527,222,"90.4",23
"Ramírez, Yohan",670990,2024,670990,208,"94.5",24.8
"Garabito, Gerson",642520,2024,642520,115,"93.1",20.8
"Ray, Robbie",592662,2024,592662,129,"94.1",36
"Pérez, Cionel",672335,2024,672335,238,"96.3",23.7
"Marte, José",665896,2024,665896,80,"96.4",27.1
"Bachar, Lake",669199,2024,669199,40,"94.2",27.1
"Leiter Jr., Mark",643410,2024,643410,256,"90.9",38.3
"Baumann, Mike",657508,2024,657508,264,"96.5",24.5
"Cruz, Fernando",518585,2024,518585,288,"92",38.2
"Waldrep, Hurston",694462,2024,694462,36,"95.8",20.8
"Smyly, Drew",592767,2024,592767,257,"92.3",25.2
"Falter, Bailey",663559,2024,663559,589,"91.9",19.6
"Jacques, Joe",682175,2024,682175,16,"90.5",16.7
"Cortes, Nestor",641482,2024,641482,710,"90.3",24.2
"Bazardo, Eduard",660825,2024,660825,108,"94.3",29
"Voth, Austin",608723,2024,608723,248,"90.9",31.6
"Castellanos, Humberto",528748,2024,528748,48,"89.1",15.6
"Medina, Luis",665622,2024,665622,180,"95.9",19.2
"Megill, Tylor",656731,2024,656731,337,"94.4",28.6
"Martinez, Justin",679885,2024,679885,308,"100.3",34.5
"Blalock, Bradley",687134,2024,687134,147,"93.1",20.6
"Jiménez, Dany",666204,2024,666204,117,"92.5",29.3
"Hartwig, Grant",701643,2024,701643,31,"94.3",28.6
"Johnson, Seth",686751,2024,686751,18,"95.2",24
"Okert, Steven",595345,2024,595345,160,"92.9",23.6
"Sterner, Justin",686993,2024,686993,19,"91",36.1
"Glasnow, Tyler",607192,2024,607192,522,"96.3",30.9
"Spence, Mitch",687765,2024,687765,651,"91",22.5
"Ryan, Joe",657746,2024,657746,538,"93.9",26.6
"Aldegheri, Sam",691951,2024,691951,67,"92.2",21.5
"Montero, Rafael",606160,2024,606160,164,"95.2",17.9
"Roberts, Ethan",681799,2024,681799,118,"90.2",27.2
"Bassitt, Chris",605135,2024,605135,758,"91.6",21.7
"Koenig, Jared",657649,2024,657649,265,"93.6",22.4
"Misiewicz, Anthony",664948,2024,664948,6,"89.4",38.5
"Snead, Kirby",669912,2024,669912,48,"92.6",26.3
"Boushley, Caleb",676961,2024,676961,20,"90.7",6.5
"Buchanan, David",571527,2024,571527,14,"90.6",18.2
"Lange, Alex",656638,2024,656638,90,"96.3",33.3
"Paddack, Chris",663978,2024,663978,384,"93.3",24
"Paxton, James",572020,2024,572020,437,"92.7",21.1
"Erceg, Lucas",668674,2024,668674,253,"98.6",31
"Rea, Colin",607067,2024,607067,714,"91.2",19.3
"Fried, Max",608331,2024,608331,714,"93.3",24.1
"Mize, Casey",663554,2024,663554,452,"95.4",22
"Brieske, Beau",689225,2024,689225,282,"95.8",23.9
"Lynn, Lance",458681,2024,458681,511,"91",24.1
"Cabrera, Génesis",650893,2024,650893,271,"92.6",26.1
"Bowman, Matt",621199,2024,621199,132,"91.6",18.6
"Povich, Cade",700249,2024,700249,352,"91.7",22.3
"Elder, Bryce",693821,2024,693821,226,"90.5",25.5
"Imanaga, Shota",684007,2024,684007,694,"91.5",28.3
"Rodríguez, Yerry",666720,2024,666720,105,"96.3",22.1
"Peralta, Luis",678821,2024,678821,49,"95",17.8
"Hill, Tim",657612,2024,657612,291,"89.2",12.8
"Littell, Zack",641793,2024,641793,656,"92.1",23.1
"Abbott, Andrew",671096,2024,671096,586,"92.8",22.6
"Pruitt, Austin",643493,2024,643493,24,"91.7",5.7
"Gillispie, Connor",687362,2024,687362,32,"90.8",25.8
"Slaten, Justin",686580,2024,686580,224,"93.6",29
"Wacha, Michael",608379,2024,608379,685,"92.5",23.3
"Young, Danny",664849,2024,664849,165,"91.3",30.7
"Vieira, Thyago",600986,2024,600986,177,"97.3",24.8
"Schwellenbach, Spencer",680885,2024,680885,500,"95",27.4
