"last_name, first_name","player_id","year","player_id","pa","fastball_avg_speed","whiff_percent"
"Eibner, Brett",518649,2020,518649,21,"93.2",25
"Kennedy, Ian",453178,2020,453178,69,"92.1",21.3
"Smeltzer, Devin",656970,2020,656970,72,"87.5",25
"Antone, Tejay",622088,2020,622088,141,"95.7",34.2
"Widener, Taylor",642203,2020,642203,88,"94.5",29.6
"Smith, Josh A.",595001,2020,595001,121,"90.3",22.5
"Keuchel, Dallas",572971,2020,572971,257,"86.1",23.8
"Burdi, Zack",641420,2020,641420,37,"97.8",40.5
"Tropeano, Nick",607374,2020,607374,66,"90.9",33.3
"LeBlanc, Wade",453281,2020,453281,103,"85.1",24.6
"Dunning, Dane",641540,2020,641540,142,"91.9",27.6
"Ruiz, José",614179,2020,614179,14,"96.7",20.7
"Montero, Rafael",606160,2020,606160,72,"95.4",25
"Mantiply, Joe",573009,2020,573009,15,"91.1",24
"Mize, Casey",663554,2020,663554,133,"92.2",23.6
"Llovera, Mauricio",661440,2020,661440,10,"93.4",10.5
"Bailey, Homer",456701,2020,456701,33,"91.4",23.4
"Barrett, Aaron",502578,2020,502578,9,"89.8",0
"Hoyt, James",624586,2020,624586,62,"88.3",35.3
"Tate, Dillon",622253,2020,622253,64,"91.6",24.8
"Robles, Hansel",570663,2020,570663,80,"95.4",30.7
"Johnson, Pierce",572955,2020,572955,80,"96.3",40
"Castano, Daniel",641447,2020,641447,126,"88.8",19.7
"Grimm, Justin",518748,2020,518748,27,"93.3",24.4
"Familia, Jeurys",544727,2020,544727,120,"96.4",27.5
"Dobnak, Randy",677976,2020,677976,200,"91.6",20.7
"Stammen, Craig",489334,2020,489334,105,"91.2",24
"May, Trevor",543507,2020,543507,96,"96.3",42.8
"Carrasco, Carlos",471911,2020,471911,280,"93.5",32.8
"Junis, Jakob",596001,2020,596001,114,"91",20.3
"Baragar, Caleb",670056,2020,670056,88,"93.9",19.5
"Maton, Phil",664208,2020,664208,96,"90.3",36.9
"Morin, Mike",573046,2020,573046,12,"92",15.8
"Valdez, Phillips",570488,2020,570488,137,"92.2",27.7
"Brasier, Ryan",518489,2020,518489,110,"96.2",34.1
"Houck, Tanner",656557,2020,656557,63,"92.3",27.1
"Valdez, César",491624,2020,491624,53,"85.5",30.3
"Reyes, Alex",621052,2020,621052,86,"97.5",34.6
"Merryweather, Julian",657240,2020,657240,55,"96.7",25.9
"Staumont, Josh",622251,2020,622251,112,"98",36.7
"Brubaker, JT",664141,2020,664141,205,"93.7",27.2
"Covey, Dylan",592229,2020,592229,60,"92",17.6
"Zimmermann, Jordan",519455,2020,519455,28,"89.3",18.9
"White, Mitch",669952,2020,669952,11,"93.5",22.7
"Samardzija, Jeff",502188,2020,502188,77,"89.4",13.4
"Fry, Jace",605240,2020,605240,83,"88.2",34.8
"Webb, Logan",657277,2020,657277,246,"92.4",22.9
"Adam, Jason",592094,2020,592094,58,"94.8",41.7
"Lester, Jon",452657,2020,452657,265,"88.4",18.1
"Schmidt, Clarke",657376,2020,657376,33,"94.9",21.8
"Hill, Cam",657611,2020,657611,72,"92.1",29.8
"Montas, Frankie",593423,2020,593423,237,"95.7",28.6
"Brault, Steven",643230,2020,643230,178,"92.1",23.9
"Heller, Ben",621294,2020,621294,27,"93.3",26.5
"Feyereisen, J.P.",656420,2020,656420,37,"93.4",34.7
"Miley, Wade",489119,2020,489119,67,"86.8",30.5
"Gibson, Kyle",502043,2020,502043,301,"92.2",23.3
"Ryu, Hyun Jin",547943,2020,547943,275,"87.9",26.2
"García, Luis",472610,2020,472610,45,"96.5",30.6
"Middleton, Keynan",641871,2020,641871,53,"97.1",25
"Hudson, Dakota",641712,2020,641712,151,"92.9",22
"Harris, Will",501789,2020,501789,84,"90.5",28.9
"Kahnle, Tommy",592454,2020,592454,6,"97.4",66.7
"Holder, Jonathan",656547,2020,656547,101,"91.3",24.1
"Keller, Brad",641745,2020,641745,215,"92.7",19.3
"Fulmer, Carson",608334,2020,608334,46,"91.4",33.3
"Gilmartin, Sean",543219,2020,543219,24,"84.1",31.4
"Jones, Nate",518858,2020,518858,86,"95.8",32.8
"Singer, Brady",663903,2020,663903,263,"93.3",24.2
"Castillo, Diego",650895,2020,650895,89,"96.1",38
"Espino, Paolo",502179,2020,502179,27,"90.2",27.5
"Gaviglio, Sam",543208,2020,543208,17,"87.9",5
"Greene, Shane",572888,2020,572888,109,"90.2",20.4
"Lewicki, Artie",592499,2020,592499,18,"93.4",31.4
"Cole, A.J.",595918,2020,595918,95,"92.3",27.3
"Altavilla, Dan",656186,2020,656186,89,"97.3",31.6
"Ferguson, Caleb",657571,2020,657571,75,"93.6",29.1
"Mejía, Humberto",650668,2020,650668,49,"92.8",22
"Britton, Zack",502154,2020,502154,76,"94.8",26
"Montgomery, Mike",543557,2020,543557,23,"87.6",19
"Vesia, Alex",681911,2020,681911,27,"91.7",28.3
"Margevicius, Nick",676606,2020,676606,170,"90",20.1
"Young, Alex",622065,2020,622065,204,"89.2",24.4
"Wieck, Brad",623364,2020,623364,5,"90.4",33.3
"deGrom, Jacob",594798,2020,594798,268,"98.6",41
"Weber, Ryan",543901,2020,543901,185,"88.2",14.9
"Dolis, Rafael",503569,2020,503569,100,"94.7",30.1
"Smith, Burch",572143,2020,572143,44,"94.4",29.1
"Hamilton, Ian",641656,2020,641656,20,"94.3",36.4
"Pineda, Michael",501381,2020,501381,111,"92.1",29
"Gausman, Kevin",592332,2020,592332,245,"95.1",33.1
"Frankoff, Seth",571676,2020,571676,16,"92.8",10.8
"Davies, Zach",605200,2020,605200,276,"88.1",25.5
"Peralta, Freddy",642547,2020,642547,125,"93",39.7
"Pivetta, Nick",601713,2020,601713,71,"92.8",24.1
"Stiever, Jonathan",680692,2020,680692,29,"92.3",14.5
"Wendelken, J.B.",605525,2020,605525,106,"94.5",26.6
"Grotz, Zac",665093,2020,665093,46,"91.6",19.7
"Betances, Dellin",476454,2020,476454,59,"93.6",21.4
"Anderson, Nick",623433,2020,623433,58,"95.2",36.6
"Kelly, Merrill",518876,2020,518876,125,"91.6",23.5
"Crichton, Stefan",592233,2020,592233,109,"92.3",22.1
"Sims, Lucas",608371,2020,608371,104,"93.9",35
"Kay, Anthony",641743,2020,641743,98,"93.4",26.1
"Barria, Jaime",642545,2020,642545,132,"92.1",23
"Coonrod, Sam",656322,2020,656322,71,"97.6",29.1
"Shreve, Chasen",592741,2020,592741,102,"91.7",37.4
"Mears, Nick",683232,2020,683232,26,"95.7",40.8
"Jiménez, Joe",641729,2020,641729,101,"94.2",26.4
"Lyles, Jordan",543475,2020,543475,266,"92.2",16.8
"Leclerc, José",600917,2020,600917,10,"94.5",43.8
"Chavez, Jesse",445926,2020,445926,77,"90.2",15.4
"Suero, Wander",593833,2020,593833,102,"91",32.5
"Evans, Demarcus",663770,2020,663770,14,"93.5",29.6
"Helsley, Ryan",664854,2020,664854,52,"96.9",31.9
"Abreu, Bryan",650556,2020,650556,20,"92.9",23.5
"Hale, David",571735,2020,571735,75,"92.8",22.8
"Bleier, Richard",542947,2020,542947,67,"88.7",17.8
"Claudio, Alex",592222,2020,592222,81,"85.9",25.9
"Richards, Garrett",572070,2020,572070,213,"95.2",26.1
"Murphy, Patrick",641907,2020,641907,25,"96.8",20.8
"Wright, Kyle",657140,2020,657140,168,"94.2",23.9
"Mahle, Tyler",641816,2020,641816,201,"93.9",33.7
"Gerber, Joey",680702,2020,680702,62,"93.3",20.2
"Wilson, Justin",458677,2020,458677,86,"93.3",24.7
"Shaw, Bryan",543766,2020,543766,38,"92.6",20
"Bundy, Dylan",605164,2020,605164,267,"90.1",29.3
"Eovaldi, Nathan",543135,2020,543135,199,"94.7",28.1
"Parker, Blake",453284,2020,453284,69,"90.6",29.2
"Cishek, Steve",518553,2020,518553,93,"90.3",27
"Wilson, Bryse",669060,2020,669060,73,"93.2",21.2
"Smith, Riley",642092,2020,642092,70,"93.3",13.9
"Happ, J.A.",457918,2020,457918,196,"90.8",22.5
"Pressly, Ryan",519151,2020,519151,91,"94.6",36.5
"Hill, Rich",448179,2020,448179,156,"87.3",15.9
"Topa, Justin",623437,2020,623437,30,"97.5",27.7
"Santana, Dennis",642701,2020,642701,73,"94.4",28.3
"Quintana, Jose",500779,2020,500779,41,"91.3",27.6
"Javier, Cristian",664299,2020,664299,214,"92.2",22.5
"Alcantara, Sandy",645261,2020,645261,172,"93.6",24
"Hartlieb, Geoff",664129,2020,664129,101,"93.6",24.6
"Peacock, Brad",502748,2020,502748,12,"89.7",22.7
"Blewett, Scott",656240,2020,656240,16,"93.1",26.9
"Dayton, Grant",594795,2020,594795,117,"90.6",29.2
"Stashak, Cody",664054,2020,664054,57,"91.9",29.9
"Nelson, Nick",656793,2020,656793,90,"96.3",28.1
"Hess, David",605276,2020,605276,32,"92.8",7.7
"James, Josh",657624,2020,657624,83,"96.3",30.6
"Thornton, Trent",663423,2020,663423,33,"91",18.8
"Adams, Austin",613534,2020,613534,17,"93.3",48
"Rasmussen, Drew",656876,2020,656876,71,"97.6",32
"Howard, Sam",607572,2020,607572,90,"92",35.5
"Sulser, Cole",642121,2020,642121,100,"93.8",30.2
"Perez, Hector",660431,2020,660431,10,"95.7",33.3
"Hart, Kyle",606996,2020,606996,67,"89.1",26.2
"Poppen, Sean",664092,2020,664092,35,"93.7",29.9
"Whitley, Kodi",676831,2020,676831,17,"93.7",33.3
"Cueto, Johnny",456501,2020,456501,277,"91.3",19.9
"McFarland, T.J.",519008,2020,519008,92,"88.5",16.2
"Matzek, Tyler",554431,2020,554431,121,"93.7",27.5
"Castellani, Ryan",624418,2020,624418,189,"92.4",24.9
"Bergen, Travis",664157,2020,664157,36,"92.3",26.7
"Paxton, James",572020,2020,572020,90,"90.7",28.4
"Shoemaker, Matt",533167,2020,533167,115,"92",28.1
"Rodón, Carlos",607074,2020,607074,35,"92.8",23.3
"De León, José",592254,2020,592254,35,"95",37.7
"Barlow, Scott",605130,2020,605130,125,"94.9",37.6
"Leyer, Robinson",622490,2020,622490,34,"95",36.9
"Webb, Tyler",643778,2020,643778,87,"90",25
"Walden, Marcus",519393,2020,519393,71,"91.2",18.4
"Moran, Brian",572383,2020,572383,27,"81.8",36.6
"McCarthy, Kevin",641838,2020,641838,29,"90",13.3
"Stratton, Chris",608717,2020,608717,131,"93.2",35
"Williams, Devin",642207,2020,642207,100,"96.5",51.8
"Chirinos, Yonny",630023,2020,630023,52,"93.4",29.8
"Jackson, Luke",592426,2020,592426,132,"94.2",23.1
"Guerra, Junior",448855,2020,448855,103,"94",26.8
"Bard, Daniel",453268,2020,453268,106,"97",28.6
"Hendriks, Liam",521230,2020,521230,92,"96",36.1
"Armstrong, Shawn",542888,2020,542888,57,"91.1",26.2
"Lockett, Walker",621141,2020,621141,73,"92.1",20
"Rodríguez, Richard",593144,2020,593144,93,"92.9",36
"Carroll, Cody",606944,2020,606944,21,"95.4",14.7
"Bradley, Archie",605151,2020,605151,73,"94.1",22.8
"Gallen, Zac",668678,2020,668678,291,"91.6",30.2
"Strahm, Matt",621381,2020,621381,83,"91.8",21.9
"Cortes, Nestor",641482,2020,641482,44,"85.8",20.3
"Milone, Tommy",543548,2020,543548,181,"86.1",27.7
"Graterol, Brusdar",660813,2020,660813,88,"99.3",15.1
"Wittgren, Nick",621295,2020,621295,98,"92.6",30.2
"Foltynewicz, Mike",592314,2020,592314,16,"90.4",14.3
"Maeda, Kenta",628317,2020,628317,248,"91",34.9
"Oswalt, Corey",621261,2020,621261,55,"92.1",29.4
"Adams, Chance",664856,2020,664856,40,"91.7",16
"Zuber, Tyler",676604,2020,676604,99,"94.1",25.6
"Guzmán, Jorge",660422,2020,660422,7,"96.9",0
"Peralta, Wandy",593974,2020,593974,114,"94.7",28.9
"Mazza, Chris",607391,2020,607391,136,"90.5",28.8
"Martin, Brett",656685,2020,656685,61,"94",17.3
"Irvin, Cole",608344,2020,608344,22,"92.4",14
"Kelley, Trevor",665001,2020,665001,19,"90.2",18.2
"Akin, Keegan",669211,2020,669211,116,"91.9",28.5
"Sborz, Josh",622250,2020,622250,16,"95.8",20.7
"Brennan, Brandon",592165,2020,592165,33,"92.9",32.7
"Swanson, Erik",657024,2020,657024,37,"95.6",29.6
"Castro, Anthony",621593,2020,621593,5,"92.2",37.5
"Fried, Max",608331,2020,608331,224,"93",25.7
"Hernández, Carlos",672578,2020,672578,67,"96.2",25.4
"Rogers, Tyler",643511,2020,643511,123,"82.5",24.2
"Heuer, Codi",676051,2020,676051,92,"97.6",33.9
"Neidert, Nick",663734,2020,663734,34,"91.6",12.9
"Cimber, Adam",643256,2020,643256,49,"85.9",22.2
"Guerra, Javy",642770,2020,642770,67,"98.4",21.2
"Dugger, Robert",667498,2020,667498,56,"92",11.3
"Davis, Wade",451584,2020,451584,25,"90.3",19.6
"Waguespack, Jacob",621097,2020,621097,90,"91.3",24.7
"Holland, Greg",518813,2020,518813,112,"92.9",29.9
"Senzatela, Antonio",622608,2020,622608,303,"94.3",18.6
"Stock, Robert",476594,2020,476594,62,"96.8",25.5
"Teheran, Julio",527054,2020,527054,149,"89",14.6
"Zimmer, Kyle",622092,2020,622092,91,"94.1",29.8
"Peterson, David",656849,2020,656849,205,"92",26.1
"Newberry, Jake",623470,2020,623470,94,"93.4",36.2
"Ureña, José",570632,2020,570632,104,"95.4",27.5
"Bielak, Brandon",656232,2020,656232,148,"92.2",27.4
"Hader, Josh",623352,2020,623352,78,"94.5",38.5
"Vincent, Nick",543883,2020,543883,92,"88.5",21.1
"Bailey, Brandon",669064,2020,669064,30,"92.1",23.4
"Márquez, Germán",608566,2020,608566,344,"95.6",26.3
"Iglesias, Raisel",628452,2020,628452,91,"96.1",38.5
"Harvey, Matt",518774,2020,518774,65,"94",17.1
"Davidson, Matt",571602,2020,571602,15,"83.4",0
"Beeks, Jalen",656222,2020,656222,81,"91.4",33.5
"Cabrera, Génesis",650893,2020,650893,96,"96.2",39.8
"Ginkel, Kevin",656464,2020,656464,79,"95.5",32.9
"Sheffield, Justus",656954,2020,656954,232,"91.9",19.9
"Tomlin, Josh",458708,2020,458708,163,"86.3",22.7
"Zimmermann, Bruce",669145,2020,669145,31,"91.4",19.2
"Brogdon, Connor",641401,2020,641401,44,"93.8",32.6
"Means, John",607644,2020,607644,176,"93.8",26.3
"Rodríguez, José",642578,2020,642578,8,"91.3",11.1
"Givens, Mychal",571710,2020,571710,93,"94.6",27.7
"Williams, Taylor",592865,2020,592865,67,"95",31.9
"Herrera, Kelvin",516969,2020,516969,11,"94",37.5
"Hernández, Jonathan",642546,2020,642546,125,"97.8",33.6
"Tapia, Domingo",593619,2020,593619,19,"98.8",27
"Sánchez, Ricardo",645307,2020,645307,27,"91.6",23.5
"Toussaint, Touki",657053,2020,657053,120,"93.9",31.9
"Lovelady, Richard",663992,2020,663992,4,"91.5",0
"Clippard, Tyler",461325,2020,461325,98,"89.1",28
"Yamaguchi, Shun",685493,2020,685493,120,"90.8",28
"Darvish, Yu",506433,2020,506433,297,"95.2",32.1
"Kriske, Brooks",621139,2020,621139,22,"94.8",39.1
"Fairbanks, Pete",664126,2020,664126,117,"97.4",37.6
"Paredes, Enoli",660600,2020,660600,90,"95.7",32.3
"Alvarez, Jose",501625,2020,501625,27,"91",25
"Woodford, Jake",663765,2020,663765,85,"92.8",20.4
"Winkler, Dan",595465,2020,595465,76,"89.7",27.4
"Taylor, Blake",642130,2020,642130,87,"93.7",19.7
"Green, Chad",643338,2020,643338,100,"95.5",31.2
"Reed, Cody",642003,2020,642003,55,"94.7",29.4
"García, Yimi",554340,2020,554340,60,"94.4",29.2
"Garrett, Amir",607237,2020,607237,69,"94.7",43.7
"Musgrove, Joe",605397,2020,605397,166,"91.8",33
"Giolito, Lucas",608337,2020,608337,288,"94",36.6
"Rodríguez, Joely",570257,2020,570257,52,"94.6",26.3
"Martinez, Carlos",593372,2020,593372,104,"92.8",19.6
"Tinoco, Jesus",622786,2020,622786,32,"93.7",24.6
"Scrubb, Andre",668687,2020,668687,102,"92.9",24.6
"Estévez, Carlos",608032,2020,608032,116,"96.9",25.1
"O'Day, Darren",503285,2020,503285,67,"85.9",32.5
"Harper, Ryne",607560,2020,607560,110,"88.4",20.4
"Yardley, Eric",642233,2020,642233,97,"87.8",18.9
"Ríos, Yacksel",605441,2020,605441,17,"94.4",34.6
"Oviedo, Johan",670912,2020,670912,112,"94.8",21.5
"Underwood Jr., Duane",621249,2020,621249,88,"94.5",36.2
"Osuna, Roberto",532077,2020,532077,16,"93.5",28.6
"Devenski, Chris",606965,2020,606965,21,"92.9",31.7
"Diehl, Phillip",670426,2020,670426,25,"90.3",16.3
"García, Edgar",658305,2020,658305,16,"92.6",19.2
"Weaver, Luke",596133,2020,596133,236,"93.4",24.8
"Duffy, Danny",518633,2020,518633,242,"92.2",25.6
"Hahn, Jesse",534910,2020,534910,65,"94.9",24.2
"Volquez, Edinson",450172,2020,450172,26,"94.3",27.9
"Crowe, Wil",640444,2020,640444,46,"91.4",19.4
"Leibrandt, Brandon",605335,2020,605335,36,"88.9",14.7
"Chatwood, Tyler",543022,2020,543022,86,"92.6",29.3
"Thompson, Ryan",657044,2020,657044,114,"91.3",22.1
"Magill, Matt",543483,2020,543483,45,"91.9",26.8
"Cobb, Alex",502171,2020,502171,226,"92.5",23.5
"Ramírez, Yohan",670990,2020,670990,94,"95.6",29.9
"Crismatt, Nabil",622503,2020,622503,31,"89.5",27.4
"Nicasio, Juan",504379,2020,504379,11,"93.5",17.6
"Gearrin, Cory",518715,2020,518715,7,"91.2",30.8
"Clarke, Taylor",664199,2020,664199,183,"94.3",22.3
"Neverauskas, Dovydas",596720,2020,596720,89,"93.2",32.5
"McCullers Jr., Lance",621121,2020,621121,227,"93.7",29.5
"Woodruff, Brandon",605540,2020,605540,293,"96.4",28.9
"Meisinger, Ryan",664682,2020,664682,13,"91.1",18.2
"Mujica, José",620445,2020,620445,23,"93.2",11.4
"Ramos, AJ",573109,2020,573109,15,"89.3",16.1
"Wainwright, Adam",425794,2020,425794,262,"87.6",24.1
"Anderson, Ian",666120,2020,666120,138,"94.1",28.9
"Hernández, Darwinzon",650382,2020,650382,40,"94.3",27.5
"Cordero, Jimmy",622772,2020,622772,124,"96.5",21.3
"Lail, Brady",621078,2020,621078,71,"90.1",17.1
"Neris, Héctor",593576,2020,593576,103,"93.9",38.7
"García, Rony",665621,2020,665621,96,"93.3",20
"Gomber, Austin",596295,2020,596295,119,"92.5",26.5
"Lyons, Tyler",544928,2020,544928,10,"87.8",8.3
"Pagán, Emilio",641941,2020,641941,87,"91.5",26.7
"Keller, Kyle",664918,2020,664918,13,"93.9",7.1
"Stripling, Ross",548389,2020,548389,220,"91.6",18.8
"Kinley, Tyler",641755,2020,641755,96,"95.9",36.2
"Walker, Taijuan",592836,2020,592836,225,"93.1",20.5
"Glasnow, Tyler",607192,2020,607192,238,"96.7",32.6
"Kim, Kwang Hyun",547942,2020,547942,154,"89.9",18.3
"Scherzer, Max",453286,2020,453286,295,"94",32.5
"Kilome, Franklyn",642584,2020,642584,58,"94.3",30.2
"Gonsolin, Tony",664062,2020,664062,176,"95",29.4
"Castellanos, Humberto",528748,2020,528748,51,"89.3",21.9
"Stanek, Ryne",592773,2020,592773,48,"95.9",33.7
"Castro, Miguel",612434,2020,612434,115,"98.1",30.9
"Lugo, Seth",607625,2020,607625,160,"93.4",30.1
"Harvey, Hunter",640451,2020,640451,37,"97.3",23
"Bolaños, Ronald",671790,2020,671790,21,"95.2",15.6
"Goody, Nick",580792,2020,580792,55,"91.6",23.6
"Paddack, Chris",663978,2020,663978,245,"93.7",25.9
"Chafin, Andrew",605177,2020,605177,45,"93.6",26
"Turley, Nik",543867,2020,543867,92,"94.2",25.8
"Hendricks, Kyle",543294,2020,543294,315,"87.3",24.9
"Norwood, James",656803,2020,656803,9,"97.3",6.7
"Wacha, Michael",608379,2020,608379,156,"91.3",24.8
"Kickham, Mike",592464,2020,592464,70,"89.5",27.3
"Feliz, Michael",593140,2020,593140,12,"93.9",27.8
"Schreiber, John",670167,2020,670167,70,"89.8",18.2
"Godley, Zack",643327,2020,643327,143,"88.9",25.6
"Buehler, Walker",621111,2020,621111,147,"96.2",28.4
"Sharp, Sterling",643532,2020,643532,29,"88.1",12.2
"Bard, Luke",572703,2020,572703,23,"94",33.3
