"last_name, first_name","player_id","year","player_id","pa","fastball_avg_speed","whiff_percent"
"Cobb, Alex",502171,2021,502171,393,"92.7",26.5
"Scrubb, Andre",668687,2021,668687,86,"93.9",28.7
"McKenzie, Triston",663474,2021,663474,495,"92.1",27.9
"Kowar, Jackson",663804,2021,663804,154,"95.6",24.4
"Baz, Shane",669358,2021,669358,49,"97",35.3
"Anderson, Drew",623454,2021,623454,91,"92.5",19.1
"Plutko, Adam",592644,2021,592644,255,"90",24.2
"Rodriguez, Nivaldo",670550,2021,670550,31,"91.6",13.6
"Clarke, Taylor",664199,2021,664199,194,"95.5",22.7
"Peguero, Elvis",665625,2021,665625,17,"96.2",3.8
"Gsellman, Robert",607229,2021,607229,119,"94",22.2
"Devenski, Chris",606965,2021,606965,35,"91.4",25.8
"Megill, Tylor",656731,2021,656731,379,"94.6",26.1
"Bass, Anthony",542914,2021,542914,260,"95.3",27.1
"Barraclough, Kyle",607457,2021,607457,60,"93.1",30.8
"Pérez, Cionel",672335,2021,672335,111,"96",30.3
"Castellani, Ryan",624418,2021,624418,17,"89.1",23.1
"Hernández, Elieser",622694,2021,622694,225,"90.9",24.2
"Romero, Jhon",664584,2021,664584,17,"94.5",23.8
"Lugo, Seth",607625,2021,607625,195,"93.8",31.1
"Syndergaard, Noah",592789,2021,592789,8,"94.7",21.4
"Brebbia, John",605154,2021,605154,87,"92.9",23.2
"Lange, Alex",656638,2021,656638,162,"96.4",32.4
"Watkins, Spenser",657093,2021,657093,255,"89.1",17.9
"Irvin, Cole",608344,2021,608344,768,"90.7",19.5
"Foley, Jason",671345,2021,671345,45,"95.8",17.9
"Stephan, Trevor",663986,2021,663986,282,"96.2",30.2
"Petit, Yusmeiro",433589,2021,433589,313,"86.5",21
"Brault, Steven",643230,2021,643230,127,"90.7",20.6
"Webb, Jacob",657097,2021,657097,153,"94.1",31.4
"Seabold, Connor",657756,2021,657756,12,"90.5",10.5
"Rodríguez, Manuel",655889,2021,655889,83,"97.1",25.2
"Bazardo, Eduard",660825,2021,660825,12,"94.1",25
"Romano, Sal",607219,2021,607219,118,"93.6",13
