"last_name, first_name","player_id","year","player_id","pa","fastball_avg_speed","whiff_percent"
"Adam, Jason",592094,2023,592094,222,"94.6",34.4
"Walter, Brandon",687888,2023,687888,106,"89.1",16
"Sulser, Cole",642121,2023,642121,23,"92.7",36.8
"Rainey, Tanner",663432,2023,663432,5,"96.2",25
"Burdi, Nick",595897,2023,595897,15,"98",36.4
"Vásquez, Randy",681190,2023,681190,166,"92.6",17.9
"Castano, Daniel",641447,2023,641447,20,"88.3",19.2
"Sherriff, Ryan",595411,2023,595411,29,"88.7",26.7
"King, Michael",650633,2023,650633,431,"94.3",29.4
"Bazardo, Eduard",660825,2023,660825,67,"94.4",27.3
"García, Luis",472610,2023,472610,267,"97.2",25.4
"Moore, Matt",519043,2023,519043,218,"94",28.2
"Zimmermann, Bruce",669145,2023,669145,61,"90.1",31.9
"Senzatela, Antonio",622608,2023,622608,30,"94",21.1
"Mikolas, Miles",571945,2023,571945,860,"93",16.7
"Brown, Hunter",686613,2023,686613,665,"94.4",24.8
"Chargois, JT",608638,2023,608638,174,"96.2",20.3
"Walker, Ryan",676254,2023,676254,263,"94.8",32
"McFarland, T.J.",519008,2023,519008,11,"88",34.8
"Raley, Brooks",548384,2023,548384,236,"88.4",29.3
"Mariot, Michael",592527,2023,592527,13,"91.7",25
"Cuas, Jose",621016,2023,621016,292,"92.6",29.7
"Morejon, Adrian",670970,2023,670970,44,"95.3",17.1
"Baker, Bryan",641329,2023,641329,186,"95.7",23.6
"Hand, Brad",543272,2023,543272,236,"92.6",22.3
"Castillo, Luis",622491,2023,622491,802,"96.1",30.6
"Rodríguez, Joely",570257,2023,570257,51,"91.2",27
"Scholtens, Jesse",669947,2023,669947,377,"92.8",20.8
"Olson, Reese",681857,2023,681857,422,"94.8",27.4
"Luetge, Lucas",476595,2023,476595,65,"86.6",21
"Gomber, Austin",596295,2023,596295,603,"90.6",19.1
"Richards, Trevor",670950,2023,670950,315,"92.8",37
"Reid-Foley, Sean",656887,2023,656887,34,"96.1",40.5
"Overton, Connor",656818,2023,656818,55,"90.4",26.6
"Legumina, Casey",668984,2023,668984,61,"94.3",22.8
"Garrett, Reed",657585,2023,657585,87,"94.2",28.7
"Armstrong, Shawn",542888,2023,542888,207,"93.3",26.3
"White, Brendan",686839,2023,686839,177,"94.1",29.2
"Coulombe, Danny",543056,2023,543056,210,"87.9",29.8
"Duran, Jhoan",661395,2023,661395,255,"101.8",35.4
"Soto, Gregory",642397,2023,642397,250,"98.3",34.2
"Lawrence, Justin",664875,2023,664875,326,"95.4",24.1
"Kelly, Kevin",687330,2023,687330,276,"90",22.2
"Murphy, Chris",669684,2023,669684,212,"93.9",22.6
"Canning, Griffin",656288,2023,656288,536,"94.7",29.1
"Smith, Drew",622098,2023,622098,244,"95",26
"McKenzie, Triston",663474,2023,663474,73,"92.4",26.7
"Morán, Jovani",663558,2023,663558,184,"93.3",37
"Banks, Tanner",621383,2023,621383,255,"92.6",24.8
"Karcher, Ricky",676689,2023,676689,4,"97.6",0
"Wentz, Joey",666214,2023,666214,492,"90.6",25.5
"De Los Santos, Enyel",660853,2023,660853,262,"95.6",27.4
"Speas, Alex",666208,2023,666208,12,"96",30
"Fried, Max",608331,2023,608331,311,"93.3",27.2
"López, Pablo",641154,2023,641154,801,"94.8",30.3
"Kinley, Tyler",641755,2023,641755,76,"96.5",23
"Rodríguez, Dereck",605446,2023,605446,30,"88.5",19.5
"Loup, Aaron",571901,2023,571901,231,"89.6",20.8
"Robertson, David",502085,2023,502085,269,"93.3",31.2
"Diekman, Jake",518617,2023,518617,243,"95",26.4
"Ortiz, Luis",656814,2023,656814,80,"94.6",20.5
"Reyes, Gerardo",622103,2023,622103,49,"96.3",23.8
"Senga, Kodai",673540,2023,673540,694,"93.7",29.7
"Javier, Cristian",664299,2023,664299,687,"92.7",27.1
"Quijada, José",650671,2023,650671,41,"94.4",22.9
"Little, Luke",681432,2023,681432,30,"96.6",46.3
"Wood, Alex",622072,2023,622072,429,"91.5",21.7
"Minter, A.J.",621345,2023,621345,260,"92.9",31.4
"Nicolas, Kyle",693312,2023,693312,26,"96.8",28.3
"Harris, Hobie",665048,2023,665048,91,"92.2",19.9
"Estévez, Carlos",608032,2023,608032,281,"97.1",27.5
"Brigham, Jeff",656257,2023,656257,160,"92.3",27.9
"Allard, Kolby",663465,2023,663465,56,"88",25.8
"White, Owen",669391,2023,669391,19,"91.1",20
"Scott, Tanner",656945,2023,656945,307,"96.8",36.2
"Holmes, Clay",605280,2023,605280,262,"96",26.2
"Clarke, Taylor",664199,2023,664199,266,"94.8",27.7
"Megill, Tylor",656731,2023,656731,567,"94.9",23.4
"Cyr, Tyler",664202,2023,664202,6,"93.7",26.7
"Speier, Gabe",642100,2023,642100,216,"94.6",30.8
"Boyd, Matthew",571510,2023,571510,303,"91.3",30.8
"Voth, Austin",608723,2023,608723,160,"92.4",24
"Garcia, Luis",677651,2023,677651,115,"88.4",31
"García, Deivi",665620,2023,665620,67,"94.3",23.8
"Silseth, Chase",681217,2023,681217,221,"94.2",27.9
"Sousa, Bennett",656986,2023,656986,34,"94.5",31
"Suero, Wander",593833,2023,593833,35,"90.7",23.1
"Daniel, Davis",669721,2023,669721,52,"93.4",20.2
"Flaherty, Jack",656427,2023,656427,650,"92.3",26.6
"Erceg, Lucas",668674,2023,668674,251,"97.5",28.4
"Bumgarner, Madison",518516,2023,518516,90,"87.8",17.1
"Abreu, Albert",656061,2023,656061,268,"97.3",26.3
"Herrin, Tim",682120,2023,682120,121,"96.5",26.9
"Barnes, Jacob",606930,2023,606930,61,"92",21.4
"Yarbrough, Ryan",642232,2023,642232,376,"85.8",22.8
"Castro, Miguel",612434,2023,612434,268,"96.8",26.9
"Koch, Matt",571863,2023,571863,163,"91.6",22.5
"Holderman, Colin",670059,2023,670059,240,"96.3",23.2
"Irvin, Cole",608344,2023,608344,336,"90.5",20.8
"Lindgren, Jeff",689167,2023,689167,28,"90.4",19
"Junk, Janson",676083,2023,676083,33,"92.5",8.5
"Houser, Adrian",605288,2023,605288,481,"92.5",18.7
"Grove, Michael",675627,2023,675627,302,"93.9",27.2
"Barlow, Joe",669618,2023,669618,44,"93.3",27.6
"Harvey, Hunter",640451,2023,640451,235,"98.3",26.3
"Faucher, Calvin",676534,2023,676534,120,"93",23
"Vodnik, Victor",680767,2023,680767,44,"97.1",22.2
"Latz, Jacob",656641,2023,656641,22,"94.5",28.9
"Kriske, Brooks",621139,2023,621139,25,"93.6",29.3
"Medina, Luis",665622,2023,665622,495,"95.9",24.5
"Stoudt, Levi",686651,2023,686651,55,"94.4",21.5
"Lauer, Eric",641778,2023,641778,211,"89",22
"Santillan, Tony",663574,2023,663574,18,"96",16.7
"Rucker, Michael",621074,2023,621074,176,"92.6",27.7
"La Sorsa, Joe",686747,2023,686747,145,"86.6",22.5
"Urquidy, José",664353,2023,664353,275,"93.2",25
"Ríos, Yacksel",605441,2023,605441,13,"96.5",33.3
"Coonrod, Sam",656322,2023,656322,34,"94.6",23.1
"Muller, Kyle",666205,2023,666205,372,"93.5",21.2
"Ingram, Kolton",688427,2023,688427,30,"90",33.3
"Leahy, Kyle",681517,2023,681517,15,"95.8",31.6
"Hjelle, Sean",663546,2023,663546,139,"94.8",22.3
"McAllister, Zach",502083,2023,502083,29,"90.3",17.4
"Williams, Trevor",592866,2023,592866,658,"89.3",19
"Hall, DL",669084,2023,669084,81,"95.6",30.3
"Kuhl, Chad",641771,2023,641771,187,"93.6",26.6
"Woods Richardson, Simeon",680573,2023,680573,24,"90.5",14.9
"Blanco, Ronel",669854,2023,669854,226,"94.5",33
"Chafin, Andrew",605177,2023,605177,224,"92.2",31.8
"Lee, Dylan",669276,2023,669276,101,"91.8",30
"Wheeler, Zack",554430,2023,554430,787,"94.7",28.6
"Gilbert, Logan",669302,2023,669302,770,"95.7",26.4
"Peralta, Wandy",593974,2023,593974,227,"95.8",29.7
"Zerpa, Angel",672582,2023,672582,182,"94.5",19.9
"Englert, Mason",669438,2023,669438,253,"91.1",23.6
"Fulmer, Michael",605242,2023,605242,237,"92.7",33.5
"Richardson, Lyon",680689,2023,680689,81,"96.2",17.8
"Valdez, Framber",664285,2023,664285,808,"94.9",26.8
"Barria, Jaime",642545,2023,642545,362,"92.9",22.9
"Bieber, Shane",669456,2023,669456,533,"89.2",24.3
"Ferguson, Caleb",657571,2023,657571,270,"92.9",26.1
"Bracho, Silvino",611093,2023,611093,31,"92",27.1
"Weems, Jordan",607179,2023,607179,232,"96.3",27
"Allen, Logan",671106,2023,671106,537,"90.6",24
"Gillaspie, Logan",670810,2023,670810,46,"95.6",19.6
"Ramirez, Nick",598286,2023,598286,172,"89.1",24.1
"Greene, Hunter",668881,2023,668881,498,"98.3",30.7
"Neris, Héctor",593576,2023,593576,273,"93",30.6
"Vespi, Nick",663989,2023,663989,59,"89",19.6
"Snider, Collin",676092,2023,676092,95,"94.6",17.7
"Kennedy, Brett",664028,2023,664028,83,"92.7",18.5
"Kelly, Zack",677161,2023,677161,43,"94",23
"Steele, Justin",657006,2023,657006,716,"91.8",24
"Sheehan, Emmet",686218,2023,686218,248,"95.4",29.6
"Garcia, Robert",676395,2023,676395,127,"94.3",24.3
"Rogers, Tyler",643511,2023,643511,309,"82.8",22.4
"Chavez, Jesse",445926,2023,445926,144,"89.4",28.3
"Walker, Taijuan",592836,2023,592836,733,"91",20.5
"Hill, Tim",657612,2023,657612,202,"89.5",15
"White, Mitch",669952,2023,669952,60,"93.8",25.6
"Ferrer, José A.",678606,2023,678606,142,"95.2",18.3
"Bickford, Phil",641360,2023,641360,304,"93.7",29.7
"Keller, Brad",641745,2023,641745,211,"93.1",22.8
"McMillon, John",669111,2023,669111,13,"98.9",56
"Bleier, Richard",542947,2023,542947,132,"87.1",17.9
"Stratton, Hunter",676702,2023,676702,47,"93",27.8
"Balazovic, Jordan",666364,2023,666364,108,"95.1",18.1
"Sale, Chris",519242,2023,519242,425,"93.8",29.7
"Boxberger, Brad",502202,2023,502202,84,"91.1",23.5
"Baumann, Mike",657508,2023,657508,273,"96.4",25
"Lange, Alex",656638,2023,656638,288,"95.8",39.1
"Paddack, Chris",663978,2023,663978,22,"95.5",33.3
"Krook, Matt",640454,2023,640454,27,"88.2",25.6
"Pérez, Martín",527048,2023,527048,608,"90.9",17.5
"García, Yimi",554340,2023,554340,282,"95.8",31.3
"Suarez, José",660761,2023,660761,165,"92",28.5
"Maton, Phil",664208,2023,664208,274,"88.9",32.9
"Estrada, Jeremiah",669093,2023,669093,56,"95.7",24.6
"Kerr, Ray",678061,2023,678061,114,"95.9",32.2
"Graveman, Kendall",608665,2023,608665,282,"95.9",29.2
"Bautista, Félix",642585,2023,642585,237,"99.5",44.3
"Francis, Bowden",670102,2023,670102,136,"94.4",23.2
"Flexen, Chris",623167,2023,623167,466,"90.2",22.3
"Floro, Dylan",571670,2023,571670,248,"92.5",24
"Bowlan, Jonathan",680742,2023,680742,14,"94.8",30.3
"Snead, Kirby",669912,2023,669912,56,"92.8",24.1
"Kremer, Dean",665152,2023,665152,735,"92.2",24
