"last_name, first_name","player_id","year","player_id","pa","fastball_avg_speed","whiff_percent"
"Paredes, Enoli",660600,2022,660600,14,"94.9",18.5
"Lowther, Zac",675912,2022,675912,28,"90.6",16.7
"García, Jarlín",606424,2022,606424,270,"93.8",24.8
"Severino, Luis",622663,2022,622663,405,"95.5",27.8
"Thompson, Zack",668868,2022,668868,136,"94.8",17.6
"Eovaldi, Nathan",543135,2022,543135,460,"94.7",25.2
"Chargois, JT",608638,2022,608638,86,"96.4",23.2
"Romero, Tommy",676720,2022,676720,44,"90.2",20.9
"Lyles, Jordan",543475,2022,543475,774,"91.1",21.9
"Nance, Tommy",667297,2022,667297,196,"94",29.7
"Germán, Domingo",593334,2022,593334,298,"92.7",24.5
"Dunning, Dane",641540,2022,641540,671,"88.9",24.5
"Davis, Austin",656354,2022,656354,264,"94",26.4
"Fishman, Jake",670288,2022,670288,48,"87.5",12.9
"Hall, DL",669084,2022,669084,64,"96.2",29.1
"García, Luis",472610,2022,472610,258,"98.6",30.3
"Mahle, Tyler",641816,2022,641816,503,"91.7",26.8
"Quintana, Jose",500779,2022,500779,679,"91.3",24
"Nelson, Nick",656793,2022,656793,306,"96.3",28.7
"Elder, Bryce",693821,2022,693821,227,"90.6",23.7
"Velasquez, Vince",592826,2022,592826,319,"93",25.2
"Crismatt, Nabil",622503,2022,622503,280,"90.4",26.6
"Blach, Ty",621389,2022,621389,193,"89.6",20
"Leclerc, José",600917,2022,600917,198,"95.4",37.4
"Sánchez, Miguel",667376,2022,667376,58,"94.2",24.2
"Elías, Roenis",606273,2022,606273,33,"93.5",19.4
"Muller, Kyle",666205,2022,666205,59,"94.2",26.4
"Hudson, Dakota",641712,2022,641712,596,"91.7",17.6
"Iglesias, Raisel",628452,2022,628452,246,"94.9",34
"Alcantara, Sandy",645261,2022,645261,886,"95.4",25.4
"Brice, Austin",592169,2022,592169,27,"93.8",18.6
"Robertson, David",502085,2022,502085,264,"93",33
"Barnes, Jacob",606930,2022,606930,97,"92.3",21
"Kuhl, Chad",641771,2022,641771,617,"92.8",23.6
"Barraclough, Kyle",607457,2022,607457,37,"92.4",37.7
"O'Day, Darren",503285,2022,503285,94,"85.9",28.1
"Javier, Cristian",664299,2022,664299,585,"93.8",30.4
"Sandoval, Patrick",663776,2022,663776,638,"93.2",29.6
"Fernández, Junior",658551,2022,658551,84,"98.7",26.7
"Hearn, Taylor",621368,2022,621368,449,"94.4",22.2
"Rodríguez, Joely",570257,2022,570257,216,"92.7",29.2
"Cano, Yennier",666974,2022,666974,97,"95.3",23.3
"Pop, Zach",647315,2022,647315,157,"96.5",18.5
"Yacabonis, Jimmy",642231,2022,642231,73,"93.7",26.7
"Thompson, Keegan",624522,2022,624522,485,"92.4",24.5
"Staumont, Josh",622251,2022,622251,176,"96.4",28.4
"Hernández, Carlos",672578,2022,672578,266,"96.8",23.6
"Wendelken, J.B.",605525,2022,605525,122,"94.9",22.2
"Brubaker, JT",664141,2022,664141,646,"93.1",27.6
"Acevedo, Domingo",642758,2022,642758,266,"93",31.2
"Wesneski, Hayden",669713,2022,669713,132,"91.8",25.7
"Silseth, Chase",681217,2022,681217,129,"95.2",25.7
"Sanchez, Aaron",592717,2022,592717,265,"92.2",18.3
"Ramírez, Erasmo",541640,2022,541640,347,"91.2",21.4
"Perdomo, Luis",606131,2022,606131,96,"93.8",23.4
"Bracho, Silvino",611093,2022,611093,18,"92.9",21.2
"Pruitt, Austin",643493,2022,643493,224,"91.4",24.8
"Kay, Anthony",641743,2022,641743,10,"94.5",35.3
"Nelson, Kyle",669459,2022,669459,151,"91.9",26.6
"Brentz, Jake",641394,2022,641394,38,"95.8",31.4
"Rogers, Trevor",669432,2022,669432,477,"94.6",25.8
"Valdez, César",491624,2022,491624,5,"86.4",9.1
"Rodriguez, Eduardo",593958,2022,593958,391,"90.8",18.1
"Danish, Tyler",641501,2022,641501,173,"90.9",19.2
"Carrasco, Carlos",471911,2022,471911,645,"92.9",27.7
"Clevinger, Mike",605182,2022,605182,485,"92",24.3
"Bumgarner, Madison",518516,2022,518516,698,"89.2",18.2
"Allard, Kolby",663465,2022,663465,87,"89.3",27.3
"Plesac, Zach",668676,2022,668676,568,"91.9",22
"Kilian, Caleb",668873,2022,668873,56,"92.6",16.7
"Santana, Dennis",642701,2022,642701,255,"96.8",27.4
"Warren, Art",605521,2022,605521,165,"93.5",29.8
"Uceta, Edwin",670955,2022,670955,73,"93.4",24.8
"Senzatela, Antonio",622608,2022,622608,413,"94.1",16.3
"Knight, Dusten",643400,2022,643400,49,"87.2",22.6
"Yates, Kirby",489446,2022,489446,33,"93.4",29.8
"Garcia, Rico",670329,2022,670329,35,"95.5",13.2
"Adams, Austin",613534,2022,613534,9,"92.8",29.4
"German, Frank",681464,2022,681464,23,"97.7",13.5
"Manaea, Sean",640455,2022,640455,671,"91.2",25.6
"Gibson, Kyle",502043,2022,502043,718,"90.9",25.2
"Doval, Camilo",666808,2022,666808,286,"99",30.7
"Cishek, Steve",518553,2022,518553,287,"89.6",26.1
"Singer, Brady",663903,2022,663903,621,"93.7",23
"Pressly, Ryan",519151,2022,519151,181,"94.5",38.7
"Zeuch, T.J.",643615,2022,643615,64,"90.3",15.9
"Williams, Devin",642207,2022,642207,240,"93.8",40.8
"Armstrong, Shawn",542888,2022,542888,270,"94.5",26.1
"Taylor, Blake",642130,2022,642130,74,"92.6",20.1
"Harvey, Hunter",640451,2022,640451,157,"98.3",27.5
"Valdez, Phillips",570488,2022,570488,72,"94.1",23.2
"Bubic, Kris",663460,2022,663460,587,"91.9",21.3
"Diekman, Jake",518617,2022,518617,269,"95.5",33.1
"Gutierrez, Vladimir",661269,2022,661269,179,"92.8",18
"Peters, Dillon",596071,2022,596071,165,"92.7",20.1
"Richards, Garrett",572070,2022,572070,185,"94.4",26
"Walsh, Jake",673904,2022,673904,15,"95.1",21.4
"Holderman, Colin",670059,2022,670059,118,"95.2",23
"Grichuk, Randal",545341,2022,545341,3,,20
"Doolittle, Sean",448281,2022,448281,17,"93.3",35.5
"Sands, Cole",663485,2022,663485,145,"90.7",22.5
"Gray, Jon",592351,2022,592351,521,"95.9",25.9
"McHugh, Collin",543521,2022,543521,272,"88.9",27.4
"Thompson, Mason",666168,2022,666168,100,"95.8",23.9
"Luetge, Lucas",476595,2022,476595,251,"87.6",27.5
"Hernández, Jonathan",642546,2022,642546,131,"98",30.3
"Young, Danny",664849,2022,664849,32,"88.7",24.1
"Mills, Wyatt",670090,2022,670090,128,"91.6",28
"Miller, Shelby",571946,2022,571946,30,"94.4",22
"Nelson, Ryne",669194,2022,669194,69,"94.7",23.6
"Hader, Josh",623352,2022,623352,219,"97.4",36.6
"Erlin, Robbie",572362,2022,572362,9,"88.9",11.8
"Leiter Jr., Mark",643410,2022,643410,282,"90.4",29.2
"Martinez, Nick",607259,2022,607259,448,"91.9",25.6
"Taylor, Michael A.",572191,2022,572191,13,"92.6",13.3
"Grimm, Justin",518748,2022,518748,71,"92.6",24.6
"Yarbrough, Ryan",642232,2022,642232,355,"84",22.2
"Cortes, Nestor",641482,2022,641482,615,"89.9",24.5
"Zabala, Aneurys",656008,2022,656008,11,"99.3",30
"Castillo, Luis",622491,2022,622491,615,"97",27.8
"Montgomery, Jordan",656756,2022,656756,724,"92.7",27.5
"Thornton, Trent",663423,2022,663423,189,"93.7",20.6
"Berríos, José",621244,2022,621244,753,"93.9",21.3
"Weiss, Zack",592848,2022,592848,56,"94.4",41.1
"Snell, Blake",605483,2022,605483,535,"95.8",32.8
"Kittredge, Andrew",552640,2022,552640,75,"94.8",25.8
"Marte, José",665896,2022,665896,58,"93",27.1
"Walker, Taijuan",592836,2022,592836,649,"92.8",23.6
"Sánchez, Cristopher",650911,2022,650911,177,"93",19.1
"May, Trevor",543507,2022,543507,111,"96.1",30.4
"Sánchez, Aníbal",434671,2022,434671,292,"88.5",19.5
"Smith, Will",519293,2022,519293,261,"92.1",31.1
"Menez, Conner",669214,2022,669214,5,"90.9",0
"Neris, Héctor",593576,2022,593576,263,"94.4",30.5
"Kerr, Ray",678061,2022,678061,21,"93",25.6
"Hendricks, Kyle",543294,2022,543294,356,"86.7",23.9
"Vespi, Nick",663989,2022,663989,112,"88.6",31.7
"Lamet, Dinelson",659275,2022,659275,149,"95.4",39.7
"Gausman, Kevin",592332,2022,592332,725,"95",29.4
"Kimbrel, Craig",518886,2022,518886,260,"95.8",29.2
"Hill, Rich",448179,2022,448179,526,"87.4",22
"Naughton, Packy",676050,2022,676050,141,"92.7",27.8
"Detwiler, Ross",446321,2022,446321,122,"89.3",23
"Contreras, Roansy",672710,2022,672710,408,"95.6",27.7
"Moll, Sam",594580,2022,594580,187,"93.3",24.9
"Brault, Steven",643230,2022,643230,39,"91",29.7
"Davidson, Tucker",656353,2022,656353,243,"93.1",22.5
"Sborz, Josh",622250,2022,622250,100,"97",35.3
"Burr, Ryan",621114,2022,621114,39,"91.6",20
"Rondón, Angel",667373,2022,667373,20,"92.6",24.3
"Akin, Keegan",669211,2022,669211,329,"93.5",26
"Odorizzi, Jake",543606,2022,543606,453,"90.8",22.2
"Clarke, Taylor",664199,2022,664199,203,"95.6",25.2
"Murfee, Penn",682171,2022,682171,272,"89",25
"López, Yoan",661255,2022,661255,51,"95.9",28.7
"Diplán, Marcos",650959,2022,650959,27,"93",20.8
"Thompson, Ryan",657044,2022,657044,181,"90.3",24.2
"Devenski, Chris",606965,2022,606965,67,"94.3",26.6
"Koenig, Jared",657649,2022,657649,177,"89.3",15.1
"Oller, Adam",670124,2022,670124,337,"92",21.2
"Schmidt, Clarke",657376,2022,657376,236,"94.8",26.6
"Castillo, Diego",650895,2022,650895,222,"95.2",26.5
"Raley, Brooks",548384,2022,548384,219,"89.5",28.1
"Knehr, Reiss",663753,2022,663753,59,"92.8",14
"Puk, A.J.",640462,2022,640462,281,"96.6",29.2
"Garrett, Amir",607237,2022,607237,196,"94.1",26.9
"Hoffman, Jeff",656546,2022,656546,197,"94.3",25.6
"King, Michael",650633,2022,650633,199,"95.9",36.3
"Eickhoff, Jerad",595191,2022,595191,27,"88.8",23.8
"Wilson, Justin",458677,2022,458677,13,"93.4",44
"Nittoli, Vinny",657697,2022,657697,8,"92.6",25
"Reyes, Franmil",614177,2022,614177,3,"88.2",33.3
"Banks, Tanner",621383,2022,621383,217,"92.9",19.3
"Kelley, Trevor",665001,2022,665001,107,"89.9",23
"Jackson, Andre",656578,2022,656578,42,"95.1",26.2
"Fletcher, Aaron",667465,2022,667465,52,"90.8",29.1
"Kelly, Joe",523260,2022,523260,170,"97.9",33.7
"Dermody, Matt",571616,2022,571616,7,"92.2",25
"Blackburn, Paul",621112,2022,621112,467,"90.3",23.6
"Rodríguez, Yerry",666720,2022,666720,4,"98.2",9.1
"Zastryzny, Rob",642239,2022,642239,16,"91.6",23.1
"McFarland, T.J.",519008,2022,519008,145,"88.8",16.4
"Abreu, Albert",656061,2022,656061,172,"98.4",27
"Chavez, Jesse",445926,2022,445926,292,"89.8",24.7
"Morgan, Eli",669212,2022,669212,256,"92.1",26.4
"Kaprielian, James",621076,2022,621076,577,"94",21.3
"Gray, Josiah",680686,2022,680686,649,"94.3",27
"Buehler, Walker",621111,2022,621111,274,"93.7",24.8
"Greene, Hunter",668881,2022,668881,531,"98.9",32
"Morton, Charlie",450203,2022,450203,728,"93.7",29.3
"Logue, Zach",656657,2022,656657,257,"88.8",21.5
"Reid-Foley, Sean",656887,2022,656887,44,"95.8",31.9
"Snyder, Nick",676766,2022,676766,7,"96.7",15.4
"Lee, Dylan",669276,2022,669276,201,"92.1",35.5
"López, Pablo",641154,2022,641154,736,"92.7",28.2
"Martin, Brett",656685,2022,656685,212,"93.5",24.8
"Poteet, Cody",547001,2022,547001,114,"94.6",29.6
"Woods Richardson, Simeon",680573,2022,680573,20,"90.8",19.2
"Goudeau, Ashton",623485,2022,623485,94,"92.4",24.1
"Clay, Sam",621348,2022,621348,29,"91.9",21.9
"Cueto, Johnny",456501,2022,456501,651,"90",17.6
"Kikuchi, Yusei",579328,2022,579328,454,"94.6",31
"Garza Jr., Ralph",621248,2022,621248,153,"88.9",20.3
"Saucedo, Tayler",642048,2022,642048,15,"92.7",17.4
"Bieber, Shane",669456,2022,669456,791,"89.9",29.7
"Vesia, Alex",681911,2022,681911,227,"94.1",34
"Márquez, Germán",608566,2022,608566,779,"95.4",23.2
"Middleton, Keynan",641871,2022,641871,69,"95.1",36.6
"Graterol, Brusdar",660813,2022,660813,197,"98.3",21.1
"Small, Ethan",663629,2022,663629,33,"91",33.3
"Rainey, Tanner",663432,2022,663432,128,"97",33.8
"Snead, Kirby",669912,2022,669912,210,"93.4",20.2
"Cease, Dylan",656302,2022,656302,747,"96.8",33.3
"Garrett, Reed",657585,2022,657585,49,"94.1",21.5
"Stratton, Chris",608717,2022,608717,279,"92.8",26.5
"Rogers, Josh",642028,2022,642028,113,"90.3",14.5
"Vasquez, Andrew",607755,2022,607755,39,"88.7",29.4
"Sadzeck, Connor",592712,2022,592712,13,"95",14.3
"Castro, Miguel",612434,2022,612434,131,"97.8",32.3
"Wick, Rowan",592858,2022,592858,294,"94.4",23.9
"Jones, Damon",676103,2022,676103,26,"92.9",34.1
"Morejon, Adrian",670970,2022,670970,141,"96.9",24
"Bazardo, Eduard",660825,2022,660825,65,"94",27
"Underwood Jr., Duane",621249,2022,621249,259,"94.2",27.3
"Urquidy, José",664353,2022,664353,681,"93",22.3
"Holland, Greg",518813,2022,518813,20,"93.6",29
"Stammen, Craig",489334,2022,489334,177,"90.4",26.3
"Pérez, Cionel",672335,2022,672335,234,"96.8",27.3
"Newcomb, Sean",656794,2022,656794,134,"92.2",20.9
"Bleier, Richard",542947,2022,542947,222,"89.1",18.7
"Milone, Tommy",543548,2022,543548,69,"86.6",14.4
"Pivetta, Nick",601713,2022,601713,773,"91.6",23.5
"Giolito, Lucas",608337,2022,608337,698,"92.6",28.5
"Ginkel, Kevin",656464,2022,656464,124,"96.4",26.9
"Sulser, Cole",642121,2022,642121,149,"91.9",30.9
"Coleman, Dylan",669395,2022,669395,289,"97.6",31.2
"Lawrence, Justin",664875,2022,664875,191,"95.1",24.7
"Wheeler, Zack",554430,2022,554430,607,"94.2",25.1
"Bundy, Dylan",605164,2022,605164,595,"89.1",21.3
"Fry, Paul",643316,2022,643316,61,"91.6",27.6
"Lemoine, Jake",621082,2022,621082,74,"93.1",22.1
"Floro, Dylan",571670,2022,571670,220,"92.5",22.1
"Mazza, Chris",607391,2022,607391,35,"86.6",24.2
"Duarte, Daniel",650960,2022,650960,14,"95.6",11.4
"Castillo, José",620454,2022,620454,5,"94.5",30
"May, Dustin",669160,2022,669160,127,"96.2",29.7
"Pineda, Michael",501381,2022,501381,200,"89.9",17.5
"Kinley, Tyler",641755,2022,641755,100,"95.3",32.3
"Ryan, Joe",657746,2022,657746,604,"92",25.6
"Gsellman, Robert",607229,2022,607229,64,"92.6",24.3
"Gilbert, Logan",669302,2022,669302,766,"96.1",24.2
"Reed, Jake",596082,2022,596082,77,"91.6",21.3
"Murphy, Patrick",641907,2022,641907,34,"95.6",17.9
"Watkins, Spenser",657093,2022,657093,459,"89.6",19.7
"Rossman, Bubby",657745,2022,657745,5,"94.7",62.5
"Castillo, Max",666721,2022,666721,170,"93",24
"Speier, Gabe",642100,2022,642100,77,"93.7",20.1
"Matz, Steven",571927,2022,571927,207,"94.5",27.6
"Lodolo, Nick",666157,2022,666157,441,"94.3",30.2
"Loáisiga, Jonathan",642528,2022,642528,203,"98",25.7
"Díaz, Jhonathan",646242,2022,646242,66,"90.1",21.8
"Suarez, Robert",663158,2022,663158,191,"97.2",25.1
"Zerpa, Angel",672582,2022,672582,44,"94",10.3
"Foley, Jason",671345,2022,671345,256,"96.3",16.7
"Cimber, Adam",643256,2022,643256,293,"86.5",20.7
"Whitlock, Garrett",676477,2022,676477,311,"95.3",29.6
"Wentz, Joey",666214,2022,666214,135,"89.8",21.8
"Tate, Dillon",622253,2022,622253,292,"94",23.2
"Cruz, Jesus",672911,2022,672911,39,"94.9",25.6
"Howard, Spencer",675921,2022,675921,179,"94.4",17.9
"McKenzie, Triston",663474,2022,663474,741,"92.5",26.8
"Cleavinger, Garrett",664076,2022,664076,92,"95.7",30.8
"Selman, Sam",572125,2022,572125,75,"89.4",23.5
"Ureña, José",570632,2022,570632,432,"95.7",19.5
"Gibaut, Ian",664139,2022,664139,161,"94.6",26.1
"Crick, Kyle",605195,2022,605195,66,"92.2",26.5
"Winckowski, Josh",670174,2022,670174,316,"92.9",17.4
"Lange, Alex",656638,2022,656638,271,"96.1",44.1
"Hamilton, Ian",641656,2022,641656,11,"93.9",10.5
"Shaw, Bryan",543766,2022,543766,261,"92.9",21.7
"Ellis, Chris",595939,2022,595939,25,"92.6",21.2
"VerHagen, Drew",572403,2022,572403,106,"94.6",28.8
"Szapucki, Thomas",663378,2022,663378,67,"95.2",24.2
"Gaddis, Hunter",683769,2022,683769,40,"93.3",20
"Peralta, Freddy",642547,2022,642547,317,"92.6",29.9
"Clippard, Tyler",461325,2022,461325,28,"87.5",18.8
"Marte, Yunior",628708,2022,628708,214,"97.3",26.3
"Hembree, Heath",592390,2022,592390,107,"94.2",18.3
"Meyer, Max",676974,2022,676974,26,"94.8",25
"Wells, Alex",649144,2022,649144,16,"88.4",26.3
"Ashby, Aaron",676879,2022,676879,475,"95.6",29.6
"Schreiber, John",670167,2022,670167,257,"93.9",32.6
"Montes de Oca, Bryce",656755,2022,656755,19,"96.7",24.4
"Waldichuk, Ken",686610,2022,686610,146,"94.1",25.5
"Law, Derek",571882,2022,571882,92,"92",24.2
"Greene, Shane",572888,2022,572888,13,"89.8",16
"Detmers, Reid",672282,2022,672282,539,"93.2",25.5
"Sampson, Adrian",592716,2022,592716,428,"91.7",21.3
"Snider, Collin",676092,2022,676092,151,"96",20.9
"Feltner, Ryan",663372,2022,663372,428,"94.2",20.8
"Houser, Adrian",605288,2022,605288,454,"93.9",17.1
"Beede, Tyler",595881,2022,595881,285,"95.7",20.3
"Rodríguez, Elvin",660730,2022,660730,143,"93.1",16.9
"McGee, Easton",668834,2022,668834,14,"91.6",13
"Jefferies, Daulton",641726,2022,641726,172,"91.6",22.7
"Burke, Brock",656271,2022,656271,328,"94.9",24.6
"Domínguez, Seranthony",622554,2022,622554,207,"97.8",32.6
"Tyler, Kyle",667725,2022,667725,14,"90.3",22.2
"Sanders, Phoenix",676637,2022,676637,57,"89.3",17.4
"McClanahan, Shane",663556,2022,663556,640,"96.7",34.3
"Duffey, Tyler",608648,2022,608648,185,"92.3",25
"Anderson, Tyler",542881,2022,542881,707,"88.9",24.3
"Moronta, Reyes",606625,2022,606625,161,"95.3",27.1
"Gonzales, Marco",594835,2022,594835,783,"87.6",18.3
"Jiménez, Joe",641729,2022,641729,231,"95.7",30.4
"Fulmer, Michael",605242,2022,605242,276,"91.5",28.7
"Holton, Tyler",663947,2022,663947,39,"89.4",29.6
"Martin, Chris",455119,2022,455119,225,"93.8",25.8
"Blanco, Ronel",669854,2022,669854,32,"95.2",34.3
"Wilson, Bryse",669060,2022,669060,509,"91.9",18
"Jiménez, Dany",666204,2022,666204,145,"93.9",35
"Wittgren, Nick",621295,2022,621295,134,"90.3",17.2
"Paddack, Chris",663978,2022,663978,93,"93",25.4
"Assad, Javier",665871,2022,665871,166,"91.1",23.2
"Keller, Mitch",656605,2022,656605,687,"95.1",21.6
"Alexander, Scott",518397,2022,518397,63,"92.2",25.2
"Jameson, Drey",686753,2022,686753,98,"95.2",26.7
"Barlow, Scott",605130,2022,605130,290,"93.6",32.5
"Smith, Chad",663385,2022,663385,85,"95.6",32.3
"Barnes, Matt",598264,2022,598264,176,"94.9",28.4
"Mushinski, Parker",656786,2022,656786,30,"89.3",38.2
"Nola, Aaron",605400,2022,605400,807,"91.9",27.9
"Mayers, Mike",594577,2022,594577,223,"92.7",25.9
"García, Yimi",554340,2022,554340,247,"94.6",24.1
"Garrett, Braxton",666129,2022,666129,373,"91.2",26.8
"Brebbia, John",605154,2022,605154,288,"94.4",23.5
"Peguero, Elvis",665625,2022,665625,77,"96.4",23.9
"Buttó, José",676130,2022,676130,23,"94.8",24.5
"Alvarez, R.J.",571439,2022,571439,13,"92.9",27.3
"Hernández, Darwinzon",650382,2022,650382,43,"94.3",33.3
"Medina, Adonis",658431,2022,658431,110,"93.3",19.3
"López, Jorge",605347,2022,605347,298,"97.6",24.4
"Luzardo, Jesús",666200,2022,666200,400,"96.1",31.7
"Molina, Yadier",425877,2022,425877,12,"81.3",9.5
"Mize, Casey",663554,2022,663554,45,"93.4",11.8
"Anderson, Shaun",641312,2022,641312,7,"92.7",10
"Chacín, Jhoulys",468504,2022,468504,219,"90.6",21.1
