"last_name, first_name","player_id","display_team_name","year","primary_pos_formatted","fielding_runs_prevented","outs_above_average","outs_above_average_infront","outs_above_average_lateral_toward3bline","outs_above_average_lateral_toward1bline","outs_above_average_behind","outs_above_average_rhh","outs_above_average_lhh","actual_success_rate_formatted","adj_estimated_success_rate_formatted","diff_success_rate_formatted"
"Kemp, Tony","643393","---","","2B","5",7,2,0,3,2,6,0,"81%","77%","4%"
"Kendrick, Howie","435062","Nationals","","1B","-4",-5,0,-2,-2,-1,-5,0,"77%","79%","-2%"
"Kepler, Max","596146","Twins","","RF","6",6,0,3,3,0,4,2,"93%","90%","3%"
"Kieboom, Carter","666198","Nationals","","SS","-4",-5,-4,-1,0,0,-4,-1,"64%","76%","-12%"
"Kiermaier, Kevin","595281","Rays","","CF","17",19,2,7,10,0,12,7,"94%","87%","7%"
"Kiner-Falefa, Isiah","643396","Rangers","","3B","4",5,3,-1,2,0,5,0,"74%","67%","7%"
"Kingery, Scott","664068","Phillies","","3B","1",1,-1,0,2,0,0,1,"82%","82%","0%"
"Kinsler, Ian","435079","Padres","","2B","3",4,2,1,1,1,1,3,"74%","73%","1%"
"Kipnis, Jason","543401","Guardians","","2B","-8",-11,-2,-5,-4,0,-5,-6,"73%","77%","-4%"
"Knapp, Andrew","595284","Phillies","","1B","0",0,0,0,0,0,0,0,"100%","88%","12%"
"Kramer, Kevin","596012","Pirates","","RF","0",0,0,0,0,0,0,0,"88%","90%","-2%"
"La Stella, Tommy","600303","Angels","","2B","-2",-2,2,-2,0,-1,2,-4,"72%","74%","-2%"
"LaMarre, Ryan","534606","Twins","","CF","0",0,1,-1,0,0,0,0,"92%","92%","0%"
"Lagares, Juan","501571","Mets","","CF","4",4,1,2,2,-1,2,2,"89%","87%","2%"
"Lamb, Jake","571875","D-backs","","3B","0",0,-1,-2,1,2,1,0,"64%","63%","1%"
"Laureano, Ramón","657656","Athletics","","CF","-3",-3,1,0,-2,-2,-3,0,"88%","89%","-1%"
"LeMahieu, DJ","518934","Yankees","","2B","7",9,3,-1,7,-1,8,1,"78%","76%","2%"
"Lewis, Kyle","641786","Mariners","","RF","2",2,2,0,0,0,2,0,"88%","83%","5%"
"Leyba, Domingo","642736","D-backs","","2B","0",1,-1,2,0,0,0,1,"78%","76%","2%"
"León, Sandy","506702","Red Sox","","1B","0",0,0,0,0,0,0,0,"50%","48%","2%"
"Lin, Tzu-Wei","624407","Red Sox","","2B","0",0,0,0,0,0,0,0,"83%","84%","-1%"
"Lindor, Francisco","596019","Guardians","","SS","18",24,7,12,8,-3,14,10,"77%","72%","5%"
"Locastro, Tim","641796","D-backs","","LF","1",1,-3,2,1,0,-1,2,"83%","82%","1%"
"Long Jr., Shed","643418","Mariners","","2B","-3",-3,0,-2,0,0,-1,-2,"68%","70%","-2%"
"Longoria, Evan","446334","Giants","","3B","6",8,2,1,4,0,8,0,"72%","70%","2%"
"Lopes, Tim","621005","Mariners","","LF","1",1,0,0,0,1,0,1,"94%","93%","1%"
"Lopez, Nicky","670032","Royals","","2B","1",1,3,0,-1,-1,0,1,"75%","75%","0%"
"Lorenzen, Michael","547179","Reds","","CF","2",2,1,1,1,0,2,0,"96%","89%","7%"
"Lowe, Brandon","664040","Rays","","2B","-4",-5,1,-5,0,-2,-6,0,"73%","75%","-2%"
"Lowe, Nathaniel","663993","Rays","","1B","-4",-5,0,-3,0,-1,-4,-1,"62%","71%","-9%"
"Lucroy, Jonathan","518960","---","","1B","0",0,0,0,0,0,0,0,"100%","91%","9%"
"Lugo, Dawel","608475","Tigers","","3B","1",1,2,-1,-1,0,0,0,"65%","65%","0%"
"Luplow, Jordan","656669","Guardians","","RF","2",2,1,-2,1,2,2,0,"86%","85%","1%"
"Lux, Gavin","666158","Dodgers","","2B","1",1,0,0,1,0,1,1,"81%","79%","2%"
"Machado, Manny","592518","Padres","","3B","-5",-7,-3,0,-2,-2,-3,-4,"68%","70%","-2%"
"Mahtook, Mikie","543484","Tigers","","CF","0",1,0,0,0,0,1,0,"94%","91%","3%"
"Maldonado, Martín","455117","Astros","","1B","-1",-1,0,-1,0,0,-1,0,"0%","70%","-70%"
"Mancini, Trey","641820","Orioles","","RF","-5",-6,-3,-2,-2,1,-9,4,"81%","82%","-1%"
"Margot, Manuel","622534","Padres","","CF","11",12,2,6,4,1,7,5,"93%","88%","5%"
"Marisnick, Jake","545350","Astros","","CF","6",7,1,4,0,1,2,5,"93%","90%","3%"
"Markakis, Nick","455976","Braves","","RF","-1",-1,0,-2,-1,1,-1,0,"86%","86%","0%"
"Marrero, Deven","571918","Marlins","","SS","0",0,0,0,0,0,0,0,"100%","97%","3%"
"Marte, Ketel","606466","D-backs","","CF","-3",-3,4,-6,1,-1,-3,0,"82%","82%","0%"
"Marte, Starling","516782","Pirates","","CF","2",2,-1,3,1,-1,1,2,"88%","87%","1%"
"Martin Jr., Richie","621006","Orioles","","SS","-1",-2,0,2,-3,-1,-3,2,"71%","72%","-1%"
"Martin, Jason","641829","Pirates","","LF","0",0,0,1,-2,0,-1,1,"83%","84%","-1%"
"Martin, Leonys","547982","Guardians","","CF","2",2,0,2,1,0,1,1,"89%","88%","1%"
"Martin, Russell","431145","Dodgers","","3B","0",1,0,0,0,0,1,0,"100%","92%","8%"
"Martinez, J.D.","502110","Red Sox","","RF","-4",-4,-1,0,-1,-1,-4,0,"80%","85%","-5%"
"Martini, Nick","605361","---","","LF","0",0,0,1,-1,0,-1,1,"90%","90%","0%"
"Martínez, José A.","500874","Cardinals","","RF","-9",-10,-2,-7,0,-1,-5,-5,"76%","83%","-7%"
"Maybin, Cameron","457727","Yankees","","LF","-1",-1,1,-3,1,0,0,-1,"86%","87%","-1%"
"Mayfield, Jack","608686","Astros","","SS","2",2,0,1,1,0,2,0,"82%","78%","4%"
"Mazara, Nomar","608577","Rangers","","RF","0",0,0,1,1,-1,1,-1,"88%","88%","0%"
"McBroom, Ryan","643436","Royals","","RF","-2",-2,0,-1,0,-1,-1,-1,"77%","83%","-6%"
"McCutchen, Andrew","457705","Phillies","","LF","-3",-3,0,-1,-2,0,-1,-2,"86%","89%","-3%"
"McKinney, Billy","641856","Blue Jays","","RF","-4",-4,0,-2,-1,0,-5,1,"85%","88%","-3%"
"McMahon, Ryan","641857","Rockies","","2B","-2",-3,1,-5,1,0,0,-3,"75%","75%","0%"
"McNeil, Jeff","643446","Mets","","2B","0",1,2,-2,3,-1,3,-2,"80%","79%","1%"
"Meadows, Austin","640457","Rays","","RF","0",0,1,1,-2,0,0,-1,"86%","86%","0%"
"Mejia, Erick","625510","Royals","","CF","0",0,0,-1,0,0,0,0,"93%","92%","1%"
"Mejias-Brean, Seth","623180","Padres","","3B","0",0,0,0,-1,0,0,0,"84%","83%","1%"
"Mejía, Francisco","642336","Padres","","LF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Mendick, Danny","664901","White Sox","","SS","0",1,1,-1,0,0,0,0,"84%","82%","2%"
"Mercado, Óscar","640458","Guardians","","CF","4",4,1,4,0,-1,0,4,"89%","87%","2%"
"Mercer, Jordy","474568","Tigers","","SS","-1",-1,1,1,-3,0,-2,0,"70%","71%","-1%"
"Merrifield, Whit","593160","Royals","","2B","-2",-3,-2,2,-3,-1,-5,1,"79%","79%","0%"
"Miller, Brad","543543","---","","3B","0",0,-3,1,1,1,-1,1,"80%","80%","0%"
"Miller, Ian","641878","Twins","","CF","1",1,0,1,0,0,1,0,"96%","91%","5%"
"Molina, Yadier","425877","Cardinals","","1B","0",0,0,0,0,0,0,0,"100%","100%","0%"
"Moncada, Yoán","660162","White Sox","","3B","5",6,9,1,-3,0,5,1,"71%","70%","1%"
"Mondesi, Adalberto","609275","Royals","","SS","8",11,0,7,4,1,8,3,"73%","70%","3%"
"Moore, Dylan","664238","Mariners","","SS","3",2,2,1,-1,0,4,-1,"83%","82%","1%"
"Morales, Kendrys","434778","---","","1B","1",1,1,1,-1,0,0,1,"68%","66%","2%"
"Moran, Colin","592567","Pirates","","3B","-6",-8,-5,-6,3,-1,-4,-4,"62%","64%","-2%"
"Moreland, Mitch","519048","Red Sox","","1B","-2",-2,0,2,-5,1,-1,-2,"70%","71%","-1%"
"Moroff, Max","621559","Guardians","","SS","0",0,-1,0,0,0,-1,1,"71%","72%","-1%"
"Morrison, Logan","489149","Phillies","","1B","-1",-1,0,-1,0,0,0,-1,"50%","86%","-36%"
"Moustakas, Mike","519058","Brewers","","3B","0",0,-2,0,0,1,-2,2,"68%","68%","0%"
"Mullins, Cedric","656775","Orioles","","CF","2",3,0,2,1,0,2,0,"94%","89%","5%"
"Muncy, Max","571970","Dodgers","","2B","2",3,0,3,2,-2,3,0,"77%","77%","0%"
"Murphy, Daniel","502517","Rockies","","1B","-5",-7,1,-7,-1,0,-5,-2,"69%","71%","-2%"
"Murphy, Tom","608596","Mariners","","LF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Muñoz, Yairo","622168","Cardinals","","SS","-1",-1,-1,2,0,0,-1,1,"75%","75%","0%"
"Myers, Wil","571976","Padres","","CF","0",0,-3,0,1,1,2,-2,"88%","88%","0%"
"Naquin, Tyler","571980","Guardians","","RF","2",2,0,-2,3,1,0,2,"90%","89%","1%"
"Naylor, Josh","647304","Padres","","RF","-7",-8,-2,-1,-2,-2,-4,-3,"81%","89%","-8%"
"Negrón, Kristopher","502117","---","","RF","3",4,2,1,1,0,3,1,"90%","83%","7%"
"Neuse, Sheldon","641914","Athletics","","2B","1",1,0,1,1,0,1,0,"78%","75%","3%"
"Newman, Kevin","621028","Pirates","","SS","-6",-8,-3,-1,-3,-1,-4,-4,"73%","75%","-2%"
"Nimmo, Brandon","607043","Mets","","CF","1",1,1,0,1,0,1,1,"89%","88%","1%"
"Nola, Austin","543592","Mariners","","1B","-1",-2,0,-2,1,-1,-4,3,"73%","74%","-1%"
"Noll, Jake","669738","Nationals","","1B","-1",-1,0,-1,0,0,0,-1,"71%","82%","-11%"
"Núñez, Eduardo","456488","Red Sox","","2B","0",0,1,1,0,-1,0,0,"71%","71%","0%"
"Núñez, Renato","600524","Orioles","","1B","-5",-7,-3,-4,0,0,-3,-4,"63%","74%","-11%"
"O'Brien, Peter","598284","Marlins","","RF","0",0,0,0,0,0,0,0,"88%","87%","1%"
"O'Grady, Brian","657434","Reds","","CF","1",1,0,1,0,0,1,0,"85%","83%","2%"
"O'Hearn, Ryan","656811","Royals","","1B","-3",-3,2,-5,0,0,0,-3,"71%","73%","-2%"
"O'Neill, Tyler","641933","Cardinals","","LF","0",0,1,0,-1,0,0,-1,"88%","88%","0%"
"Odor, Rougned","596059","Rangers","","2B","2",3,-1,3,2,0,-2,5,"69%","68%","1%"
"Olson, Matt","621566","Athletics","","1B","7",9,-3,9,1,1,2,7,"78%","75%","3%"
"Ortega, Rafael","542364","Braves","","LF","1",1,0,1,0,0,1,0,"90%","88%","2%"
"Osuna, José","591741","Pirates","","1B","-5",-6,-1,-3,-1,-2,-2,-4,"70%","74%","-4%"
"Owings, Chris","572008","---","","2B","1",1,1,2,-1,-1,1,-1,"78%","78%","0%"
"Ozuna, Marcell","542303","Cardinals","","LF","-6",-7,-1,-2,-4,0,-3,-4,"84%","87%","-3%"
"Palka, Daniel","594953","White Sox","","RF","-2",-2,-1,0,0,-1,0,-2,"82%","87%","-5%"
"Panik, Joe","605412","---","","2B","3",4,2,1,3,-1,1,4,"75%","74%","1%"
"Parker, Jarrett","592620","Angels","","LF","-1",-1,0,0,0,-1,-1,0,"63%","75%","-12%"
"Parra, Gerardo","467827","---","","RF","1",1,1,2,-2,0,2,-1,"88%","87%","1%"
"Pearce, Steve","456665","Red Sox","","1B","-1",-1,0,-2,0,0,1,-2,"72%","75%","-3%"
"Pederson, Joc","592626","Dodgers","","LF","-4",-6,-1,-2,-4,1,-2,-4,"78%","81%","-3%"
"Pedroia, Dustin","456030","Red Sox","","2B","-1",-1,0,0,-1,0,0,-1,"82%","90%","-8%"
"Pence, Hunter","452254","Rangers","","LF","-4",-4,-1,-1,-2,1,-3,-1,"83%","90%","-7%"
"Peralta, David","444482","D-backs","","LF","1",1,1,-1,0,0,2,-1,"87%","87%","0%"
"Peraza, José","606299","Reds","","2B","5",6,3,5,0,-1,4,3,"81%","79%","2%"
"Peterson, Dustin","640460","Tigers","","LF","0",0,0,1,-1,0,0,-1,"76%","78%","-2%"
"Peterson, Jace","607054","Orioles","","2B","0",1,0,-1,1,0,-2,3,"86%","85%","1%"
"Pham, Tommy","502054","Rays","","LF","-9",-10,-4,-3,-3,1,-6,-4,"80%","85%","-5%"
"Phillips, Brett","621433","Royals","","CF","5",6,0,3,3,0,4,2,"94%","84%","10%"
"Pillar, Kevin","607680","---","","CF","-1",-1,-4,4,1,-2,3,-4,"88%","88%","0%"
"Pinder, Chad","640461","Athletics","","LF","-4",-6,-5,-1,-1,1,-3,-3,"82%","85%","-3%"
"Pirela, José","517369","---","","LF","1",1,0,0,0,1,0,1,"100%","81%","19%"
"Piscotty, Stephen","572039","Athletics","","RF","0",0,2,-1,-2,0,3,-3,"87%","87%","0%"
"Piña, Manny","444489","Brewers","","3B","0",0,0,0,0,0,0,0,"0%","0%","0%"
"Plawecki, Kevin","608700","Guardians","","1B","0",0,0,0,0,0,0,0,"100%","96%","4%"
"Polanco, Gregory","570256","Pirates","","RF","0",0,0,0,-1,2,-2,2,"87%","87%","0%"
"Polanco, Jorge","593871","Twins","","SS","-16",-21,-11,-3,-7,0,-17,-4,"72%","77%","-5%"
"Pollock, AJ","572041","Dodgers","","CF","-8",-8,-2,-1,-5,1,-4,-4,"79%","85%","-6%"
"Posey, Buster","457763","Giants","","1B","0",0,0,0,0,0,0,0,"67%","60%","7%"
"Prado, Martín","445988","Marlins","","1B","0",0,-1,-1,1,0,0,0,"75%","75%","0%"
"Profar, Jurickson","595777","Athletics","","2B","-4",-6,-2,-2,-2,1,0,-6,"75%","76%","-1%"
"Puello, César","527049","---","","CF","2",2,-1,1,1,0,0,2,"93%","92%","1%"
"Puig, Yasiel","624577","---","","RF","3",3,2,2,0,0,2,1,"84%","83%","1%"
"Pujols, Albert","405395","Angels","","1B","-5",-7,-2,-3,-2,0,-5,-2,"62%","66%","-4%"
"Pérez, Hernán","541650","Brewers","","2B","-2",-2,-3,1,0,0,0,-2,"75%","76%","-1%"
"Pérez, Michael","605421","Rays","","1B","0",0,0,0,0,0,0,0,"50%","56%","-6%"
"Quinn, Roman","596451","Phillies","","CF","0",0,0,1,-2,0,1,-1,"85%","85%","0%"
"Ramírez, Harold","623912","Marlins","","LF","-5",-5,-1,0,-3,-1,-5,0,"87%","89%","-2%"
"Ramírez, José","608070","Guardians","","3B","5",6,3,3,0,0,6,0,"70%","69%","1%"
"Ravelo, Rangel","592660","Cardinals","","1B","1",1,0,0,0,0,1,0,"70%","62%","8%"
"Realmuto, J.T.","592663","Phillies","","1B","0",0,0,0,-1,0,0,0,"75%","78%","-3%"
"Reddick, Josh","502210","Astros","","RF","1",1,3,0,1,-1,-1,2,"88%","88%","0%"
"Reed, AJ","607223","White Sox","","1B","0",0,0,1,-1,0,0,0,"58%","58%","0%"
"Reed, Michael","605439","Giants","","RF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Rendon, Anthony","543685","Nationals","","3B","1",2,2,3,-3,0,3,-1,"71%","70%","1%"
"Renfroe, Hunter","592669","Padres","","RF","6",7,1,3,1,2,5,2,"87%","84%","3%"
"Rengifo, Luis","650859","Angels","","2B","-3",-4,-5,0,-2,2,1,-5,"76%","77%","-1%"
"Reyes, Franmil","614177","---","","RF","-2",-2,4,-3,-3,0,1,-3,"87%","88%","-1%"
"Reyes, Pablo","622569","Pirates","","LF","-1",-1,1,1,-2,-2,-1,0,"77%","78%","-1%"
"Reyes, Victor","622682","Tigers","","CF","3",3,0,2,1,0,1,2,"91%","89%","2%"
"Reynolds, Bryan","668804","Pirates","","LF","2",2,0,1,-1,2,2,0,"86%","86%","0%"
"Reynolds, Mark","448602","Rockies","","1B","0",0,-1,1,-1,0,0,0,"64%","65%","-1%"
"Rickard, Joey","572073","---","","LF","0",0,-2,2,0,0,2,-2,"90%","90%","0%"
"Riddle, JT","595375","Marlins","","CF","-4",-5,-1,1,-5,0,-3,-2,"77%","82%","-5%"
"Riley, Austin","663586","Braves","","LF","-2",-2,1,-2,-1,0,0,-2,"79%","81%","-2%"
"Rios, Edwin","621458","Dodgers","","1B","-1",-1,-1,-1,0,0,-1,0,"61%","67%","-6%"
"Rivera, Yadiel","592680","Marlins","","3B","0",1,1,1,-1,0,0,1,"68%","66%","2%"
"Rizzo, Anthony","519203","Cubs","","1B","1",1,-2,-1,4,-1,4,-3,"72%","72%","0%"
"Robertson, Daniel","621002","Rays","","3B","2",2,0,-1,3,0,0,2,"75%","74%","1%"
"Robinson, Drew","592685","Cardinals","","CF","0",0,0,0,0,0,0,0,"100%","92%","8%"
"Robles, Victor","645302","Nationals","","CF","20",22,5,9,5,3,15,7,"93%","87%","6%"
"Rodgers, Brendan","663898","Rockies","","2B","-4",-5,-3,-1,0,-1,-4,-1,"77%","83%","-6%"
"Rodríguez, Ronny","500135","Tigers","","2B","-1",-1,1,-4,2,1,-3,2,"69%","70%","-1%"
"Rodríguez, Sean","446481","Phillies","","3B","2",3,1,1,1,1,2,1,"79%","76%","3%"
"Rojas, Josh","668942","D-backs","","LF","0",0,-1,2,-1,0,1,0,"85%","85%","0%"
"Rojas, Miguel","500743","Marlins","","SS","-1",-1,-1,4,-4,1,4,-5,"74%","74%","0%"
"Rondon, José","602922","---","","2B","-2",-2,0,0,-3,1,-5,3,"69%","71%","-2%"
"Rosario, Amed","642708","Mets","","SS","-10",-13,-4,-5,-2,-1,-7,-6,"71%","74%","-3%"
"Rosario, Eddie","592696","Twins","","LF","-14",-15,-2,-4,-8,-2,-8,-8,"80%","86%","-6%"
"Ruiz, Rio","547004","Orioles","","3B","-4",-5,-6,-2,2,1,-7,2,"68%","69%","-1%"
"Russell, Addison","608365","Cubs","","2B","6",7,2,4,0,1,3,4,"73%","70%","3%"
"Saladino, Tyler","573135","Brewers","","SS","3",3,1,1,0,0,1,2,"87%","79%","8%"
"Sanchez, Adrián","506703","Nationals","","3B","0",0,-1,1,0,0,0,0,"62%","59%","3%"
"Sandoval, Pablo","467055","Giants","","3B","-1",-1,-2,0,2,-1,0,-1,"67%","68%","-1%"
"Santana, Carlos","467793","Guardians","","1B","1",1,1,-5,5,1,-2,3,"76%","76%","0%"
"Santana, Danny","542454","Rangers","","1B","-1",-2,-2,-3,4,0,0,-2,"78%","79%","-1%"
"Santana, Domingo","570267","Mariners","","LF","-12",-14,-2,-5,-2,-4,-8,-6,"79%","85%","-6%"
"Santander, Anthony","623993","Orioles","","LF","-3",-3,-2,0,-1,1,-3,0,"89%","90%","-1%"
"Sanó, Miguel","593934","Twins","","3B","-5",-7,-1,-3,-3,0,-1,-5,"69%","71%","-2%"
"Schebler, Scott","594988","Reds","","CF","1",1,1,0,0,0,1,0,"90%","88%","2%"
"Schoop, Jonathan","570731","Twins","","2B","3",4,-1,8,-3,0,3,0,"72%","71%","1%"
"Schwarber, Kyle","656941","Cubs","","LF","-9",-10,-1,-6,-1,-2,-5,-5,"81%","85%","-4%"
"Schwindel, Frank","643524","Royals","","1B","-1",-1,-1,0,0,0,-1,0,"38%","53%","-15%"
"Seager, Corey","608369","Dodgers","","SS","3",4,-1,4,1,0,5,-1,"77%","76%","1%"
"Seager, Kyle","572122","Mariners","","3B","2",3,4,2,-2,-1,5,-2,"68%","67%","1%"
"Segura, Jean","516416","Phillies","","SS","-5",-7,0,2,-8,-1,-8,1,"70%","71%","-1%"
"Semien, Marcus","543760","Athletics","","SS","-3",-4,0,-3,-1,0,0,-4,"78%","78%","0%"
"Senzel, Nick","669222","Reds","","CF","1",1,3,3,-5,0,1,1,"85%","85%","0%"
"Shaw, Chris","622046","Giants","","1B","-1",-2,-1,-1,0,0,-1,-1,"33%","90%","-57%"
"Shaw, Travis","543768","Brewers","","3B","-2",-3,-6,0,2,0,-2,-1,"68%","69%","-1%"
"Shuck, JB","543776","Pirates","","RF","-1",-1,0,0,-1,0,-1,0,"86%","88%","-2%"
"Sierra, Magneuris","642423","Marlins","","CF","-1",-1,0,0,-1,0,0,-1,"84%","87%","-3%"
"Simmons, Andrelton","592743","Angels","","SS","14",19,8,3,7,0,19,-1,"78%","73%","5%"
"Skole, Matt","605474","White Sox","","1B","-1",-2,0,-2,0,0,-1,-1,"50%","72%","-22%"
"Slater, Austin","596103","Giants","","RF","1",1,0,0,1,0,1,1,"86%","85%","1%"
"Smith Jr., Dwight","596105","Orioles","","LF","-8",-9,-1,-3,-6,2,-5,-4,"81%","86%","-5%"
"Smith, Dominic","642086","Mets","","LF","-3",-4,-1,1,-3,-1,-2,-2,"79%","83%","-4%"
"Smith, Mallex","605480","Mariners","","CF","10",11,1,3,6,2,9,2,"92%","89%","3%"
"Smoak, Justin","475253","Blue Jays","","1B","-1",-1,2,-4,0,1,-1,0,"66%","67%","-1%"
"Sogard, Eric","519299","---","","2B","5",7,1,4,2,1,7,0,"79%","76%","3%"
"Solak, Nick","669256","Rangers","","3B","-4",-5,-2,0,-2,-1,-1,-4,"55%","65%","-10%"
"Solano, Donovan","456781","Giants","","2B","2",3,3,2,-1,-1,1,2,"77%","75%","2%"
"Solarte, Yangervis","500208","Giants","","2B","0",1,0,0,1,0,0,0,"79%","77%","2%"
"Soler, Jorge","624585","Royals","","RF","-4",-4,1,-2,-1,-1,-3,-1,"80%","83%","-3%"
"Sosa, Edmundo","624641","Cardinals","","2B","0",0,0,0,0,0,0,0,"100%","84%","16%"
"Soto, Juan","665742","Nationals","","LF","4",5,3,0,0,2,-2,6,"88%","86%","2%"
"Spangenberg, Cory","605486","Brewers","","2B","3",4,-1,2,3,0,3,1,"82%","76%","6%"
"Springer, George","543807","Astros","","CF","7",7,1,1,4,2,5,2,"92%","90%","2%"
"Stamets, Eric","608715","Guardians","","SS","1",1,-1,0,2,0,2,-1,"76%","73%","3%"
"Stanton, Giancarlo","519317","Yankees","","LF","0",0,-1,0,0,0,0,0,"86%","87%","-1%"
"Starling, Bubba","605490","Royals","","CF","-1",-1,2,-1,-1,0,-2,1,"90%","90%","0%"
"Stevenson, Andrew","664057","Nationals","","LF","0",0,0,0,0,0,0,0,"100%","97%","3%"
"Stewart, Christin","621514","Tigers","","LF","-4",-4,1,-4,0,-1,-4,0,"81%","84%","-3%"
"Stewart, DJ","621466","Orioles","","RF","-4",-4,-2,-1,-1,0,-2,-2,"82%","88%","-6%"
"Story, Trevor","596115","Rockies","","SS","13",18,10,2,4,1,13,5,"77%","74%","3%"
"Strange-Gordon, Dee","543829","Mariners","","2B","-3",-3,0,-2,-1,0,-3,-1,"76%","77%","-1%"
"Straw, Myles","664702","Astros","","SS","3",3,-1,4,0,0,0,3,"85%","81%","4%"
"Stubbs, Garrett","596117","Astros","","LF","0",0,0,0,0,0,0,0,"100%","91%","9%"
"Sucre, Jesús","491696","Orioles","","1B","0",0,0,0,0,0,0,0,"100%","87%","13%"
"Suárez, Eugenio","553993","Reds","","3B","1",1,-4,0,4,1,4,-3,"69%","69%","0%"
"Swanson, Dansby","621020","Braves","","SS","2",3,3,3,-3,0,2,1,"74%","73%","1%"
"Swihart, Blake","596119","D-backs","","RF","-1",-1,0,-1,0,-1,-1,0,"77%","82%","-5%"
"Sánchez, Yolmer","570560","White Sox","","2B","-1",-2,2,-5,0,1,-4,2,"78%","78%","0%"
"Tapia, Raimel","606132","Rockies","","LF","2",3,2,1,-1,1,-1,4,"84%","82%","2%"
"Tatis Jr., Fernando","665487","Padres","","SS","-12",-16,-13,3,-6,0,-11,-4,"69%","73%","-4%"
"Tauchman, Mike","643565","Yankees","","LF","7",8,2,2,2,2,3,5,"94%","89%","5%"
"Taylor, Chris","621035","Dodgers","","SS","0",0,0,2,-2,0,0,0,"77%","77%","0%"
"Taylor, Michael A.","572191","Nationals","","CF","2",2,1,0,2,-1,1,1,"90%","87%","3%"
"Taylor, Tyrone","621438","Brewers","","RF","0",0,0,0,0,0,0,0,"100%","93%","7%"
"Tejada, Rubén","514913","Mets","","3B","0",-1,-1,0,0,0,-1,0,"64%","69%","-5%"
"Tellez, Rowdy","642133","Blue Jays","","1B","-3",-4,-2,-1,0,0,-1,-3,"70%","73%","-3%"
"Thaiss, Matt","642136","Angels","","3B","-4",-6,-3,-1,-2,-1,-6,0,"74%","80%","-6%"
"Thames, Eric","519346","Brewers","","1B","5",7,3,1,4,0,2,5,"75%","71%","4%"
"Thomas, Lane","657041","Cardinals","","CF","1",1,1,0,0,0,1,-1,"79%","77%","2%"
"Tilson, Charlie","605508","White Sox","","RF","-1",-1,0,0,-1,0,0,-1,"83%","84%","-1%"
"Toro, Abraham","647351","Astros","","3B","3",4,2,2,-1,1,3,1,"77%","70%","7%"
"Torres, Gleyber","650402","Yankees","","SS","-12",-16,-5,-7,-4,0,-7,-8,"74%","77%","-3%"
"Torreyes, Ronald","591720","Twins","","SS","1",1,0,0,0,0,1,0,"69%","63%","6%"
"Tovar, Wilfredo","541600","Angels","","SS","1",1,2,0,0,0,2,-1,"74%","73%","1%"
"Travis, Sam","607752","Red Sox","","1B","1",1,0,0,0,0,1,0,"83%","82%","1%"
"Trout, Mike","545361","Angels","","CF","-3",-4,-3,0,-1,0,-1,-3,"87%","88%","-1%"
"Tucker, Cole","657061","Pirates","","SS","-1",-1,0,-3,1,0,1,-2,"70%","71%","-1%"
"Tucker, Kyle","663656","Astros","","RF","1",1,1,-1,0,1,0,1,"91%","88%","3%"
"Tulowitzki, Troy","453064","Yankees","","SS","0",-1,-1,0,0,0,0,0,"82%","87%","-5%"
"Turner, Justin","457759","Dodgers","","3B","4",5,3,0,3,0,5,1,"71%","70%","1%"
"Turner, Trea","607208","Nationals","","SS","3",4,1,4,0,-1,5,-1,"75%","74%","1%"
"Upton, Justin","457708","Angels","","LF","-5",-5,-2,-3,0,-1,-3,-3,"79%","84%","-5%"
"Urena, Richard","620446","Blue Jays","","SS","-3",-3,-2,0,-2,0,-2,-1,"75%","80%","-5%"
"Urshela, Gio","570482","Yankees","","3B","-3",-4,3,-3,-3,-2,-1,-3,"71%","72%","-1%"
"Urías, Luis","649966","Padres","","SS","-4",-5,-3,-1,-1,-1,-5,0,"73%","76%","-3%"
"Valaika, Pat","642162","Rockies","","2B","2",3,1,2,0,0,2,2,"77%","71%","6%"
"Valera, Breyvic","591971","---","","2B","-1",-1,0,-2,1,0,0,-1,"81%","84%","-3%"
"VanMeter, Josh","642165","Reds","","LF","-3",-3,0,-4,1,1,-1,-2,"85%","87%","-2%"
"Vargas, Ildemaro","545121","D-backs","","2B","1",1,-1,0,1,0,1,1,"75%","74%","1%"
"Velasquez, Vince","592826","Phillies","","LF","1",1,0,0,1,0,1,0,"100%","2%","98%"
"Velazquez, Andrew","623205","---","","2B","0",0,-1,0,1,0,0,0,"82%","81%","1%"
"Verdugo, Alex","657077","Dodgers","","CF","3",3,2,0,1,0,1,2,"91%","90%","1%"
"Villar, Jonathan","542340","Orioles","","SS","-9",-12,-7,2,-5,-2,-5,-6,"74%","76%","-2%"
"Vogelbach, Daniel","596129","Mariners","","1B","-4",-5,-2,-4,0,0,-3,-3,"63%","68%","-5%"
"Vogt, Stephen","519390","Giants","","LF","0",0,0,0,0,0,0,0,"92%","93%","-1%"
"Voit, Luke","572228","Yankees","","1B","-7",-10,-2,-6,-2,0,-5,-5,"65%","71%","-6%"
"Votto, Joey","458015","Reds","","1B","1",2,1,-1,1,1,2,0,"77%","76%","1%"
"Vázquez, Christian","543877","Red Sox","","1B","0",0,-1,0,1,0,0,0,"82%","83%","-1%"
