"last_name, first_name","player_id","year","player_id","pa","fastball_avg_speed","whiff_percent"
"Cole, Taylor",518566,2018,518566,135,"92.9",34.2
"Greinke, Zack",425844,2018,425844,839,"89.6",26
"Herrera, Kelvin",516969,2018,516969,184,"96.4",26.8
"Oaks, Trevor",656805,2018,656805,65,"88.9",25.4
"Corcino, Daniel",542289,2018,542289,18,"92.7",19.2
"Casilla, Santiago",433586,2018,433586,131,"93",23.9
"Steckenrider, Drew",608716,2018,608716,272,"94.6",25
"Pérez, Cionel",672335,2018,672335,45,"95.3",26.3
"Teheran, Julio",527054,2018,527054,724,"89.7",28.5
"Hess, David",605276,2018,605276,454,"91.9",19.2
"Hamilton, Ian",641656,2018,641656,33,"96.5",23.7
"Goeddel, Erik",592340,2018,592340,155,"92.1",33.9
"Kimbrel, Craig",518886,2018,518886,247,"97.1",40
"García, Jarlín",606424,2018,606424,278,"92.1",19
"Chapman, Aroldis",547973,2018,547973,212,"98.9",37.3
"Nix, Jacob",656798,2018,656798,190,"92.9",15.1
"Reyes, José",408314,2018,408314,11,"81.3",9.1
"Beliveau, Jeff",542924,2018,542924,26,"88.9",11.8
"Mahle, Tyler",641816,2018,641816,506,"92.4",24.1
"Anderson, Tanner",664196,2018,664196,56,"93.4",21.5
"Rusin, Chris",543734,2018,543734,241,"89.3",21
"Gallardo, Yovani",451596,2018,451596,421,"91.5",17.5
"Petit, Yusmeiro",433589,2018,433589,368,"88.1",20.1
"Wittgren, Nick",621295,2018,621295,148,"92",22.4
"Butler, Eddie",572750,2018,572750,228,"92.9",15.1
"Wilson, Alex",543935,2018,543935,245,"92.1",20.6
"Holland, Greg",518813,2018,518813,212,"92.9",31
"Foltynewicz, Mike",592314,2018,592314,743,"96.4",25.7
"Motter, Taylor",600301,2018,600301,6,,10
"Anderson, Chase",502624,2018,502624,644,"91.7",22.1
"Vasto, Jerry",657786,2018,657786,21,"91",17
"Rosario, Randy",600968,2018,600968,200,"93.3",21.7
"Bedrosian, Cam",592135,2018,592135,270,"93.1",22.2
"Dunn, Mike",445197,2018,445197,83,"92",25.2
"Weber, Ryan",543901,2018,543901,25,"88.9",9.1
"Kolarek, Adam",592473,2018,592473,141,"90",20.6
"Germán, Domingo",593334,2018,593334,375,"94.6",32.5
"Altavilla, Dan",656186,2018,656186,85,"96",31
"Turner, Jacob",545363,2018,545363,46,"93.5",14.5
"Pérez, Oliver",424144,2018,424144,120,"91.7",34.6
"Buttrey, Ty",621142,2018,621142,70,"95.9",29.7
"Hughes, Phil",461833,2018,461833,152,"89.8",22.1
"Urías, Julio",628711,2018,628711,13,"93",39.4
"Moylan, Peter",493247,2018,493247,129,"89.4",25.8
"Melancon, Mark",453343,2018,453343,174,"91.3",23.3
"Strasburg, Stephen",544931,2018,544931,544,"94.5",27.9
"Straily, Dan",573185,2018,573185,518,"90.4",24
"Volstad, Chris",458690,2018,458690,216,"91.7",12.7
"Maeda, Kenta",628317,2018,628317,532,"91.9",31.4
"Baumann, Buddy",571473,2018,571473,27,"88.7",22
"Roe, Chaz",475054,2018,475054,203,"92.3",26.4
"Wright, Kyle",657140,2018,657140,28,"93.9",28.3
"Burr, Ryan",621114,2018,621114,44,"94.2",27.3
"McFarland, T.J.",519008,2018,519008,292,"90.6",20
"Bass, Anthony",542914,2018,542914,62,"94.1",20.8
"Santiago, Héctor",502327,2018,502327,460,"90.7",21
"Cecil, Brett",446399,2018,446399,157,"88.6",20.1
"Means, John",607644,2018,607644,16,"90.1",22.2
"Yarbrough, Ryan",642232,2018,642232,628,"88.2",20.7
"Quintana, Jose",500779,2018,500779,739,"91.5",20.6
"Cobb, Alex",502171,2018,502171,661,"91.9",17.8
"Sadler, Casey",594987,2018,594987,25,"91.3",17.1
"Jepsen, Kevin",448178,2018,448178,77,"92",16.9
"Tropeano, Nick",607374,2018,607374,316,"90.3",27.2
"Duffy, Danny",518633,2018,518633,692,"93.1",23.4
"Collins, Tim",525768,2018,525768,99,"92.4",26.3
"Avilán, Luis",501593,2018,501593,197,"90.5",25.1
"Jurado, Ariel",642558,2018,642558,241,"91.8",10.3
"Curtis, Zac",657205,2018,657205,79,"92.1",29
"Lewicki, Artie",592499,2018,592499,170,"92.2",18.9
"Paredes, Edward",487675,2018,487675,33,"88.7",34
"Estrada, Marco",462136,2018,462136,627,"88.2",23.3
"Hicks, Jordan",663855,2018,663855,339,"100.5",24.6
"Tomlin, Josh",458708,2018,458708,321,"86.7",19
"Frare, Caleb",621350,2018,621350,31,"93.8",36.5
"Cloyd, Tyler",543031,2018,543031,87,"89.4",17.2
"Wright Jr., Mike",605541,2018,605541,388,"93.2",19.8
"Johnson, Pierce",572955,2018,572955,186,"92.4",24.3
"García, Yimi",554340,2018,554340,101,"94.5",24.1
"De La Rosa, Jorge",407822,2018,407822,243,"90.9",24.9
"Alvarez, Jose",501625,2018,501625,261,"91.3",23.3
"Ramos, Edubray",591693,2018,591693,173,"93.2",25
"Peralta, Wandy",593974,2018,593974,227,"95.5",22.9
"Verlander, Justin",434378,2018,434378,833,"95",31.6
"García, Jaime",448802,2018,448802,369,"89.2",22.2
"Holder, Jonathan",656547,2018,656547,272,"91.3",23.8
"Ramírez, Yefry",606162,2018,606162,294,"92.5",26
"Pomeranz, Drew",519141,2018,519141,344,"88.8",17.9
"Font, Wilmer",521655,2018,521655,192,"94.4",21.3
"Leclerc, José",600917,2018,600917,223,"95.3",40.9
"Kennedy, Ian",453178,2018,453178,518,"91.2",19.2
"Martinez, Carlos",593372,2018,593372,521,"92.9",24.9
"Romero, Enny",544836,2018,544836,61,"95.1",22.9
"Liberatore, Adam",571893,2018,571893,54,"90.9",24
"Beeks, Jalen",656222,2018,656222,223,"90.4",26
"Hendriks, Liam",521230,2018,521230,104,"94.4",25.8
"Skoglund, Eric",607215,2018,607215,293,"91.3",16.9
"Pruitt, Austin",643493,2018,643493,291,"91.8",20.4
"Sipp, Tony",448609,2018,448609,151,"91.7",31.8
"Bauer, Trevor",545333,2018,545333,717,"93",31.5
"Albers, Matt",458006,2018,458006,157,"91.7",23.4
"Torres, Carlos",448614,2018,448614,41,"92.4",26.7
"Kopech, Michael",656629,2018,656629,68,"95.4",21.5
"Field, Johnny",608654,2018,608654,4,,16.7
"Buchter, Ryan",488748,2018,488748,163,"91.9",25.5
"Lively, Ben",594902,2018,594902,145,"91.3",20.7
"Gossett, Daniel",605254,2018,605254,102,"93.1",18.3
"Velasquez, Vince",592826,2018,592826,630,"93.8",26.8
"Gohara, Luiz",627894,2018,627894,82,"94",28.5
"Gray, Sonny",543243,2018,543243,582,"93.1",25.1
"Smith, Caleb",592761,2018,592761,326,"92.7",28
"Gilmartin, Sean",543219,2018,543219,113,"88.5",19.3
"Despaigne, Odrisamer",628333,2018,628333,188,"90.7",25.6
"Ohtani, Shohei",660271,2018,660271,211,"96.7",35.3
"Gonsalves, Stephen",624427,2018,624427,122,"89.8",16.8
"Jones, Nate",518858,2018,518858,137,"97.2",30.7
"Flynn, Brian",543169,2018,543169,336,"91.8",19.4
"Rodney, Fernando",407845,2018,407845,285,"94.1",27
"Kelly, Casey",543391,2018,543391,104,"91.4",22.7
"Alcántara, Victor",622505,2018,622505,119,"93.8",20.9
"Gsellman, Robert",607229,2018,607229,345,"94",22.2
"Stewart, Brock",592779,2018,592779,90,"91",23.3
"Colon, Bartolo",112526,2018,112526,628,"87.3",12.6
"Miller, Justin",502522,2018,502522,215,"93.9",26.6
"Ramírez, JC",500724,2018,500724,33,"92.6",22.8
"Duke, Zach",435043,2018,435043,240,"88.4",24.2
"Hughes, Jared",453172,2018,453172,298,"91.7",25.2
"Sobotka, Chad",656977,2018,656977,58,"96.6",30.7
"Shoemaker, Matt",533167,2018,533167,130,"91.2",28.6
"Shipley, Braden",640463,2018,640463,21,"94.3",20.6
"Glasnow, Tyler",607192,2018,607192,468,"96.5",29
"Oberg, Scott",623184,2018,623184,228,"95.3",27.8
"Stumpf, Daniel",621385,2018,621385,173,"93.3",26.6
"Guerrero, Tyron",594027,2018,594027,267,"98.8",26.5
"Mayers, Mike",594577,2018,594577,226,"96.1",23.7
"Severino, Luis",622663,2018,622663,780,"97.6",26.8
"Boxberger, Brad",502202,2018,502202,235,"91.3",26.9
"Giolito, Lucas",608337,2018,608337,775,"92.4",21.4
"Johnson, Brian",598271,2018,598271,434,"88.5",21.5
"Sheffield, Justus",656954,2018,656954,14,"94.3",5.3
"Drake, Oliver",543118,2018,543118,209,"92.5",28.7
"Osuna, Roberto",532077,2018,532077,150,"93.9",26.9
"Mitchell, Bryan",571951,2018,571951,337,"93.2",15.1
"Vincent, Nick",543883,2018,543883,238,"88.4",24.6
"Johnson, Jim",462382,2018,462382,268,"92.8",17.7
"Ravin, Josh",502051,2018,502051,14,"94.2",30.4
"Ziegler, Brad",446899,2018,446899,305,"84.4",22
"Williams, Austen",657117,2018,657117,44,"93.9",32.1
"Wendelken, J.B.",605525,2018,605525,62,"94.6",26.8
"Bautista, Gerson",639373,2018,639373,25,"96.9",21.1
"Grace, Matt",594840,2018,594840,247,"91.2",18
"Mengden, Daniel",596043,2018,596043,476,"91.5",18.3
"Mayza, Tim",641835,2018,641835,151,"93.9",30.2
"Ruiz, José",614179,2018,614179,21,"96.2",33.3
"Krehbiel, Joey",607216,2018,607216,12,"95.5",10
"Miller, Shelby",571946,2018,571946,79,"93.8",20.1
"Ureña, José",570632,2018,570632,712,"95.8",20.2
"Milone, Tommy",543548,2018,543548,118,"86.9",23.1
"Velázquez, Hector",584171,2018,584171,370,"90.7",18.4
"Adams, Chance",664856,2018,664856,34,"92.9",11.4
"Rodríguez, Dereck",605446,2018,605446,487,"90.4",22
"Curtiss, John",595928,2018,595928,30,"93.8",25.5
"Kratz, Erik",456124,2018,456124,12,"78",0
"Gearrin, Cory",518715,2018,518715,248,"91.7",26.7
"McAllister, Zach",502083,2018,502083,198,"95.2",21.9
"Tarpley, Stephen",605501,2018,605501,40,"92.6",27
"Pérez, Martín",527048,2018,527048,397,"92.7",17.9
"Fister, Doug",450729,2018,450729,289,"87.7",13.6
"Leiter Jr., Mark",643410,2018,643410,123,"90.6",22.9
"Rumbelow, Nick",592705,2018,592705,77,"93.2",22.4
"Almonte, Yency",622075,2018,622075,60,"95.4",26
"Belisle, Matt",279571,2018,279571,162,"90.5",23.8
"Vargas, Jason",450306,2018,450306,404,"86.4",26.3
"Valdez, Framber",664285,2018,664285,154,"92.1",22.8
"Brooks, Aaron",605156,2018,605156,10,"91.5",0
"Hader, Josh",623352,2018,623352,306,"94.5",39.2
"Armstrong, Shawn",542888,2018,542888,57,"92.1",24.3
"Jewell, Jake",657228,2018,657228,11,"96.1",15
"Gomber, Austin",596295,2018,596295,334,"92.5",21.8
"Hauschild, Mike",623434,2018,623434,36,"90.1",24.6
"Sanchez, Aaron",592717,2018,592717,474,"93.7",24.6
"Nova, Iván",467100,2018,467100,683,"92.9",19.9
"Bard, Luke",572703,2018,572703,53,"92.2",20.4
"Hudson, Dakota",641712,2018,641712,118,"95.9",23.3
"Samardzija, Jeff",502188,2018,502188,207,"91.9",20.6
"De Los Santos, Enyel",660853,2018,660853,81,"94.6",22
"Lorenzen, Michael",547179,2018,547179,344,"93.7",16.9
"Loáisiga, Jonathan",642528,2018,642528,108,"95.9",30.3
"Castro, Miguel",612434,2018,612434,376,"95.4",23.6
"López, Reynaldo",625643,2018,625643,799,"95.5",21.3
"Middleton, Keynan",641871,2018,641871,71,"96",24.5
"Triggs, Andrew",592811,2018,592811,182,"89.3",25.3
"Graveman, Kendall",608665,2018,608665,158,"92.9",19.4
"Cole, A.J.",595918,2018,595918,221,"93.4",33.2
"Romero, Fernando",622864,2018,622864,247,"95.4",23.5
"Wheeler, Zack",554430,2018,554430,744,"94.6",24.7
"Pennington, Cliff",460060,2018,460060,6,"87.6",0
"Holland, Derek",502706,2018,502706,727,"91.5",23.8
"Ryu, Hyun Jin",547943,2018,547943,324,"89",27.8
"Knebel, Corey",608349,2018,608349,223,"96.9",32.3
"Erlin, Robbie",572362,2018,572362,439,"90.3",20.7
"Odorizzi, Jake",543606,2018,543606,711,"90.9",24.7
"Workman, Brandon",519443,2018,519443,167,"89.4",27
"Miranda, Aríel",664641,2018,664641,24,"90.7",27.5
"Cumpton, Brandon",592238,2018,592238,10,"91",23.1
"Castillo, Luis",622491,2018,622491,708,"95.7",28.7
"Edwards, Jon",457754,2018,457754,37,"95.1",33.8
"Gregerson, Luke",502381,2018,502381,57,"87.7",30
"Blandino, Alex",607468,2018,607468,4,"88.5",28.6
"Kuhl, Chad",641771,2018,641771,373,"95.3",23.4
"Graves, Brett",605255,2018,605255,148,"92",24.2
"Hill, Tim",657612,2018,657612,198,"91",19.4
"Hudson, Daniel",543339,2018,543339,197,"95.3",27.8
"Wacha, Michael",608379,2018,608379,355,"92.2",23.1
"Guduan, Reymin",594056,2018,594056,11,"95.2",36.8
"Harvey, Matt",518774,2018,518774,663,"94",20.6
"Tillman, Chris",501957,2018,501957,137,"88.9",12.7
"Nuño, Vidal",573064,2018,573064,134,"89",23.8
"Syndergaard, Noah",592789,2018,592789,644,"97.4",28.2
"Reid-Foley, Sean",656887,2018,656887,150,"93.7",29.1
"Reed, Cody",642003,2018,642003,188,"92.6",24.6
"Hand, Brad",543272,2018,543272,301,"93.6",32.6
"Williams, Taylor",592865,2018,592865,236,"95.6",32
"Banda, Anthony",607455,2018,607455,56,"93.8",20
"Barlow, Scott",605130,2018,605130,65,"90.6",23.9
"Guerra, Junior",448855,2018,448855,610,"93.2",24.7
"Barbato, Johnny",592127,2018,592127,36,"94.3",17.9
"Bracho, Silvino",611093,2018,611093,129,"93.2",31.6
"Hart, Donnie",643354,2018,643354,99,"87.7",20.6
"Wilson, Bryse",669060,2018,669060,33,"94.9",30.4
"Wilkerson, Aaron",658792,2018,658792,43,"88.9",21
"McGrath, Kyle",657681,2018,657681,18,"86.4",27.6
"Zamora, Daniel",623354,2018,623354,36,"89",33.3
"Cedeño, Xavier",458584,2018,458584,140,"86.6",31.1
"Cuevas, William",571035,2018,571035,83,"90.6",31.9
"Keuchel, Dallas",572971,2018,572971,874,"88.6",19.8
"Fried, Max",608331,2018,608331,142,"93",34.9
"Norris, Daniel",596057,2018,596057,200,"90.2",24.3
"Hernández, Félix",433587,2018,433587,684,"89.3",19.8
"Lamb, John",543424,2018,543424,50,"87.3",19.8
"Rainey, Tanner",663432,2018,663432,45,"97.7",29.9
"Biddle, Jesse",592145,2018,592145,266,"94.4",25.6
"Whitley, Chase",595032,2018,595032,6,"86.7",25
"Magill, Matt",543483,2018,543483,249,"94.6",26.3
"Wingenter, Trey",622259,2018,622259,81,"97.4",36
"Borucki, Ryan",621366,2018,621366,415,"91.5",19.3
"McGee, Jake",459429,2018,459429,227,"93.7",22.4
"McCarthy, Kevin",641838,2018,641838,293,"91.7",20.2
"Socolovich, Miguel",462515,2018,462515,25,"90.1",23.5
"Castillo, Diego",650895,2018,650895,222,"97.7",31.4
"Araújo, Pedro",606478,2018,606478,130,"92.2",33.9
"Harris, Will",501789,2018,501789,230,"92",31.9
"Shields, James",448306,2018,448306,871,"88.2",24.5
"Scribner, Troy",644428,2018,644428,21,"87.4",18.4
"Neshek, Pat",450212,2018,450212,101,"89.1",22.6
"Soroka, Michael",647336,2018,647336,113,"92.6",22.4
"Zagurski, Mike",489448,2018,489448,10,"93.6",25
"Gonzalez, Merandy",642571,2018,642571,103,"93.7",21.9
"Britton, Zack",502154,2018,502154,170,"94.8",32.1
"Bradley, Archie",605151,2018,605151,296,"95.6",20.6
"Whalen, Rob",547007,2018,547007,14,"90.1",14.3
"Garcia, Greg",594824,2018,594824,3,,20
"Wright, Steven",453214,2018,453214,223,"83.7",22.8
"Roark, Tanner",543699,2018,543699,760,"91.3",20.4
"Suter, Brent",608718,2018,608718,424,"86.6",23
"Kontos, George",502004,2018,502004,116,"87.5",23.7
"Mikolas, Miles",571945,2018,571945,808,"93.9",20.2
"Bradford, Chasen",607473,2018,607473,231,"90.8",22.1
"Meyer, Ben",656738,2018,656738,97,"91.6",13.3
"Hildenberger, Trevor",657610,2018,657610,319,"89.6",28
"Cahill, Trevor",502239,2018,502239,449,"90.5",27.8
"Stephens, Jackson",623451,2018,623451,183,"94",24.5
"Vieira, Thyago",600986,2018,600986,85,"96.5",24.6
"Cessa, Luis",570666,2018,570666,195,"94.8",26.9
"Davis, Austin",656354,2018,656354,152,"93.2",27.7
"Stanek, Ryne",592773,2018,592773,263,"97.9",34.4
"Chatwood, Tyler",543022,2018,543022,486,"91.8",21.9
"Perdomo, Luis",606131,2018,606131,217,"93.3",19.3
"Makita, Kazuhisa",628318,2018,628318,149,"80.3",27.4
"Rodriguez, Eduardo",593958,2018,593958,553,"92",26.2
"Fiers, Mike",571666,2018,571666,714,"89.4",19.9
"Pannone, Thomas",623381,2018,623381,181,"88",23.1
"Smith, Joe",501925,2018,501925,180,"87.7",22.2
"Porcello, Rick",519144,2018,519144,808,"90.4",20.5
"Davis, Wade",451584,2018,451584,261,"92.3",29.6
"Rodón, Carlos",607074,2018,607074,510,"93",21.3
"Gott, Trevor",641627,2018,641627,84,"94.8",16.7
"Slegers, Aaron",642083,2018,642083,60,"90",14.8
"Jansen, Kenley",445276,2018,445276,289,"92.3",28.2
"Zastryzny, Rob",642239,2018,642239,26,"87.6",24.5
"Swarzak, Anthony",461872,2018,461872,116,"93.9",22.4
"Gibson, Kyle",502043,2018,502043,826,"93",26.8
"Copeland, Scott",571577,2018,571577,5,"90.1",28.6
"Cole, Gerrit",543037,2018,543037,799,"96.5",30.9
"Montgomery, Jordan",656756,2018,656756,116,"90.2",23.3
"Colomé, Alex",517008,2018,517008,282,"92.5",29.9
"Mejía, Adalberto",606167,2018,606167,92,"92.4",20
"Richards, Garrett",572070,2018,572070,323,"95.8",28.4
"Trivino III, Lou",642152,2018,642152,299,"95.4",29.8
"Maurer, Brandon",543506,2018,543506,160,"95.9",26.2
"Ramos, AJ",573109,2018,573109,88,"90.2",29.1
"Gardewine, Nick",643320,2018,643320,23,"93.6",15
"Guerrieri, Taylor",605260,2018,605260,44,"91.9",28.9
"Smith, Burch",572143,2018,572143,358,"93.1",24.1
"Givens, Mychal",571710,2018,571710,317,"95.1",24.9
"Koch, Matt",571863,2018,571863,360,"90.7",16.4
"Krol, Ian",571871,2018,571871,8,"92.4",25
"Brach, Brad",542960,2018,542960,289,"93.8",28.9
"Strickland, Hunter",519326,2018,519326,201,"94.8",25.3
"Ramírez, José",542432,2018,542432,38,"94.6",25.9
"Madson, Ryan",425492,2018,425492,231,"95.6",28.3
"Strahm, Matt",621381,2018,621381,245,"92.1",27.7
"Olson, Tyler",621397,2018,621397,118,"88.6",33
"Farquhar, Danny",543144,2018,543144,29,"92.3",30.2
"Coulombe, Danny",543056,2018,543056,98,"89.5",31
"Beede, Tyler",595881,2018,595881,40,"92.2",30.6
"Toussaint, Touki",657053,2018,657053,123,"93.1",27.3
"Peralta, Wily",503449,2018,503449,149,"96.2",24.3
"Stroman, Marcus",573186,2018,573186,449,"91.9",22.4
"Hardy, Blaine",543278,2018,543278,351,"85.7",20.1
"Wood, Alex",622072,2018,622072,637,"89.9",24.1
"Fedde, Erick",607200,2018,607200,217,"92.6",23.4
"Hoffman, Jeff",656546,2018,656546,44,"92.7",18.3
"Jennings, Dan",543359,2018,543359,271,"91",20
"Hatcher, Chris",501822,2018,501822,167,"92.5",20.5
"Stripling, Ross",548389,2018,548389,503,"91.6",25.6
"Arano, Víctor",644364,2018,644364,246,"93.7",32.5
"Kelley, Shawn",518875,2018,518875,190,"91.1",25.8
"Garrett, Amir",607237,2018,607237,264,"95",32
"Godley, Zack",643327,2018,643327,791,"89.5",28.2
"Bleier, Richard",542947,2018,542947,133,"87.3",19.2
"Quackenbush, Kevin",534812,2018,534812,45,"90.1",25.7
"Cortes, Nestor",641482,2018,641482,26,"87.9",24.4
"Lyons, Tyler",544928,2018,544928,83,"89.2",24.2
"Asher, Alec",594742,2018,594742,13,"88.5",21.1
"Springs, Jeffrey",605488,2018,605488,141,"91.3",27
"Coleman, Louis",488786,2018,488786,217,"89.1",27.7
"d'Arnaud, Chase",488818,2018,488818,4,,42.9
"Senzatela, Antonio",622608,2018,622608,391,"93.6",20.9
"Newberry, Jake",623470,2018,623470,60,"93.8",27.3
"Gómez, Jeanmar",491646,2018,491646,114,"91.8",29.2
"Fulmer, Carson",608334,2018,608334,164,"91.5",18.3
"Pounders, Brooks",572044,2018,572044,72,"92.4",28.5
"Saupold, Warwick",599683,2018,599683,158,"91.6",14.3
"De Jong, Chase",608328,2018,608328,74,"89.2",20.5
"Oswalt, Corey",621261,2018,621261,282,"90.4",16.6
"Cimber, Adam",643256,2018,643256,284,"86.5",20.5
"Jackson, Luke",592426,2018,592426,184,"94.1",25.1
"Jeffress, Jeremy",502026,2018,502026,299,"95.3",31
"Otero, Dan",519096,2018,519096,247,"89.9",18.5
"Darvish, Yu",506433,2018,506433,180,"93",25.5
"Freeman, Sam",518693,2018,518693,216,"95.1",31.5
"Morin, Mike",573046,2018,573046,18,"91.2",28.1
"Jiménez, Joe",641729,2018,641729,266,"95.5",30.5
"Castillo, José",620454,2018,620454,150,"94.7",33.7
"Keller, Brad",641745,2018,641745,583,"93.9",21.2
"Gómez, Roberto",596816,2018,596816,49,"94.6",19
"Shreve, Chasen",592741,2018,592741,235,"92.1",32.6
"Adam, Jason",592094,2018,592094,142,"94.1",26.4
"Wilson, Justin",458677,2018,458677,236,"94.1",26.5
"Smith, Carson",605476,2018,605476,64,"91.9",29.6
"Barnes, Danny",592130,2018,592130,190,"91.7",23.4
"Díaz, Edwin",621242,2018,621242,280,"97.3",39.7
"Santana, Edgar",650828,2018,650828,270,"94.6",26
"Weaver, Luke",596133,2018,596133,609,"93.2",22.3
"Lugo, Seth",607625,2018,607625,410,"93.8",23.3
"Matz, Steven",571927,2018,571927,654,"93.4",23.3
"Valentín, Jesmuel",621044,2018,621044,7,,14.3
"Cook, Ryan",475857,2018,475857,76,"94.3",22
"Cordero, Jimmy",622772,2018,622772,94,"96.5",24.6
"Chafin, Andrew",605177,2018,605177,211,"93.5",32.4
"Hernandez, David",456696,2018,456696,254,"91.2",24.5
"Wahl, Bobby",592833,2018,592833,29,"94.5",30.8
"Plutko, Adam",592644,2018,592644,326,"91",19
"Logan, Boone",457429,2018,457429,58,"94",34.6
"Florimón, Pedro",465753,2018,465753,8,"86",0
"Gagnon, Drew",543193,2018,543193,56,"91.6",19.2
"Peña, Félix",570240,2018,570240,389,"92.3",25.8
"Leone, Dominic",608678,2018,608678,106,"91.8",29.6
"Treinen, Blake",595014,2018,595014,314,"96.9",35.9
"Danish, Tyler",641501,2018,641501,31,"89.3",25
"Anderson, Justin",605121,2018,605121,240,"97.2",37
"Vasquez, Andrew",607755,2018,607755,26,"90",30.8
"Bowman, Matt",621199,2018,621199,109,"91.5",20.5
"Crick, Kyle",605195,2018,605195,255,"95.9",27.2
"Pelham, CD",641962,2018,641962,38,"96.3",18.4
"McCarthy, Brandon",435221,2018,435221,339,"92",16.7
"García, Luis",472610,2018,472610,204,"97.2",33.1
"Méndez, Yohander",622795,2018,622795,121,"91.8",21.8
"Kahnle, Tommy",592454,2018,592454,107,"95.1",34.7
"Ramirez, Noé",598287,2018,598287,354,"90",27.9
"López, Yoan",661255,2018,661255,35,"96.9",28.8
"May, Trevor",543507,2018,543507,103,"94",32.6
"Buehler, Walker",621111,2018,621111,541,"95.7",25.5
"Ross, Joe",605452,2018,605452,68,"93.1",17
"Smith, Will",519293,2018,519293,210,"92.5",31.9
"Bieber, Shane",669456,2018,669456,485,"93",26.2
"Hernández, Elieser",622694,2018,622694,284,"90.6",21.1
"Gaviglio, Sam",543208,2018,543208,548,"88",20.9
"Kinley, Tyler",641755,2018,641755,57,"96.7",29.7
"Rhame, Jacob",642008,2018,642008,140,"96.1",28.4
"Hale, David",571735,2018,571735,62,"91",23.1
"Carroll, Cody",606944,2018,606944,84,"96.1",19.9
"Norris, Bud",502032,2018,502032,245,"92.6",27.5
"Minter, A.J.",621345,2018,621345,260,"94.1",31.8
"Cruz, Rhiner",462480,2018,462480,15,"93.8",24
"Brault, Steven",643230,2018,643230,414,"91.4",24.5
"Sadzeck, Connor",592712,2018,592712,45,"96.9",27.7
"Rogers, Taylor",573124,2018,573124,260,"93.4",26.7
