season,week,team,injuries,out,ol_out,skill_out
2009,1,ari,6,1.5,0.0,1.5
2009,1,atl,7,1.0,0.0,0.0
2009,1,bal,4,1.5,0.0,1.0
2009,1,buf,3,2.0,0.0,1.0
2009,1,car,2,1.0,0.0,0.0
2009,1,chi,3,1.0,0.0,0.5
2009,1,cin,6,2.5,1.5,0.0
2009,1,cle,8,4.0,1.0,1.5
2009,1,dal,4,3.5,0.0,0.5
2009,1,den,8,4.5,0.5,2.0
2009,1,det,10,2.5,0.5,1.5
2009,1,gb,5,2.0,0.0,1.0
2009,1,hou,5,3.0,0.0,0.5
2009,1,ind,6,3.5,0.0,1.0
2009,1,jax,3,1.0,0.0,1.0
2009,1,kc,4,1.5,0.0,1.0
2009,1,mia,2,0.0,0.0,0.0
2009,1,min,3,1.5,0.0,0.5
2009,1,ne,11,3.5,0.5,2.0
2009,1,no,5,3.0,1.0,2.0
2009,1,nyg,4,3.5,1.0,0.0
2009,1,nyj,6,0.5,0.0,0.0
2009,1,oak,7,3.5,1.0,2.5
2009,1,phi,14,3.0,2.0,0.0
2009,1,pit,2,1.0,0.0,0.0
2009,1,sd,2,0.5,0.0,0.0
2009,1,sea,6,5.0,2.0,0.5
2009,1,sf,2,2.0,0.0,1.0
2009,1,stl,7,2.5,1.0,0.0
2009,1,tb,7,3.5,0.0,1.0
2009,1,ten,4,1.5,0.0,1.0
2009,1,was,2,0.0,0.0,0.0
2009,2,ari,9,4.0,0.0,1.5
2009,2,atl,3,0.5,0.0,0.0
2009,2,bal,6,1.5,0.0,0.5
2009,2,buf,6,1.5,0.0,0.0
2009,2,car,7,1.5,0.0,0.0
2009,2,chi,8,2.0,0.0,1.0
2009,2,cin,7,3.0,2.0,0.0
2009,2,cle,10,3.0,1.0,1.5
2009,2,dal,6,2.0,0.0,0.0
2009,2,den,10,3.0,0.5,0.0
2009,2,det,9,3.0,0.0,1.0
2009,2,gb,8,3.0,0.5,1.0
2009,2,hou,8,4.0,0.0,2.0
2009,2,ind,11,5.5,1.0,2.5
2009,2,jax,4,2.0,0.0,1.0
2009,2,kc,2,1.0,0.0,0.5
2009,2,mia,1,0.5,0.0,0.0
2009,2,min,4,1.5,0.0,0.0
2009,2,ne,11,5.0,1.0,1.5
2009,2,no,10,3.0,1.0,1.5
2009,2,nyg,10,7.0,1.0,2.0
2009,2,nyj,10,1.5,0.0,0.5
2009,2,oak,6,2.5,0.0,2.5
2009,2,phi,10,4.5,1.0,1.0
2009,2,pit,7,2.0,0.0,1.0
2009,2,sd,8,4.5,1.5,1.0
2009,2,sea,9,4.0,1.0,0.5
2009,2,sf,8,2.0,0.0,1.0
2009,2,stl,2,2.0,1.0,0.0
2009,2,tb,6,4.0,1.0,1.5
2009,2,ten,4,2.0,0.0,1.5
2009,2,was,4,0.5,0.0,0.0
2009,3,ari,16,4.0,0.5,0.5
2009,3,atl,5,0.5,0.0,0.5
2009,3,bal,7,1.5,0.0,0.5
2009,3,buf,10,6.0,1.0,2.5
2009,3,car,15,4.0,0.0,1.0
2009,3,chi,6,2.5,0.0,1.0
2009,3,cin,9,3.5,1.5,0.0
2009,3,cle,12,4.5,2.0,1.0
2009,3,dal,4,0.0,0.0,0.0
2009,3,den,11,2.5,0.0,1.0
2009,3,det,11,4.5,0.0,0.5
2009,3,gb,10,4.5,1.0,1.5
2009,3,hou,9,4.0,0.0,1.5
2009,3,ind,8,4.0,0.0,1.0
2009,3,jax,4,2.0,0.0,0.0
2009,3,kc,6,2.0,0.5,1.0
2009,3,mia,3,1.0,0.5,0.0
2009,3,min,6,2.0,0.0,0.5
2009,3,ne,13,6.0,0.5,2.5
2009,3,no,13,5.5,1.0,3.0
2009,3,nyg,11,8.0,0.5,2.5
2009,3,nyj,14,2.5,0.5,0.0
2009,3,oak,8,4.0,1.0,2.0
2009,3,phi,13,6.0,1.0,3.0
2009,3,pit,7,1.0,0.0,0.0
2009,3,sd,14,6.0,2.0,1.0
2009,3,sea,13,7.5,1.5,2.0
2009,3,sf,7,0.5,0.0,0.0
2009,3,stl,5,1.0,1.0,0.0
2009,3,tb,11,5.0,1.0,2.5
2009,3,ten,6,4.0,0.5,1.0
2009,3,was,4,0.5,0.0,0.5
2009,4,bal,10,1.5,0.0,1.0
2009,4,buf,8,6.0,1.0,0.0
2009,4,chi,11,3.5,0.0,0.0
2009,4,cin,11,3.5,1.0,0.0
2009,4,cle,13,5.5,2.0,1.5
2009,4,dal,7,3.0,0.0,1.0
2009,4,den,7,4.0,1.5,0.5
2009,4,det,9,5.5,0.0,0.5
2009,4,gb,9,3.5,0.5,1.0
2009,4,hou,11,5.0,0.5,2.5
2009,4,ind,11,4.5,0.0,1.5
2009,4,jax,8,4.0,1.0,0.0
2009,4,kc,2,0.5,0.0,0.5
2009,4,mia,1,0.5,0.0,0.0
2009,4,min,9,3.0,0.5,1.5
2009,4,ne,13,2.5,0.5,0.5
2009,4,no,9,4.5,1.0,2.0
2009,4,nyg,12,4.5,0.0,2.0
2009,4,nyj,12,2.0,0.0,0.0
2009,4,oak,10,3.5,1.0,2.0
2009,4,pit,7,3.0,0.0,2.0
2009,4,sd,8,3.5,1.0,0.0
2009,4,sea,11,5.0,2.0,1.5
2009,4,sf,12,2.0,0.0,1.0
2009,4,stl,5,3.0,1.0,0.5
2009,4,tb,16,4.0,1.0,1.5
2009,4,ten,6,3.5,0.0,0.0
2009,4,was,7,1.5,0.0,0.5
2009,5,ari,8,2.5,0.5,0.5
2009,5,atl,3,1.0,0.0,0.0
2009,5,bal,8,0.5,0.5,0.0
2009,5,buf,9,4.5,0.0,0.0
2009,5,car,6,1.5,0.0,1.5
2009,5,cin,10,3.5,1.0,0.0
2009,5,cle,15,4.0,1.0,0.5
2009,5,dal,9,5.5,0.5,2.0
2009,5,den,5,3.5,0.5,1.0
2009,5,det,12,4.5,0.5,0.5
2009,5,hou,13,3.0,0.0,1.0
2009,5,ind,8,4.5,0.5,1.5
2009,5,jax,10,4.0,0.0,0.0
2009,5,kc,4,0.0,0.0,0.0
2009,5,mia,3,0.5,0.0,0.0
2009,5,min,7,2.0,0.5,1.0
2009,5,ne,10,4.0,0.5,1.5
2009,5,nyg,13,6.0,0.0,2.0
2009,5,nyj,10,3.5,0.5,0.5
2009,5,oak,11,7.0,2.0,4.5
2009,5,phi,9,1.5,1.0,0.5
2009,5,pit,6,2.5,0.0,1.5
2009,5,sea,9,4.5,3.0,0.0
2009,5,sf,11,3.5,0.0,1.0
2009,5,stl,9,5.0,0.5,2.5
2009,5,tb,11,4.0,1.0,1.0
2009,5,ten,8,3.5,0.0,0.0
2009,5,was,5,2.5,0.0,0.0
2009,6,ari,9,3.5,0.0,2.0
2009,6,atl,5,2.0,0.0,0.5
2009,6,bal,6,1.0,1.0,0.0
2009,6,buf,10,4.5,1.0,0.0
2009,6,car,8,1.0,0.0,0.5
2009,6,chi,6,3.5,0.0,1.0
2009,6,cin,10,4.0,1.0,1.0
2009,6,cle,18,3.5,0.5,0.5
2009,6,den,3,1.0,0.0,0.0
2009,6,det,14,6.0,0.0,2.5
2009,6,gb,14,4.0,2.0,2.0
2009,6,hou,8,2.0,0.0,0.0
2009,6,jax,12,4.0,0.5,0.0
2009,6,kc,3,1.0,0.5,0.0
2009,6,min,7,2.0,0.5,1.5
2009,6,ne,14,4.5,1.0,1.5
2009,6,no,10,1.0,0.0,0.0
2009,6,nyg,10,3.0,0.0,0.0
2009,6,nyj,10,3.5,0.5,2.0
2009,6,oak,11,7.0,2.0,3.5
2009,6,phi,11,2.5,1.0,0.5
2009,6,pit,8,0.0,0.0,0.0
2009,6,sd,8,2.5,1.0,0.0
2009,6,sea,13,5.0,3.0,0.0
2009,6,stl,7,2.5,0.0,1.0
2009,6,tb,9,1.0,0.0,1.0
2009,6,ten,13,6.5,0.5,1.0
2009,6,was,7,3.0,1.0,0.0
2009,7,ari,7,2.0,0.0,2.0
2009,7,atl,7,3.5,0.0,1.5
2009,7,buf,10,5.5,1.0,2.0
2009,7,car,5,2.5,0.0,1.0
2009,7,chi,8,3.0,0.0,1.0
2009,7,cin,12,4.0,1.0,0.5
2009,7,cle,24,5.0,0.5,2.0
2009,7,dal,10,0.0,0.0,0.0
2009,7,gb,12,7.5,3.0,3.0
2009,7,hou,7,3.0,0.0,0.0
2009,7,ind,9,5.0,0.5,1.5
2009,7,kc,5,0.5,0.5,0.0
2009,7,min,8,3.5,0.0,1.5
2009,7,ne,17,5.5,1.5,3.0
2009,7,no,9,1.0,0.0,0.0
2009,7,nyg,10,3.5,0.5,0.0
2009,7,nyj,13,4.0,0.5,2.0
2009,7,oak,12,6.5,2.0,2.5
2009,7,phi,18,6.0,1.5,1.0
2009,7,pit,5,0.5,0.0,0.0
2009,7,sd,13,4.0,1.0,1.0
2009,7,sf,8,3.0,0.0,1.0
2009,7,stl,8,1.5,0.0,0.5
2009,7,tb,6,1.0,0.0,1.0
2009,7,was,8,1.0,0.0,0.5
2009,8,ari,7,2.0,0.0,1.0
2009,8,atl,12,5.0,0.5,1.5
2009,8,bal,7,0.5,0.5,0.0
2009,8,buf,10,6.5,1.0,3.0
2009,8,car,8,5.5,0.0,3.0
2009,8,chi,10,2.0,0.0,0.0
2009,8,cle,18,3.0,0.5,1.5
2009,8,dal,6,1.5,0.0,0.0
2009,8,den,3,0.0,0.0,0.0
2009,8,det,15,3.5,0.0,1.5
2009,8,gb,13,5.5,1.5,3.0
2009,8,hou,12,1.5,0.0,0.5
2009,8,ind,12,6.0,0.0,3.0
2009,8,jax,5,2.5,0.5,0.0
2009,8,mia,3,1.0,0.0,0.0
2009,8,min,11,3.0,0.0,1.5
2009,8,no,14,1.5,0.0,0.0
2009,8,nyg,8,3.5,0.0,0.5
2009,8,nyj,11,3.5,0.0,1.5
2009,8,oak,13,6.5,1.5,3.5
2009,8,phi,16,5.5,0.0,1.5
2009,8,sd,6,2.5,1.0,0.0
2009,8,sea,7,2.0,1.0,0.0
2009,8,sf,7,2.0,0.0,0.0
2009,8,stl,8,1.5,1.0,0.0
2009,8,ten,6,4.5,1.0,2.0
2009,9,ari,14,2.5,0.0,1.0
2009,9,atl,12,5.0,0.5,2.5
2009,9,bal,9,1.5,0.0,0.0
2009,9,car,9,4.5,0.0,3.0
2009,9,chi,10,2.0,0.0,0.5
2009,9,cin,6,1.0,0.5,0.0
2009,9,dal,5,1.0,0.0,0.0
2009,9,den,6,2.0,1.0,0.0
2009,9,det,10,1.5,0.0,1.5
2009,9,gb,12,6.0,1.5,3.0
2009,9,hou,13,3.0,0.0,1.0
2009,9,ind,13,5.0,0.0,2.0
2009,9,jax,4,1.0,0.0,0.0
2009,9,kc,5,1.5,0.5,0.0
2009,9,mia,2,2.0,0.0,0.0
2009,9,ne,10,6.5,1.0,3.5
2009,9,no,8,4.5,0.0,1.0
2009,9,nyg,8,2.0,0.0,0.0
2009,9,phi,15,5.0,0.0,1.5
2009,9,pit,3,2.5,0.0,0.0
2009,9,sd,9,3.0,1.0,0.0
2009,9,sea,7,0.5,0.0,0.5
2009,9,sf,7,3.0,1.0,0.0
2009,9,tb,5,1.5,0.0,1.0
2009,9,ten,7,4.0,1.0,1.0
2009,9,was,6,4.0,0.0,1.0
2009,10,ari,11,4.0,0.5,1.0
2009,10,atl,8,3.5,0.5,2.0
2009,10,bal,13,1.5,0.0,0.5
2009,10,buf,14,5.5,0.5,1.0
2009,10,car,9,4.5,0.0,3.5
2009,10,chi,7,3.5,0.0,1.0
2009,10,cin,10,4.0,1.0,0.5
2009,10,cle,13,4.0,0.5,2.5
2009,10,dal,6,1.0,0.0,0.0
2009,10,den,4,2.5,1.0,0.0
2009,10,det,11,2.5,0.0,0.0
2009,10,gb,14,4.5,1.0,1.0
2009,10,ind,7,4.0,0.0,1.5
2009,10,jax,4,1.5,0.0,1.0
2009,10,kc,6,1.0,0.0,0.0
2009,10,mia,6,3.5,1.0,0.5
2009,10,min,6,1.5,0.0,0.5
2009,10,ne,18,9.0,1.5,3.5
2009,10,no,10,4.0,0.5,1.0
2009,10,nyj,7,1.0,0.0,0.0
2009,10,oak,9,3.5,0.0,2.0
2009,10,phi,18,3.5,0.5,1.0
2009,10,pit,7,2.0,0.0,1.0
2009,10,sd,11,4.5,1.0,0.0
2009,10,sea,4,0.0,0.0,0.0
2009,10,sf,17,4.5,1.0,1.5
2009,10,stl,3,1.5,1.0,0.0
2009,10,tb,8,3.0,0.0,2.0
2009,10,ten,10,4.0,1.0,1.5
2009,10,was,8,5.0,1.5,2.5
2009,11,ari,13,4.5,0.5,1.0
2009,11,atl,6,3.5,0.0,3.0
2009,11,bal,8,3.0,0.0,1.5
2009,11,buf,13,7.0,1.0,1.5
2009,11,car,7,5.5,2.0,2.0
2009,11,chi,7,4.0,0.0,2.0
2009,11,cin,8,4.5,1.0,1.0
2009,11,cle,13,2.0,0.5,1.5
2009,11,dal,8,3.0,1.0,0.0
2009,11,den,7,3.0,1.0,1.5
2009,11,det,17,4.5,1.0,0.5
2009,11,gb,17,2.0,1.5,0.5
2009,11,hou,5,2.5,0.0,0.5
2009,11,ind,15,8.0,1.0,2.5
2009,11,jax,4,2.5,0.0,0.0
2009,11,kc,5,4.5,1.0,1.0
2009,11,mia,7,5.0,0.5,2.0
2009,11,min,9,2.0,0.0,0.5
2009,11,ne,19,7.5,1.5,3.0
2009,11,no,8,4.0,0.0,1.5
2009,11,nyg,3,0.5,0.0,0.0
2009,11,nyj,6,1.5,0.0,0.0
2009,11,oak,6,4.0,0.0,2.0
2009,11,phi,14,4.5,0.0,2.0
2009,11,pit,6,2.5,0.0,0.5
2009,11,sd,9,2.0,1.5,0.0
2009,11,sea,5,2.5,0.0,1.0
2009,11,sf,13,2.5,1.0,0.0
2009,11,stl,6,2.5,1.0,0.0
2009,11,tb,7,0.5,0.0,0.0
2009,11,ten,5,3.5,0.0,1.0
2009,11,was,7,4.5,1.0,3.0
2009,12,ari,10,3.5,0.0,0.5
2009,12,atl,9,3.5,0.5,2.5
2009,12,bal,8,2.0,0.0,0.0
2009,12,buf,8,4.5,1.0,0.0
2009,12,car,7,3.0,0.0,1.0
2009,12,chi,6,2.0,0.0,1.0
2009,12,cin,10,2.5,0.0,1.0
2009,12,cle,12,3.0,0.5,1.5
2009,12,dal,10,2.5,1.0,0.5
2009,12,den,4,2.0,1.0,1.0
2009,12,det,14,6.5,0.5,1.5
2009,12,gb,13,4.0,1.0,1.0
2009,12,hou,8,1.5,0.0,0.0
2009,12,ind,25,7.0,0.5,2.0
2009,12,jax,3,1.0,0.0,0.0
2009,12,kc,6,4.0,1.0,1.0
2009,12,mia,5,2.0,1.0,0.0
2009,12,min,7,2.0,1.0,0.5
2009,12,ne,21,9.5,2.5,3.0
2009,12,no,9,5.0,0.5,1.5
2009,12,nyg,3,2.0,0.0,1.0
2009,12,nyj,7,2.0,0.0,0.0
2009,12,oak,6,3.5,0.0,1.5
2009,12,phi,15,4.0,0.0,2.0
2009,12,pit,8,4.0,1.0,1.5
2009,12,sd,7,2.0,0.5,0.0
2009,12,sea,6,1.0,0.0,0.5
2009,12,sf,17,5.0,1.0,2.5
2009,12,stl,7,3.5,1.5,2.0
2009,12,tb,5,0.0,0.0,0.0
2009,12,ten,6,3.0,0.0,1.0
2009,12,was,9,5.0,0.0,3.0
2009,13,ari,9,6.0,1.0,2.0
2009,13,atl,9,4.5,1.0,3.0
2009,13,bal,15,3.5,0.0,1.0
2009,13,buf,8,4.0,1.0,0.0
2009,13,car,11,5.5,0.0,2.5
2009,13,chi,6,3.5,1.0,0.5
2009,13,cin,13,3.0,1.0,1.0
2009,13,cle,14,3.0,0.5,0.5
2009,13,dal,7,2.0,1.0,0.0
2009,13,den,6,0.5,0.0,0.0
2009,13,det,11,4.0,0.5,1.0
2009,13,gb,11,2.5,0.5,0.0
2009,13,hou,7,2.0,0.5,0.5
2009,13,ind,23,6.5,0.5,2.5
2009,13,jax,8,3.0,1.0,0.0
2009,13,kc,7,3.5,0.5,2.0
2009,13,mia,6,2.0,1.0,0.0
2009,13,min,11,2.0,0.5,1.0
2009,13,ne,22,9.0,2.5,2.5
2009,13,no,18,7.5,2.0,1.5
2009,13,nyg,7,2.5,0.0,2.0
2009,13,nyj,9,3.0,1.0,0.0
2009,13,oak,5,2.0,0.0,1.0
2009,13,phi,17,4.0,0.0,3.0
2009,13,pit,7,3.0,0.0,1.0
2009,13,sd,11,4.0,1.0,0.0
2009,13,sea,6,3.0,0.0,0.5
2009,13,sf,16,4.5,1.0,0.5
2009,13,stl,7,3.5,1.0,2.5
2009,13,tb,10,3.5,0.0,1.5
2009,13,ten,8,4.0,0.0,0.5
2009,13,was,5,3.0,0.0,1.0
2009,14,ari,12,2.5,0.0,0.5
2009,14,atl,12,6.5,2.0,3.0
2009,14,bal,10,6.0,1.5,2.0
2009,14,buf,13,6.0,2.0,2.0
2009,14,car,10,3.5,0.0,1.5
2009,14,chi,6,1.0,0.5,0.5
2009,14,cin,8,4.0,0.0,2.0
2009,14,cle,15,3.0,0.5,0.5
2009,14,dal,8,3.0,1.0,1.0
2009,14,den,4,0.5,0.0,0.0
2009,14,det,13,4.0,0.5,2.0
2009,14,gb,9,2.5,0.0,0.0
2009,14,hou,7,1.5,0.0,0.0
2009,14,ind,23,7.5,1.5,2.0
2009,14,jax,7,4.0,0.5,1.0
2009,14,kc,5,0.5,0.0,0.0
2009,14,mia,4,1.5,1.0,0.0
2009,14,min,14,3.5,0.5,0.5
2009,14,ne,20,5.5,1.0,2.0
2009,14,no,19,5.0,0.0,1.0
2009,14,nyg,6,1.0,0.5,0.0
2009,14,nyj,11,4.0,2.0,1.0
2009,14,oak,6,4.0,1.5,2.0
2009,14,phi,15,2.0,0.0,2.0
2009,14,pit,5,2.0,0.0,0.5
2009,14,sd,12,3.5,1.0,0.0
2009,14,sea,4,0.5,0.0,0.0
2009,14,sf,9,3.5,0.5,1.0
2009,14,stl,11,3.5,1.0,2.0
2009,14,tb,7,4.5,0.0,2.0
2009,14,ten,12,4.0,0.0,1.5
2009,14,was,8,4.5,0.5,1.0
2009,15,ari,10,5.0,1.0,0.5
2009,15,atl,13,5.0,1.5,1.0
2009,15,bal,13,6.5,1.0,2.0
2009,15,buf,7,3.0,2.0,1.0
2009,15,car,7,2.0,0.0,1.5
2009,15,chi,6,3.5,0.5,1.0
2009,15,cin,8,2.5,0.0,0.5
2009,15,cle,12,2.0,0.0,0.0
2009,15,dal,8,4.0,1.0,1.0
2009,15,den,10,2.5,0.0,1.0
2009,15,det,11,5.5,0.0,2.5
2009,15,gb,6,2.5,0.0,0.0
2009,15,hou,10,0.5,0.5,0.0
2009,15,ind,29,7.0,0.5,2.0
2009,15,jax,11,2.5,0.0,1.0
2009,15,kc,5,3.0,1.0,0.5
2009,15,mia,6,0.5,0.5,0.0
2009,15,min,12,1.5,0.0,1.0
2009,15,ne,15,5.5,1.0,2.0
2009,15,no,18,4.5,0.0,0.5
2009,15,nyg,6,2.5,1.0,0.0
2009,15,nyj,7,1.5,1.5,0.0
2009,15,oak,9,4.0,0.0,3.5
2009,15,phi,12,2.5,0.0,2.5
2009,15,pit,7,3.0,1.0,1.0
2009,15,sd,10,3.0,1.0,0.5
2009,15,sea,3,1.5,0.0,1.0
2009,15,sf,12,3.0,0.5,1.5
2009,15,stl,15,7.0,1.5,4.0
2009,15,tb,9,4.0,0.0,3.0
2009,15,ten,9,4.0,0.0,2.0
2009,15,was,7,3.0,0.5,0.5
2009,16,ari,9,3.0,0.0,1.0
2009,16,atl,9,5.0,1.0,1.0
2009,16,bal,17,5.5,1.0,1.0
2009,16,buf,8,5.0,0.0,2.0
2009,16,car,6,4.5,0.0,4.0
2009,16,chi,13,4.0,0.0,0.5
2009,16,cin,6,0.0,0.0,0.0
2009,16,cle,11,2.5,1.0,0.0
2009,16,dal,8,2.0,1.0,0.0
2009,16,den,7,2.5,0.0,1.0
2009,16,det,12,4.5,0.0,1.5
2009,16,gb,10,2.0,0.0,0.0
2009,16,hou,4,1.5,0.5,0.5
2009,16,ind,25,8.0,1.0,2.0
2009,16,jax,4,1.0,0.0,0.0
2009,16,kc,7,4.0,1.0,0.0
2009,16,mia,2,0.0,0.0,0.0
2009,16,min,4,0.5,0.0,0.0
2009,16,ne,15,2.5,1.0,0.5
2009,16,no,17,5.0,0.0,1.5
2009,16,nyg,14,0.0,0.0,0.0
2009,16,nyj,9,0.0,0.0,0.0
2009,16,oak,10,5.5,0.0,5.0
2009,16,phi,11,1.0,0.0,0.5
2009,16,pit,10,3.5,1.0,0.0
2009,16,sd,8,1.5,0.5,0.0
2009,16,sea,4,3.0,0.0,2.0
2009,16,sf,12,4.0,0.0,2.0
2009,16,stl,7,4.5,1.0,1.5
2009,16,tb,8,2.5,0.5,1.5
2009,16,ten,7,2.5,1.0,0.0
2009,16,was,9,3.5,0.5,1.0
2009,17,ari,11,3.5,0.0,2.0
2009,17,atl,12,6.0,0.5,2.0
2009,17,bal,9,3.0,0.5,0.5
2009,17,buf,14,10.0,2.0,3.5
2009,17,car,8,5.5,0.5,4.5
2009,17,chi,10,5.0,0.0,1.0
2009,17,cin,9,4.0,0.0,0.5
2009,17,cle,15,6.0,1.0,1.5
2009,17,dal,6,2.0,1.0,0.0
2009,17,den,9,2.0,0.0,2.0
2009,17,det,9,2.0,0.0,0.0
2009,17,gb,11,3.5,0.0,0.5
2009,17,hou,6,1.0,0.0,0.0
2009,17,ind,30,9.5,1.5,2.5
2009,17,jax,8,4.0,0.0,2.0
2009,17,kc,3,1.0,1.0,0.0
2009,17,mia,2,0.5,0.0,0.5
2009,17,min,7,2.0,0.0,0.5
2009,17,ne,12,1.0,0.0,0.0
2009,17,no,17,7.5,0.0,3.5
2009,17,nyg,12,7.0,1.5,2.0
2009,17,nyj,9,2.0,0.0,0.0
2009,17,oak,8,5.0,1.0,2.5
2009,17,phi,6,0.0,0.0,0.0
2009,17,pit,8,1.5,0.5,0.0
2009,17,sd,9,5.0,0.0,2.5
2009,17,sea,5,3.5,0.0,1.5
2009,17,sf,10,3.5,0.5,0.5
2009,17,stl,9,4.5,2.0,0.5
2009,17,tb,8,2.0,0.5,0.5
2009,17,ten,7,3.0,0.5,0.0
2009,17,was,5,3.0,0.0,1.0
2009,18,ari,12,3.0,0.5,1.0
2009,18,bal,12,0.0,0.0,0.0
2009,18,cin,9,1.5,0.0,0.0
2009,18,dal,7,0.5,0.0,0.0
2009,18,gb,8,1.0,0.0,0.0
2009,18,ne,10,0.5,0.5,0.0
2009,18,nyj,10,1.0,0.0,0.0
2009,18,phi,11,0.0,0.0,0.0
2009,19,ari,9,2.0,0.0,0.5
2009,19,bal,6,0.0,0.0,0.0
2009,19,dal,5,0.0,0.0,0.0
2009,19,ind,22,0.0,0.0,0.0
2009,19,min,7,1.0,0.0,0.5
2009,19,no,5,0.0,0.0,0.0
2009,19,nyj,9,0.0,0.0,0.0
2009,19,sd,1,0.0,0.0,0.0
2009,20,ind,17,0.5,0.0,0.0
2009,20,min,10,2.5,0.0,0.5
2009,20,no,6,1.0,0.0,0.5
2009,20,nyj,9,0.0,0.0,0.0
2009,21,ind,20,1.0,0.0,0.0
2009,21,no,20,0.5,0.0,0.5
2010,1,ari,8,1.0,0.0,1.0
2010,1,atl,4,2.5,0.5,1.0
2010,1,bal,6,3.0,1.0,1.0
2010,1,buf,4,3.0,0.0,0.0
2010,1,car,4,3.0,1.0,1.0
2010,1,chi,6,0.5,0.0,0.0
2010,1,cin,5,2.0,0.0,1.0
2010,1,cle,8,4.5,1.5,0.0
2010,1,dal,4,3.0,3.0,0.0
2010,1,den,6,3.0,1.0,1.0
2010,1,det,4,1.5,0.0,0.0
2010,1,gb,11,2.0,0.0,0.0
2010,1,hou,6,1.0,0.0,0.0
2010,1,ind,7,2.5,1.0,0.5
2010,1,jax,3,2.5,0.0,1.5
2010,1,kc,4,3.0,0.5,1.0
2010,1,mia,4,0.5,0.0,0.0
2010,1,min,7,3.0,0.0,0.5
2010,1,ne,14,3.5,1.0,1.0
2010,1,no,9,2.5,0.5,1.0
2010,1,nyg,8,2.5,0.0,0.0
2010,1,nyj,4,1.5,0.0,0.0
2010,1,oak,5,4.0,0.0,1.5
2010,1,pit,2,1.0,0.0,1.0
2010,1,sd,2,1.0,0.0,0.0
2010,1,sea,4,1.5,1.5,0.0
2010,1,sf,5,4.0,1.0,1.0
2010,1,stl,1,0.0,0.0,0.0
2010,1,tb,4,0.0,0.0,0.0
2010,1,ten,8,3.0,1.5,0.0
2010,1,was,6,3.5,0.5,1.0
2010,2,ari,6,2.5,0.0,1.5
2010,2,atl,8,1.5,0.0,1.0
2010,2,bal,10,5.0,1.0,1.5
2010,2,buf,6,2.5,0.0,0.0
2010,2,car,9,3.5,1.0,0.0
2010,2,chi,6,1.5,0.0,0.0
2010,2,cin,6,2.0,0.0,0.5
2010,2,cle,9,4.5,1.0,1.0
2010,2,dal,6,3.0,1.0,1.0
2010,2,den,8,4.0,1.5,1.0
2010,2,det,7,3.0,0.0,1.0
2010,2,gb,10,2.5,0.5,0.5
2010,2,hou,11,1.0,0.0,0.0
2010,2,ind,13,5.5,1.0,1.0
2010,2,jax,4,2.5,0.0,1.0
2010,2,kc,5,1.5,0.5,0.0
2010,2,mia,3,2.5,0.0,0.0
2010,2,min,8,2.0,0.0,0.5
2010,2,ne,6,2.5,1.0,0.5
2010,2,no,5,3.0,1.0,1.0
2010,2,nyg,11,5.0,1.0,1.5
2010,2,nyj,4,1.5,0.0,0.0
2010,2,oak,10,6.0,1.0,1.5
2010,2,phi,13,2.0,0.0,1.0
2010,2,pit,12,4.0,1.0,1.0
2010,2,sd,4,1.0,0.0,0.0
2010,2,sea,7,3.0,2.0,0.0
2010,2,sf,11,5.5,2.0,2.0
2010,2,stl,10,5.0,0.0,1.0
2010,2,tb,7,2.0,0.0,1.0
2010,2,ten,3,2.0,1.0,0.0
2010,2,was,5,3.0,0.0,1.0
2010,3,ari,8,3.0,0.5,2.0
2010,3,atl,3,1.0,0.0,0.5
2010,3,bal,12,3.0,1.0,1.0
2010,3,buf,4,1.0,0.0,0.0
2010,3,car,8,1.5,1.0,0.0
2010,3,chi,6,2.0,1.0,0.0
2010,3,cin,8,3.0,0.0,0.0
2010,3,cle,20,6.5,1.0,3.5
2010,3,dal,7,2.0,0.5,1.0
2010,3,den,9,4.0,1.5,1.0
2010,3,det,10,5.0,0.5,2.0
2010,3,gb,15,2.0,0.0,0.0
2010,3,hou,8,0.5,0.0,0.5
2010,3,ind,13,6.0,0.5,2.0
2010,3,jax,8,3.0,0.0,0.5
2010,3,kc,7,2.5,1.0,0.0
2010,3,mia,3,2.5,1.0,0.0
2010,3,min,9,1.5,0.0,0.0
2010,3,ne,7,2.5,1.0,0.5
2010,3,no,7,3.5,0.0,1.0
2010,3,nyg,9,5.0,2.0,0.0
2010,3,nyj,5,4.0,1.5,0.0
2010,3,oak,11,5.0,1.0,1.0
2010,3,phi,8,0.0,0.0,0.0
2010,3,pit,6,2.0,1.0,1.0
2010,3,sd,6,2.5,0.0,1.0
2010,3,sea,10,2.5,1.0,0.0
2010,3,sf,6,3.5,1.0,1.0
2010,3,stl,12,7.0,0.0,3.0
2010,3,tb,7,2.0,0.5,0.5
2010,3,ten,5,2.5,1.0,0.0
2010,3,was,8,4.5,0.5,1.0
2010,4,ari,5,2.5,0.0,2.0
2010,4,atl,4,1.5,0.0,0.5
2010,4,bal,12,5.0,1.5,1.5
2010,4,buf,5,3.0,0.0,0.0
2010,4,car,6,3.0,1.0,0.0
2010,4,chi,5,2.0,1.0,0.0
2010,4,cin,8,2.5,0.0,0.5
2010,4,cle,15,5.0,1.5,1.0
2010,4,den,8,4.0,0.5,2.0
2010,4,det,15,5.0,0.0,3.5
2010,4,gb,11,3.5,0.0,0.0
