game_id,season,date,team,epa_off,sr_off,plays_off,epa_pass_off,epa_rush_off,epa_def,sr_def,plays_def
401110780,2019,2019-09-07,usm,-0.3135682387943193,0.3684210526315789,38,-0.0531558016105242,-0.1219646006655006,0.3774488066471325,0.4642857142857143,28
401110781,2019,2019-09-07,miz,0.3285059281047606,0.5625,32,-0.1224787351153993,0.4158645016319965,-0.3749665993348773,0.3,30
401110781,2019,2019-09-07,wvu,-0.3749665993348773,0.3,30,0.3354687589797253,-0.6009941152124999,0.3285059281047606,0.5625,32
401110782,2019,2019-09-07,chso,-0.2345705287291793,0.2,20,-1.115996278795394,-0.1040510855562086,0.4987316056632002,0.8333333333333334,24
401110782,2019,2019-09-07,sc,0.4987316056632002,0.8333333333333334,24,0.6095077400984427,0.9529583319572436,-0.2345705287291793,0.2,20
401110783,2019,2019-09-07,byu,-0.0676366887706212,0.2702702702702703,74,-0.2371946264175562,0.0752824601710841,-0.0224457386249617,0.3478260869565217,92
401110783,2019,2019-09-07,tenn,-0.0224457386249617,0.3478260869565217,92,0.036959632071799,-0.1047568895483015,-0.0676366887706212,0.2702702702702703,74
401110784,2019,2019-09-07,clem,0.1099467220433959,0.423728813559322,59,0.2593540071785138,-0.0890837623364497,-0.2209012197473815,0.2321428571428571,56
401110784,2019,2019-09-07,ta&m,-0.2209012197473815,0.2321428571428571,56,-0.3205781053629716,-0.1700740776462198,0.1099467220433959,0.423728813559322,59
401110785,2019,2019-09-07,pur,0.1794332870097031,0.4342105263157895,76,0.5026460427290872,-0.4162070198635145,-0.0555283987349316,0.3472222222222222,72
401110785,2019,2019-09-07,van,-0.0555283987349316,0.3472222222222222,72,0.0068315222668381,-0.217321227628483,0.1794332870097031,0.4342105263157895,76
401110786,2019,2019-09-14,ark,0.2399905191406929,0.4111111111111111,90,0.3501616347453007,0.2968447134884752,0.1468797696728712,0.3953488372093023,86
401110786,2019,2019-09-14,csu,0.1468797696728712,0.3953488372093023,86,0.106547865164039,0.3556597158516441,0.2399905191406929,0.4111111111111111,90
401110787,2019,2019-09-14,aub,0.3045544268987118,0.5454545454545454,55,0.1289749740680977,0.4774679338284212,-0.0375947724360789,0.2941176470588235,51
401110787,2019,2019-09-14,kent,-0.0375947724360789,0.2941176470588235,51,0.1991704401279496,-0.3262055102108663,0.3045544268987118,0.5454545454545454,55
401110788,2019,2019-09-14,arst,-0.537962774295098,0.08,25,-0.7855611482399792,-0.7371364766952242,0.4691306981628838,0.7272727272727273,22
401110788,2019,2019-09-14,uga,0.4691306981628838,0.7272727272727273,22,0.5211561264567743,0.3345077303375993,-0.537962774295098,0.08,25
401110789,2019,2019-09-14,fla,0.0672618669739902,0.410958904109589,73,0.6966756932084441,-0.1215365728602682,-0.0648931673461069,0.3932584269662921,89
401110789,2019,2019-09-14,uk,-0.0648931673461069,0.3932584269662921,89,0.8247293838106261,-0.1892674129477339,0.0672618669739902,0.410958904109589,73
401110790,2019,2019-09-14,lsu,0.4269142796790207,0.6595744680851063,47,0.9817383000197688,0.1474951907900346,0.0152017006407051,0.3265306122448979,49
401110790,2019,2019-09-14,nwst,0.0152017006407051,0.3265306122448979,49,0.2415274239069736,-0.2270484444605752,0.4269142796790207,0.6595744680851063,47
401110791,2019,2019-09-14,miss,0.0501770550752688,0.4042553191489361,94,0.5872546147277814,-0.0476351844027061,-0.0476770408820381,0.4074074074074074,81
401110791,2019,2019-09-14,sela,-0.0476770408820381,0.4074074074074074,81,0.3578334308915489,-0.0736719726988321,0.0501770550752688,0.4042553191489361,94
401110792,2019,2019-09-14,ksu,0.1914886999823517,0.3846153846153846,65,0.2108600762365085,-0.0289795331435242,-0.1153202304786319,0.3563218390804598,87
401110792,2019,2019-09-14,msst,-0.1153202304786319,0.3563218390804598,87,0.0702670884016512,-0.0190600838753439,0.1914886999823517,0.3846153846153846,65
401110793,2019,2019-09-14,miz,0.8248825917669993,0.6923076923076923,13,1.675213286478492,0.8862021287816685,-1.149246462569986,0.0,10
401110793,2019,2019-09-14,semo,-1.149246462569986,0.0,10,-1.142582977437365,-1.2515642732698682,0.8248825917669993,0.6923076923076923,13
401110794,2019,2019-09-14,ala,0.3583568835334992,0.4042553191489361,47,0.7509825668191354,-0.1218952394194876,-0.0571074932029808,0.4305555555555556,72
401110794,2019,2019-09-14,sc,-0.0571074932029808,0.4305555555555556,72,0.0108884199284963,0.1080135240397842,0.3583568835334992,0.4042553191489361,47
401110795,2019,2019-09-14,tenn,0.6176488469765665,0.5454545454545454,11,1.1196427602203909,0.4656407340352541,-1.0870402364732616,0.1428571428571428,14
401110795,2019,2019-09-14,utc,-1.0870402364732616,0.1428571428571428,14,-0.7115165278979446,0.1393776310376083,0.6176488469765665,0.5454545454545454,11
401110796,2019,2019-09-14,lam,-0.358857517559863,0.2,25,-0.3428974596056691,-0.4201451017726029,0.3583738142186908,0.6176470588235294,34
401110796,2019,2019-09-14,ta&m,0.3583738142186908,0.6176470588235294,34,0.8214777716239577,0.1644563783881104,-0.358857517559863,0.2,25
401110797,2019,2019-09-21,ala,0.9668253835564904,0.625,16,1.467572636638614,0.1102991548648079,-0.2081967968013688,0.2608695652173913,23
401110797,2019,2019-09-21,usm,-0.2081967968013688,0.2608695652173913,23,-1.016621325034095,0.5498014486192693,0.9668253835564904,0.625,16
401110798,2019,2019-09-21,ark,-0.1002493454508611,0.4042553191489361,94,0.3669005821368923,-0.3175504441017894,0.1889824549657655,0.3780487804878049,82
401110798,2019,2019-09-21,sjsu,0.1889824549657655,0.3780487804878049,82,0.4559990120007385,0.0413882546917287,-0.1002493454508611,0.4042553191489361,94
401110799,2019,2019-09-21,fla,0.176942153493143,0.46,50,0.9127080833171954,0.0030955254766704,-0.3071389769315832,0.2666666666666666,45
401110799,2019,2019-09-21,tenn,-0.3071389769315832,0.2666666666666666,45,-0.0536455357639185,-0.2108689960476814,0.176942153493143,0.46,50
401110800,2019,2019-09-22,nd,-0.2772578174051348,0.28,75,-0.0592789292704614,-0.2945059669422287,0.1242730646738419,0.4492753623188406,69
401110800,2019,2019-09-22,uga,0.1242730646738419,0.4492753623188406,69,0.2584237430176735,0.0899716964085905,-0.2772578174051348,0.28,75
401110801,2019,2019-09-21,cal,0.1916863917501601,0.3783783783783784,74,0.7904142460335793,-0.2286525218620477,-0.0963689327878499,0.3516483516483517,91
401110801,2019,2019-09-21,miss,-0.0963689327878499,0.3516483516483517,91,0.099793838029495,-0.1490822560436013,0.1916863917501601,0.3783783783783784,74
401110802,2019,2019-09-21,msst,0.2191182669930797,0.4285714285714285,56,0.1487634034120726,0.4324723975072168,-0.2142857679083741,0.3376623376623376,77
401110802,2019,2019-09-21,uk,-0.2142857679083741,0.3376623376623376,77,-0.1806488013089202,0.1611737806773478,0.2191182669930797,0.4285714285714285,56
401110803,2019,2019-09-21,miz,-0.0425971997639234,0.3333333333333333,78,0.2783726838791556,-0.1633408160266323,-0.4366702987349526,0.203125,64
401110803,2019,2019-09-21,sc,-0.4366702987349526,0.203125,64,0.109531495819156,-0.2254212345307569,-0.0425971997639234,0.3333333333333333,78
401110804,2019,2019-09-21,aub,0.0565324350437596,0.3050847457627119,59,0.1094780410104983,0.1420642219841518,-0.2552731668160635,0.3174603174603174,63
401110804,2019,2019-09-21,ta&m,-0.2552731668160635,0.3174603174603174,63,0.164507937938613,-0.6856291200448178,0.0565324350437596,0.3050847457627119,59
401110805,2019,2019-09-21,lsu,0.7036472900482431,0.6,30,0.978772689976574,0.630269580271123,-0.1577685809748797,0.2432432432432432,37
401110805,2019,2019-09-21,van,-0.1577685809748797,0.2432432432432432,37,-0.3012313122296865,-0.1608203431723833,0.7036472900482431,0.6,30
401110806,2019,2019-09-28,ala,0.4441412071939054,0.574468085106383,47,0.7336253932637262,0.2779162043954212,-0.1615696374174497,0.3191489361702128,47
401110806,2019,2019-09-28,miss,-0.1615696374174497,0.3191489361702128,47,-0.3180883489812337,-0.0720400926695697,0.4441412071939054,0.574468085106383,47
401110807,2019,2019-09-28,ark,0.0338056287038221,0.3369565217391304,92,0.2831209113649348,-0.1691633949882936,0.115811607890147,0.4285714285714285,84
401110807,2019,2019-09-28,ta&m,0.115811607890147,0.4285714285714285,84,0.2334025669196214,0.1071615352830984,0.0338056287038221,0.3369565217391304,92
401110808,2019,2019-09-28,aub,0.8435628693557906,0.7142857142857143,14,1.117058535848799,0.8429354105246356,-0.5881912523484537,0.2105263157894736,19
401110808,2019,2019-09-28,msst,-0.5881912523484537,0.2105263157894736,19,-0.3285569694820502,-0.4784613912745288,0.8435628693557906,0.7142857142857143,14
401110809,2019,2019-09-28,fla,0.2654399438060533,0.6363636363636364,33,0.8971178870857589,-0.05312235859983,-0.2481469193264164,0.4,45
401110809,2019,2019-09-28,tow,-0.2481469193264164,0.4,45,-0.051613226491309,0.343664325762672,0.2654399438060533,0.6363636363636364,33
401110810,2019,2019-09-28,sc,0.1416953870721345,0.3508771929824561,57,-0.0822100436479907,0.3161494599337091,-0.6689748587436553,0.1521739130434782,46
401110810,2019,2019-09-28,uk,-0.6689748587436553,0.1521739130434782,46,-0.9178672060479,-0.3336450321036723,0.1416953870721345,0.3508771929824561,57
401110811,2019,2019-09-28,niu,-0.0243981107420872,0.3522727272727273,88,-0.0947739122741598,0.3052000566596928,0.0810654790778045,0.3870967741935484,62
401110811,2019,2019-09-28,van,0.0810654790778045,0.3870967741935484,62,-0.0904057859176447,0.408152817938898,-0.0243981107420872,0.3522727272727273,88
401110812,2019,2019-10-05,aub,-0.2844505535422234,0.2465753424657534,73,-0.2977089573891078,-0.1696349832284014,-0.2557588758180125,0.2705882352941176,85
401110812,2019,2019-10-05,fla,-0.2557588758180125,0.2705882352941176,85,0.0023648096996379,-0.1783176716014495,-0.2844505535422234,0.2465753424657534,73
401110813,2019,2019-10-05,lsu,0.2512790778607952,0.4912280701754385,57,0.7135853381347701,0.0742286528180886,-0.1269261117656574,0.25,48
401110813,2019,2019-10-05,usu,-0.1269261117656574,0.25,48,-0.2146098704664027,-0.6922080502948109,0.2512790778607952,0.4912280701754385,57
401110814,2019,2019-10-05,miss,0.2155172494847417,0.3695652173913043,46,-0.5719377616608983,1.0187301268711666,-0.205600882093097,0.2923076923076923,65
401110814,2019,2019-10-05,van,-0.205600882093097,0.2923076923076923,65,-0.3698988709174162,-0.0487796804067146,0.2155172494847417,0.3695652173913043,46
401110815,2019,2019-10-05,miz,0.5087205152679931,0.59375,32,0.9981762332540516,0.083074103283532,-0.2151140473720719,0.225,40
401110815,2019,2019-10-05,troy,-0.2151140473720719,0.225,40,-0.1993411094337515,-0.21597278972758,0.5087205152679931,0.59375,32
401110816,2019,2019-10-05,tenn,-0.0877425115536407,0.3050847457627119,59,0.2613343917700734,-0.2441256228948188,0.2986586341666828,0.5,70
401110816,2019,2019-10-05,uga,0.2986586341666828,0.5,70,0.7304543609443607,0.0823749364490788,-0.0877425115536407,0.3050847457627119,59
401110817,2019,2019-10-12,sc,-0.0028302640586822,0.2926829268292683,82,-0.0318100750462618,-0.0293780914620204,-0.005196714788635,0.4339622641509434,106
401110817,2019,2019-10-12,uga,-0.005196714788635,0.4339622641509434,106,0.1611575164672815,0.0062604058314462,-0.0028302640586822,0.2926829268292683,82
401110818,2019,2019-10-12,ark,-0.0001784720668004,0.4,75,-0.2720032503262097,0.3214237594177486,0.128874648381236,0.4,80
401110818,2019,2019-10-12,uk,0.128874648381236,0.4,80,0.3013375500062517,0.1643798293012026,-0.0001784720668004,0.4,75
401110819,2019,2019-10-13,fla,0.1871437762359167,0.4137931034482758,87,0.6299516091882483,-0.044770333497864,0.5064213390487052,0.5263157894736842,57
401110819,2019,2019-10-13,lsu,0.5064213390487052,0.5263157894736842,57,0.8671697763693967,0.5254756086027429,0.1871437762359167,0.4137931034482758,87
401110820,2019,2019-10-12,miss,-0.2315717464832654,0.2638888888888889,72,-0.0985817989060524,-0.288014262424185,0.1997143397606768,0.4556962025316455,79
401110820,2019,2019-10-12,miz,0.1997143397606768,0.4556962025316455,79,0.2824224885663167,0.1926902263515948,-0.2315717464832654,0.2638888888888889,72
401110821,2019,2019-10-12,msst,-0.141865169476436,0.3166666666666666,60,0.0259902926024363,0.0765908758589268,-0.0578320589561572,0.3333333333333333,72
401110821,2019,2019-10-12,tenn,-0.0578320589561572,0.3333333333333333,72,0.8196283770981948,-0.1613447781549038,-0.141865169476436,0.3166666666666666,60
401110822,2019,2019-10-12,ala,0.2096503744798686,0.4912280701754385,57,0.5531612668861865,-0.1808369208362488,-0.1851535112614512,0.375,64
401110822,2019,2019-10-12,ta&m,-0.1851535112614512,0.375,64,-0.1995827591392249,-0.0012068908056961,0.2096503744798686,0.4912280701754385,57
401110823,2019,2019-10-12,unlv,0.2136939270774188,0.4754098360655737,61,1.1270549575627749,-0.0142077768896175,-0.2128492569996936,0.4561403508771929,57
401110823,2019,2019-10-12,van,-0.2128492569996936,0.4561403508771929,57,-0.368752678451172,0.506088818179657,0.2136939270774188,0.4754098360655737,61
401110824,2019,2019-10-20,ala,0.0034055566062423,0.4923076923076923,65,0.3696915539656635,0.189768029706708,-0.1071903438556015,0.4050632911392405,79
401110824,2019,2019-10-20,tenn,-0.1071903438556015,0.4050632911392405,79,0.0598852043869676,-0.038900040381637,0.0034055566062423,0.4923076923076923,65
401110825,2019,2019-10-19,ark,-0.4938727089604712,0.2,55,-0.5251391463778172,-0.6336083031417487,0.1852143400831506,0.5666666666666667,30
401110825,2019,2019-10-19,aub,0.1852143400831506,0.5666666666666667,30,0.4312031114213018,0.0962534760735754,-0.4938727089604712,0.2,55
401110826,2019,2019-10-19,uga,-0.091435891355681,0.28,50,-0.4725093937239445,0.12131722448685,-0.3828949272523787,0.1864406779661017,59
401110826,2019,2019-10-19,uk,-0.3828949272523787,0.1864406779661017,59,-1.449394264522101,-0.0718868392934329,-0.091435891355681,0.28,50
401110827,2019,2019-10-19,miss,-0.2757216257925197,0.3037974683544304,79,-0.3123974611973678,0.0445515856328283,-0.1043644597348334,0.3780487804878049,82
401110827,2019,2019-10-19,ta&m,-0.1043644597348334,0.3780487804878049,82,-0.1379591391627545,0.2033171180487114,-0.2757216257925197,0.3037974683544304,79
401110828,2019,2019-10-19,lsu,0.3162292711168548,0.5555555555555556,45,0.2989059256325488,0.3209089123857628,-0.1927447321716542,0.3469387755102041,49
401110828,2019,2019-10-19,msst,-0.1927447321716542,0.3469387755102041,49,0.3618256635831048,-0.188502282800047,0.3162292711168548,0.5555555555555556,45
401110829,2019,2019-10-19,fla,0.0770413531664296,0.4084507042253521,71,0.2027805689411499,-0.0177119354535786,-0.1666857082421973,0.3417721518987341,79
401110829,2019,2019-10-19,sc,-0.1666857082421973,0.3417721518987341,79,-0.5449271007604677,0.1026987221308962,0.0770413531664296,0.4084507042253521,71
401110830,2019,2019-10-19,miz,-0.1325050271453589,0.3033707865168539,89,-0.331806316134168,0.0440302060851661,0.0211345718847279,0.3013698630136986,73
401110830,2019,2019-10-19,van,0.0211345718847279,0.3013698630136986,73,0.3949427517290057,-0.1193338640177568,-0.1325050271453589,0.3033707865168539,89
401110831,2019,2019-10-26,ala,0.4025784762391026,0.6190476190476191,21,0.6698154391696087,0.1054124010432849,-0.5891298325893838,0.25,24
401110831,2019,2019-10-26,ark,-0.5891298325893838,0.25,24,0.2494987592196837,-0.3055155934144736,0.4025784762391026,0.6190476190476191,21
401110832,2019,2019-10-26,miz,-0.2811160106373984,0.2539682539682539,63,-0.5274242255858574,-0.0402495137349082,0.1746705708351311,0.3777777777777777,45
401110832,2019,2019-10-26,uk,0.1746705708351311,0.3777777777777777,45,-0.0873032285767408,0.3997559415448043,-0.2811160106373984,0.2539682539682539,63
401110833,2019,2019-10-26,aub,-0.177903658108452,0.2708333333333333,96,-0.2847289746053798,-0.0045260976312742,0.0279233416717208,0.4205607476635514,107
401110833,2019,2019-10-26,lsu,0.0279233416717208,0.4205607476635514,107,0.1629587017169318,0.1117364682743677,-0.177903658108452,0.2708333333333333,96
401110834,2019,2019-10-26,sc,-0.0864286916703563,0.3209876543209876,81,-0.0757995216680787,-0.051522588607067,0.1455239183452304,0.3466666666666667,75
401110834,2019,2019-10-26,tenn,0.1455239183452304,0.3466666666666667,75,0.6265140828102328,-0.2230992737356715,-0.0864286916703563,0.3209876543209876,81
401110835,2019,2019-10-26,msst,-0.3939990671008228,0.2,30,-0.5302493012054448,0.168934422909101,0.2616644942616848,0.5128205128205128,39
401110835,2019,2019-10-26,ta&m,0.2616644942616848,0.5128205128205128,39,0.5372796721232552,0.1991322308615606,-0.3939990671008228,0.2,30
401110836,2019,2019-11-02,ark,-0.2197872996355217,0.1818181818181818,22,-0.9991329948465156,0.1437546631880121,0.5167129957036088,0.6,40
401110836,2019,2019-11-02,msst,0.5167129957036088,0.6,40,0.6794717129576602,0.6112763899176547,-0.2197872996355217,0.1818181818181818,22
401110837,2019,2019-11-02,aub,0.073939064260415,0.46875,96,0.2771629168492581,0.1422481127541743,-0.0648611247365828,0.3333333333333333,78
401110837,2019,2019-11-02,miss,-0.0648611247365828,0.3333333333333333,78,-0.462561756323021,0.1016767870465296,0.073939064260415,0.46875,96
401110838,2019,2019-11-02,fla,-0.0490298886157881,0.3492063492063492,63,0.0507870245559836,-0.4300292028726155,0.1171494035377667,0.419753086419753,81
401110838,2019,2019-11-02,uga,0.1171494035377667,0.419753086419753,81,0.6237636423735353,-0.281009613281433,-0.0490298886157881,0.3492063492063492,63
401110839,2019,2019-11-02,sc,-0.0076617939240591,0.4698795180722891,83,0.2643389910227063,-0.0355838380180952,-0.2482001857315272,0.3166666666666666,60
401110839,2019,2019-11-02,van,-0.2482001857315272,0.3166666666666666,60,-0.3095087072044394,-0.1071354029687064,-0.0076617939240591,0.4698795180722891,83
401110840,2019,2019-11-02,tenn,0.0505896016557258,0.3548387096774194,31,-0.6087003881943588,0.1685672651751521,-0.784173901861413,0.217391304347826,23
401110840,2019,2019-11-02,uab,-0.784173901861413,0.217391304347826,23,-0.2063347294515222,-0.0298880446512164,0.0505896016557258,0.3548387096774194,31
401110841,2019,2019-11-02,ta&m,0.4335722602843877,0.5121951219512195,41,0.2566027823442303,0.6397542247684087,-0.0639081566372214,0.3043478260869565,46
401110841,2019,2019-11-02,utsa,-0.0639081566372214,0.3043478260869565,46,-0.108954707783571,-0.004541198695394,0.4335722602843877,0.5121951219512195,41
401110842,2019,2019-11-09,ala,0.16788523691222,0.410958904109589,73,0.5389244464793711,-0.0280045474356897,0.2188702978549372,0.5466666666666666,75
401110842,2019,2019-11-09,lsu,0.2188702978549372,0.5466666666666666,75,0.4390577136807668,0.1903069717731551,0.16788523691222,0.410958904109589,73
401110843,2019,2019-11-09,ark,-0.1564661413449413,0.1904761904761904,21,-0.0433335423814226,0.7313861887583291,0.469880677019248,0.5,40
401110843,2019,2019-11-09,wku,0.469880677019248,0.5,40,0.5447672046380321,0.4006087399254833,-0.1564661413449413,0.1904761904761904,21
401110844,2019,2019-11-09,fla,0.0362274569522483,0.48,50,0.2338692450640058,0.2125329023818485,-0.4752311920591322,0.1538461538461538,39
401110844,2019,2019-11-09,van,-0.4752311920591322,0.1538461538461538,39,-1.204558085895516,-0.3021631406955496,0.0362274569522483,0.48,50
401110845,2019,2019-11-10,miz,-0.4802781526366496,0.1739130434782608,46,-0.2087545936465605,-0.4452527069321901,-0.0219128890851281,0.32,50
401110845,2019,2019-11-10,uga,-0.0219128890851281,0.32,50,-0.2186802704628729,-0.0091665293219665,-0.4802781526366496,0.1739130434782608,46
401110846,2019,2019-11-10,tenn,-0.0243975402230988,0.3103448275862069,58,0.2664956726179033,0.0165591643318492,-0.0127290700023691,0.3846153846153846,91
401110846,2019,2019-11-10,uk,-0.0127290700023691,0.3846153846153846,91,-0.962503865720534,0.0433689621397298,-0.0243975402230988,0.3103448275862069,58
401110847,2019,2019-11-09,miss,0.4856955417208702,0.5116279069767442,43,0.3190967887024163,0.6033562212595107,-0.070755831745726,0.4090909090909091,44
401110847,2019,2019-11-09,nmsu,-0.070755831745726,0.4090909090909091,44,0.053303340770824,-0.2825810975970702,0.4856955417208702,0.5116279069767442,43
401110848,2019,2019-11-10,app,-0.1897980596686521,0.3461538461538461,78,0.0818003385414187,-0.2582566866813091,-0.1330643212900688,0.3076923076923077,104
401110848,2019,2019-11-10,sc,-0.1330643212900688,0.3076923076923077,104,-0.1137718711781221,-0.3172200826866867,-0.1897980596686521,0.3461538461538461,78
401110849,2019,2019-11-16,aub,-0.1931677066589698,0.3411764705882353,85,-0.1452982486997799,-0.226688527353414,-0.1075046959383405,0.2463768115942029,69
401110849,2019,2019-11-16,uga,-0.1075046959383405,0.2463768115942029,69,-0.3388477524478275,-0.0282123413114443,-0.1931677066589698,0.3411764705882353,85
401110850,2019,2019-11-17,lsu,0.6669713921358709,0.7,40,0.8980827771419613,0.5769979590244286,-0.0913609460496581,0.3076923076923077,39
401110850,2019,2019-11-17,miss,-0.0913609460496581,0.3076923076923077,39,-0.1162864414198264,0.1047188884122679,0.6669713921358709,0.7,40
401110851,2019,2019-11-16,ala,0.7343523820955853,0.5384615384615384,26,1.2873343494555698,0.2626393145498609,-0.0761974824507116,0.3529411764705882,17
401110851,2019,2019-11-16,msst,-0.0761974824507116,0.3529411764705882,17,-0.5218071303250565,0.4612584651899168,0.7343523820955853,0.5384615384615384,26
