game_date,home_key,away_key,legacy_home_prob,legacy_draw_prob,legacy_away_prob,power_home_prob,power_draw_prob,power_away_prob,sport_home_prob,sport_draw_prob,sport_away_prob,meta_home_prob,meta_draw_prob,meta_away_prob,market_devig_home_prob,market_devig_draw_prob,market_devig_away_prob,outcome,home_win,draw,away_win
2020-10-24,laz,bol,35.437999999999995,35.0,29.562000000000005,31.031000000000002,35.0,33.969,56.63,25.04,18.33,51.510200000000005,27.032,21.4578,56.83208701563562,23.434009905797804,19.733903078566573,home,1,0,0
2020-10-25,cag,cro,26.988,35.0,38.012,35.256,35.0,29.744,62.15,24.1,13.75,56.7712,26.28,16.9488,,,,home,1,0,0
2020-10-25,ben,nap,12.220055999999998,31.348,56.431944,11.096763999999997,31.076,57.82723600000001,,,,11.096763999999995,31.075999999999997,57.827236000000006,,,,away,0,0,1
2020-10-25,par,spe,36.153000000000006,35.0,28.846999999999998,30.6735,35.0,34.3265,40.77,27.11,32.12,38.7507,28.688,32.561299999999996,46.05263157894737,26.973684210526315,26.973684210526315,draw,0,1,0
2020-10-25,fio,udi,21.06994656,33.5752,45.35485344000001,38.441,35.0,26.559,51.49,29.65,18.87,48.87628989680826,30.71754259659227,20.406167506599473,54.35958422430846,25.963110770602967,19.67730500508856,home,1,0,0
2020-10-25,juv,ver,15.135962560000003,32.0648,52.799237440000006,41.96725936000001,34.2824,23.750340640000005,58.83,25.05,16.12,55.457451872,26.896480000000004,17.646068128000003,70.29970520799213,18.70018560978273,11.000109182225133,draw,0,1,0
2020-10-26,mil,roma,23.762327039999995,34.2856,41.95207296,36.998000000000005,35.0,28.002,51.99,25.29,22.72,48.991600000000005,27.232,23.7764,,,,draw,0,1,0
2020-10-31,cro,ata,66.17071296,29.485599999999998,4.343687039999997,18.81562176,32.9928,48.19157824,8.4,15.1,76.5,10.483124352,18.67856,70.838315648,,,,away,0,0,1
2020-10-31,int,par,13.19045056,31.5848,55.22474944,43.109887359999995,34.0424,22.847712639999997,75.15,16.75,8.1,68.74197747199999,20.208479999999998,11.049542527999998,71.01877746703956,17.174057797309896,11.807164735650554,draw,0,1,0
2020-10-31,bol,cag,28.405,35.0,36.595,34.5475,35.0,30.4525,42.77,30.31,26.92,41.1255,31.248,27.6265,51.20187340725945,22.52221227357256,26.27591431916799,home,1,0,0
2020-11-01,udi,mil,61.04642544000001,30.455199999999998,8.49837456,20.69511864,33.4776,45.82728136,16.85,26.37,56.79,17.617614318854493,27.789296856251504,54.593088824894004,20.95996222214726,24.184571794785303,54.85546598306742,away,0,0,1
2020-11-01,spe,juv,51.23012416000001,32.3784,16.39147584,24.33616896,34.4392,41.22463104,28.51,26.68,44.81,27.675233792,28.23184,44.092926208,10.547371569580498,18.081208404995138,71.37142002542437,away,0,0,1
2020-11-01,tor,laz,39.25432816,34.8584,25.887271839999997,29.165499999999998,35.0,35.834500000000006,26.9,26.82,46.28,27.353099999999998,28.456000000000003,44.1909,26.03348182396717,24.663298570074158,49.303219605958674,away,0,0,1
2020-11-01,roma,fio,20.01,33.3,46.690000000000005,39.059999999999995,34.9,26.039999999999996,56.32,23.8,19.88,52.868,26.020000000000003,21.112,,,,home,1,0,0
2020-11-01,nap,sas,10.044471360000008,30.8232,59.13232864,44.93763216,33.6616,21.400767840000007,58.71,22.75,18.53,55.960003232258586,24.934314745179613,19.10568202256181,62.09516141599356,20.641248733864895,17.263589850141546,away,0,0,1
2020-11-01,sam,gen,11.494275999999992,31.171999999999997,57.33372400000001,44.098306,33.836,22.065693999999997,58.13,23.83,18.04,55.323661200000004,25.8312,18.8451388,49.91880074953154,26.35852592129919,23.72267332916927,draw,0,1,0
2020-11-04,gen,tor,29.237000000000002,35.0,35.763,34.1315,35.0,30.8685,42.51,26.73,30.75,40.837567005360434,28.386270901672134,30.776162092967436,39.82930298719772,26.742532005689895,33.42816500711237,away,0,0,1
2020-11-06,sas,udi,12.548676000000007,31.428,56.023323999999995,43.484706,33.964,22.551294000000006,57.33,24.42,18.24,54.56530642451396,26.3309064725178,19.103787102968237,44.26075521322562,25.042269396956602,30.696975389817773,draw,0,1,0
2020-11-07,cag,sam,48.42726544,32.9448,18.627934560000003,25.38645864,34.7224,39.89114136,34.21,28.03,37.77,32.44269631229501,29.36613070954324,38.191172978161745,34.11167512690355,26.802030456852787,39.08629441624365,home,1,0,0
2020-11-07,par,fio,35.659,35.0,29.341,30.9205,35.0,34.0795,33.38,27.19,39.43,32.8881,28.752,38.359899999999996,27.439024390243905,25.914634146341463,46.646341463414636,draw,0,1,0
2020-11-08,laz,juv,47.799406239999996,33.0728,19.12779376,25.622423440000002,34.7864,39.59117656,38.48,28.6,32.91,35.91135759660773,29.839667173373872,34.248975230018395,26.838315513855548,25.049094479598516,48.11259000654593,draw,0,1,0
2020-11-08,gen,roma,56.464668159999995,31.3416,12.193731840000003,22.387632959999998,33.9208,43.69156704000001,17.68,22.27,60.05,18.621526592,24.60016,56.778313408,,,,away,0,0,1
2020-11-08,ata,int,32.487,35.0,32.513,32.5065,35.0,32.493500000000004,38.14,26.29,35.57,37.0133,28.032,34.9547,36.0613810741688,24.040920716112527,39.89769820971867,draw,0,1,0
2020-11-08,tor,cro,24.812117760000003,34.5672,40.62068224,36.426,35.0,28.574,51.18,25.14,23.68,48.2292,27.112,24.658799999999996,,,,draw,0,1,0
2020-11-08,bol,nap,55.56661936,31.5176,12.91578064,22.720770160000004,34.0088,43.27042983999999,19.81,25.26,54.93,20.392154032,27.009760000000004,52.598085968,19.95659982041305,22.569964082609996,57.47343609697695,away,0,0,1
2020-11-08,mil,ver,18.40232976,32.8872,48.71047023999999,40.026292559999995,34.6936,25.28010744,65.85,23.16,10.99,60.685258512,25.466720000000002,13.848021488,64.70529619849533,20.85596133725275,14.438742464251906,draw,0,1,0
2020-11-21,cro,laz,46.64326575999999,33.3096,20.04713424,26.057608560000006,34.9048,39.03759144000001,21.2,26.2,52.6,22.171521711999997,27.940959999999997,49.887518288,,,,away,0,0,1
2020-11-21,spe,ata,50.291382240000004,32.5672,17.141417760000003,24.687379439999997,34.5336,40.77902055999999,24.64,24.19,51.17,24.649475888,26.25872,49.091804112,14.53287197231834,17.993079584775085,67.47404844290658,draw,0,1,0
2020-11-21,juv,cag,20.97174624,33.5496,45.47865376,38.493,35.0,26.507,59.41,23.92,16.68,55.22218222542196,26.13390928725702,18.643908487321013,73.4884069090705,17.104253607051294,9.407339483878213,home,1,0,0
2020-11-22,fio,ben,29.835000000000004,35.0,35.165,33.832499999999996,35.0,31.167500000000004,57.28,23.12,19.6,52.590500000000006,25.496000000000002,21.913500000000003,,,,away,0,0,1
2020-11-22,roma,par,14.826616000000008,31.988000000000003,53.185384,42.149595999999995,34.244,23.606404000000005,67.4,19.56,13.03,62.3549075926074,22.498599887991034,15.14649251940155,,,,home,1,0,0
2020-11-22,sam,bol,32.227,35.0,32.773,32.636500000000005,35.0,32.3635,51.85,25.82,22.34,48.00345972322215,27.653787696984242,24.342752579793615,37.87575150300601,27.05410821643286,35.07014028056112,away,0,0,1
2020-11-22,int,tor,17.91209664,32.7624,49.32550336,40.319475839999996,34.6312,25.049324159999998,72.62,18.6,8.78,66.159895168,21.806240000000003,12.033864831999999,71.55306287459733,16.55094523659792,11.895991888804753,home,1,0,0
2020-11-22,ver,sas,40.9375,34.5,24.5625,28.4375,35.0,36.5625,30.62,28.55,40.84,30.181085513158948,29.837612990960725,39.98130149588033,29.709605361131796,25.01861504095309,45.27177959791511,away,0,0,1
