nhl_game_id,season,team,is_home,xgf,xga,shots_for,shots_against,gf,ga
2017020264,2017,S.J,0,2.9894,3.4232,45,44,2,1
2017020265,2017,CAR,1,2.5517,2.176,42,37,5,1
2017020265,2017,DAL,0,2.176,2.5517,37,42,1,5
2017020266,2017,CGY,1,4.9555,2.3687,48,39,7,4
2017020266,2017,STL,0,2.3687,4.9555,39,48,4,7
2017020267,2017,BUF,0,3.1276,4.2223,41,61,4,5
2017020267,2017,PIT,1,4.2223,3.1276,61,41,5,4
2017020268,2017,CBJ,0,1.9707,2.9232,36,41,2,1
2017020268,2017,MTL,1,2.9232,1.9707,41,36,1,2
2017020269,2017,DAL,0,3.902,2.3488,49,41,3,3
2017020269,2017,FLA,1,2.3488,3.902,41,49,3,3
2017020270,2017,NSH,1,2.9404,2.3614,42,42,6,3
2017020270,2017,WSH,0,2.3614,2.9404,42,42,3,6
2017020271,2017,MIN,1,2.6324,2.1988,27,41,3,0
2017020271,2017,PHI,0,2.1988,2.6324,41,27,0,3
2017020272,2017,ARI,0,2.3158,3.174,45,38,1,4
2017020272,2017,WPG,1,3.174,2.3158,38,45,4,1
2017020273,2017,EDM,1,2.2246,1.6903,44,35,8,2
2017020273,2017,VGK,0,1.6903,2.2246,35,44,2,8
2017020274,2017,L.A,1,3.6875,3.035,47,35,2,3
2017020274,2017,VAN,0,3.035,3.6875,35,47,3,2
2017020275,2017,CGY,0,3.5507,3.8996,48,37,2,8
2017020275,2017,DET,1,3.8996,3.5507,37,48,8,2
2017020276,2017,CHI,1,3.919,1.8952,53,41,6,3
2017020276,2017,NYR,0,1.8952,3.919,41,53,3,6
2017020277,2017,ANA,1,3.3383,2.8273,38,59,4,2
2017020277,2017,BOS,0,2.8273,3.3383,59,38,2,4
2017020278,2017,N.J,0,2.8933,2.7808,58,42,0,1
2017020278,2017,TOR,1,2.7808,2.8933,42,58,1,0
2017020279,2017,CAR,0,2.8265,3.5761,40,48,4,6
2017020279,2017,NYI,1,3.5761,2.8265,48,40,6,4
2017020280,2017,ARI,0,4.2232,3.0016,44,52,5,4
2017020280,2017,MTL,1,3.0016,4.2232,52,44,4,5
2017020281,2017,OTT,1,1.4955,2.2284,34,36,1,3
2017020281,2017,PIT,0,2.2284,1.4955,36,34,3,1
2017020282,2017,DAL,0,2.5641,2.1633,35,34,1,6
2017020282,2017,T.B,1,2.1633,2.5641,34,35,6,1
2017020283,2017,MIN,1,3.6066,1.3637,49,42,6,4
2017020283,2017,NSH,0,1.3637,3.6066,42,49,4,6
2017020284,2017,PHI,0,2.1117,2.0838,44,41,2,2
2017020284,2017,WPG,1,2.0838,2.1117,41,44,2,2
2017020285,2017,COL,1,3.3153,4.6263,35,35,5,2
2017020285,2017,WSH,0,4.6263,3.3153,35,35,2,5
2017020286,2017,EDM,1,2.8525,3.8974,41,41,1,4
2017020286,2017,STL,0,3.8974,2.8525,41,41,4,1
2017020287,2017,VAN,1,1.7486,2.265,30,41,2,5
2017020287,2017,VGK,0,2.265,1.7486,41,30,5,2
2017020288,2017,BOS,0,3.1524,2.2501,39,43,2,1
2017020288,2017,L.A,1,2.2501,3.1524,43,39,1,2
2017020289,2017,FLA,0,2.4624,1.9819,36,50,2,0
2017020289,2017,S.J,1,1.9819,2.4624,50,36,0,2
2017020290,2017,CBJ,1,4.6074,2.6225,52,49,2,0
2017020290,2017,NYR,0,2.6225,4.6074,49,52,0,2
2017020291,2017,BUF,0,1.5813,3.8133,26,51,1,3
2017020291,2017,DET,1,3.8133,1.5813,51,26,3,1
2017020292,2017,CGY,0,5.5362,2.9394,42,46,5,4
2017020292,2017,PHI,1,2.9394,5.5362,46,42,4,5
2017020293,2017,ARI,0,2.3725,2.4436,38,47,3,2
2017020293,2017,OTT,1,2.4436,2.3725,47,38,2,3
2017020294,2017,DAL,1,2.7953,2.5965,32,38,6,3
2017020294,2017,EDM,0,2.5965,2.7953,38,32,3,6
2017020295,2017,N.J,0,1.8392,1.684,49,44,2,5
2017020295,2017,WPG,1,1.684,1.8392,44,49,5,2
2017020296,2017,FLA,0,1.8356,2.1192,33,27,0,4
2017020296,2017,L.A,1,2.1192,1.8356,27,33,4,0
2017020297,2017,BUF,1,2.2487,4.1498,38,46,1,3
2017020297,2017,CAR,0,4.1498,2.2487,46,38,3,1
2017020298,2017,MTL,1,1.7413,6.0872,41,44,0,6
2017020298,2017,TOR,0,6.0872,1.7413,44,41,6,0
2017020299,2017,NYI,0,3.7877,4.0751,41,56,5,3
2017020299,2017,T.B,1,4.0751,3.7877,56,41,3,5
2017020300,2017,CHI,0,3.242,1.9724,46,44,2,1
2017020300,2017,PIT,1,1.9724,3.242,44,46,1,2
2017020301,2017,MIN,0,3.0739,2.6693,42,46,1,3
2017020301,2017,WSH,1,2.6693,3.0739,46,42,3,1
2017020302,2017,COL,0,1.9903,1.8314,38,32,2,5
2017020302,2017,NSH,1,1.8314,1.9903,32,38,5,2
2017020303,2017,STL,0,1.7852,2.1407,39,36,4,3
2017020303,2017,VAN,1,2.1407,1.7852,36,39,3,4
2017020304,2017,BOS,0,2.0345,3.6227,35,56,3,1
2017020304,2017,S.J,1,3.6227,2.0345,56,35,1,3
2017020305,2017,CAR,1,2.3593,2.7397,47,39,4,2
2017020305,2017,NYI,0,2.7397,2.3593,39,47,2,4
2017020306,2017,COL,0,2.2893,1.6621,48,34,4,3
2017020306,2017,DET,1,1.6621,2.2893,34,48,3,4
2017020307,2017,NYR,1,3.0924,1.1638,40,33,3,0
2017020307,2017,OTT,0,1.1638,3.0924,33,40,0,3
2017020308,2017,L.A,0,2.0535,4.3261,34,51,2,4
2017020308,2017,VGK,1,4.3261,2.0535,51,34,4,2
2017020309,2017,ANA,1,3.6463,4.4088,40,70,3,2
2017020309,2017,FLA,0,4.4088,3.6463,70,40,2,3
2017020310,2017,BUF,1,2.1636,1.9119,39,42,2,3
2017020310,2017,CBJ,0,1.9119,2.1636,42,39,3,2
2017020311,2017,ARI,0,3.8522,2.7801,42,45,4,1
2017020311,2017,TOR,1,2.7801,3.8522,45,42,1,4
2017020312,2017,CGY,0,3.6046,4.1683,49,46,4,1
2017020312,2017,WSH,1,4.1683,3.6046,46,49,1,4
2017020313,2017,NSH,1,2.4332,2.5685,39,45,5,3
2017020313,2017,WPG,0,2.5685,2.4332,45,39,3,5
2017020314,2017,MIN,1,2.5684,2.2517,52,37,3,4
2017020314,2017,N.J,0,2.2517,2.5684,37,52,4,3
2017020315,2017,ANA,0,2.7862,3.705,37,61,2,2
2017020315,2017,S.J,1,3.705,2.7862,61,37,2,2
2017020316,2017,PHI,1,2.6931,5.1163,52,43,2,5
2017020316,2017,VAN,0,5.1163,2.6931,43,52,5,2
2017020317,2017,EDM,0,1.5443,3.8236,35,52,3,8
2017020317,2017,STL,1,3.8236,1.5443,52,35,8,3
2017020318,2017,DAL,1,3.8919,3.676,44,47,3,1
2017020318,2017,MTL,0,3.676,3.8919,47,44,1,3
2017020319,2017,BUF,1,2.2492,2.7247,48,37,4,5
2017020319,2017,MIN,0,2.7247,2.2492,37,48,5,4
2017020320,2017,DET,1,1.0364,1.9718,33,35,2,6
2017020320,2017,EDM,0,1.9718,1.0364,35,33,6,2
2017020321,2017,FLA,1,3.0975,3.7003,56,53,1,1
2017020321,2017,TOR,0,3.7003,3.0975,53,56,1,1
2017020322,2017,BOS,0,1.6515,4.0197,40,54,2,2
2017020322,2017,N.J,1,4.0197,1.6515,54,40,2,2
2017020323,2017,NYI,1,2.7486,3.9122,52,47,4,3
2017020323,2017,PHI,0,3.9122,2.7486,47,52,3,4
2017020324,2017,PIT,1,4.6735,4.0041,56,45,2,5
2017020324,2017,VAN,0,4.0041,4.6735,45,56,5,2
2017020325,2017,OTT,0,2.8398,2.5736,43,36,2,5
2017020325,2017,WSH,1,2.5736,2.8398,36,43,5,2
2017020326,2017,CAR,1,3.1056,3.189,49,42,1,6
2017020326,2017,NYR,0,3.189,3.1056,42,49,6,1
2017020327,2017,CBJ,1,2.4617,1.487,55,37,1,0
2017020327,2017,CGY,0,1.487,2.4617,37,55,0,1
2017020328,2017,CHI,0,2.642,4.6795,40,58,2,3
2017020328,2017,T.B,1,4.6795,2.642,58,40,3,2
2017020329,2017,MTL,0,2.6057,2.7835,38,46,2,2
2017020329,2017,NSH,1,2.7835,2.6057,46,38,2,2
2017020330,2017,COL,1,2.6658,1.506,40,36,3,0
2017020330,2017,DAL,0,1.506,2.6658,36,40,0,3
2017020331,2017,ARI,1,1.9958,2.2137,35,35,1,3
2017020331,2017,S.J,0,2.2137,1.9958,35,35,3,1
2017020332,2017,ANA,1,1.6069,3.5728,30,61,2,4
2017020332,2017,VGK,0,3.5728,1.6069,61,30,4,2
2017020333,2017,L.A,1,2.986,3.3069,53,48,1,2
2017020333,2017,WPG,0,3.3069,2.986,48,53,2,1
2017020334,2017,BOS,1,2.1025,2.7812,43,33,4,3
2017020334,2017,PIT,0,2.7812,2.1025,33,43,3,4
2017020335,2017,NYI,0,3.8954,2.3934,51,46,5,4
2017020335,2017,PHI,1,2.3934,3.8954,46,51,4,5
2017020336,2017,COL,0,1.7026,1.7274,44,29,2,2
2017020336,2017,MIN,1,1.7274,1.7026,29,44,2,2
2017020337,2017,ANA,1,2.7129,3.7747,51,49,1,4
2017020337,2017,WPG,0,3.7747,2.7129,49,51,4,1
2017020338,2017,T.B,0,3.3399,3.6884,43,50,1,3
2017020338,2017,WSH,1,3.6884,3.3399,50,43,3,1
2017020339,2017,BUF,1,3.4808,2.237,40,39,3,1
2017020339,2017,EDM,0,2.237,3.4808,39,40,1,3
2017020340,2017,N.J,1,3.0808,2.1154,36,37,3,2
2017020340,2017,VAN,0,2.1154,3.0808,37,36,2,3
2017020341,2017,DET,0,3.0508,3.0453,61,42,1,2
2017020341,2017,NYR,1,3.0453,3.0508,42,61,2,1
2017020342,2017,CBJ,1,2.8134,1.8005,44,34,5,2
2017020342,2017,OTT,0,1.8005,2.8134,34,44,2,5
2017020343,2017,CAR,1,5.24,2.0004,69,32,4,5
2017020343,2017,TOR,0,2.0004,5.24,32,69,5,4
2017020344,2017,NSH,0,3.4608,1.747,37,49,2,0
2017020344,2017,STL,1,1.747,3.4608,49,37,0,2
2017020345,2017,CGY,0,3.8067,4.7685,47,47,4,6
2017020345,2017,DAL,1,4.7685,3.8067,47,47,6,4
2017020346,2017,ARI,1,3.6259,1.9468,51,44,3,2
2017020346,2017,L.A,0,1.9468,3.6259,44,51,2,3
2017020347,2017,S.J,0,2.6281,4.6202,39,43,4,5
2017020347,2017,VGK,1,4.6202,2.6281,43,39,5,4
2017020348,2017,TOR,1,2.3237,2.7686,44,31,2,4
2017020348,2017,WSH,0,2.7686,2.3237,31,44,4,2
2017020349,2017,BUF,0,2.4368,4.2191,48,37,0,3
2017020349,2017,MTL,1,4.2191,2.4368,37,48,3,0
2017020350,2017,NYI,0,2.1269,2.3799,35,45,2,1
2017020350,2017,OTT,1,2.3799,2.1269,45,35,1,2
2017020351,2017,DET,1,1.702,3.7101,39,38,3,4
2017020351,2017,N.J,0,3.7101,1.702,38,39,4,3
2017020352,2017,CHI,0,2.8405,3.6526,44,46,4,1
2017020352,2017,FLA,1,3.6526,2.8405,46,44,1,4
2017020353,2017,PIT,1,3.6006,2.6855,47,48,5,2
2017020353,2017,T.B,0,2.6855,3.6006,48,47,2,5
2017020354,2017,MIN,0,3.641,3.3623,37,53,3,6
2017020354,2017,STL,1,3.3623,3.641,53,37,6,3
2017020355,2017,ARI,1,2.4713,3.4854,40,41,2,4
2017020355,2017,VGK,0,3.4854,2.4713,41,40,4,2
2017020356,2017,CGY,0,3.1672,1.989,46,40,3,2
2017020356,2017,COL,1,1.989,3.1672,40,46,2,3
2017020357,2017,S.J,1,2.896,3.1067,45,54,4,0
2017020357,2017,WPG,0,3.1067,2.896,54,45,0,4
2017020358,2017,ANA,0,2.5583,2.2388,41,53,1,1
2017020358,2017,L.A,1,2.2388,2.5583,53,41,1,1
2017020359,2017,CAR,1,3.9546,3.5355,52,54,3,3
2017020359,2017,NSH,0,3.5355,3.9546,54,52,3,3
2017020360,2017,NYR,1,1.7568,2.0365,33,43,3,3
2017020360,2017,VAN,0,2.0365,1.7568,43,33,3,3
2017020361,2017,BOS,1,2.3786,3.0239,33,45,2,4
2017020361,2017,EDM,0,3.0239,2.3786,45,33,4,2
2017020362,2017,FLA,0,1.9799,2.0383,52,36,3,2
2017020362,2017,N.J,1,2.0383,1.9799,36,52,2,3
2017020363,2017,PHI,0,3.0349,4.9724,41,72,4,5
2017020363,2017,PIT,1,4.9724,3.0349,72,41,5,4
2017020364,2017,CBJ,0,2.5019,3.7539,50,37,1,3
2017020364,2017,MTL,1,3.7539,2.5019,37,50,3,1
2017020365,2017,MIN,0,1.2358,2.4426,27,36,2,7
2017020365,2017,WPG,1,2.4426,1.2358,36,27,7,2
2017020366,2017,ANA,0,2.5056,4.1455,38,48,3,7
2017020366,2017,CHI,1,4.1455,2.5056,48,38,7,3
2017020367,2017,BUF,1,2.0339,2.699,47,40,0,2
2017020367,2017,T.B,0,2.699,2.0339,40,47,2,0
2017020368,2017,NYI,1,2.7057,2.2266,50,35,5,2
2017020368,2017,VAN,0,2.2266,2.7057,35,50,2,5
2017020369,2017,FLA,0,2.4419,2.78,36,54,5,4
2017020369,2017,NYR,1,2.78,2.4419,54,36,4,5
2017020370,2017,PHI,1,2.5308,3.6533,30,47,1,3
2017020370,2017,S.J,0,3.6533,2.5308,47,30,3,1
2017020371,2017,CAR,0,2.9478,2.3624,38,46,2,2
2017020371,2017,CBJ,1,2.3624,2.9478,46,38,2,2
2017020372,2017,DET,1,1.8566,2.4866,33,45,1,4
2017020372,2017,L.A,0,2.4866,1.8566,45,33,4,1
2017020373,2017,CHI,0,3.0855,2.9746,59,46,2,3
2017020373,2017,NSH,1,2.9746,3.0855,46,59,3,2
2017020374,2017,CGY,1,1.3402,2.5199,34,41,1,4
2017020374,2017,TOR,0,2.5199,1.3402,41,34,4,1
2017020375,2017,ARI,0,4.6846,3.4272,49,48,2,3
2017020375,2017,EDM,1,3.4272,4.6846,48,49,3,2
2017020376,2017,DAL,0,2.224,2.0086,37,42,3,0
2017020376,2017,VGK,1,2.0086,2.224,42,37,0,3
2017020377,2017,BOS,1,2.977,2.1426,53,34,3,2
2017020377,2017,T.B,0,2.1426,2.977,34,53,2,3
2017020378,2017,MTL,1,3.6771,1.5333,44,38,1,1
2017020378,2017,OTT,0,1.5333,3.6771,38,44,1,1
2017020379,2017,ANA,0,2.7161,3.1378,34,50,3,2
2017020379,2017,STL,1,3.1378,2.7161,50,34,2,3
2017020380,2017,COL,1,2.1496,3.0219,39,44,3,2
2017020380,2017,WPG,0,3.0219,2.1496,44,39,2,3
2017020381,2017,L.A,0,4.9675,2.4018,42,48,5,2
2017020381,2017,WSH,1,2.4018,4.9675,48,42,2,5
2017020382,2017,DET,1,1.8934,2.5546,42,28,3,6
2017020382,2017,MTL,0,2.5546,1.8934,28,42,6,3
2017020383,2017,NSH,1,3.1951,4.3573,47,37,3,5
2017020383,2017,VAN,0,4.3573,3.1951,37,47,5,3
2017020384,2017,MIN,1,3.0803,1.7897,45,41,4,2
2017020384,2017,VGK,0,1.7897,3.0803,41,45,2,4
2017020385,2017,CHI,1,1.8824,3.1668,32,43,3,3
2017020385,2017,DAL,0,3.1668,1.8824,43,32,3,3
2017020386,2017,ARI,0,2.3837,4.6076,42,56,0,3
2017020386,2017,CGY,1,4.6076,2.3837,56,42,3,0
2017020387,2017,EDM,1,2.9887,4.6987,59,51,4,6
2017020387,2017,TOR,0,4.6987,2.9887,51,59,6,4
2017020388,2017,BUF,1,2.0904,1.904,43,36,0,3
2017020388,2017,PIT,0,1.904,2.0904,36,43,3,0
2017020389,2017,NYI,1,3.7786,3.371,44,48,5,6
2017020389,2017,OTT,0,3.371,3.7786,48,44,6,5
2017020390,2017,CAR,0,1.6565,3.4509,44,37,1,5
2017020390,2017,NYR,1,3.4509,1.6565,37,44,5,1
2017020391,2017,ANA,0,2.1943,2.7642,33,44,2,4
2017020391,2017,CBJ,1,2.7642,2.1943,44,33,4,2
2017020392,2017,FLA,1,3.1482,3.6066,54,53,1,2
2017020392,2017,S.J,0,3.6066,3.1482,53,54,2,1
2017020393,2017,L.A,0,2.5987,3.2388,33,55,4,1
2017020393,2017,STL,1,3.2388,2.5987,55,33,1,4
2017020394,2017,VGK,0,2.1639,2.9598,43,55,4,7
2017020394,2017,WPG,1,2.9598,2.1639,55,43,7,4
2017020395,2017,COL,1,2.0035,1.6685,36,28,1,2
2017020395,2017,N.J,0,1.6685,2.0035,28,36,2,1
2017020396,2017,BOS,0,3.0596,1.9328,39,36,3,0
2017020396,2017,PHI,1,1.9328,3.0596,36,39,0,3
2017020397,2017,MIN,1,1.8626,2.4567,35,58,2,1
2017020397,2017,STL,0,2.4567,1.8626,58,35,1,2
2017020398,2017,DET,0,1.4983,3.777,34,39,1,10
2017020398,2017,MTL,1,3.777,1.4983,39,34,10,1
2017020399,2017,S.J,0,1.5036,4.0695,37,51,2,5
2017020399,2017,T.B,1,4.0695,1.5036,51,37,5,2
2017020400,2017,BUF,0,1.745,3.4176,47,40,1,5
2017020400,2017,PIT,1,3.4176,1.745,40,47,5,1
2017020401,2017,CBJ,0,3.4637,2.1321,54,36,3,4
2017020401,2017,WSH,1,2.1321,3.4637,36,54,4,3
2017020402,2017,TOR,0,2.0909,1.7179,47,37,1,2
2017020402,2017,VAN,1,1.7179,2.0909,37,47,2,1
2017020403,2017,CAR,1,4.8742,3.1483,67,63,3,2
2017020403,2017,FLA,0,3.1483,4.8742,63,67,2,3
2017020404,2017,ANA,0,2.285,2.7009,43,44,2,2
2017020404,2017,NSH,1,2.7009,2.285,44,43,2,2
2017020405,2017,ARI,1,1.8599,1.6279,37,44,5,0
2017020405,2017,N.J,0,1.6279,1.8599,44,37,0,5
2017020406,2017,CHI,0,1.7605,2.6276,44,47,2,2
2017020406,2017,DAL,1,2.6276,1.7605,47,44,2,2
2017020407,2017,CGY,1,1.9859,2.7576,43,51,5,7
2017020407,2017,EDM,0,2.7576,1.9859,51,43,7,5
2017020408,2017,CHI,1,1.521,2.2869,36,33,1,3
2017020408,2017,L.A,0,2.2869,1.521,33,36,3,1
2017020409,2017,OTT,0,1.4762,3.6627,32,61,0,5
2017020409,2017,WPG,1,3.6627,1.4762,61,32,5,0
2017020410,2017,COL,1,1.4524,2.4769,37,32,2,7
2017020410,2017,DAL,0,2.4769,1.4524,32,37,7,2
2017020411,2017,ARI,0,3.9972,3.7743,50,66,2,3
2017020411,2017,VGK,1,3.7743,3.9972,66,50,3,2
2017020412,2017,S.J,0,3.1073,3.1529,41,45,1,4
2017020412,2017,WSH,1,3.1529,3.1073,45,41,4,1
2017020413,2017,FLA,1,3.2488,1.9892,51,45,4,4
2017020413,2017,NYI,0,1.9892,3.2488,45,51,4,4
2017020414,2017,BOS,0,2.8878,2.4819,52,35,3,5
2017020414,2017,NSH,1,2.4819,2.8878,35,52,5,3
2017020415,2017,CGY,1,3.0956,3.1108,61,31,2,5
2017020415,2017,PHI,0,3.1108,3.0956,31,61,5,2
2017020416,2017,NYR,0,2.7733,3.2258,33,59,4,3
2017020416,2017,PIT,1,3.2258,2.7733,59,33,3,4
2017020417,2017,CBJ,1,2.9302,3.5085,54,46,1,4
2017020417,2017,N.J,0,3.5085,2.9302,46,54,4,1
2017020418,2017,MTL,1,1.8252,2.0827,35,39,3,4
2017020418,2017,STL,0,2.0827,1.8252,39,35,4,3
2017020419,2017,DET,1,3.1781,1.7168,50,42,5,1
2017020419,2017,WPG,0,1.7168,3.1781,42,50,1,5
2017020420,2017,NYI,0,2.3661,4.8583,38,47,2,6
2017020420,2017,T.B,1,4.8583,2.3661,47,38,6,2
2017020421,2017,DAL,1,3.9026,2.8559,57,38,2,5
2017020421,2017,NSH,0,2.8559,3.9026,38,57,5,2
2017020422,2017,BUF,0,3.8513,3.0641,48,53,4,2
2017020422,2017,COL,1,3.0641,3.8513,53,48,2,4
2017020423,2017,CAR,0,1.9775,1.8913,45,32,0,3
2017020423,2017,VAN,1,1.8913,1.9775,32,45,3,0
2017020424,2017,ANA,0,3.1167,4.894,36,57,3,3
2017020424,2017,VGK,1,4.894,3.1167,57,36,3,3
2017020425,2017,L.A,1,2.4194,1.8232,40,32,5,2
2017020425,2017,MIN,0,1.8232,2.4194,32,40,2,5
2017020426,2017,CGY,0,4.3514,3.8541,65,50,1,1
2017020426,2017,TOR,1,3.8541,4.3514,50,65,1,1
2017020427,2017,CHI,0,2.3868,3.5931,48,36,2,6
2017020427,2017,WSH,1,3.5931,2.3868,36,48,6,2
2017020428,2017,EDM,1,3.2558,3.7601,39,42,2,4
2017020428,2017,PHI,0,3.7601,3.2558,42,39,4,2
2017020429,2017,ANA,1,2.5555,1.6015,28,44,3,0
2017020429,2017,OTT,0,1.6015,2.5555,44,28,0,3
2017020430,2017,ARI,0,2.1654,4.8608,34,51,1,6
2017020430,2017,BOS,1,4.8608,2.1654,51,34,6,1
2017020431,2017,NYI,0,2.6564,2.8477,34,45,3,4
2017020431,2017,PIT,1,2.8477,2.6564,45,34,4,3
2017020432,2017,CGY,0,3.3502,2.4297,54,54,3,2
2017020432,2017,MTL,1,2.4297,3.3502,54,54,2,3
2017020433,2017,COL,0,2.3467,4.8337,37,47,2,5
2017020433,2017,T.B,1,4.8337,2.3467,47,37,5,2
2017020434,2017,FLA,1,4.0265,4.1927,45,56,6,4
2017020434,2017,WPG,0,4.1927,4.0265,56,45,4,6
2017020435,2017,DAL,0,2.6736,3.9115,36,38,0,3
2017020435,2017,STL,1,3.9115,2.6736,38,36,3,0
2017020436,2017,PHI,0,3.7482,3.4156,36,45,4,1
2017020436,2017,VAN,1,3.4156,3.7482,45,36,1,4
2017020437,2017,L.A,1,3.3436,4.2396,55,59,4,3
2017020437,2017,OTT,0,4.2396,3.3436,59,55,3,4
2017020438,2017,CAR,0,2.6696,2.6491,36,47,4,5
2017020438,2017,S.J,1,2.6491,2.6696,47,36,5,4
2017020439,2017,CBJ,0,2.5585,2.0789,38,34,5,3
2017020439,2017,N.J,1,2.0789,2.5585,34,38,3,5
2017020440,2017,NYR,0,2.0511,4.3265,40,51,2,4
2017020440,2017,WSH,1,4.3265,2.0511,51,40,4,2
2017020441,2017,NSH,1,2.8411,4.7254,53,51,3,3
2017020441,2017,VGK,0,4.7254,2.8411,51,53,3,3
2017020442,2017,BUF,0,1.7707,4.1173,35,64,2,3
2017020442,2017,CHI,1,4.1173,1.7707,64,35,3,2
2017020443,2017,ANA,1,2.4097,3.0309,44,49,2,3
2017020443,2017,MIN,0,3.0309,2.4097,49,44,3,2
2017020444,2017,BOS,1,3.3612,2.1816,44,40,3,1
2017020444,2017,NYI,0,2.1816,3.3612,40,44,1,3
2017020445,2017,EDM,0,3.4389,2.4861,55,36,6,2
2017020445,2017,MTL,1,2.4861,3.4389,36,55,2,6
2017020446,2017,DET,1,2.7451,1.9048,38,30,1,6
2017020446,2017,STL,0,1.9048,2.7451,30,38,6,1
2017020447,2017,T.B,1,2.0902,1.5102,40,30,4,3
2017020447,2017,WPG,0,1.5102,2.0902,30,40,3,4
2017020448,2017,COL,0,3.0531,2.9924,36,55,7,3
2017020448,2017,FLA,1,2.9924,3.0531,55,36,3,7
2017020449,2017,N.J,0,1.508,2.9779,40,43,2,5
2017020449,2017,NYR,1,2.9779,1.508,43,40,5,2
2017020450,2017,PIT,1,2.2115,2.8344,47,34,3,4
2017020450,2017,TOR,0,2.8344,2.2115,34,47,4,3
2017020451,2017,ARI,0,2.8413,2.7857,43,40,0,1
2017020451,2017,CBJ,1,2.7857,2.8413,40,43,1,0
2017020452,2017,DAL,1,3.1327,3.794,45,43,3,5
2017020452,2017,VGK,0,3.794,3.1327,43,45,5,3
2017020453,2017,CGY,1,3.3794,2.2014,53,34,4,2
2017020453,2017,VAN,0,2.2014,3.3794,34,53,2,4
2017020454,2017,OTT,0,1.3295,5.2272,35,68,0,5
2017020454,2017,S.J,1,5.2272,1.3295,68,35,5,0
2017020455,2017,CAR,0,3.5803,1.5205,48,32,2,3
2017020455,2017,L.A,1,1.5205,3.5803,32,48,3,2
2017020456,2017,EDM,0,3.0845,3.0629,69,33,0,1
2017020456,2017,TOR,1,3.0629,3.0845,33,69,1,0
2017020457,2017,ARI,0,2.5956,3.5285,42,51,1,3
2017020457,2017,CHI,1,3.5285,2.5956,51,42,3,1
2017020458,2017,BUF,0,1.8976,3.4936,34,53,2,3
2017020458,2017,STL,1,3.4936,1.8976,53,34,3,2
2017020459,2017,MIN,0,3.093,3.2696,36,57,4,3
2017020459,2017,S.J,1,3.2696,3.093,57,36,3,4
2017020460,2017,NYI,1,4.8974,1.8697,46,40,3,1
2017020460,2017,WSH,0,1.8697,4.8974,40,46,1,3
2017020461,2017,DAL,0,3.5277,2.4136,63,34,1,1
2017020461,2017,NYR,1,2.4136,3.5277,34,63,1,1
2017020462,2017,COL,0,3.1294,2.7319,40,55,2,1
2017020462,2017,PIT,1,2.7319,3.1294,55,40,1,2
2017020463,2017,DET,1,3.5697,2.7436,46,41,1,2
2017020463,2017,FLA,0,2.7436,3.5697,41,46,2,1
2017020464,2017,VAN,0,0.9722,2.3113,33,33,1,5
2017020464,2017,WPG,1,2.3113,0.9722,33,33,5,1
2017020465,2017,ANA,1,2.3671,2.8028,39,48,3,2
2017020465,2017,CAR,0,2.8028,2.3671,48,39,2,3
2017020466,2017,BUF,1,1.5434,2.689,32,38,3,2
2017020466,2017,OTT,0,2.689,1.5434,38,32,2,3
2017020467,2017,L.A,0,1.6746,2.1395,24,35,1,5
2017020467,2017,N.J,1,2.1395,1.6746,35,24,5,1
2017020468,2017,PHI,1,3.4718,2.3567,48,34,4,2
2017020468,2017,TOR,0,2.3567,3.4718,34,48,2,4
2017020469,2017,COL,0,1.9063,3.3618,34,42,2,5
2017020469,2017,WSH,1,3.3618,1.9063,42,34,5,2
2017020470,2017,CBJ,1,1.9761,4.0991,40,47,2,7
2017020470,2017,EDM,0,4.0991,1.9761,47,40,7,2
2017020471,2017,STL,1,2.6549,2.8708,48,37,0,3
2017020471,2017,T.B,0,2.8708,2.6549,37,48,3,0
2017020472,2017,CGY,0,1.7149,1.8179,45,36,1,1
2017020472,2017,MIN,1,1.8179,1.7149,36,45,1,1
2017020473,2017,CHI,1,3.1431,2.9021,40,47,3,2
2017020473,2017,FLA,0,2.9021,3.1431,47,40,2,3
2017020474,2017,CAR,0,2.6908,1.6844,44,30,2,2
2017020474,2017,VGK,1,1.6844,2.6908,30,44,2,2
2017020475,2017,NYR,0,1.7136,1.563,39,39,2,3
2017020475,2017,OTT,1,1.563,1.7136,39,39,3,2
2017020476,2017,DAL,0,2.1588,3.1266,35,45,5,2
2017020476,2017,NYI,1,3.1266,2.1588,45,35,2,5
2017020477,2017,BOS,0,2.1793,1.6702,40,39,3,2
2017020477,2017,DET,1,1.6702,2.1793,39,40,2,3
2017020478,2017,NSH,0,4.3676,1.996,59,34,7,1
2017020478,2017,VAN,1,1.996,4.3676,34,59,1,7
2017020479,2017,BOS,1,4.1155,3.4729,59,34,3,5
2017020479,2017,WSH,0,3.4729,4.1155,34,59,5,3
2017020480,2017,BUF,0,1.8762,2.3515,29,43,1,2
2017020480,2017,PHI,1,2.3515,1.8762,43,29,2,1
2017020481,2017,CBJ,1,4.5888,3.4243,47,45,6,4
2017020481,2017,NYI,0,3.4243,4.5888,45,47,4,6
2017020482,2017,MTL,1,2.262,2.967,51,47,2,1
2017020482,2017,N.J,0,2.967,2.262,47,51,1,2
2017020483,2017,ANA,0,2.9539,1.5802,29,38,3,1
2017020483,2017,STL,1,1.5802,2.9539,38,29,1,3
