nhl_game_id,season,team,is_home,xgf,xga,shots_for,shots_against,gf,ga
2011021143,2011,NYI,0,2.7307,5.0052,36,73,5,3
2011021143,2011,PIT,1,5.0052,2.7307,73,36,3,5
2011021144,2011,BUF,0,2.6882,4.0146,44,59,5,1
2011021144,2011,WSH,1,4.0146,2.6882,59,44,1,5
2011021145,2011,FLA,0,1.7747,2.7153,50,37,2,2
2011021145,2011,MTL,1,2.7153,1.7747,37,50,2,2
2011021146,2011,NSH,0,1.4393,2.088,30,37,0,3
2011021146,2011,STL,1,2.088,1.4393,37,30,3,0
2011021147,2011,MIN,1,2.2426,2.5118,34,45,2,3
2011021147,2011,NYR,0,2.5118,2.2426,45,34,3,2
2011021148,2011,NYR,0,3.2859,1.9685,36,37,4,2
2011021148,2011,WPG,1,1.9685,3.2859,37,36,2,4
2011021149,2011,CBJ,1,2.5333,2.6427,46,40,4,2
2011021149,2011,DET,0,2.6427,2.5333,40,46,2,4
2011021150,2011,CGY,1,1.3307,2.5809,23,42,0,3
2011021150,2011,L.A,0,2.5809,1.3307,42,23,3,0
2011021151,2011,DAL,0,1.9141,3.1187,32,41,3,1
2011021151,2011,EDM,1,3.1187,1.9141,41,32,1,3
2011021152,2011,COL,0,2.07,1.6457,53,28,0,1
2011021152,2011,VAN,1,1.6457,2.07,28,53,1,0
2011021153,2011,ANA,1,3.1011,1.4931,36,40,3,1
2011021153,2011,S.J,0,1.4931,3.1011,40,36,1,3
2011021154,2011,BOS,1,1.8288,1.1626,45,36,2,2
2011021154,2011,WSH,0,1.1626,1.8288,36,45,2,2
2011021155,2011,PHI,0,5.4691,2.2061,46,29,7,1
2011021155,2011,TOR,1,2.2061,5.4691,29,46,1,7
2011021156,2011,N.J,1,3.2212,1.6163,55,20,6,4
2011021156,2011,T.B,0,1.6163,3.2212,20,55,4,6
2011021157,2011,NYI,1,3.715,2.7225,34,38,5,3
2011021157,2011,PIT,0,2.7225,3.715,38,34,3,5
2011021158,2011,FLA,0,4.3791,2.6333,43,32,2,3
2011021158,2011,MIN,1,2.6333,4.3791,32,43,3,2
2011021159,2011,CHI,1,2.6455,1.6725,47,31,3,3
2011021159,2011,STL,0,1.6725,2.6455,31,47,3,3
2011021160,2011,ARI,1,3.2984,3.0631,43,56,2,0
2011021160,2011,S.J,0,3.0631,3.2984,56,43,0,2
2011021161,2011,MTL,0,1.3083,2.8698,29,33,1,4
2011021161,2011,NYR,1,2.8698,1.3083,33,29,4,1
2011021162,2011,CAR,1,3.5715,4.0221,44,53,3,4
2011021162,2011,WPG,0,4.0221,3.5715,53,44,4,3
2011021163,2011,CBJ,1,3.0961,2.1654,41,36,4,1
2011021163,2011,FLA,0,2.1654,3.0961,36,41,1,4
2011021164,2011,BUF,1,2.4783,4.6254,41,46,3,5
2011021164,2011,PIT,0,4.6254,2.4783,46,41,5,3
2011021165,2011,DET,1,3.0125,2.6303,47,38,1,4
2011021165,2011,NSH,0,2.6303,3.0125,38,47,4,1
2011021166,2011,CGY,1,3.3581,2.9291,55,44,1,4
2011021166,2011,COL,0,2.9291,3.3581,44,55,4,1
2011021167,2011,EDM,1,1.1502,4.4785,26,51,1,4
2011021167,2011,L.A,0,4.4785,1.1502,51,26,4,1
2011021168,2011,DAL,0,2.2845,1.8531,38,41,2,5
2011021168,2011,VAN,1,1.8531,2.2845,41,38,5,2
2011021169,2011,BOS,0,2.4173,2.264,38,36,6,3
2011021169,2011,NYI,1,2.264,2.4173,36,38,3,6
2011021170,2011,OTT,0,2.1495,4.5444,45,52,3,3
2011021170,2011,PHI,1,4.5444,2.1495,52,45,3,3
2011021171,2011,BUF,0,2.8821,4.0131,55,42,3,4
2011021171,2011,TOR,1,4.0131,2.8821,42,55,4,3
2011021172,2011,MTL,0,1.9985,2.6486,52,48,2,2
2011021172,2011,WSH,1,2.6486,1.9985,48,52,2,2
2011021173,2011,CAR,1,2.0326,2.0294,37,40,0,5
2011021173,2011,N.J,0,2.0294,2.0326,40,37,5,0
2011021174,2011,T.B,1,4.6493,2.2451,52,39,3,2
2011021174,2011,WPG,0,2.2451,4.6493,39,52,2,3
2011021175,2011,CBJ,0,4.2985,2.6921,39,53,5,2
2011021175,2011,STL,1,2.6921,4.2985,53,39,2,5
2011021176,2011,CHI,0,2.599,2.4228,42,37,5,4
2011021176,2011,NSH,1,2.4228,2.599,37,42,4,5
2011021177,2011,L.A,0,2.9043,1.8406,49,34,3,3
2011021177,2011,MIN,1,1.8406,2.9043,34,49,3,3
2011021178,2011,ANA,0,1.741,2.6832,57,41,0,4
2011021178,2011,ARI,1,2.6832,1.741,41,57,4,0
2011021179,2011,CGY,0,1.5757,2.9187,39,52,2,3
2011021179,2011,VAN,1,2.9187,1.5757,52,39,3,2
2011021180,2011,DAL,0,0.773,2.5339,33,42,0,3
2011021180,2011,S.J,1,2.5339,0.773,42,33,3,0
2011021181,2011,NYI,1,2.6568,3.9915,39,42,1,5
2011021181,2011,OTT,0,3.9915,2.6568,42,39,5,1
2011021182,2011,BOS,0,2.2547,1.8471,34,46,2,1
2011021182,2011,NYR,1,1.8471,2.2547,46,34,1,2
2011021183,2011,DET,1,2.1141,1.5836,45,37,1,1
2011021183,2011,FLA,0,1.5836,2.1141,37,45,1,1
2011021184,2011,CHI,1,3.1384,2.7164,49,41,4,4
2011021184,2011,MIN,0,2.7164,3.1384,41,49,4,4
2011021185,2011,PHI,0,3.0466,5.5509,34,65,6,4
2011021185,2011,PIT,1,5.5509,3.0466,65,34,4,6
2011021186,2011,ANA,1,3.3933,1.2037,47,23,1,2
2011021186,2011,EDM,0,1.2037,3.3933,23,47,2,1
2011021187,2011,T.B,1,3.0991,2.1185,39,49,4,2
2011021187,2011,WSH,0,2.1185,3.0991,49,39,2,4
2011021188,2011,EDM,0,1.3476,3.1771,28,56,0,2
2011021188,2011,L.A,1,3.1771,1.3476,56,28,2,0
2011021189,2011,BOS,1,2.622,3.6769,39,43,3,5
2011021189,2011,PIT,0,3.6769,2.622,43,39,5,3
2011021190,2011,BUF,1,3.968,2.0225,51,33,6,5
2011021190,2011,TOR,0,2.0225,3.968,33,51,5,6
2011021191,2011,N.J,1,1.9191,1.7303,26,29,3,1
2011021191,2011,NYI,0,1.7303,1.9191,29,26,1,3
2011021192,2011,NYR,0,4.2833,5.0175,29,62,5,3
2011021192,2011,PHI,1,5.0175,4.2833,62,29,3,5
2011021193,2011,CAR,0,3.3834,3.3626,37,52,2,1
2011021193,2011,OTT,1,3.3626,3.3834,52,37,1,2
2011021194,2011,FLA,1,2.9635,3.4737,49,42,4,5
2011021194,2011,WPG,0,3.4737,2.9635,42,49,5,4
2011021195,2011,MIN,0,1.4839,1.8689,39,37,1,1
2011021195,2011,NSH,1,1.8689,1.4839,37,39,1,1
2011021196,2011,DAL,1,2.2654,2.8045,44,41,2,5
2011021196,2011,S.J,0,2.8045,2.2654,41,44,5,2
2011021197,2011,ANA,0,1.3756,2.7176,30,53,4,4
2011021197,2011,VAN,1,2.7176,1.3756,53,30,4,4
2011021198,2011,ARI,1,1.5889,3.1554,35,69,2,0
2011021198,2011,CBJ,0,3.1554,1.5889,69,35,0,2
2011021199,2011,MTL,1,1.9593,1.2895,31,26,5,2
2011021199,2011,T.B,0,1.2895,1.9593,26,31,2,5
2011021200,2011,DET,0,1.9596,3.0084,40,41,2,2
2011021200,2011,STL,1,3.0084,1.9596,41,40,2,2
2011021201,2011,T.B,0,3.6596,2.3124,52,40,2,3
2011021201,2011,TOR,1,2.3124,3.6596,40,52,3,2
2011021202,2011,NYI,1,3.131,2.7794,36,40,4,4
2011021202,2011,WPG,0,2.7794,3.131,40,36,4,4
2011021203,2011,BUF,0,2.3691,2.8079,37,46,1,2
2011021203,2011,PHI,1,2.8079,2.3691,46,37,2,1
2011021204,2011,NYR,0,2.5199,2.9492,39,38,2,5
2011021204,2011,PIT,1,2.9492,2.5199,38,39,5,2
2011021205,2011,FLA,0,2.8095,2.5133,45,28,2,4
2011021205,2011,WSH,1,2.5133,2.8095,28,45,4,2
2011021206,2011,CAR,1,2.8749,3.6806,41,45,1,1
2011021206,2011,MTL,0,3.6806,2.8749,45,41,1,1
2011021207,2011,BOS,0,1.3849,3.2706,32,63,3,1
2011021207,2011,OTT,1,3.2706,1.3849,63,32,1,3
2011021208,2011,DET,1,1.5929,1.1846,34,25,1,2
2011021208,2011,N.J,0,1.1846,1.5929,25,34,2,1
2011021209,2011,DAL,0,1.1441,1.9349,36,38,0,2
2011021209,2011,NSH,1,1.9349,1.1441,38,36,2,0
2011021210,2011,CHI,0,2.717,1.8597,45,29,1,1
2011021210,2011,MIN,1,1.8597,2.717,29,45,1,1
2011021211,2011,CBJ,0,5.5223,2.6255,37,52,5,2
2011021211,2011,COL,1,2.6255,5.5223,52,37,2,5
2011021212,2011,CGY,1,3.6644,2.0343,31,46,3,2
2011021212,2011,VAN,0,2.0343,3.6644,46,31,2,3
2011021213,2011,ANA,0,1.6636,3.6423,25,37,3,2
2011021213,2011,EDM,1,3.6423,1.6636,37,25,2,3
2011021214,2011,L.A,1,3.6021,3.1875,51,41,5,5
2011021214,2011,S.J,0,3.1875,3.6021,41,51,5,5
2011021215,2011,ARI,0,2.4888,2.7302,44,46,4,1
2011021215,2011,STL,1,2.7302,2.4888,46,44,1,4
2011021216,2011,BOS,1,3.0492,2.1349,54,35,3,3
2011021216,2011,BUF,0,2.1349,3.0492,35,54,3,3
2011021217,2011,N.J,1,3.43,1.6162,41,35,4,2
2011021217,2011,OTT,0,1.6162,3.43,35,41,2,4
2011021218,2011,NYR,1,2.8732,1.5053,46,22,1,4
2011021218,2011,WSH,0,1.5053,2.8732,22,46,4,1
2011021219,2011,PHI,0,3.2994,2.7669,33,39,2,4
2011021219,2011,PIT,1,2.7669,3.2994,39,33,4,2
2011021220,2011,CHI,0,3.0955,2.6584,41,46,2,2
2011021220,2011,DET,1,2.6584,3.0955,46,41,2,2
2011021221,2011,ANA,0,4.7873,1.8235,40,33,2,5
2011021221,2011,CGY,1,1.8235,4.7873,33,40,5,2
2011021222,2011,MTL,1,3.0326,2.1935,40,43,4,1
2011021222,2011,TOR,0,2.1935,3.0326,43,40,1,4
2011021223,2011,T.B,0,2.9094,2.9389,37,46,4,3
2011021223,2011,WPG,1,2.9389,2.9094,46,37,3,4
2011021224,2011,CBJ,1,2.7692,2.6871,42,47,7,3
2011021224,2011,NYI,0,2.6871,2.7692,47,42,3,7
2011021225,2011,CAR,0,2.5953,2.1272,43,34,1,4
2011021225,2011,FLA,1,2.1272,2.5953,34,43,4,1
2011021226,2011,ARI,0,1.5592,2.1217,42,34,4,1
2011021226,2011,MIN,1,2.1217,1.5592,34,42,1,4
2011021227,2011,DAL,1,2.3079,3.74,43,51,2,3
2011021227,2011,STL,0,3.74,2.3079,51,43,3,2
2011021228,2011,COL,1,2.7818,2.1205,59,40,1,6
2011021228,2011,NSH,0,2.1205,2.7818,40,59,6,1
2011021229,2011,EDM,0,1.6461,3.6412,26,55,0,3
2011021229,2011,VAN,1,3.6412,1.6461,55,26,3,0
2011021230,2011,L.A,0,3.0405,2.7811,42,39,2,3
2011021230,2011,S.J,1,2.7811,3.0405,39,42,3,2
2011030111,2011,NYR,1,3.4049,2.5593,47,44,4,2
2011030111,2011,OTT,0,2.5593,3.4049,44,47,2,4
2011030112,2011,NYR,1,3.2084,2.6693,39,49,2,3
2011030112,2011,OTT,0,2.6693,3.2084,49,39,3,2
2011030113,2011,NYR,0,1.4602,3.675,31,55,1,0
2011030113,2011,OTT,1,3.675,1.4602,55,31,0,1
2011030114,2011,NYR,0,2.7311,2.4665,41,55,2,3
2011030114,2011,OTT,1,2.4665,2.7311,55,41,3,2
2011030115,2011,NYR,1,2.4484,2.409,50,42,0,2
2011030115,2011,OTT,0,2.409,2.4484,42,50,2,0
2011030116,2011,NYR,0,2.7624,1.8492,35,36,3,2
2011030116,2011,OTT,1,1.8492,2.7624,36,35,2,3
2011030117,2011,NYR,1,2.1349,2.1873,43,40,2,1
2011030117,2011,OTT,0,2.1873,2.1349,40,43,1,2
2011030121,2011,BOS,1,2.2819,0.7733,40,26,1,0
2011030121,2011,WSH,0,0.7733,2.2819,26,40,0,1
2011030122,2011,BOS,1,2.064,1.421,59,47,1,2
2011030122,2011,WSH,0,1.421,2.064,47,59,2,1
2011030123,2011,BOS,0,2.1054,2.0515,45,40,4,3
2011030123,2011,WSH,1,2.0515,2.1054,40,45,3,4
2011030124,2011,BOS,0,2.6045,1.6725,57,28,1,2
2011030124,2011,WSH,1,1.6725,2.6045,28,57,2,1
2011030125,2011,BOS,1,2.6185,2.289,51,37,3,4
2011030125,2011,WSH,0,2.289,2.6185,37,51,4,3
2011030126,2011,BOS,0,4.4241,2.3047,45,50,4,3
2011030126,2011,WSH,1,2.3047,4.4241,50,45,3,4
2011030127,2011,BOS,1,1.8463,1.31,43,32,1,2
2011030127,2011,WSH,0,1.31,1.8463,32,43,2,1
2011030131,2011,FLA,1,1.913,2.7493,34,45,2,3
2011030131,2011,N.J,0,2.7493,1.913,45,34,3,2
2011030132,2011,FLA,1,3.2418,2.2812,35,38,4,2
2011030132,2011,N.J,0,2.2812,3.2418,38,35,2,4
2011030133,2011,FLA,0,3.126,2.776,34,33,4,3
2011030133,2011,N.J,1,2.776,3.126,33,34,3,4
2011030134,2011,FLA,0,1.6469,2.7558,33,37,0,4
2011030134,2011,N.J,1,2.7558,1.6469,37,33,4,0
2011030135,2011,FLA,1,3.6464,2.5434,48,40,3,0
2011030135,2011,N.J,0,2.5434,3.6464,40,48,0,3
2011030136,2011,FLA,0,1.5384,3.8772,24,57,2,3
2011030136,2011,N.J,1,3.8772,1.5384,57,24,3,2
2011030137,2011,FLA,1,4.1845,3.0535,55,51,2,3
2011030137,2011,N.J,0,3.0535,4.1845,51,55,3,2
2011030141,2011,PHI,0,2.5325,2.9326,34,43,4,3
2011030141,2011,PIT,1,2.9326,2.5325,43,34,3,4
2011030142,2011,PHI,0,3.7925,3.1592,39,46,8,5
2011030142,2011,PIT,1,3.1592,3.7925,46,39,5,8
2011030143,2011,PHI,1,4.5458,4.5289,46,52,8,4
2011030143,2011,PIT,0,4.5289,4.5458,52,46,4,8
2011030144,2011,PHI,1,2.6087,4.9543,30,45,3,10
2011030144,2011,PIT,0,4.9543,2.6087,45,30,10,3
2011030145,2011,PHI,0,2.5618,1.6669,40,31,2,3
2011030145,2011,PIT,1,1.6669,2.5618,31,40,3,2
2011030146,2011,PHI,1,3.9047,3.2034,33,48,5,1
2011030146,2011,PIT,0,3.2034,3.9047,48,33,1,5
2011030151,2011,L.A,0,3.0279,1.3754,45,34,4,2
2011030151,2011,VAN,1,1.3754,3.0279,34,45,2,4
2011030152,2011,L.A,0,2.7826,3.8426,35,57,4,2
2011030152,2011,VAN,1,3.8426,2.7826,57,35,2,4
2011030153,2011,L.A,1,2.6398,2.0026,34,59,1,0
2011030153,2011,VAN,0,2.0026,2.6398,59,34,0,1
2011030154,2011,L.A,1,4.7323,2.51,56,41,1,3
2011030154,2011,VAN,0,2.51,4.7323,41,56,3,1
2011030155,2011,L.A,0,2.9808,2.2203,54,40,2,1
2011030155,2011,VAN,1,2.2203,2.9808,40,54,1,2
2011030161,2011,S.J,0,2.7877,2.0743,46,59,3,2
2011030161,2011,STL,1,2.0743,2.7877,59,46,2,3
2011030162,2011,S.J,0,2.0715,3.3658,42,42,0,3
2011030162,2011,STL,1,3.3658,2.0715,42,42,3,0
2011030163,2011,S.J,1,3.0133,3.5154,46,35,3,4
2011030163,2011,STL,0,3.5154,3.0133,35,46,4,3
2011030164,2011,S.J,1,3.5751,2.5516,39,31,1,2
2011030164,2011,STL,0,2.5516,3.5751,31,39,2,1
2011030165,2011,S.J,0,1.504,2.1494,39,41,1,3
2011030165,2011,STL,1,2.1494,1.504,41,39,3,1
2011030171,2011,ARI,1,2.5103,3.0575,57,59,3,2
2011030171,2011,CHI,0,3.0575,2.5103,59,57,2,3
2011030172,2011,ARI,1,2.7845,3.796,54,59,3,4
2011030172,2011,CHI,0,3.796,2.7845,59,54,4,3
2011030173,2011,ARI,0,2.1734,2.8873,42,48,3,2
2011030173,2011,CHI,1,2.8873,2.1734,48,42,2,3
2011030174,2011,ARI,0,1.6926,2.6738,25,38,3,2
2011030174,2011,CHI,1,2.6738,1.6926,38,25,2,3
2011030175,2011,ARI,1,1.1905,1.8038,23,55,1,2
2011030175,2011,CHI,0,1.8038,1.1905,55,23,2,1
2011030176,2011,ARI,0,1.7766,4.2957,28,61,4,0
2011030176,2011,CHI,1,4.2957,1.7766,61,28,0,4
2011030181,2011,DET,0,3.131,2.3719,45,35,2,3
2011030181,2011,NSH,1,2.3719,3.131,35,45,3,2
2011030182,2011,DET,0,1.2496,2.5148,26,40,3,2
2011030182,2011,NSH,1,2.5148,1.2496,40,26,2,3
2011030183,2011,DET,1,3.9567,2.4386,58,32,2,3
2011030183,2011,NSH,0,2.4386,3.9567,32,58,3,2
2011030184,2011,DET,1,3.2484,1.9069,58,21,1,3
2011030184,2011,NSH,0,1.9069,3.2484,21,58,3,1
2011030185,2011,DET,0,1.1511,2.3512,36,35,1,2
2011030185,2011,NSH,1,2.3512,1.1511,35,36,2,1
2011030211,2011,NYR,1,1.0904,1.3476,32,34,3,1
2011030211,2011,WSH,0,1.3476,1.0904,34,32,1,3
2011030212,2011,NYR,1,1.8646,2.2611,41,32,2,3
2011030212,2011,WSH,0,2.2611,1.8646,32,41,3,2
2011030213,2011,NYR,0,4.2419,3.563,67,74,2,1
2011030213,2011,WSH,1,3.563,4.2419,74,67,1,2
2011030214,2011,NYR,0,1.3232,1.9081,26,33,2,3
2011030214,2011,WSH,1,1.9081,1.3232,33,26,3,2
2011030215,2011,NYR,1,3.5047,1.2675,53,25,3,2
2011030215,2011,WSH,0,1.2675,3.5047,25,53,2,3
2011030216,2011,NYR,0,2.6847,2.3637,44,36,1,2
2011030216,2011,WSH,1,2.3637,2.6847,36,44,2,1
2011030217,2011,NYR,1,1.6992,1.1991,42,36,2,1
2011030217,2011,WSH,0,1.1991,1.6992,36,42,1,2
2011030221,2011,N.J,0,1.0775,3.0804,34,54,3,4
2011030221,2011,PHI,1,3.0804,1.0775,54,34,4,3
2011030222,2011,N.J,0,3.6826,1.6455,47,25,4,1
2011030222,2011,PHI,1,1.6455,3.6826,25,47,1,4
2011030223,2011,N.J,1,2.6928,2.1386,44,34,4,3
2011030223,2011,PHI,0,2.1386,2.6928,34,44,3,4
2011030224,2011,N.J,1,4.545,1.7319,54,27,4,2
2011030224,2011,PHI,0,1.7319,4.545,27,54,2,4
2011030225,2011,N.J,0,2.8867,1.9214,44,37,3,1
2011030225,2011,PHI,1,1.9214,2.8867,37,44,1,3
2011030231,2011,L.A,0,2.0486,2.1564,43,37,3,1
2011030231,2011,STL,1,2.1564,2.0486,37,43,1,3
2011030232,2011,L.A,0,3.5166,3.387,31,38,5,2
2011030232,2011,STL,1,3.387,3.5166,38,31,2,5
2011030233,2011,L.A,1,3.5349,1.8702,46,37,4,2
2011030233,2011,STL,0,1.8702,3.5349,37,46,2,4
2011030234,2011,L.A,1,2.429,2.0465,30,35,3,1
2011030234,2011,STL,0,2.0465,2.429,35,30,1,3
2011030241,2011,ARI,1,1.8682,4.2533,37,67,4,3
2011030241,2011,NSH,0,4.2533,1.8682,67,37,3,4
2011030242,2011,ARI,1,2.1884,3.4279,50,50,5,3
2011030242,2011,NSH,0,3.4279,2.1884,50,50,3,5
2011030243,2011,ARI,0,1.5127,2.7125,45,36,0,2
2011030243,2011,NSH,1,2.7125,1.5127,36,45,2,0
2011030244,2011,ARI,0,1.3626,2.5701,37,39,1,0
2011030244,2011,NSH,1,2.5701,1.3626,39,37,0,1
2011030245,2011,ARI,1,1.521,1.6013,26,56,2,1
2011030245,2011,NSH,0,1.6013,1.521,56,26,1,2
2011030311,2011,N.J,0,1.8703,2.733,36,41,0,3
2011030311,2011,NYR,1,2.733,1.8703,41,36,3,0
2011030312,2011,N.J,0,2.2346,1.4582,43,32,3,2
2011030312,2011,NYR,1,1.4582,2.2346,32,43,2,3
2011030313,2011,N.J,1,2.859,2.3682,46,26,0,3
2011030313,2011,NYR,0,2.3682,2.859,26,46,3,0
2011030314,2011,N.J,1,3.4457,1.7289,40,37,4,1
2011030314,2011,NYR,0,1.7289,3.4457,37,40,1,4
2011030315,2011,N.J,0,2.8868,2.3281,30,42,5,3
2011030315,2011,NYR,1,2.3281,2.8868,42,30,3,5
2011030316,2011,N.J,1,2.7318,1.6099,37,43,3,2
2011030316,2011,NYR,0,1.6099,2.7318,43,37,2,3
2011030321,2011,ARI,1,2.1238,3.1109,35,65,2,4
2011030321,2011,L.A,0,3.1109,2.1238,65,35,4,2
2011030322,2011,ARI,1,1.902,4.5326,35,51,0,4
2011030322,2011,L.A,0,4.5326,1.902,51,35,4,0
2011030323,2011,ARI,0,1.4873,3.2704,32,45,1,2
2011030323,2011,L.A,1,3.2704,1.4873,45,32,2,1
2011030324,2011,ARI,0,2.6604,4.9228,34,64,2,0
2011030324,2011,L.A,1,4.9228,2.6604,64,34,0,2
2011030325,2011,ARI,1,2.7591,3.9709,52,66,3,4
2011030325,2011,L.A,0,3.9709,2.7591,66,52,4,3
2011030411,2011,L.A,0,2.2753,1.7739,39,28,2,1
2011030411,2011,N.J,1,1.7739,2.2753,28,39,1,2
2011030412,2011,L.A,0,2.4678,3.0382,40,48,2,1
2011030412,2011,N.J,1,3.0382,2.4678,48,40,1,2
2011030413,2011,L.A,1,2.4074,2.0397,31,43,4,0
2011030413,2011,N.J,0,2.0397,2.4074,43,31,0,4
2011030414,2011,L.A,1,2.0637,2.1087,45,34,1,3
2011030414,2011,N.J,0,2.1087,2.0637,34,45,3,1
2011030415,2011,L.A,0,2.0053,1.5205,40,25,1,2
2011030415,2011,N.J,1,1.5205,2.0053,25,40,2,1
2011030416,2011,L.A,1,4.0183,1.4141,41,29,6,1
2011030416,2011,N.J,0,1.4141,4.0183,29,41,1,6
2012020001,2012,PHI,1,2.9219,2.827,42,41,1,3
2012020001,2012,PIT,0,2.827,2.9219,41,42,3,1
2012020002,2012,OTT,0,2.2103,2.2414,51,44,4,1
2012020002,2012,WPG,1,2.2414,2.2103,44,51,1,4
2012020003,2012,CHI,0,2.2874,1.8349,35,35,5,2
2012020003,2012,L.A,1,1.8349,2.2874,35,35,2,5
2012020004,2012,BOS,1,3.0705,1.2845,43,31,3,1
2012020004,2012,NYR,0,1.2845,3.0705,31,43,1,3
2012020005,2012,MTL,1,1.3491,2.9037,34,33,1,2
2012020005,2012,TOR,0,2.9037,1.3491,33,34,2,1
2012020006,2012,N.J,0,2.0007,2.0024,34,31,2,1
2012020006,2012,NYI,1,2.0024,2.0007,31,34,1,2
2012020007,2012,T.B,1,3.0808,2.7503,41,42,6,3
2012020007,2012,WSH,0,2.7503,3.0808,42,41,3,6
2012020008,2012,CAR,0,2.4057,2.2666,67,29,1,5
2012020008,2012,FLA,1,2.2666,2.4057,29,67,5,1
2012020009,2012,DET,0,1.0839,2.997,27,52,0,6
2012020009,2012,STL,1,2.997,1.0839,52,27,6,0
2012020010,2012,CBJ,0,1.6501,2.1597,39,46,2,2
2012020010,2012,NSH,1,2.1597,1.6501,46,39,2,2
2012020011,2012,ARI,0,4.0119,2.7936,50,49,3,4
2012020011,2012,DAL,1,2.7936,4.0119,49,50,4,3
2012020012,2012,COL,0,2.4287,4.0072,35,44,2,4
2012020012,2012,MIN,1,4.0072,2.4287,44,35,4,2
2012020013,2012,ANA,0,4.2749,2.1407,34,47,7,3
2012020013,2012,VAN,1,2.1407,4.2749,47,34,3,7
2012020014,2012,BUF,1,3.8032,2.058,47,35,5,2
2012020014,2012,PHI,0,2.058,3.8032,35,47,2,5
2012020015,2012,NYR,1,4.249,4.8642,48,48,3,6
2012020015,2012,PIT,0,4.8642,4.249,48,48,6,3
2012020016,2012,CGY,1,2.5089,3.9617,46,37,1,4
2012020016,2012,S.J,0,3.9617,2.5089,37,46,4,1
2012020017,2012,DAL,0,1.1916,2.2576,36,40,0,1
2012020017,2012,MIN,1,2.2576,1.1916,40,36,1,0
2012020018,2012,EDM,0,2.2468,2.3403,41,43,2,2
2012020018,2012,VAN,1,2.3403,2.2468,43,41,2,2
2012020019,2012,ARI,1,2.8131,2.5939,40,43,4,6
2012020019,2012,CHI,0,2.5939,2.8131,43,40,6,4
2012020020,2012,BOS,1,2.4742,1.6337,41,41,1,1
2012020020,2012,WPG,0,1.6337,2.4742,41,41,1,1
2012020021,2012,NYI,1,5.6865,1.4806,56,36,4,3
2012020021,2012,T.B,0,1.4806,5.6865,36,56,3,4
2012020022,2012,NSH,1,1.8877,3.747,35,55,3,3
2012020022,2012,STL,0,3.747,1.8877,55,35,3,3
2012020023,2012,BUF,0,2.1044,4.1565,30,55,2,1
2012020023,2012,TOR,1,4.1565,2.1044,55,30,1,2
2012020024,2012,FLA,0,1.3954,3.2408,37,44,0,4
2012020024,2012,OTT,1,3.2408,1.3954,44,37,4,0
2012020025,2012,CBJ,1,2.0874,2.284,38,57,3,3
2012020025,2012,DET,0,2.284,2.0874,57,38,3,3
2012020026,2012,ANA,0,2.814,2.3785,33,41,5,4
2012020026,2012,CGY,1,2.3785,2.814,41,33,4,5
2012020027,2012,WPG,0,3.7074,1.9749,46,39,4,2
2012020027,2012,WSH,1,1.9749,3.7074,39,46,2,4
2012020028,2012,CAR,1,3.9012,3.1397,51,34,1,4
2012020028,2012,T.B,0,3.1397,3.9012,34,51,4,1
2012020029,2012,FLA,0,3.9618,4.0167,38,47,1,4
2012020029,2012,MTL,1,4.0167,3.9618,47,38,4,1
2012020030,2012,N.J,1,2.3535,1.2136,32,30,2,0
2012020030,2012,PHI,0,1.2136,2.3535,30,32,0,2
2012020031,2012,DAL,0,2.3041,3.6774,40,53,2,1
2012020031,2012,DET,1,3.6774,2.3041,53,40,1,2
2012020032,2012,MIN,1,1.8442,2.7385,37,35,1,3
2012020032,2012,NSH,0,2.7385,1.8442,35,37,3,1
2012020033,2012,CHI,1,2.2042,2.6194,37,41,3,2
2012020033,2012,STL,0,2.6194,2.2042,41,37,2,3
2012020034,2012,COL,1,2.6158,2.1594,42,44,3,1
2012020034,2012,L.A,0,2.1594,2.6158,44,42,1,3
2012020035,2012,EDM,1,2.3484,4.3833,37,39,3,6
2012020035,2012,S.J,0,4.3833,2.3484,39,37,6,3
2012020036,2012,PIT,1,3.1514,2.2881,43,31,2,5
2012020036,2012,TOR,0,2.2881,3.1514,31,43,5,2
2012020037,2012,BOS,0,2.6321,3.6723,40,45,3,4
2012020037,2012,NYR,1,3.6723,2.6321,45,40,4,3
2012020038,2012,CGY,0,3.2388,2.1871,46,52,2,2
2012020038,2012,VAN,1,2.1871,3.2388,52,46,2,2
2012020039,2012,ARI,1,2.8238,1.6015,55,39,5,1
2012020039,2012,CBJ,0,1.6015,2.8238,39,55,1,5
2012020040,2012,NYI,0,3.2342,3.6336,44,53,7,4
2012020040,2012,TOR,1,3.6336,3.2342,53,44,4,7
2012020041,2012,NYR,0,2.6692,4.2012,28,49,1,2
2012020041,2012,PHI,1,4.2012,2.6692,49,28,2,1
2012020042,2012,MTL,0,2.83,2.4855,30,47,4,1
2012020042,2012,WSH,1,2.4855,2.83,47,30,1,4
2012020043,2012,BUF,0,2.2069,4.119,44,47,3,6
2012020043,2012,CAR,1,4.119,2.2069,47,44,6,3
2012020044,2012,FLA,1,1.7621,5.6602,35,44,1,3
2012020044,2012,OTT,0,5.6602,1.7621,44,35,3,1
2012020045,2012,NSH,0,0.6198,1.5282,21,27,0,2
2012020045,2012,STL,1,1.5282,0.6198,27,21,2,0
2012020046,2012,CHI,0,3.9341,2.4914,53,34,3,2
