nhl_game_id,season,goalie_id,goalie_name,team,xga,ga,gsax
2011020098,2011,8475361,Jonas Gustavsson,TOR,1.5705,3,-1.4295
2011020099,2011,8473461,Steve Mason,CBJ,3.2214,4,-0.7786
2011020099,2011,8467950,Craig Anderson,OTT,2.2344,3,-0.7656
2011020100,2011,8468524,Ilya Bryzgalov,PHI,2.3996,4,-1.6004
2011020100,2011,8470880,Brian Elliott,STL,2.5985,2,0.5985
2011020101,2011,8460704,Johan Hedberg,N.J,2.6809,4,-1.3191
2011020101,2011,8470594,Marc-Andre Fleury,PIT,1.9745,1,0.9745
2011020102,2011,8469152,Ty Conklin,DET,2.6724,7,-4.3276
2011020102,2011,8460712,Tomas Vokoun,WSH,2.869,1,1.869
2011020103,2011,8462052,Brian Boucher,CAR,2.4839,5,-2.5161
2011020103,2011,8471715,Ondrej Pavelec,WPG,0.9251,2,-1.0749
2011020103,2011,8462152,Chris Mason,WPG,1.3599,1,0.3599
2011020104,2011,8468011,Ryan Miller,BUF,2.7047,2,0.7047
2011020104,2011,0,,BUF,0.9344,1,-0.0656
2011020104,2011,8464999,Mathieu Garon,T.B,1.286,0,1.286
2011020105,2011,8460535,Jose Theodore,FLA,1.3851,2,-0.6149
2011020105,2011,8474593,Jacob Markstrom,FLA,1.4363,0,1.4363
2011020105,2011,8460705,Evgeni Nabokov,NYI,2.6987,3,-0.3013
2011020105,2011,0,,NYI,0.9275,1,-0.0725
2011020106,2011,8470645,Corey Crawford,CHI,1.7187,4,-2.2813
2011020106,2011,8473575,Semyon Varlamov,COL,3.306,4,-0.694
2011020107,2011,8459140,Nikolai Khabibulin,EDM,3.3225,0,3.3225
2011020107,2011,8468685,Henrik Lundqvist,NYR,1.5749,2,-0.4251
2011020107,2011,8462047,Martin Biron,NYR,0.2413,0,0.2413
2011020107,2011,0,,NYR,0.386,0,0.386
2011020108,2011,8467453,Andrew Raycroft,DAL,1.8522,1,0.8522
2011020108,2011,0,,DAL,0.8463,0,0.8463
2011020108,2011,8471734,Jonathan Quick,L.A,2.5599,0,2.5599
2011020109,2011,8473972,Jonas Hiller,ANA,1.3645,5,-3.6355
2011020109,2011,8468540,Dan Ellis,ANA,0.6436,0,0.6436
2011020109,2011,8469608,Mike Smith,ARI,3.0227,4,-0.9773
2011020110,2011,8475683,Sergei Bobrovsky,PHI,3.1039,2,1.1039
2011020110,2011,8475361,Jonas Gustavsson,TOR,4.1208,4,0.1208
2011020111,2011,8474593,Jacob Markstrom,FLA,3.1802,1,2.1802
2011020111,2011,8469514,Peter Budaj,MTL,2.2046,2,0.2046
2011020112,2011,8462047,Martin Biron,NYR,2.0322,1,1.0322
2011020112,2011,8462152,Chris Mason,WPG,1.8331,2,-0.1669
2011020113,2011,8468011,Ryan Miller,BUF,1.9645,4,-2.0355
2011020113,2011,8464999,Mathieu Garon,T.B,2.8416,3,-0.1584
2011020114,2011,8460705,Evgeni Nabokov,NYI,1.9904,2,-0.0096
2011020114,2011,0,,NYI,0.4749,1,-0.5251
2011020114,2011,8470594,Marc-Andre Fleury,PIT,2.7855,0,2.7855
2011020115,2011,8470320,Cam Ward,CAR,3.5417,2,1.5417
2011020115,2011,8467950,Craig Anderson,OTT,2.1764,2,0.1764
2011020116,2011,8473461,Steve Mason,CBJ,1.7739,1,0.7739
2011020116,2011,8469152,Ty Conklin,DET,2.6827,3,-0.3173
2011020116,2011,0,,DET,0.7328,1,-0.2672
2011020117,2011,8471469,Pekka Rinne,NSH,1.3192,2,-0.6808
2011020117,2011,0,,NSH,0.5104,1,-0.4896
2011020117,2011,8474550,Antti Niemi,S.J,1.3418,1,0.3418
2011020118,2011,8473972,Jonas Hiller,ANA,2.6517,2,0.6517
2011020118,2011,8470645,Corey Crawford,CHI,2.2071,2,0.2071
2011020119,2011,8459140,Nikolai Khabibulin,EDM,2.5131,2,0.5131
2011020119,2011,8466141,Roberto Luongo,VAN,1.5143,3,-1.4857
2011020119,2011,8471239,Cory Schneider,VAN,0.9274,0,0.9274
2011020120,2011,8469608,Mike Smith,ARI,2.1825,2,0.1825
2011020120,2011,8470140,Kari Lehtonen,DAL,3.0239,2,1.0239
2011020121,2011,8473541,Jonathan Bernier,L.A,1.9318,3,-1.0682
2011020121,2011,8460704,Johan Hedberg,N.J,2.7355,0,2.7355
2011020122,2011,8471679,Carey Price,MTL,1.5777,1,0.5777
2011020122,2011,8468524,Ilya Bryzgalov,PHI,3.3181,5,-1.6819
2011020123,2011,8462147,Miikka Kiprusoff,CGY,4.3538,2,2.3538
2011020123,2011,8462044,Jean-Sebastien Giguere,COL,3.0042,3,0.0042
2011020123,2011,0,,COL,0.6659,1,-0.3341
2011020124,2011,8470880,Brian Elliott,STL,2.3754,0,2.3754
2011020124,2011,8471239,Cory Schneider,VAN,1.8048,3,-1.1952
2011020125,2011,8460703,Tim Thomas,BOS,1.8206,2,-0.1794
2011020125,2011,8471679,Carey Price,MTL,2.0546,1,1.0546
2011020126,2011,8473523,Jhonas Enroth,BUF,1.9505,2,-0.0495
2011020126,2011,8473461,Steve Mason,CBJ,2.2066,4,-1.7934
2011020127,2011,8468685,Henrik Lundqvist,NYR,2.8764,4,-1.1236
2011020127,2011,8475361,Jonas Gustavsson,TOR,2.8814,2,0.8814
2011020128,2011,8475683,Sergei Bobrovsky,PHI,1.8272,5,-3.1728
2011020128,2011,8468524,Ilya Bryzgalov,PHI,1.1874,4,-2.8126
2011020128,2011,8471715,Ondrej Pavelec,WPG,4.8393,7,-2.1607
2011020128,2011,8462152,Chris Mason,WPG,0.4582,1,-0.5418
2011020129,2011,8460705,Evgeni Nabokov,NYI,3.1395,2,1.1395
2011020129,2011,8470594,Marc-Andre Fleury,PIT,1.925,2,-0.075
2011020130,2011,8474593,Jacob Markstrom,FLA,3.2423,4,-0.7577
2011020130,2011,8467950,Craig Anderson,OTT,1.4657,3,-1.5343
2011020131,2011,8471469,Pekka Rinne,NSH,2.2058,3,-0.7942
2011020131,2011,8464999,Mathieu Garon,T.B,1.5817,5,-3.4183
2011020131,2011,8460806,Dwayne Roloson,T.B,1.3554,0,1.3554
2011020132,2011,8473972,Jonas Hiller,ANA,1.869,2,-0.131
2011020132,2011,8473404,Niklas Backstrom,MIN,2.4925,3,-0.5075
2011020133,2011,8470140,Kari Lehtonen,DAL,2.3544,4,-1.6456
2011020133,2011,0,,DAL,0.3777,1,-0.6223
2011020133,2011,8471734,Jonathan Quick,L.A,2.986,3,-0.014
2011020134,2011,8459140,Nikolai Khabibulin,EDM,2.8418,1,1.8418
2011020134,2011,8460712,Tomas Vokoun,WSH,1.9763,2,-0.0237
2011020135,2011,8469608,Mike Smith,ARI,2.3862,3,-0.6138
2011020135,2011,8460704,Johan Hedberg,N.J,3.2709,5,-1.7291
2011020136,2011,8470320,Cam Ward,CAR,2.1279,0,2.1279
2011020136,2011,8470645,Corey Crawford,CHI,2.8068,3,-0.1932
2011020137,2011,8470657,Jimmy Howard,DET,2.073,3,-0.927
2011020137,2011,0,,DET,0.4908,1,-0.5092
2011020137,2011,8474550,Antti Niemi,S.J,2.5523,2,0.5523
2011020138,2011,8473575,Semyon Varlamov,COL,1.9956,3,-1.0044
2011020138,2011,0,,COL,0.4319,0,0.4319
2011020138,2011,8471227,Devan Dubnyk,EDM,4.5754,1,3.5754
2011020139,2011,8462147,Miikka Kiprusoff,CGY,1.8284,1,0.8284
2011020139,2011,8470880,Brian Elliott,STL,1.1691,2,-0.8309
2011020139,2011,0,,STL,0.8143,1,-0.1857
2011020140,2011,8468685,Henrik Lundqvist,NYR,3.4835,4,-0.5165
2011020140,2011,8467950,Craig Anderson,OTT,2.7273,4,-1.2727
2011020141,2011,8468011,Ryan Miller,BUF,3.8455,3,0.8455
2011020141,2011,8460535,Jose Theodore,FLA,1.2131,2,-0.7869
2011020142,2011,8462161,Brent Johnson,PIT,2.5888,4,-1.4112
2011020142,2011,8475361,Jonas Gustavsson,TOR,3.9895,3,0.9895
2011020143,2011,8471695,Tuukka Rask,BOS,2.5473,3,-0.4527
2011020143,2011,0,,BOS,1.5066,1,0.5066
2011020143,2011,8471679,Carey Price,MTL,3.8651,2,1.8651
2011020144,2011,8468481,Rick DiPietro,NYI,2.6318,3,-0.3682
2011020144,2011,8471306,Thomas Greiss,S.J,3.3283,2,1.3283
2011020145,2011,8462052,Brian Boucher,CAR,4.2522,5,-0.7478
2011020145,2011,8468524,Ilya Bryzgalov,PHI,2.2148,1,1.2148
2011020146,2011,8460806,Dwayne Roloson,T.B,2.5159,0,2.5159
2011020146,2011,8471715,Ondrej Pavelec,WPG,2.7012,1,1.7012
2011020147,2011,8473972,Jonas Hiller,ANA,2.5585,3,-0.4415
2011020147,2011,8471469,Pekka Rinne,NSH,1.3046,0,1.3046
2011020148,2011,8470657,Jimmy Howard,DET,1.5499,1,0.5499
2011020148,2011,8470216,Josh Harding,MIN,1.9059,0,1.9059
2011020149,2011,8470140,Kari Lehtonen,DAL,1.898,1,0.898
2011020149,2011,8460704,Johan Hedberg,N.J,2.0682,2,0.0682
2011020149,2011,0,,N.J,0.8568,1,-0.1432
2011020150,2011,8474057,Allen York,CBJ,2.6556,4,-1.3444
2011020150,2011,0,,CBJ,0.6372,1,-0.3628
2011020150,2011,8469548,Ray Emery,CHI,1.6864,2,-0.3136
2011020151,2011,8469608,Mike Smith,ARI,2.2268,2,0.2268
2011020151,2011,8471734,Jonathan Quick,L.A,3.0686,3,0.0686
2011020152,2011,8466141,Roberto Luongo,VAN,2.3063,3,-0.6937
2011020152,2011,8460712,Tomas Vokoun,WSH,1.4436,3,-1.5564
2011020152,2011,8473607,Michal Neuvirth,WSH,1.9951,4,-2.0049
2011020153,2011,8468540,Dan Ellis,ANA,1.7516,3,-1.2484
2011020153,2011,8473461,Steve Mason,CBJ,0.7779,1,-0.2221
2011020154,2011,8475215,Robin Lehner,OTT,2.2804,2,0.2804
2011020154,2011,8475361,Jonas Gustavsson,TOR,2.7544,3,-0.2456
2011020154,2011,0,,TOR,0.4467,0,0.4467
2011020155,2011,8473575,Semyon Varlamov,COL,2.9855,2,0.9855
2011020155,2011,8471734,Jonathan Quick,L.A,1.7735,3,-1.2265
2011020155,2011,0,,L.A,0.7575,0,0.7575
2011020156,2011,8459140,Nikolai Khabibulin,EDM,3.4266,2,1.4266
2011020156,2011,8470860,Jaroslav Halak,STL,2.9226,4,-1.0774
2011020157,2011,8462047,Martin Biron,NYR,1.5623,2,-0.4377
2011020157,2011,8474550,Antti Niemi,S.J,3.3853,5,-1.6147
2011020158,2011,8460535,Jose Theodore,FLA,2.6699,3,-0.3301
2011020158,2011,8471715,Ondrej Pavelec,WPG,2.6307,3,-0.3693
2011020159,2011,8470645,Corey Crawford,CHI,2.8051,4,-1.1949
2011020159,2011,8471469,Pekka Rinne,NSH,4.1285,5,-0.8715
2011020160,2011,8460703,Tim Thomas,BOS,1.4432,3,-1.5568
2011020160,2011,8467950,Craig Anderson,OTT,3.2972,5,-1.7028
2011020161,2011,8473972,Jonas Hiller,ANA,2.6533,5,-2.3467
2011020161,2011,8460712,Tomas Vokoun,WSH,1.916,4,-2.084
2011020162,2011,8470320,Cam Ward,CAR,2.2416,2,0.2416
2011020162,2011,8460806,Dwayne Roloson,T.B,3.6873,4,-0.3127
2011020163,2011,8470657,Jimmy Howard,DET,3.3031,2,1.3031
2011020163,2011,8470216,Josh Harding,MIN,2.8185,1,1.8185
2011020164,2011,8462147,Miikka Kiprusoff,CGY,2.8127,5,-2.1873
2011020164,2011,8475431,Henrik Karlsson,CGY,0.0642,0,0.0642
2011020164,2011,8466141,Roberto Luongo,VAN,2.0575,1,1.0575
2011020165,2011,8468011,Ryan Miller,BUF,0.4707,3,-2.5293
2011020165,2011,8473523,Jhonas Enroth,BUF,2.33,0,2.33
2011020165,2011,8468524,Ilya Bryzgalov,PHI,2.2155,2,0.2155
2011020166,2011,8455710,Martin Brodeur,N.J,2.0955,5,-2.9045
2011020166,2011,8475361,Jonas Gustavsson,TOR,2.0541,3,-0.9459
2011020167,2011,8469608,Mike Smith,ARI,3.2526,1,2.2526
2011020167,2011,8473575,Semyon Varlamov,COL,2.2598,3,-0.7402
2011020167,2011,0,,COL,0.7336,1,-0.2664
2011020168,2011,8468481,Rick DiPietro,NYI,2.1052,2,0.1052
2011020168,2011,0,,NYI,0.7248,1,-0.2752
2011020168,2011,8471715,Ondrej Pavelec,WPG,3.6896,0,3.6896
2011020169,2011,8473972,Jonas Hiller,ANA,3.2967,1,2.2967
2011020169,2011,8468685,Henrik Lundqvist,NYR,1.6407,1,0.6407
2011020170,2011,8460704,Johan Hedberg,N.J,1.999,2,-0.001
2011020170,2011,8475683,Sergei Bobrovsky,PHI,3.6984,3,0.6984
2011020171,2011,8473461,Steve Mason,CBJ,0.4862,4,-3.5138
2011020171,2011,8474057,Allen York,CBJ,0.5268,0,0.5268
2011020171,2011,8475681,Ben Scrivens,TOR,3.7299,1,2.7299
2011020172,2011,8470645,Corey Crawford,CHI,3.0226,2,1.0226
2011020172,2011,8474593,Jacob Markstrom,FLA,3.4635,2,1.4635
2011020173,2011,8462147,Miikka Kiprusoff,CGY,3.2171,1,2.2171
2011020173,2011,8470657,Jimmy Howard,DET,2.0929,3,-0.9071
2011020173,2011,0,,DET,0.6875,1,-0.3125
2011020174,2011,8470216,Josh Harding,MIN,1.4376,1,0.4376
2011020174,2011,8471239,Cory Schneider,VAN,4.3626,5,-0.6374
2011020175,2011,8467391,Jason LaBarbera,ARI,2.3475,2,0.3475
2011020175,2011,0,,ARI,0.7413,1,-0.2587
2011020175,2011,8471469,Pekka Rinne,NSH,2.8471,0,2.8471
2011020176,2011,8459140,Nikolai Khabibulin,EDM,1.5413,0,1.5413
2011020176,2011,8471734,Jonathan Quick,L.A,5.2907,3,2.2907
2011020177,2011,8470594,Marc-Andre Fleury,PIT,3.111,3,0.111
2011020177,2011,8474550,Antti Niemi,S.J,0.2662,2,-1.7338
2011020177,2011,8471306,Thomas Greiss,S.J,1.835,1,0.835
2011020178,2011,8470320,Cam Ward,CAR,2.0529,5,-2.9471
2011020178,2011,8473607,Michal Neuvirth,WSH,1.5489,1,0.5489
2011020179,2011,8473523,Jhonas Enroth,BUF,2.389,1,1.389
2011020179,2011,8475431,Henrik Karlsson,CGY,3.2739,2,1.2739
2011020180,2011,8471679,Carey Price,MTL,2.3687,1,1.3687
2011020180,2011,8467950,Craig Anderson,OTT,1.704,2,-0.296
2011020181,2011,8469548,Ray Emery,CHI,2.7852,5,-2.2148
2011020181,2011,8460806,Dwayne Roloson,T.B,2.7912,4,-1.2088
2011020182,2011,8470880,Brian Elliott,STL,3.1958,2,1.1958
2011020182,2011,8466141,Roberto Luongo,VAN,2.7478,3,-0.2522
2011020183,2011,8473575,Semyon Varlamov,COL,2.7902,7,-4.2098
2011020183,2011,8470140,Kari Lehtonen,DAL,3.4996,6,-2.5004
2011020184,2011,8460703,Tim Thomas,BOS,1.4977,0,1.4977
2011020184,2011,8475681,Ben Scrivens,TOR,1.5535,5,-3.4465
2011020184,2011,8475361,Jonas Gustavsson,TOR,0.4997,2,-1.5003
2011020185,2011,8473523,Jhonas Enroth,BUF,3.3011,2,1.3011
2011020185,2011,8467950,Craig Anderson,OTT,2.4255,2,0.4255
2011020186,2011,8455710,Martin Brodeur,N.J,1.1566,2,-0.8434
2011020186,2011,8471715,Ondrej Pavelec,WPG,3.7936,3,0.7936
2011020187,2011,8468481,Rick DiPietro,NYI,2.4918,3,-0.5082
2011020187,2011,8460712,Tomas Vokoun,WSH,2.9693,4,-1.0307
2011020187,2011,0,,WSH,0.1622,1,-0.8378
2011020188,2011,8471679,Carey Price,MTL,3.0004,4,-0.9996
2011020188,2011,0,,MTL,0.3634,1,-0.6366
2011020188,2011,8468685,Henrik Lundqvist,NYR,3.2857,3,0.2857
2011020189,2011,8473461,Steve Mason,CBJ,3.0193,7,-3.9807
2011020189,2011,8474057,Allen York,CBJ,0.3234,2,-1.6766
2011020189,2011,8468524,Ilya Bryzgalov,PHI,2.0576,2,0.0576
2011020190,2011,8473972,Jonas Hiller,ANA,4.177,5,-0.823
2011020190,2011,8468540,Dan Ellis,ANA,0.7104,0,0.7104
2011020190,2011,8470657,Jimmy Howard,DET,2.1555,0,2.1555
2011020191,2011,8470216,Josh Harding,MIN,4.0743,1,3.0743
2011020191,2011,8470860,Jaroslav Halak,STL,3.2673,2,1.2673
2011020192,2011,8469608,Mike Smith,ARI,1.9983,2,-0.0017
2011020192,2011,8471227,Devan Dubnyk,EDM,2.044,3,-0.956
2011020192,2011,0,,EDM,0.6645,1,-0.3355
2011020193,2011,8471734,Jonathan Quick,L.A,2.6746,2,0.6746
2011020193,2011,8470594,Marc-Andre Fleury,PIT,2.4823,2,0.4823
2011020194,2011,8471469,Pekka Rinne,NSH,3.6889,3,0.6889
2011020194,2011,8474550,Antti Niemi,S.J,2.1619,4,-1.8381
2011020195,2011,8470320,Cam Ward,CAR,1.3442,4,-2.6558
2011020195,2011,8462052,Brian Boucher,CAR,0.7564,1,-0.2436
2011020195,2011,8470140,Kari Lehtonen,DAL,3.1317,2,1.1317
2011020196,2011,8460535,Jose Theodore,FLA,3.1918,3,0.1918
2011020196,2011,8464999,Mathieu Garon,T.B,0.6263,3,-2.3737
2011020196,2011,8460806,Dwayne Roloson,T.B,2.0239,0,2.0239
2011020197,2011,8462047,Martin Biron,NYR,1.3329,0,1.3329
2011020197,2011,8471715,Ondrej Pavelec,WPG,3.1674,2,1.1674
2011020197,2011,0,,WPG,0.5524,1,-0.4476
2011020198,2011,8470645,Corey Crawford,CHI,5.3869,6,-0.6131
2011020198,2011,8466141,Roberto Luongo,VAN,3.8884,2,1.8884
2011020199,2011,8462147,Miikka Kiprusoff,CGY,2.6153,1,1.6153
2011020199,2011,8473575,Semyon Varlamov,COL,1.8124,2,-0.1876
2011020200,2011,8471695,Tuukka Rask,BOS,1.3614,2,-0.6386
2011020200,2011,8460705,Evgeni Nabokov,NYI,1.279,3,-1.721
2011020200,2011,8471219,Al Montoya,NYI,1.7521,2,-0.2479
2011020200,2011,0,,NYI,0.4682,1,-0.5318
2011020201,2011,8471734,Jonathan Quick,L.A,3.3503,4,-0.6497
2011020201,2011,8474550,Antti Niemi,S.J,2.5886,2,0.5886
2011020202,2011,8468011,Ryan Miller,BUF,3.5676,5,-1.4324
2011020202,2011,8471715,Ondrej Pavelec,WPG,5.6984,6,-0.3016
2011020203,2011,8460535,Jose Theodore,FLA,3.7352,1,2.7352
2011020203,2011,8475361,Jonas Gustavsson,TOR,2.5001,3,-0.4999
2011020203,2011,8475681,Ben Scrivens,TOR,1.0687,2,-0.9313
2011020204,2011,8470320,Cam Ward,CAR,4.0432,3,1.0432
2011020204,2011,8455710,Martin Brodeur,N.J,1.8914,2,-0.1086
2011020205,2011,8470140,Kari Lehtonen,DAL,1.275,2,-0.725
2011020205,2011,8473607,Michal Neuvirth,WSH,1.8537,5,-3.1463
2011020206,2011,8459140,Nikolai Khabibulin,EDM,2.5979,1,1.5979
2011020206,2011,8471679,Carey Price,MTL,1.4648,2,-0.5352
2011020206,2011,0,,MTL,0.5026,1,-0.4974
2011020207,2011,8473575,Semyon Varlamov,COL,1.2633,3,-1.7367
2011020207,2011,8462044,Jean-Sebastien Giguere,COL,1.4113,1,0.4113
2011020207,2011,0,,COL,0.4081,1,-0.5919
2011020207,2011,8470657,Jimmy Howard,DET,4.4127,2,2.4127
2011020208,2011,8470645,Corey Crawford,CHI,1.1885,3,-1.8115
2011020208,2011,8470860,Jaroslav Halak,STL,2.2985,0,2.2985
2011020209,2011,8462147,Miikka Kiprusoff,CGY,2.6022,2,0.6022
2011020209,2011,0,,CGY,0.4717,1,-0.5283
2011020209,2011,8473404,Niklas Backstrom,MIN,4.1707,0,4.1707
2011020210,2011,8473541,Jonathan Bernier,L.A,2.2037,3,-0.7963
2011020210,2011,8474765,Anders Lindback,NSH,2.9801,4,-1.0199
2011020211,2011,8468685,Henrik Lundqvist,NYR,1.5554,2,-0.4446
2011020211,2011,8467950,Craig Anderson,OTT,1.7034,3,-1.2966
2011020212,2011,8468524,Ilya Bryzgalov,PHI,3.1124,2,1.1124
2011020212,2011,8460806,Dwayne Roloson,T.B,2.2452,1,1.2452
2011020213,2011,8473972,Jonas Hiller,ANA,2.3593,3,-0.6407
2011020213,2011,8471469,Pekka Rinne,NSH,2.5438,2,0.5438
2011020214,2011,8471695,Tuukka Rask,BOS,2.4115,3,-0.5885
2011020214,2011,8471227,Devan Dubnyk,EDM,3.0659,6,-2.9341
2011020215,2011,8473461,Steve Mason,CBJ,3.8224,6,-2.1776
2011020215,2011,8470645,Corey Crawford,CHI,3.137,3,0.137
2011020216,2011,8470860,Jaroslav Halak,STL,3.1224,2,1.1224
2011020216,2011,8475681,Ben Scrivens,TOR,3.8673,2,1.8673
2011020217,2011,8460535,Jose Theodore,FLA,3.0498,2,1.0498
2011020217,2011,8471715,Ondrej Pavelec,WPG,2.6616,4,-1.3384
2011020217,2011,8474771,Peter Mannino,WPG,0.2833,0,0.2833
2011020217,2011,0,,WPG,0.5934,1,-0.4066
2011020218,2011,8462044,Jean-Sebastien Giguere,COL,2.8382,3,-0.1618
2011020218,2011,8471219,Al Montoya,NYI,4.7368,4,0.7368
2011020219,2011,8469608,Mike Smith,ARI,1.9821,3,-1.0179
2011020219,2011,8471679,Carey Price,MTL,2.5432,2,0.5432
2011020220,2011,8471734,Jonathan Quick,L.A,2.7333,3,-0.2667
2011020220,2011,8466141,Roberto Luongo,VAN,2.5785,2,0.5785
2011020221,2011,8473404,Niklas Backstrom,MIN,2.926,3,-0.074
2011020221,2011,0,,MIN,0.2476,0,0.2476
2011020221,2011,8474550,Antti Niemi,S.J,1.9531,1,0.9531
2011020222,2011,8455710,Martin Brodeur,N.J,1.3077,3,-1.6923
2011020222,2011,8460712,Tomas Vokoun,WSH,2.2859,1,1.2859
2011020223,2011,8470320,Cam Ward,CAR,4.266,5,-0.734
2011020223,2011,8468685,Henrik Lundqvist,NYR,1.8604,1,0.8604
2011020224,2011,8470140,Kari Lehtonen,DAL,2.7136,2,0.7136
2011020224,2011,8470594,Marc-Andre Fleury,PIT,1.5401,1,0.5401
2011020225,2011,8473523,Jhonas Enroth,BUF,2.4634,1,1.4634
2011020225,2011,8467950,Craig Anderson,OTT,0.8829,2,-1.1171
2011020225,2011,8467913,Alex Auld,OTT,1.3566,3,-1.6434
2011020226,2011,8470657,Jimmy Howard,DET,0.9591,0,0.9591
2011020226,2011,8459140,Nikolai Khabibulin,EDM,2.6288,3,-0.3712
2011020227,2011,8462147,Miikka Kiprusoff,CGY,2.142,3,-0.858
2011020227,2011,0,,CGY,0.6832,1,-0.3168
2011020227,2011,8469548,Ray Emery,CHI,2.2228,1,1.2228
2011020228,2011,8473972,Jonas Hiller,ANA,2.8006,3,-0.1994
2011020228,2011,8466141,Roberto Luongo,VAN,1.6757,4,-2.3243
2011020228,2011,8471239,Cory Schneider,VAN,0.1056,0,0.1056
2011020229,2011,8460703,Tim Thomas,BOS,1.3411,2,-0.6589
2011020229,2011,8468011,Ryan Miller,BUF,1.4937,3,-1.5063
2011020229,2011,8473523,Jhonas Enroth,BUF,1.1977,3,-1.8023
2011020230,2011,8467950,Craig Anderson,OTT,2.916,2,0.916
2011020230,2011,8475681,Ben Scrivens,TOR,2.225,3,-0.775
2011020230,2011,0,,TOR,1.0501,2,-0.9499
2011020231,2011,8460704,Johan Hedberg,N.J,1.8195,2,-0.1805
2011020231,2011,8473607,Michal Neuvirth,WSH,2.2497,2,0.2497
2011020232,2011,8470320,Cam Ward,CAR,4.3411,3,1.3411
2011020232,2011,8462161,Brent Johnson,PIT,2.8392,5,-2.1608
2011020233,2011,8467453,Andrew Raycroft,DAL,2.5886,5,-2.4114
2011020233,2011,8470657,Jimmy Howard,DET,2.6868,2,0.6868
2011020234,2011,8473461,Steve Mason,CBJ,2.3379,1,1.3379
2011020234,2011,8471715,Ondrej Pavelec,WPG,1.7009,2,-0.2991
2011020235,2011,8469514,Peter Budaj,MTL,1.8671,1,0.8671
2011020235,2011,8471469,Pekka Rinne,NSH,1.4747,2,-0.5253
2011020236,2011,8470880,Brian Elliott,STL,1.4898,0,1.4898
2011020236,2011,8464999,Mathieu Garon,T.B,2.5574,3,-0.4426
2011020237,2011,8462147,Miikka Kiprusoff,CGY,2.3222,3,-0.6778
2011020237,2011,0,,CGY,0.7082,0,0.7082
2011020237,2011,8473575,Semyon Varlamov,COL,1.1311,4,-2.8689
2011020238,2011,8471734,Jonathan Quick,L.A,2.3233,2,0.3233
2011020238,2011,8470216,Josh Harding,MIN,1.8819,4,-2.1181
2011020238,2011,8473404,Niklas Backstrom,MIN,1.0414,1,0.0414
2011020239,2011,8469608,Mike Smith,ARI,3.7008,0,3.7008
2011020239,2011,8471306,Thomas Greiss,S.J,1.7116,3,-1.2884
2011020240,2011,8460535,Jose Theodore,FLA,2.1665,2,0.1665
2011020240,2011,0,,FLA,0.5861,0,0.5861
2011020240,2011,8468524,Ilya Bryzgalov,PHI,3.188,2,1.188
2011020241,2011,8470645,Corey Crawford,CHI,2.0158,3,-0.9842
2011020241,2011,8459140,Nikolai Khabibulin,EDM,3.0556,5,-1.9444
2011020241,2011,0,,EDM,0.9258,1,-0.0742
2011020242,2011,8473972,Jonas Hiller,ANA,1.0555,3,-1.9445
2011020242,2011,8468540,Dan Ellis,ANA,0.7196,0,0.7196
2011020242,2011,0,,ANA,0.33,0,0.33
2011020242,2011,8473404,Niklas Backstrom,MIN,3.3978,2,1.3978
2011020243,2011,8460705,Evgeni Nabokov,NYI,2.2552,3,-0.7448
2011020243,2011,0,,NYI,0.554,1,-0.446
2011020243,2011,8466141,Roberto Luongo,VAN,1.6749,1,0.6749
2011020244,2011,8470320,Cam Ward,CAR,1.6657,4,-2.3343
2011020244,2011,8462052,Brian Boucher,CAR,1.357,1,0.357
2011020244,2011,8475683,Sergei Bobrovsky,PHI,2.1857,2,0.1857
2011020245,2011,8473523,Jhonas Enroth,BUF,2.7989,2,0.7989
2011020245,2011,8471679,Carey Price,MTL,3.0072,2,1.0072
2011020246,2011,8460806,Dwayne Roloson,T.B,1.994,4,-2.006
2011020246,2011,8464999,Mathieu Garon,T.B,1.1414,1,0.1414
2011020246,2011,8471715,Ondrej Pavelec,WPG,2.1996,2,0.1996
2011020247,2011,8460703,Tim Thomas,BOS,3.3633,3,0.3633
2011020247,2011,8460704,Johan Hedberg,N.J,3.0213,4,-0.9787
2011020248,2011,8469608,Mike Smith,ARI,3.2252,2,1.2252
2011020248,2011,8475681,Ben Scrivens,TOR,2.9042,2,0.9042
2011020249,2011,8460705,Evgeni Nabokov,NYI,3.2742,3,0.2742
2011020249,2011,0,,NYI,0.6791,1,-0.3209
2011020249,2011,8468685,Henrik Lundqvist,NYR,2.8921,2,0.8921
2011020250,2011,8473575,Semyon Varlamov,COL,2.4754,6,-3.5246
2011020250,2011,8470594,Marc-Andre Fleury,PIT,2.0536,3,-0.9464
2011020251,2011,8473461,Steve Mason,CBJ,1.7005,3,-1.2995
2011020251,2011,0,,CBJ,0.5384,1,-0.4616
2011020251,2011,8473404,Niklas Backstrom,MIN,2.4784,2,0.4784
2011020252,2011,8470657,Jimmy Howard,DET,3.3563,2,1.3563
2011020252,2011,8470880,Brian Elliott,STL,1.5024,1,0.5024
2011020253,2011,8471469,Pekka Rinne,NSH,2.9824,1,1.9824
2011020253,2011,8460712,Tomas Vokoun,WSH,2.5474,2,0.5474
2011020253,2011,0,,WSH,0.3516,1,-0.6484
2011020254,2011,8470140,Kari Lehtonen,DAL,2.3863,6,-3.6137
2011020254,2011,8466339,Scott Clemmensen,FLA,1.9694,0,1.9694
