game_id,penalty_team,n,yds
2004_04_CIN_PIT,CIN,5,46.0
2004_04_CIN_PIT,PIT,7,90.0
2004_04_DEN_TB,DEN,7,50.0
2004_04_DEN_TB,TB,9,97.0
2004_04_IND_JAX,IND,3,26.0
2004_04_IND_JAX,JAX,5,28.0
2004_04_KC_BAL,BAL,6,54.0
2004_04_KC_BAL,KC,10,72.0
2004_04_NE_BUF,BUF,11,94.0
2004_04_NE_BUF,NE,10,77.0
2004_04_NO_ARI,ARI,7,65.0
2004_04_NO_ARI,NO,12,104.0
2004_04_NYG_GB,GB,7,72.0
2004_04_NYG_GB,NYG,8,76.0
2004_04_NYJ_MIA,MIA,4,30.0
2004_04_NYJ_MIA,NYJ,4,35.0
2004_04_OAK_HOU,HOU,4,25.0
2004_04_OAK_HOU,LV,13,75.0
2004_04_PHI_CHI,CHI,4,36.0
2004_04_PHI_CHI,PHI,10,73.0
2004_04_STL_SF,LA,5,43.0
2004_04_STL_SF,SF,5,30.0
2004_04_TEN_SD,LAC,7,41.0
2004_04_TEN_SD,TEN,4,25.0
2004_04_WAS_CLE,CLE,8,66.0
2004_04_WAS_CLE,WAS,7,58.0
2004_05_ARI_SF,ARI,8,60.0
2004_05_ARI_SF,SF,11,85.0
2004_05_BAL_WAS,BAL,5,53.0
2004_05_BAL_WAS,WAS,2,22.0
2004_05_BUF_NYJ,BUF,7,83.0
2004_05_BUF_NYJ,NYJ,8,45.0
2004_05_CAR_DEN,CAR,8,83.0
2004_05_CAR_DEN,DEN,4,37.0
2004_05_CLE_PIT,CLE,8,54.0
2004_05_CLE_PIT,PIT,6,63.0
2004_05_DET_ATL,ATL,8,74.0
2004_05_DET_ATL,DET,12,80.0
2004_05_JAX_SD,JAX,5,33.0
2004_05_JAX_SD,LAC,4,44.0
2004_05_MIA_NE,MIA,12,86.0
2004_05_MIA_NE,NE,7,55.0
2004_05_MIN_HOU,HOU,11,88.0
2004_05_MIN_HOU,MIN,10,75.0
2004_05_NYG_DAL,DAL,11,74.0
2004_05_NYG_DAL,NYG,9,60.0
2004_05_OAK_IND,IND,2,20.0
2004_05_OAK_IND,LV,9,59.0
2004_05_STL_SEA,LA,5,45.0
2004_05_STL_SEA,SEA,5,40.0
2004_05_TB_NO,NO,8,60.0
2004_05_TB_NO,TB,11,65.0
2004_05_TEN_GB,GB,3,15.0
2004_05_TEN_GB,TEN,12,105.0
2004_06_CAR_PHI,CAR,8,45.0
2004_06_CAR_PHI,PHI,4,38.0
2004_06_CIN_CLE,CIN,10,75.0
2004_06_CIN_CLE,CLE,6,50.0
2004_06_DEN_OAK,DEN,9,85.0
2004_06_DEN_OAK,LV,9,81.0
2004_06_GB_DET,DET,2,20.0
2004_06_GB_DET,GB,3,15.0
2004_06_HOU_TEN,HOU,4,19.0
2004_06_HOU_TEN,TEN,4,35.0
2004_06_KC_JAX,JAX,5,46.0
2004_06_KC_JAX,KC,5,30.0
2004_06_MIA_BUF,BUF,7,60.0
2004_06_MIA_BUF,MIA,3,21.0
2004_06_MIN_NO,MIN,5,35.0
2004_06_MIN_NO,NO,4,21.0
2004_06_PIT_DAL,DAL,5,30.0
2004_06_PIT_DAL,PIT,6,45.0
2004_06_SD_ATL,ATL,4,26.0
2004_06_SD_ATL,LAC,11,69.0
2004_06_SEA_NE,NE,6,46.0
2004_06_SEA_NE,SEA,6,50.0
2004_06_SF_NYJ,NYJ,4,29.0
2004_06_SF_NYJ,SF,7,61.0
2004_06_TB_STL,LA,7,50.0
2004_06_TB_STL,TB,3,12.0
2004_06_WAS_CHI,CHI,7,65.0
2004_06_WAS_CHI,WAS,5,39.0
2004_07_ATL_KC,ATL,3,41.0
2004_07_ATL_KC,KC,5,45.0
2004_07_BUF_BAL,BAL,4,25.0
2004_07_BUF_BAL,BUF,5,40.0
2004_07_CHI_TB,CHI,10,78.0
2004_07_CHI_TB,TB,6,41.0
2004_07_DAL_GB,DAL,6,37.0
2004_07_DAL_GB,GB,6,40.0
2004_07_DEN_CIN,CIN,9,65.0
2004_07_DEN_CIN,DEN,8,88.0
2004_07_DET_NYG,DET,7,65.0
2004_07_DET_NYG,NYG,4,25.0
2004_07_JAX_IND,IND,12,62.0
2004_07_JAX_IND,JAX,6,48.0
2004_07_NO_OAK,LV,6,46.0
2004_07_NO_OAK,NO,5,30.0
2004_07_NYJ_NE,NE,6,53.0
2004_07_NYJ_NE,NYJ,6,37.0
2004_07_PHI_CLE,CLE,10,80.0
2004_07_PHI_CLE,PHI,11,101.0
2004_07_SD_CAR,CAR,8,94.0
2004_07_SD_CAR,LAC,7,83.0
2004_07_SEA_ARI,ARI,6,45.0
2004_07_SEA_ARI,SEA,4,35.0
2004_07_STL_MIA,LA,7,63.0
2004_07_STL_MIA,MIA,4,37.0
2004_07_TEN_MIN,MIN,8,66.0
2004_07_TEN_MIN,TEN,12,85.0
2004_08_ARI_BUF,ARI,14,101.0
2004_08_ARI_BUF,BUF,7,55.0
2004_08_ATL_DEN,ATL,7,56.0
2004_08_ATL_DEN,DEN,9,70.0
2004_08_BAL_PHI,BAL,6,91.0
2004_08_BAL_PHI,PHI,8,72.0
2004_08_CAR_SEA,CAR,10,79.0
2004_08_CAR_SEA,SEA,2,13.0
2004_08_CIN_TEN,CIN,10,64.0
2004_08_CIN_TEN,TEN,7,58.0
2004_08_DET_DAL,DAL,5,35.0
2004_08_DET_DAL,DET,10,112.0
2004_08_GB_WAS,GB,9,73.0
2004_08_GB_WAS,WAS,10,82.0
2004_08_IND_KC,IND,7,40.0
2004_08_IND_KC,KC,5,46.0
2004_08_JAX_HOU,HOU,8,75.0
2004_08_JAX_HOU,JAX,11,80.0
2004_08_MIA_NYJ,MIA,3,20.0
2004_08_MIA_NYJ,NYJ,6,45.0
2004_08_NE_PIT,NE,6,55.0
2004_08_NE_PIT,PIT,9,90.0
2004_08_NYG_MIN,MIN,8,83.0
2004_08_NYG_MIN,NYG,7,87.0
2004_08_OAK_SD,LAC,7,46.0
2004_08_OAK_SD,LV,10,75.0
2004_08_SF_CHI,CHI,8,58.0
2004_08_SF_CHI,SF,5,30.0
2004_09_ARI_MIA,ARI,9,45.0
2004_09_ARI_MIA,MIA,11,84.0
2004_09_CHI_NYG,CHI,11,70.0
2004_09_CHI_NYG,NYG,14,109.0
2004_09_CLE_BAL,BAL,3,25.0
2004_09_CLE_BAL,CLE,9,55.0
2004_09_DAL_CIN,CIN,4,20.0
2004_09_DAL_CIN,DAL,7,46.0
2004_09_HOU_DEN,DEN,4,50.0
2004_09_HOU_DEN,HOU,9,109.0
2004_09_KC_TB,KC,10,97.0
2004_09_KC_TB,TB,10,95.0
2004_09_MIN_IND,IND,8,65.0
2004_09_MIN_IND,MIN,6,53.0
2004_09_NE_STL,LA,10,80.0
2004_09_NE_STL,NE,7,48.0
2004_09_NO_SD,LAC,5,32.0
2004_09_NO_SD,NO,10,117.0
2004_09_NYJ_BUF,BUF,8,66.0
2004_09_NYJ_BUF,NYJ,7,40.0
2004_09_OAK_CAR,CAR,8,83.0
2004_09_OAK_CAR,LV,8,53.0
2004_09_PHI_PIT,PHI,5,25.0
2004_09_PHI_PIT,PIT,4,20.0
2004_09_SEA_SF,SEA,7,55.0
2004_09_SEA_SF,SF,3,29.0
2004_09_WAS_DET,DET,4,40.0
2004_09_WAS_DET,WAS,7,75.0
2004_10_BAL_NYJ,BAL,5,39.0
2004_10_BAL_NYJ,NYJ,6,55.0
2004_10_BUF_NE,BUF,2,48.0
2004_10_BUF_NE,NE,5,44.0
2004_10_CAR_SF,CAR,7,49.0
2004_10_CAR_SF,SF,7,60.0
2004_10_CHI_TEN,CHI,6,50.0
2004_10_CHI_TEN,TEN,4,25.0
2004_10_CIN_WAS,CIN,5,50.0
2004_10_CIN_WAS,WAS,7,50.0
2004_10_DET_JAX,DET,8,45.0
2004_10_DET_JAX,JAX,10,99.0
2004_10_HOU_IND,HOU,8,65.0
2004_10_HOU_IND,IND,11,85.0
2004_10_KC_NO,KC,12,94.0
2004_10_KC_NO,NO,8,57.0
2004_10_MIN_GB,GB,4,25.0
2004_10_MIN_GB,MIN,6,37.0
2004_10_NYG_ARI,ARI,3,15.0
2004_10_NYG_ARI,NYG,10,97.0
2004_10_PHI_DAL,DAL,7,50.0
2004_10_PHI_DAL,PHI,9,59.0
2004_10_PIT_CLE,CLE,3,11.0
2004_10_PIT_CLE,PIT,5,38.0
2004_10_SEA_STL,LA,7,55.0
2004_10_SEA_STL,SEA,4,20.0
2004_10_TB_ATL,ATL,6,45.0
2004_10_TB_ATL,TB,13,83.0
2004_11_ARI_CAR,ARI,12,105.0
2004_11_ARI_CAR,CAR,12,85.0
2004_11_ATL_NYG,ATL,12,94.0
2004_11_ATL_NYG,NYG,6,50.0
2004_11_DAL_BAL,BAL,4,30.0
2004_11_DAL_BAL,DAL,4,20.0
2004_11_DEN_NO,DEN,6,82.0
2004_11_DEN_NO,NO,10,79.0
2004_11_DET_MIN,DET,9,116.0
2004_11_DET_MIN,MIN,7,51.0
2004_11_GB_HOU,GB,10,90.0
2004_11_GB_HOU,HOU,3,25.0
2004_11_IND_CHI,CHI,9,50.0
2004_11_IND_CHI,IND,10,91.0
2004_11_MIA_SEA,MIA,8,98.0
2004_11_MIA_SEA,SEA,9,70.0
2004_11_NE_KC,KC,7,50.0
2004_11_NE_KC,NE,4,25.0
2004_11_NYJ_CLE,CLE,7,40.0
2004_11_NYJ_CLE,NYJ,5,50.0
2004_11_PIT_CIN,CIN,10,97.0
2004_11_PIT_CIN,PIT,8,56.0
2004_11_SD_OAK,LAC,9,80.0
2004_11_SD_OAK,LV,8,76.0
2004_11_SF_TB,SF,4,30.0
2004_11_SF_TB,TB,5,50.0
2004_11_STL_BUF,BUF,14,108.0
2004_11_STL_BUF,LA,11,84.0
2004_11_TEN_JAX,JAX,3,22.0
2004_11_TEN_JAX,TEN,4,49.0
2004_11_WAS_PHI,PHI,9,69.0
2004_11_WAS_PHI,WAS,12,115.0
2004_12_BAL_NE,BAL,10,106.0
2004_12_BAL_NE,NE,9,82.0
2004_12_BUF_SEA,BUF,6,44.0
2004_12_BUF_SEA,SEA,7,64.0
2004_12_CHI_DAL,CHI,7,45.0
2004_12_CHI_DAL,DAL,5,30.0
2004_12_CLE_CIN,CIN,8,63.0
2004_12_CLE_CIN,CLE,12,87.0
2004_12_IND_DET,DET,10,60.0
2004_12_IND_DET,IND,5,40.0
2004_12_JAX_MIN,JAX,6,45.0
2004_12_JAX_MIN,MIN,4,35.0
2004_12_MIA_SF,MIA,7,50.0
2004_12_MIA_SF,SF,6,58.0
2004_12_NO_ATL,ATL,6,46.0
2004_12_NO_ATL,NO,5,25.0
2004_12_NYJ_ARI,ARI,6,51.0
2004_12_NYJ_ARI,NYJ,9,85.0
2004_12_OAK_DEN,DEN,5,31.0
2004_12_OAK_DEN,LV,5,38.0
2004_12_PHI_NYG,NYG,6,64.0
2004_12_PHI_NYG,PHI,12,75.0
2004_12_SD_KC,KC,5,26.0
2004_12_SD_KC,LAC,9,60.0
2004_12_STL_GB,GB,7,55.0
2004_12_STL_GB,LA,7,50.0
2004_12_TB_CAR,CAR,5,50.0
2004_12_TB_CAR,TB,7,40.0
2004_12_TEN_HOU,HOU,3,36.0
2004_12_TEN_HOU,TEN,5,37.0
2004_12_WAS_PIT,PIT,6,59.0
2004_12_WAS_PIT,WAS,6,68.0
2004_13_ARI_DET,ARI,7,70.0
2004_13_ARI_DET,DET,10,69.0
2004_13_ATL_TB,ATL,7,50.0
2004_13_ATL_TB,TB,3,32.0
2004_13_BUF_MIA,BUF,11,73.0
2004_13_BUF_MIA,MIA,7,46.0
2004_13_CAR_NO,CAR,6,44.0
2004_13_CAR_NO,NO,10,104.0
2004_13_CIN_BAL,BAL,4,30.0
2004_13_CIN_BAL,CIN,5,45.0
2004_13_DAL_SEA,DAL,6,49.0
2004_13_DAL_SEA,SEA,6,44.0
2004_13_DEN_SD,DEN,8,57.0
2004_13_DEN_SD,LAC,11,94.0
2004_13_GB_PHI,GB,12,99.0
2004_13_GB_PHI,PHI,8,89.0
2004_13_HOU_NYJ,HOU,5,48.0
2004_13_HOU_NYJ,NYJ,6,49.0
2004_13_KC_OAK,KC,7,45.0
2004_13_KC_OAK,LV,6,49.0
2004_13_MIN_CHI,CHI,7,55.0
2004_13_MIN_CHI,MIN,6,30.0
2004_13_NE_CLE,CLE,7,84.0
2004_13_NE_CLE,NE,7,60.0
2004_13_NYG_WAS,NYG,7,40.0
2004_13_NYG_WAS,WAS,8,66.0
2004_13_PIT_JAX,JAX,3,25.0
2004_13_PIT_JAX,PIT,11,82.0
2004_13_SF_STL,LA,8,59.0
2004_13_SF_STL,SF,6,35.0
2004_13_TEN_IND,IND,7,88.0
2004_13_TEN_IND,TEN,9,105.0
2004_14_CHI_JAX,CHI,13,104.0
2004_14_CHI_JAX,JAX,8,75.0
2004_14_CIN_NE,CIN,9,75.0
2004_14_CIN_NE,NE,2,13.0
2004_14_CLE_BUF,BUF,7,37.0
2004_14_CLE_BUF,CLE,7,40.0
2004_14_DET_GB,DET,9,70.0
2004_14_DET_GB,GB,9,94.0
2004_14_IND_HOU,HOU,6,30.0
2004_14_IND_HOU,IND,8,50.0
2004_14_KC_TEN,KC,7,58.0
2004_14_KC_TEN,TEN,13,104.0
2004_14_MIA_DEN,DEN,5,43.0
2004_14_MIA_DEN,MIA,4,40.0
2004_14_NO_DAL,DAL,11,76.0
2004_14_NO_DAL,NO,9,136.0
2004_14_NYG_BAL,BAL,6,86.0
2004_14_NYG_BAL,NYG,9,65.0
2004_14_NYJ_PIT,NYJ,12,84.0
2004_14_NYJ_PIT,PIT,2,15.0
2004_14_OAK_ATL,ATL,9,75.0
2004_14_OAK_ATL,LV,9,59.0
2004_14_PHI_WAS,PHI,5,41.0
2004_14_PHI_WAS,WAS,12,137.0
2004_14_SEA_MIN,MIN,5,42.0
2004_14_SEA_MIN,SEA,5,79.0
2004_14_SF_ARI,ARI,9,61.0
2004_14_SF_ARI,SF,7,70.0
2004_14_STL_CAR,CAR,7,55.0
2004_14_STL_CAR,LA,5,44.0
2004_14_TB_SD,LAC,4,40.0
2004_14_TB_SD,TB,12,111.0
2004_15_BAL_IND,BAL,7,35.0
2004_15_BAL_IND,IND,5,28.0
2004_15_BUF_CIN,BUF,4,37.0
2004_15_BUF_CIN,CIN,7,62.0
2004_15_CAR_ATL,ATL,6,66.0
2004_15_CAR_ATL,CAR,7,50.0
2004_15_DAL_PHI,DAL,6,35.0
2004_15_DAL_PHI,PHI,5,36.0
2004_15_DEN_KC,DEN,10,100.0
2004_15_DEN_KC,KC,6,58.0
2004_15_HOU_CHI,CHI,5,50.0
2004_15_HOU_CHI,HOU,10,89.0
2004_15_JAX_GB,GB,12,101.0
2004_15_JAX_GB,JAX,7,85.0
2004_15_MIN_DET,DET,4,25.0
2004_15_MIN_DET,MIN,9,70.0
2004_15_NE_MIA,MIA,9,67.0
2004_15_NE_MIA,NE,4,53.0
2004_15_NO_TB,NO,8,69.0
2004_15_NO_TB,TB,5,45.0
2004_15_PIT_NYG,NYG,5,55.0
2004_15_PIT_NYG,PIT,2,14.0
2004_15_SD_CLE,CLE,6,42.0
2004_15_SD_CLE,LAC,1,8.0
2004_15_SEA_NYJ,NYJ,2,15.0
2004_15_SEA_NYJ,SEA,2,20.0
2004_15_STL_ARI,ARI,7,67.0
2004_15_STL_ARI,LA,9,74.0
2004_15_TEN_OAK,LV,5,39.0
2004_15_TEN_OAK,TEN,5,35.0
2004_15_WAS_SF,SF,5,45.0
2004_15_WAS_SF,WAS,11,93.0
2004_16_ARI_SEA,ARI,4,25.0
2004_16_ARI_SEA,SEA,6,51.0
2004_16_ATL_NO,ATL,6,35.0
2004_16_ATL_NO,NO,10,73.0
2004_16_BAL_PIT,BAL,3,30.0
2004_16_BAL_PIT,PIT,3,25.0
2004_16_BUF_SF,BUF,5,46.0
2004_16_BUF_SF,SF,4,30.0
2004_16_CAR_TB,CAR,5,52.0
2004_16_CAR_TB,TB,9,67.0
2004_16_CHI_DET,CHI,8,55.0
2004_16_CHI_DET,DET,6,47.0
2004_16_CLE_MIA,CLE,5,25.0
2004_16_CLE_MIA,MIA,7,35.0
2004_16_DEN_TEN,DEN,2,45.0
2004_16_DEN_TEN,TEN,3,16.0
2004_16_GB_MIN,GB,4,25.0
2004_16_GB_MIN,MIN,9,78.0
2004_16_HOU_JAX,HOU,6,50.0
2004_16_HOU_JAX,JAX,5,45.0
2004_16_NE_NYJ,NE,3,25.0
2004_16_NE_NYJ,NYJ,4,20.0
2004_16_NYG_CIN,CIN,3,20.0
2004_16_NYG_CIN,NYG,9,85.0
2004_16_OAK_KC,KC,7,52.0
2004_16_OAK_KC,LV,12,90.0
2004_16_PHI_STL,LA,7,55.0
2004_16_PHI_STL,PHI,13,95.0
2004_16_SD_IND,IND,10,70.0
2004_16_SD_IND,LAC,7,63.0
2004_16_WAS_DAL,DAL,1,13.0
2004_16_WAS_DAL,WAS,8,67.0
2004_17_ATL_SEA,ATL,8,52.0
2004_17_ATL_SEA,SEA,1,5.0
2004_17_CIN_PHI,CIN,4,35.0
2004_17_CIN_PHI,PHI,7,50.0
2004_17_CLE_HOU,CLE,6,46.0
2004_17_CLE_HOU,HOU,8,52.0
2004_17_DAL_NYG,DAL,6,93.0
2004_17_DAL_NYG,NYG,3,25.0
2004_17_DET_TEN,DET,6,52.0
2004_17_DET_TEN,TEN,7,50.0
2004_17_GB_CHI,CHI,4,29.0
2004_17_GB_CHI,GB,5,35.0
2004_17_IND_DEN,DEN,2,25.0
2004_17_IND_DEN,IND,4,25.0
2004_17_JAX_OAK,JAX,7,87.0
2004_17_JAX_OAK,LV,8,72.0
2004_17_KC_SD,KC,5,45.0
2004_17_KC_SD,LAC,7,50.0
2004_17_MIA_BAL,BAL,6,50.0
2004_17_MIA_BAL,MIA,5,50.0
2004_17_MIN_WAS,MIN,7,49.0
2004_17_MIN_WAS,WAS,3,13.0
2004_17_NO_CAR,CAR,6,45.0
2004_17_NO_CAR,NO,8,87.0
2004_17_NYJ_STL,LA,10,76.0
2004_17_NYJ_STL,NYJ,7,75.0
2004_17_PIT_BUF,BUF,12,108.0
2004_17_PIT_BUF,PIT,7,40.0
2004_17_SF_NE,NE,4,37.0
2004_17_SF_NE,SF,7,64.0
2004_17_TB_ARI,ARI,10,70.0
2004_17_TB_ARI,TB,8,63.0
2004_18_DEN_IND,DEN,5,24.0
2004_18_DEN_IND,IND,4,25.0
2004_18_MIN_GB,GB,8,55.0
2004_18_MIN_GB,MIN,7,56.0
2004_18_NYJ_SD,LAC,9,75.0
2004_18_NYJ_SD,NYJ,8,49.0
2004_18_STL_SEA,LA,4,30.0
2004_18_STL_SEA,SEA,9,61.0
2004_19_IND_NE,IND,4,44.0
2004_19_IND_NE,NE,5,35.0
2004_19_MIN_PHI,MIN,7,108.0
2004_19_MIN_PHI,PHI,4,20.0
2004_19_NYJ_PIT,NYJ,4,35.0
2004_19_NYJ_PIT,PIT,6,45.0
2004_19_STL_ATL,ATL,4,32.0
2004_19_STL_ATL,LA,4,26.0
2004_20_ATL_PHI,ATL,5,24.0
2004_20_ATL_PHI,PHI,6,59.0
2004_20_NE_PIT,NE,1,5.0
2004_20_NE_PIT,PIT,2,20.0
2004_21_NE_PHI,NE,7,47.0
2004_21_NE_PHI,PHI,3,35.0
2005_01_ARI_NYG,ARI,10,53.0
2005_01_ARI_NYG,NYG,7,52.0
2005_01_CHI_WAS,CHI,8,86.0
2005_01_CHI_WAS,WAS,5,45.0
2005_01_CIN_CLE,CIN,5,40.0
2005_01_CIN_CLE,CLE,7,56.0
2005_01_DAL_SD,DAL,8,46.0
2005_01_DAL_SD,LAC,8,62.0
2005_01_DEN_MIA,DEN,7,73.0
2005_01_DEN_MIA,MIA,11,69.0
2005_01_GB_DET,DET,4,38.0
2005_01_GB_DET,GB,14,100.0
2005_01_HOU_BUF,BUF,10,71.0
2005_01_HOU_BUF,HOU,6,38.0
2005_01_IND_BAL,BAL,8,45.0
2005_01_IND_BAL,IND,7,45.0
2005_01_NO_CAR,CAR,11,84.0
2005_01_NO_CAR,NO,9,74.0
2005_01_NYJ_KC,KC,4,26.0
2005_01_NYJ_KC,NYJ,8,80.0
2005_01_OAK_NE,LV,16,149.0
2005_01_OAK_NE,NE,7,46.0
2005_01_PHI_ATL,ATL,7,88.0
2005_01_PHI_ATL,PHI,8,55.0
2005_01_SEA_JAX,JAX,6,31.0
2005_01_SEA_JAX,SEA,5,29.0
2005_01_STL_SF,LA,7,48.0
2005_01_STL_SF,SF,5,30.0
2005_01_TB_MIN,MIN,9,70.0
2005_01_TB_MIN,TB,13,99.0
2005_01_TEN_PIT,PIT,3,27.0
2005_01_TEN_PIT,TEN,7,49.0
2005_02_ATL_SEA,ATL,3,24.0
2005_02_ATL_SEA,SEA,10,79.0
2005_02_BAL_TEN,BAL,10,73.0
2005_02_BAL_TEN,TEN,5,47.0
2005_02_BUF_TB,BUF,3,20.0
2005_02_BUF_TB,TB,13,99.0
2005_02_CLE_GB,CLE,6,40.0
2005_02_CLE_GB,GB,6,41.0
2005_02_DET_CHI,CHI,6,40.0
2005_02_DET_CHI,DET,3,30.0
2005_02_JAX_IND,IND,6,45.0
2005_02_JAX_IND,JAX,7,60.0
2005_02_KC_OAK,KC,9,78.0
2005_02_KC_OAK,LV,7,84.0
2005_02_MIA_NYJ,MIA,10,88.0
2005_02_MIA_NYJ,NYJ,5,40.0
2005_02_MIN_CIN,CIN,17,115.0
2005_02_MIN_CIN,MIN,7,49.0
2005_02_NE_CAR,CAR,6,45.0
2005_02_NE_CAR,NE,12,86.0
2005_02_NYG_NO,NO,13,92.0
2005_02_NYG_NO,NYG,9,86.0
2005_02_PIT_HOU,HOU,7,58.0
2005_02_PIT_HOU,PIT,5,40.0
2005_02_SD_DEN,DEN,5,45.0
2005_02_SD_DEN,LAC,7,42.0
2005_02_SF_PHI,PHI,6,50.0
2005_02_SF_PHI,SF,2,15.0
2005_02_STL_ARI,ARI,8,72.0
2005_02_STL_ARI,LA,4,30.0
2005_02_WAS_DAL,DAL,7,60.0
2005_02_WAS_DAL,WAS,12,80.0
2005_03_ARI_SEA,ARI,12,71.0
2005_03_ARI_SEA,SEA,3,25.0
2005_03_ATL_BUF,ATL,7,75.0
2005_03_ATL_BUF,BUF,3,35.0
2005_03_CAR_MIA,CAR,4,39.0
2005_03_CAR_MIA,MIA,13,138.0
2005_03_CIN_CHI,CHI,7,88.0
2005_03_CIN_CHI,CIN,9,77.0
2005_03_CLE_IND,CLE,7,62.0
2005_03_CLE_IND,IND,3,15.0
2005_03_DAL_SF,DAL,6,45.0
2005_03_DAL_SF,SF,8,67.0
2005_03_JAX_NYJ,JAX,9,85.0
2005_03_JAX_NYJ,NYJ,6,44.0
2005_03_KC_DEN,DEN,4,30.0
2005_03_KC_DEN,KC,13,118.0
2005_03_NE_PIT,NE,10,118.0
2005_03_NE_PIT,PIT,5,35.0
2005_03_NO_MIN,MIN,8,60.0
2005_03_NO_MIN,NO,14,84.0
2005_03_NYG_SD,LAC,7,50.0
2005_03_NYG_SD,NYG,12,83.0
2005_03_OAK_PHI,LV,13,94.0
2005_03_OAK_PHI,PHI,10,81.0
2005_03_TB_GB,GB,8,65.0
2005_03_TB_GB,TB,7,62.0
2005_03_TEN_STL,LA,11,75.0
2005_03_TEN_STL,TEN,11,80.0
2005_04_BUF_NO,BUF,12,79.0
2005_04_BUF_NO,NO,4,26.0
2005_04_DAL_OAK,DAL,6,35.0
2005_04_DAL_OAK,LV,13,85.0
2005_04_DEN_JAX,DEN,5,30.0
2005_04_DEN_JAX,JAX,15,119.0
2005_04_DET_TB,DET,8,55.0
2005_04_DET_TB,TB,7,55.0
2005_04_GB_CAR,CAR,8,75.0
2005_04_GB_CAR,GB,8,86.0
2005_04_HOU_CIN,CIN,14,117.0
2005_04_HOU_CIN,HOU,9,90.0
2005_04_IND_TEN,IND,1,10.0
2005_04_IND_TEN,TEN,9,76.0
2005_04_MIN_ATL,ATL,8,65.0
2005_04_MIN_ATL,MIN,11,85.0
2005_04_NYJ_BAL,BAL,3,19.0
2005_04_NYJ_BAL,NYJ,5,39.0
2005_04_PHI_KC,KC,6,40.0
2005_04_PHI_KC,PHI,3,25.0
2005_04_SD_NE,LAC,7,50.0
2005_04_SD_NE,NE,4,62.0
2005_04_SEA_WAS,SEA,8,84.0
2005_04_SEA_WAS,WAS,2,10.0
2005_04_SF_ARI,ARI,4,37.0
2005_04_SF_ARI,SF,8,52.0
2005_04_STL_NYG,LA,11,103.0
2005_04_STL_NYG,NYG,11,90.0
2005_05_BAL_DET,BAL,19,129.0
2005_05_BAL_DET,DET,7,46.0
2005_05_CAR_ARI,ARI,8,55.0
2005_05_CAR_ARI,CAR,4,30.0
2005_05_CHI_CLE,CHI,7,57.0
2005_05_CHI_CLE,CLE,5,55.0
2005_05_CIN_JAX,CIN,12,94.0
2005_05_CIN_JAX,JAX,10,98.0
2005_05_IND_SF,IND,10,80.0
2005_05_IND_SF,SF,7,40.0
2005_05_MIA_BUF,BUF,7,63.0
2005_05_MIA_BUF,MIA,18,102.0
2005_05_NE_ATL,ATL,8,84.0
2005_05_NE_ATL,NE,11,83.0
2005_05_NO_GB,GB,6,36.0
2005_05_NO_GB,NO,11,107.0
2005_05_PHI_DAL,DAL,5,48.0
2005_05_PHI_DAL,PHI,8,54.0
2005_05_PIT_SD,LAC,9,100.0
2005_05_PIT_SD,PIT,11,104.0
2005_05_SEA_STL,LA,7,74.0
2005_05_SEA_STL,SEA,7,50.0
2005_05_TB_NYJ,NYJ,6,46.0
2005_05_TB_NYJ,TB,12,87.0
2005_05_TEN_HOU,HOU,6,39.0
2005_05_TEN_HOU,TEN,7,65.0
2005_05_WAS_DEN,DEN,6,43.0
2005_05_WAS_DEN,WAS,10,67.0
2005_06_ATL_NO,ATL,10,79.0
2005_06_ATL_NO,NO,8,55.0
2005_06_CAR_DET,CAR,10,73.0
2005_06_CAR_DET,DET,10,75.0
2005_06_CIN_TEN,CIN,4,32.0
2005_06_CIN_TEN,TEN,5,69.0
2005_06_CLE_BAL,BAL,11,97.0
2005_06_CLE_BAL,CLE,8,53.0
2005_06_HOU_SEA,HOU,13,95.0
2005_06_HOU_SEA,SEA,6,45.0
2005_06_JAX_PIT,JAX,10,106.0
2005_06_JAX_PIT,PIT,7,80.0
2005_06_MIA_TB,MIA,9,60.0
2005_06_MIA_TB,TB,9,65.0
2005_06_MIN_CHI,CHI,8,58.0
2005_06_MIN_CHI,MIN,14,91.0
2005_06_NE_DEN,DEN,11,82.0
2005_06_NE_DEN,NE,8,55.0
2005_06_NYG_DAL,DAL,6,44.0
2005_06_NYG_DAL,NYG,6,32.0
2005_06_NYJ_BUF,BUF,13,99.0
2005_06_NYJ_BUF,NYJ,7,50.0
2005_06_SD_OAK,LAC,5,35.0
2005_06_SD_OAK,LV,8,51.0
2005_06_STL_IND,IND,3,15.0
2005_06_STL_IND,LA,9,50.0
2005_06_WAS_KC,KC,4,24.0
2005_06_WAS_KC,WAS,5,54.0
2005_07_BAL_CHI,BAL,11,100.0
2005_07_BAL_CHI,CHI,9,60.0
2005_07_BUF_OAK,BUF,7,51.0
2005_07_BUF_OAK,LV,8,53.0
2005_07_DAL_SEA,DAL,9,81.0
2005_07_DAL_SEA,SEA,9,83.0
2005_07_DEN_NYG,DEN,6,53.0
2005_07_DEN_NYG,NYG,7,52.0
2005_07_DET_CLE,CLE,8,50.0
2005_07_DET_CLE,DET,11,72.0
2005_07_GB_MIN,GB,6,50.0
2005_07_GB_MIN,MIN,4,21.0
2005_07_IND_HOU,HOU,3,15.0
2005_07_IND_HOU,IND,6,35.0
2005_07_KC_MIA,KC,7,63.0
