game_id,penalty_team,n,yds
2022_01_PIT_CIN,CIN,4,27.0
2022_01_PIT_CIN,PIT,8,59.0
2022_01_SF_CHI,CHI,3,24.0
2022_01_SF_CHI,SF,12,99.0
2022_01_TB_DAL,DAL,10,73.0
2022_01_TB_DAL,TB,5,25.0
2022_02_ARI_LV,ARI,12,120.0
2022_02_ARI_LV,LV,10,68.0
2022_02_ATL_LA,ATL,5,29.0
2022_02_ATL_LA,LA,3,61.0
2022_02_CAR_NYG,CAR,5,38.0
2022_02_CAR_NYG,NYG,8,62.0
2022_02_CHI_GB,CHI,7,50.0
2022_02_CHI_GB,GB,3,25.0
2022_02_CIN_DAL,CIN,7,35.0
2022_02_CIN_DAL,DAL,5,45.0
2022_02_HOU_DEN,DEN,13,100.0
2022_02_HOU_DEN,HOU,8,94.0
2022_02_IND_JAX,IND,5,30.0
2022_02_IND_JAX,JAX,3,19.0
2022_02_LAC_KC,KC,6,54.0
2022_02_LAC_KC,LAC,3,25.0
2022_02_MIA_BAL,BAL,1,5.0
2022_02_MIA_BAL,MIA,8,51.0
2022_02_MIN_PHI,MIN,5,25.0
2022_02_MIN_PHI,PHI,8,60.0
2022_02_NE_PIT,NE,7,55.0
2022_02_NE_PIT,PIT,3,20.0
2022_02_NYJ_CLE,CLE,5,38.0
2022_02_NYJ_CLE,NYJ,8,57.0
2022_02_SEA_SF,SEA,10,106.0
2022_02_SEA_SF,SF,1,26.0
2022_02_TB_NO,NO,9,60.0
2022_02_TB_NO,TB,8,101.0
2022_02_TEN_BUF,BUF,8,49.0
2022_02_TEN_BUF,TEN,9,87.0
2022_02_WAS_DET,DET,1,5.0
2022_02_WAS_DET,WAS,2,17.0
2022_03_ATL_SEA,ATL,2,15.0
2022_03_ATL_SEA,SEA,6,47.0
2022_03_BAL_NE,BAL,2,10.0
2022_03_BAL_NE,NE,3,16.0
2022_03_BUF_MIA,BUF,7,52.0
2022_03_BUF_MIA,MIA,4,20.0
2022_03_CIN_NYJ,CIN,5,30.0
2022_03_CIN_NYJ,NYJ,4,55.0
2022_03_DAL_NYG,DAL,8,70.0
2022_03_DAL_NYG,NYG,8,57.0
2022_03_DET_MIN,DET,7,59.0
2022_03_DET_MIN,MIN,3,15.0
2022_03_GB_TB,GB,8,65.0
2022_03_GB_TB,TB,6,40.0
2022_03_HOU_CHI,CHI,6,32.0
2022_03_HOU_CHI,HOU,3,25.0
2022_03_JAX_LAC,JAX,2,10.0
2022_03_JAX_LAC,LAC,7,54.0
2022_03_KC_IND,IND,4,34.0
2022_03_KC_IND,KC,6,45.0
2022_03_LA_ARI,ARI,6,50.0
2022_03_LA_ARI,LA,6,35.0
2022_03_LV_TEN,LV,6,44.0
2022_03_LV_TEN,TEN,7,85.0
2022_03_NO_CAR,CAR,4,40.0
2022_03_NO_CAR,NO,7,58.0
2022_03_PHI_WAS,PHI,5,52.0
2022_03_PHI_WAS,WAS,4,48.0
2022_03_PIT_CLE,CLE,5,24.0
2022_03_PIT_CLE,PIT,5,25.0
2022_03_SF_DEN,DEN,5,30.0
2022_03_SF_DEN,SF,7,40.0
2022_04_ARI_CAR,ARI,6,46.0
2022_04_ARI_CAR,CAR,6,76.0
2022_04_BUF_BAL,BAL,9,70.0
2022_04_BUF_BAL,BUF,4,31.0
2022_04_CHI_NYG,CHI,5,65.0
2022_04_CHI_NYG,NYG,7,55.0
2022_04_CLE_ATL,ATL,1,15.0
2022_04_CLE_ATL,CLE,7,51.0
2022_04_DEN_LV,DEN,7,50.0
2022_04_DEN_LV,LV,4,25.0
2022_04_JAX_PHI,JAX,4,38.0
2022_04_JAX_PHI,PHI,3,20.0
2022_04_KC_TB,KC,4,32.0
2022_04_KC_TB,TB,5,40.0
2022_04_LAC_HOU,HOU,9,67.0
2022_04_LAC_HOU,LAC,6,61.0
2022_04_LA_SF,LA,1,5.0
2022_04_LA_SF,SF,4,25.0
2022_04_MIA_CIN,CIN,6,74.0
2022_04_MIA_CIN,MIA,6,41.0
2022_04_MIN_NO,MIN,5,35.0
2022_04_MIN_NO,NO,10,102.0
2022_04_NE_GB,GB,4,40.0
2022_04_NE_GB,NE,7,75.0
2022_04_NYJ_PIT,NYJ,7,64.0
2022_04_NYJ_PIT,PIT,8,55.0
2022_04_SEA_DET,DET,8,59.0
2022_04_SEA_DET,SEA,11,76.0
2022_04_TEN_IND,IND,7,50.0
2022_04_TEN_IND,TEN,6,40.0
2022_04_WAS_DAL,DAL,4,20.0
2022_04_WAS_DAL,WAS,11,136.0
2022_05_ATL_TB,ATL,6,55.0
2022_05_ATL_TB,TB,6,45.0
2022_05_CHI_MIN,CHI,6,40.0
2022_05_CHI_MIN,MIN,7,70.0
2022_05_CIN_BAL,BAL,6,48.0
2022_05_CIN_BAL,CIN,4,20.0
2022_05_DAL_LA,DAL,5,42.0
2022_05_DAL_LA,LA,3,25.0
2022_05_DET_NE,DET,7,82.0
2022_05_DET_NE,NE,6,46.0
2022_05_HOU_JAX,HOU,4,25.0
2022_05_HOU_JAX,JAX,6,48.0
2022_05_IND_DEN,DEN,7,49.0
2022_05_IND_DEN,IND,8,64.0
2022_05_LAC_CLE,CLE,6,65.0
2022_05_LAC_CLE,LAC,4,17.0
2022_05_LV_KC,KC,5,72.0
2022_05_LV_KC,LV,11,99.0
2022_05_MIA_NYJ,MIA,11,102.0
2022_05_MIA_NYJ,NYJ,5,105.0
2022_05_NYG_GB,GB,7,37.0
2022_05_NYG_GB,NYG,6,63.0
2022_05_PHI_ARI,ARI,2,15.0
2022_05_PHI_ARI,PHI,3,30.0
2022_05_PIT_BUF,BUF,5,28.0
2022_05_PIT_BUF,PIT,6,54.0
2022_05_SEA_NO,NO,6,57.0
2022_05_SEA_NO,SEA,12,85.0
2022_05_SF_CAR,CAR,5,33.0
2022_05_SF_CAR,SF,9,50.0
2022_05_TEN_WAS,TEN,8,69.0
2022_05_TEN_WAS,WAS,9,71.0
2022_06_ARI_SEA,ARI,6,53.0
2022_06_ARI_SEA,SEA,6,44.0
2022_06_BAL_NYG,BAL,10,74.0
2022_06_BAL_NYG,NYG,3,25.0
2022_06_BUF_KC,BUF,7,35.0
2022_06_BUF_KC,KC,5,58.0
2022_06_CAR_LA,CAR,3,30.0
2022_06_CAR_LA,LA,7,49.0
2022_06_CIN_NO,CIN,3,30.0
2022_06_CIN_NO,NO,4,34.0
2022_06_DAL_PHI,DAL,10,72.0
2022_06_DAL_PHI,PHI,2,10.0
2022_06_DEN_LAC,DEN,10,151.0
2022_06_DEN_LAC,LAC,9,89.0
2022_06_JAX_IND,IND,7,52.0
2022_06_JAX_IND,JAX,4,44.0
2022_06_MIN_MIA,MIA,10,97.0
2022_06_MIN_MIA,MIN,2,20.0
2022_06_NE_CLE,CLE,7,63.0
2022_06_NE_CLE,NE,12,92.0
2022_06_NYJ_GB,GB,7,42.0
2022_06_NYJ_GB,NYJ,7,79.0
2022_06_SF_ATL,ATL,5,40.0
2022_06_SF_ATL,SF,5,30.0
2022_06_TB_PIT,PIT,7,45.0
2022_06_TB_PIT,TB,6,42.0
2022_06_WAS_CHI,CHI,4,42.0
2022_06_WAS_CHI,WAS,7,36.0
2022_07_ATL_CIN,ATL,3,22.0
2022_07_ATL_CIN,CIN,5,17.0
2022_07_CHI_NE,CHI,4,35.0
2022_07_CHI_NE,NE,4,30.0
2022_07_CLE_BAL,BAL,3,53.0
2022_07_CLE_BAL,CLE,6,45.0
2022_07_DET_DAL,DAL,7,55.0
2022_07_DET_DAL,DET,8,59.0
2022_07_GB_WAS,GB,9,69.0
2022_07_GB_WAS,WAS,7,54.0
2022_07_HOU_LV,HOU,3,14.0
2022_07_HOU_LV,LV,5,44.0
2022_07_IND_TEN,IND,4,28.0
2022_07_IND_TEN,TEN,2,15.0
2022_07_KC_SF,KC,8,84.0
2022_07_KC_SF,SF,10,80.0
2022_07_NO_ARI,ARI,4,20.0
2022_07_NO_ARI,NO,8,49.0
2022_07_NYG_JAX,JAX,13,81.0
2022_07_NYG_JAX,NYG,8,67.0
2022_07_NYJ_DEN,DEN,4,34.0
2022_07_NYJ_DEN,NYJ,11,85.0
2022_07_PIT_MIA,MIA,5,30.0
2022_07_PIT_MIA,PIT,5,40.0
2022_07_SEA_LAC,LAC,7,70.0
2022_07_SEA_LAC,SEA,7,68.0
2022_07_TB_CAR,CAR,3,15.0
2022_07_TB_CAR,TB,4,30.0
2022_08_ARI_MIN,ARI,10,67.0
2022_08_ARI_MIN,MIN,10,86.0
2022_08_BAL_TB,BAL,7,101.0
2022_08_BAL_TB,TB,4,35.0
2022_08_CAR_ATL,ATL,7,64.0
2022_08_CAR_ATL,CAR,9,74.0
2022_08_CHI_DAL,CHI,6,45.0
2022_08_CHI_DAL,DAL,6,41.0
2022_08_CIN_CLE,CIN,2,6.0
2022_08_CIN_CLE,CLE,6,56.0
2022_08_DEN_JAX,DEN,12,80.0
2022_08_DEN_JAX,JAX,5,54.0
2022_08_GB_BUF,BUF,4,35.0
2022_08_GB_BUF,GB,8,58.0
2022_08_LV_NO,LV,6,59.0
2022_08_LV_NO,NO,5,27.0
2022_08_MIA_DET,DET,6,30.0
2022_08_MIA_DET,MIA,7,55.0
2022_08_NE_NYJ,NE,6,54.0
2022_08_NE_NYJ,NYJ,4,41.0
2022_08_NYG_SEA,NYG,6,53.0
2022_08_NYG_SEA,SEA,3,25.0
2022_08_PIT_PHI,PHI,8,60.0
2022_08_PIT_PHI,PIT,9,60.0
2022_08_SF_LA,LA,4,50.0
2022_08_SF_LA,SF,3,8.0
2022_08_TEN_HOU,HOU,6,45.0
2022_08_TEN_HOU,TEN,6,35.0
2022_08_WAS_IND,IND,3,25.0
2022_08_WAS_IND,WAS,3,52.0
2022_09_BAL_NO,BAL,5,31.0
2022_09_BAL_NO,NO,5,40.0
2022_09_BUF_NYJ,BUF,3,30.0
2022_09_BUF_NYJ,NYJ,3,30.0
2022_09_CAR_CIN,CAR,7,50.0
2022_09_CAR_CIN,CIN,5,35.0
2022_09_GB_DET,DET,7,62.0
2022_09_GB_DET,GB,8,81.0
2022_09_IND_NE,IND,2,15.0
2022_09_IND_NE,NE,4,35.0
2022_09_LAC_ATL,ATL,2,15.0
2022_09_LAC_ATL,LAC,5,45.0
2022_09_LA_TB,LA,4,53.0
2022_09_LA_TB,TB,7,55.0
2022_09_LV_JAX,JAX,4,30.0
2022_09_LV_JAX,LV,5,45.0
2022_09_MIA_CHI,CHI,4,92.0
2022_09_MIA_CHI,MIA,3,38.0
2022_09_MIN_WAS,MIN,5,42.0
2022_09_MIN_WAS,WAS,3,26.0
2022_09_PHI_HOU,HOU,4,24.0
2022_09_PHI_HOU,PHI,4,31.0
2022_09_SEA_ARI,ARI,12,77.0
2022_09_SEA_ARI,SEA,6,34.0
2022_09_TEN_KC,KC,10,69.0
2022_09_TEN_KC,TEN,8,51.0
2022_10_ARI_LA,ARI,10,67.0
2022_10_ARI_LA,LA,5,29.0
2022_10_ATL_CAR,ATL,4,37.0
2022_10_ATL_CAR,CAR,10,89.0
2022_10_CLE_MIA,CLE,6,52.0
2022_10_CLE_MIA,MIA,5,43.0
2022_10_DAL_GB,DAL,9,83.0
2022_10_DAL_GB,GB,6,40.0
2022_10_DEN_TEN,DEN,8,50.0
2022_10_DEN_TEN,TEN,9,60.0
2022_10_DET_CHI,CHI,9,86.0
2022_10_DET_CHI,DET,2,15.0
2022_10_HOU_NYG,HOU,7,40.0
2022_10_HOU_NYG,NYG,5,24.0
2022_10_IND_LV,IND,4,25.0
2022_10_IND_LV,LV,10,74.0
2022_10_JAX_KC,JAX,5,30.0
2022_10_LAC_SF,LAC,1,5.0
2022_10_LAC_SF,SF,5,52.0
2022_10_MIN_BUF,BUF,7,64.0
2022_10_MIN_BUF,MIN,7,64.0
2022_10_NO_PIT,NO,10,74.0
2022_10_NO_PIT,PIT,3,40.0
2022_10_SEA_TB,SEA,6,46.0
2022_10_SEA_TB,TB,4,40.0
2022_10_WAS_PHI,PHI,7,75.0
2022_10_WAS_PHI,WAS,5,58.0
2022_11_CAR_BAL,BAL,10,93.0
2022_11_CAR_BAL,CAR,9,66.0
2022_11_CHI_ATL,ATL,2,13.0
2022_11_CHI_ATL,CHI,7,56.0
2022_11_CIN_PIT,CIN,6,44.0
2022_11_CIN_PIT,PIT,8,70.0
2022_11_CLE_BUF,BUF,8,89.0
2022_11_CLE_BUF,CLE,6,42.0
2022_11_DAL_MIN,DAL,6,39.0
2022_11_DAL_MIN,MIN,7,59.0
2022_11_DET_NYG,DET,5,45.0
2022_11_DET_NYG,NYG,8,63.0
2022_11_KC_LAC,KC,4,54.0
2022_11_KC_LAC,LAC,4,25.0
2022_11_LA_NO,LA,6,55.0
2022_11_LA_NO,NO,2,15.0
2022_11_LV_DEN,DEN,5,45.0
2022_11_LV_DEN,LV,9,98.0
2022_11_NYJ_NE,NE,8,55.0
2022_11_NYJ_NE,NYJ,3,15.0
2022_11_PHI_IND,IND,8,90.0
2022_11_PHI_IND,PHI,7,55.0
2022_11_SF_ARI,ARI,5,50.0
2022_11_SF_ARI,SF,3,30.0
2022_11_TEN_GB,GB,5,40.0
2022_11_TEN_GB,TEN,2,19.0
2022_11_WAS_HOU,HOU,2,15.0
2022_11_WAS_HOU,WAS,5,36.0
2022_12_ATL_WAS,ATL,2,20.0
2022_12_ATL_WAS,WAS,4,28.0
2022_12_BAL_JAX,BAL,3,20.0
2022_12_BAL_JAX,JAX,4,19.0
2022_12_BUF_DET,BUF,5,36.0
2022_12_BUF_DET,DET,3,32.0
2022_12_CHI_NYJ,CHI,1,10.0
2022_12_CHI_NYJ,NYJ,1,5.0
2022_12_CIN_TEN,CIN,9,80.0
2022_12_CIN_TEN,TEN,8,57.0
2022_12_DEN_CAR,CAR,4,34.0
2022_12_DEN_CAR,DEN,4,44.0
2022_12_GB_PHI,GB,4,35.0
2022_12_GB_PHI,PHI,3,25.0
2022_12_HOU_MIA,HOU,5,45.0
2022_12_HOU_MIA,MIA,4,35.0
2022_12_LAC_ARI,ARI,3,19.0
2022_12_LAC_ARI,LAC,4,30.0
2022_12_LA_KC,KC,3,25.0
2022_12_LA_KC,LA,5,25.0
2022_12_LV_SEA,LV,7,50.0
2022_12_LV_SEA,SEA,2,10.0
2022_12_NE_MIN,MIN,3,20.0
2022_12_NE_MIN,NE,6,55.0
2022_12_NO_SF,NO,6,46.0
2022_12_NO_SF,SF,7,64.0
2022_12_NYG_DAL,DAL,13,86.0
2022_12_NYG_DAL,NYG,7,66.0
2022_12_PIT_IND,IND,2,20.0
2022_12_PIT_IND,PIT,3,19.0
2022_12_TB_CLE,CLE,5,42.0
2022_12_TB_CLE,TB,9,70.0
2022_13_BUF_NE,BUF,6,47.0
2022_13_BUF_NE,NE,6,62.0
2022_13_CLE_HOU,CLE,6,56.0
2022_13_CLE_HOU,HOU,5,31.0
2022_13_DEN_BAL,BAL,3,15.0
2022_13_DEN_BAL,DEN,4,48.0
2022_13_GB_CHI,CHI,5,63.0
2022_13_GB_CHI,GB,2,20.0
2022_13_IND_DAL,DAL,3,43.0
2022_13_IND_DAL,IND,6,88.0
2022_13_JAX_DET,DET,1,10.0
2022_13_JAX_DET,JAX,5,24.0
2022_13_KC_CIN,CIN,6,65.0
2022_13_KC_CIN,KC,4,35.0
2022_13_LAC_LV,LAC,4,20.0
2022_13_LAC_LV,LV,3,15.0
2022_13_MIA_SF,MIA,8,68.0
2022_13_MIA_SF,SF,4,45.0
2022_13_NO_TB,NO,6,84.0
2022_13_NO_TB,TB,4,39.0
2022_13_NYJ_MIN,MIN,3,44.0
2022_13_NYJ_MIN,NYJ,6,40.0
2022_13_PIT_ATL,ATL,6,48.0
2022_13_PIT_ATL,PIT,7,30.0
2022_13_SEA_LA,LA,4,39.0
2022_13_SEA_LA,SEA,6,42.0
2022_13_TEN_PHI,PHI,12,80.0
2022_13_TEN_PHI,TEN,7,82.0
2022_13_WAS_NYG,NYG,4,34.0
2022_13_WAS_NYG,WAS,7,55.0
2022_14_BAL_PIT,BAL,5,46.0
2022_14_BAL_PIT,PIT,2,15.0
2022_14_CAR_SEA,CAR,6,29.0
2022_14_CAR_SEA,SEA,3,35.0
2022_14_CLE_CIN,CIN,4,36.0
2022_14_CLE_CIN,CLE,9,98.0
2022_14_HOU_DAL,DAL,3,10.0
2022_14_HOU_DAL,HOU,4,25.0
2022_14_JAX_TEN,JAX,9,70.0
2022_14_JAX_TEN,TEN,5,50.0
2022_14_KC_DEN,DEN,6,38.0
2022_14_KC_DEN,KC,4,70.0
2022_14_LV_LA,LA,7,60.0
2022_14_LV_LA,LV,7,94.0
2022_14_MIA_LAC,LAC,6,40.0
2022_14_MIA_LAC,MIA,6,50.0
2022_14_MIN_DET,DET,7,51.0
2022_14_MIN_DET,MIN,3,25.0
2022_14_NE_ARI,ARI,8,48.0
2022_14_NE_ARI,NE,8,80.0
2022_14_NYJ_BUF,BUF,5,35.0
2022_14_NYJ_BUF,NYJ,7,61.0
2022_14_PHI_NYG,NYG,5,34.0
2022_14_PHI_NYG,PHI,2,9.0
2022_14_TB_SF,SF,2,15.0
2022_14_TB_SF,TB,8,62.0
2022_15_ARI_DEN,ARI,7,46.0
2022_15_ARI_DEN,DEN,4,31.0
2022_15_ATL_NO,ATL,3,30.0
2022_15_ATL_NO,NO,6,46.0
2022_15_BAL_CLE,BAL,3,25.0
2022_15_BAL_CLE,CLE,3,32.0
2022_15_CIN_TB,CIN,4,27.0
2022_15_CIN_TB,TB,7,58.0
2022_15_DAL_JAX,DAL,2,18.0
2022_15_DAL_JAX,JAX,4,37.0
2022_15_DET_NYJ,DET,6,52.0
2022_15_DET_NYJ,NYJ,2,20.0
2022_15_IND_MIN,IND,11,103.0
2022_15_IND_MIN,MIN,9,74.0
2022_15_KC_HOU,HOU,4,33.0
2022_15_KC_HOU,KC,10,102.0
2022_15_LA_GB,GB,4,80.0
2022_15_LA_GB,LA,8,76.0
2022_15_MIA_BUF,BUF,7,51.0
2022_15_MIA_BUF,MIA,8,51.0
2022_15_NE_LV,LV,13,90.0
2022_15_NE_LV,NE,6,30.0
2022_15_NYG_WAS,NYG,5,30.0
2022_15_NYG_WAS,WAS,6,40.0
2022_15_PHI_CHI,CHI,6,30.0
2022_15_PHI_CHI,PHI,2,25.0
2022_15_PIT_CAR,CAR,5,40.0
2022_15_PIT_CAR,PIT,7,81.0
2022_15_SF_SEA,SEA,8,79.0
2022_15_SF_SEA,SF,7,60.0
2022_15_TEN_LAC,LAC,3,20.0
2022_15_TEN_LAC,TEN,6,62.0
2022_16_ATL_BAL,ATL,5,48.0
2022_16_ATL_BAL,BAL,1,6.0
2022_16_BUF_CHI,BUF,9,72.0
2022_16_BUF_CHI,CHI,2,15.0
2022_16_CIN_NE,CIN,8,62.0
2022_16_CIN_NE,NE,10,82.0
2022_16_DEN_LA,DEN,6,55.0
2022_16_DEN_LA,LA,3,6.0
2022_16_DET_CAR,CAR,10,74.0
2022_16_DET_CAR,DET,4,30.0
2022_16_GB_MIA,GB,5,40.0
2022_16_GB_MIA,MIA,8,62.0
2022_16_HOU_TEN,HOU,4,35.0
2022_16_HOU_TEN,TEN,5,30.0
2022_16_JAX_NYJ,JAX,3,25.0
2022_16_JAX_NYJ,NYJ,9,64.0
2022_16_LAC_IND,IND,2,11.0
2022_16_LAC_IND,LAC,6,60.0
2022_16_LV_PIT,LV,2,20.0
2022_16_LV_PIT,PIT,3,35.0
2022_16_NO_CLE,CLE,4,45.0
2022_16_NO_CLE,NO,2,15.0
2022_16_NYG_MIN,MIN,2,14.0
2022_16_NYG_MIN,NYG,7,63.0
2022_16_PHI_DAL,DAL,4,36.0
2022_16_PHI_DAL,PHI,2,10.0
2022_16_SEA_KC,KC,5,39.0
2022_16_SEA_KC,SEA,6,35.0
2022_16_TB_ARI,ARI,6,74.0
2022_16_TB_ARI,TB,5,30.0
2022_16_WAS_SF,SF,4,25.0
2022_16_WAS_SF,WAS,6,51.0
2022_17_ARI_ATL,ARI,8,50.0
2022_17_ARI_ATL,ATL,5,70.0
2022_17_CAR_TB,CAR,8,58.0
2022_17_CAR_TB,TB,8,51.0
2022_17_CHI_DET,CHI,3,49.0
2022_17_CHI_DET,DET,6,42.0
2022_17_CLE_WAS,CLE,3,20.0
2022_17_CLE_WAS,WAS,5,24.0
2022_17_DAL_TEN,DAL,3,35.0
2022_17_DAL_TEN,TEN,10,124.0
2022_17_DEN_KC,DEN,3,23.0
2022_17_DEN_KC,KC,5,31.0
2022_17_IND_NYG,IND,7,60.0
2022_17_IND_NYG,NYG,3,20.0
2022_17_JAX_HOU,HOU,7,45.0
2022_17_JAX_HOU,JAX,2,30.0
2022_17_LA_LAC,LA,3,22.0
2022_17_LA_LAC,LAC,2,19.0
2022_17_MIA_NE,MIA,9,71.0
2022_17_MIA_NE,NE,6,39.0
2022_17_MIN_GB,GB,3,30.0
2022_17_MIN_GB,MIN,6,35.0
2022_17_NO_PHI,NO,3,20.0
2022_17_NO_PHI,PHI,8,49.0
2022_17_NYJ_SEA,NYJ,2,10.0
2022_17_NYJ_SEA,SEA,5,25.0
2022_17_PIT_BAL,BAL,4,30.0
2022_17_PIT_BAL,PIT,6,43.0
2022_17_SF_LV,LV,6,49.0
2022_17_SF_LV,SF,9,71.0
2022_18_ARI_SF,ARI,7,50.0
2022_18_ARI_SF,SF,2,10.0
2022_18_BAL_CIN,BAL,5,22.0
2022_18_BAL_CIN,CIN,3,35.0
2022_18_CAR_NO,CAR,2,20.0
2022_18_CAR_NO,NO,2,15.0
2022_18_CLE_PIT,CLE,9,65.0
2022_18_CLE_PIT,PIT,4,20.0
2022_18_DAL_WAS,DAL,6,74.0
2022_18_DAL_WAS,WAS,2,10.0
2022_18_DET_GB,DET,5,75.0
2022_18_DET_GB,GB,4,35.0
2022_18_HOU_IND,HOU,7,41.0
2022_18_HOU_IND,IND,2,10.0
2022_18_KC_LV,KC,5,43.0
2022_18_KC_LV,LV,6,47.0
2022_18_LAC_DEN,DEN,3,36.0
2022_18_LAC_DEN,LAC,5,34.0
2022_18_LA_SEA,LA,3,35.0
2022_18_LA_SEA,SEA,4,20.0
2022_18_MIN_CHI,CHI,2,20.0
2022_18_MIN_CHI,MIN,8,36.0
2022_18_NE_BUF,BUF,2,20.0
2022_18_NE_BUF,NE,2,20.0
2022_18_NYG_PHI,NYG,8,66.0
2022_18_NYG_PHI,PHI,4,30.0
2022_18_NYJ_MIA,MIA,5,47.0
2022_18_NYJ_MIA,NYJ,6,54.0
2022_18_TB_ATL,ATL,2,18.0
2022_18_TB_ATL,TB,3,30.0
2022_18_TEN_JAX,JAX,4,25.0
2022_18_TEN_JAX,TEN,6,40.0
2022_19_BAL_CIN,BAL,4,36.0
2022_19_BAL_CIN,CIN,7,42.0
2022_19_DAL_TB,DAL,2,15.0
2022_19_DAL_TB,TB,3,34.0
2022_19_LAC_JAX,JAX,3,30.0
2022_19_LAC_JAX,LAC,7,42.0
2022_19_MIA_BUF,BUF,2,13.0
2022_19_MIA_BUF,MIA,7,34.0
2022_19_NYG_MIN,MIN,3,12.0
2022_19_NYG_MIN,NYG,5,45.0
2022_19_SEA_SF,SEA,5,30.0
2022_19_SEA_SF,SF,3,28.0
2022_20_CIN_BUF,BUF,8,60.0
2022_20_CIN_BUF,CIN,2,9.0
2022_20_DAL_SF,DAL,7,50.0
2022_20_DAL_SF,SF,3,30.0
2022_20_JAX_KC,JAX,5,40.0
2022_20_JAX_KC,KC,3,30.0
2022_20_NYG_PHI,NYG,1,5.0
2022_20_NYG_PHI,PHI,5,25.0
2022_21_CIN_KC,CIN,9,71.0
2022_21_CIN_KC,KC,4,55.0
2022_21_SF_PHI,PHI,4,34.0
2022_21_SF_PHI,SF,11,81.0
2022_22_KC_PHI,KC,3,14.0
2022_22_KC_PHI,PHI,6,33.0
2023_01_ARI_WAS,ARI,9,122.0
2023_01_ARI_WAS,WAS,8,70.0
2023_01_BUF_NYJ,BUF,5,40.0
2023_01_BUF_NYJ,NYJ,2,10.0
2023_01_CAR_ATL,ATL,6,43.0
2023_01_CAR_ATL,CAR,9,66.0
2023_01_CIN_CLE,CIN,4,20.0
2023_01_CIN_CLE,CLE,5,43.0
2023_01_DAL_NYG,DAL,5,35.0
2023_01_DAL_NYG,NYG,6,72.0
2023_01_DET_KC,DET,4,63.0
2023_01_DET_KC,KC,3,25.0
2023_01_GB_CHI,CHI,7,61.0
2023_01_GB_CHI,GB,9,90.0
2023_01_HOU_BAL,BAL,13,106.0
2023_01_HOU_BAL,HOU,9,88.0
2023_01_JAX_IND,IND,4,35.0
2023_01_JAX_IND,JAX,4,45.0
2023_01_LA_SEA,LA,7,53.0
2023_01_LA_SEA,SEA,7,55.0
2023_01_LV_DEN,DEN,10,83.0
2023_01_LV_DEN,LV,10,97.0
2023_01_MIA_LAC,LAC,6,70.0
2023_01_MIA_LAC,MIA,6,38.0
2023_01_PHI_NE,NE,7,50.0
2023_01_PHI_NE,PHI,5,49.0
2023_01_SF_PIT,PIT,6,60.0
2023_01_SF_PIT,SF,11,85.0
2023_01_TB_MIN,MIN,6,45.0
2023_01_TB_MIN,TB,3,19.0
2023_01_TEN_NO,NO,7,45.0
2023_01_TEN_NO,TEN,6,45.0
2023_02_BAL_CIN,BAL,6,56.0
2023_02_BAL_CIN,CIN,5,30.0
2023_02_CHI_TB,CHI,5,28.0
2023_02_CHI_TB,TB,7,54.0
2023_02_CLE_PIT,CLE,8,81.0
2023_02_CLE_PIT,PIT,5,31.0
2023_02_GB_ATL,ATL,6,110.0
2023_02_GB_ATL,GB,7,40.0
2023_02_IND_HOU,HOU,3,20.0
2023_02_IND_HOU,IND,8,42.0
2023_02_KC_JAX,JAX,2,10.0
2023_02_KC_JAX,KC,12,94.0
2023_02_LAC_TEN,LAC,4,43.0
2023_02_LAC_TEN,TEN,7,45.0
2023_02_LV_BUF,BUF,4,30.0
2023_02_LV_BUF,LV,2,30.0
2023_02_MIA_NE,MIA,6,46.0
2023_02_MIA_NE,NE,5,45.0
2023_02_MIN_PHI,MIN,2,15.0
2023_02_MIN_PHI,PHI,7,45.0
2023_02_NO_CAR,CAR,6,35.0
2023_02_NO_CAR,NO,3,32.0
2023_02_NYG_ARI,ARI,8,57.0
2023_02_NYG_ARI,NYG,9,75.0
2023_02_NYJ_DAL,DAL,6,38.0
2023_02_NYJ_DAL,NYJ,5,29.0
2023_02_SEA_DET,DET,4,24.0
2023_02_SEA_DET,SEA,9,80.0
2023_02_SF_LA,LA,6,55.0
2023_02_SF_LA,SF,6,57.0
2023_02_WAS_DEN,DEN,9,58.0
2023_02_WAS_DEN,WAS,8,71.0
2023_03_ATL_DET,ATL,4,24.0
2023_03_ATL_DET,DET,10,119.0
2023_03_BUF_WAS,BUF,6,45.0
2023_03_BUF_WAS,WAS,2,15.0
2023_03_CAR_SEA,CAR,13,82.0
2023_03_CAR_SEA,SEA,8,82.0
2023_03_CHI_KC,CHI,6,32.0
2023_03_CHI_KC,KC,3,15.0
2023_03_DAL_ARI,ARI,8,69.0
2023_03_DAL_ARI,DAL,13,107.0
2023_03_DEN_MIA,DEN,7,46.0
2023_03_DEN_MIA,MIA,6,55.0
2023_03_HOU_JAX,HOU,8,75.0
2023_03_HOU_JAX,JAX,6,49.0
2023_03_IND_BAL,BAL,1,5.0
2023_03_IND_BAL,IND,6,31.0
2023_03_LAC_MIN,LAC,12,94.0
2023_03_LAC_MIN,MIN,6,45.0
2023_03_LA_CIN,CIN,7,49.0
2023_03_LA_CIN,LA,4,28.0
2023_03_NE_NYJ,NE,6,43.0
2023_03_NE_NYJ,NYJ,3,15.0
2023_03_NO_GB,GB,11,90.0
2023_03_NO_GB,NO,7,102.0
2023_03_NYG_SF,NYG,6,37.0
2023_03_NYG_SF,SF,6,71.0
