game_id,play_id,passer_player_id,rusher_player_id,receiver_player_id
2017_07_SEA_NYG,3705,,00-0029263,
2017_07_SEA_NYG,3726,,00-0031897,
2017_07_SEA_NYG,3747,00-0029263,,00-0032602
2017_07_SEA_NYG,3771,,00-0031897,
2017_07_SEA_NYG,3809,00-0029263,,00-0027696
2017_07_SEA_NYG,3860,00-0022803,,00-0033950
2017_07_SEA_NYG,3882,00-0022803,,00-0033717
2017_07_SEA_NYG,3956,00-0022803,,00-0032659
2017_07_SEA_NYG,3985,00-0022803,,00-0033717
2017_07_SEA_NYG,4065,00-0022803,,00-0033950
2017_07_SEA_NYG,4106,00-0022803,,00-0033717
2017_07_SEA_NYG,4130,00-0022803,,00-0033881
2017_07_SEA_NYG,4152,00-0022803,,00-0033717
2017_07_SEA_NYG,4174,00-0022803,,00-0032659
2017_07_SEA_NYG,4219,00-0022803,,00-0032659
2017_07_TB_BUF,56,,00-0029613,
2017_07_TB_BUF,77,00-0031503,,00-0033879
2017_07_TB_BUF,105,,00-0029613,
2017_07_TB_BUF,126,,00-0029613,
2017_07_TB_BUF,147,00-0031503,,00-0026189
2017_07_TB_BUF,169,00-0031503,,00-0031408
2017_07_TB_BUF,201,00-0031503,,00-0031408
2017_07_TB_BUF,229,,00-0029613,
2017_07_TB_BUF,290,00-0031503,,00-0032009
2017_07_TB_BUF,339,00-0031503,,00-0031273
2017_07_TB_BUF,401,00-0028118,,00-0033891
2017_07_TB_BUF,431,,00-0027029,
2017_07_TB_BUF,452,00-0028118,,00-0031299
2017_07_TB_BUF,480,00-0028118,,00-0032117
2017_07_TB_BUF,508,00-0028118,,00-0033891
2017_07_TB_BUF,534,00-0028118,,00-0031299
2017_07_TB_BUF,560,,00-0028118,
2017_07_TB_BUF,581,,00-0027029,
2017_07_TB_BUF,602,,00-0028118,
2017_07_TB_BUF,623,00-0028118,,00-0027029
2017_07_TB_BUF,687,00-0031503,,00-0028083
2017_07_TB_BUF,719,,00-0028083,
2017_07_TB_BUF,740,00-0031503,,00-0029613
2017_07_TB_BUF,768,,00-0029613,
2017_07_TB_BUF,789,00-0031503,,00-0026189
2017_07_TB_BUF,817,,00-0029613,
2017_07_TB_BUF,838,00-0031503,,00-0026189
2017_07_TB_BUF,866,,00-0031503,
2017_07_TB_BUF,892,00-0031503,,00-0033921
2017_07_TB_BUF,920,00-0031503,,00-0031273
2017_07_TB_BUF,987,,00-0027029,
2017_07_TB_BUF,1044,,00-0027029,
2017_07_TB_BUF,1065,,00-0027029,
2017_07_TB_BUF,1090,00-0028118,,
2017_07_TB_BUF,1109,,00-0026069,
2017_07_TB_BUF,1130,00-0028118,,00-0029388
2017_07_TB_BUF,1169,,00-0028118,
2017_07_TB_BUF,1190,,00-0027029,
2017_07_TB_BUF,1211,00-0028118,,00-0027029
2017_07_TB_BUF,1239,,00-0028118,
2017_07_TB_BUF,1260,,00-0026069,
2017_07_TB_BUF,1298,,00-0027029,
2017_07_TB_BUF,1346,,00-0030743,
2017_07_TB_BUF,1375,,00-0029613,
2017_07_TB_BUF,1396,,00-0029613,
2017_07_TB_BUF,1417,00-0031503,,00-0031408
2017_07_TB_BUF,1441,00-0031503,,00-0033879
2017_07_TB_BUF,1473,00-0031503,,00-0031408
2017_07_TB_BUF,1499,00-0031503,,00-0029613
2017_07_TB_BUF,1525,00-0031503,,
2017_07_TB_BUF,1554,00-0028118,,00-0027029
2017_07_TB_BUF,1580,,00-0027029,
2017_07_TB_BUF,1601,00-0028118,,00-0029388
2017_07_TB_BUF,1629,,00-0027029,
2017_07_TB_BUF,1650,00-0028118,,00-0033891
2017_07_TB_BUF,1693,00-0028118,,00-0028063
2017_07_TB_BUF,1736,00-0031503,,00-0026189
2017_07_TB_BUF,1771,00-0031503,,00-0026189
2017_07_TB_BUF,1797,,00-0031390,
2017_07_TB_BUF,1818,00-0031503,,00-0031273
2017_07_TB_BUF,1846,,00-0031390,
2017_07_TB_BUF,1884,00-0031503,,00-0031408
2017_07_TB_BUF,1910,00-0031503,,00-0031390
2017_07_TB_BUF,1957,,00-0027029,
2017_07_TB_BUF,1978,00-0028118,,00-0028263
2017_07_TB_BUF,2006,00-0028118,,00-0028263
2017_07_TB_BUF,2039,00-0028118,,00-0033891
2017_07_TB_BUF,2108,,00-0028118,
2017_07_TB_BUF,2129,00-0028118,,00-0028263
2017_07_TB_BUF,2174,00-0031503,,00-0031273
2017_07_TB_BUF,2202,00-0031503,,00-0031390
2017_07_TB_BUF,2247,00-0031503,,00-0031273
2017_07_TB_BUF,2273,00-0028118,,00-0027029
2017_07_TB_BUF,2318,00-0028118,,00-0031299
2017_07_TB_BUF,2394,00-0028118,,00-0027029
2017_07_TB_BUF,2426,,00-0027029,
2017_07_TB_BUF,2447,,00-0027029,
2017_07_TB_BUF,2468,00-0028118,,00-0033891
2017_07_TB_BUF,2505,,00-0026069,
2017_07_TB_BUF,2543,,00-0027029,
2017_07_TB_BUF,2564,00-0028118,,00-0033891
2017_07_TB_BUF,2590,00-0028118,,00-0031260
2017_07_TB_BUF,2645,,00-0029613,
2017_07_TB_BUF,2713,00-0031503,,00-0033879
2017_07_TB_BUF,2757,,00-0029613,
2017_07_TB_BUF,2778,00-0031503,,00-0029613
2017_07_TB_BUF,2806,,00-0029613,
2017_07_TB_BUF,2827,00-0031503,,00-0031408
2017_07_TB_BUF,2855,00-0031503,,00-0033879
2017_07_TB_BUF,2914,,00-0029388,
2017_07_TB_BUF,2983,,00-0027029,
2017_07_TB_BUF,3004,00-0028118,,00-0027029
2017_07_TB_BUF,3068,,00-0029613,
2017_07_TB_BUF,3093,00-0031503,,00-0026189
2017_07_TB_BUF,3126,00-0031503,,00-0026189
2017_07_TB_BUF,3152,,00-0029613,
2017_07_TB_BUF,3173,00-0031503,,00-0031273
2017_07_TB_BUF,3220,,00-0027029,
2017_07_TB_BUF,3241,,00-0027029,
2017_07_TB_BUF,3262,00-0028118,,00-0033891
2017_07_TB_BUF,3290,00-0028118,,
2017_07_TB_BUF,3316,00-0028118,,00-0026069
2017_07_TB_BUF,3367,00-0028118,,00-0032117
2017_07_TB_BUF,3428,,00-0027029,
2017_07_TB_BUF,3449,00-0028118,,00-0033891
2017_07_TB_BUF,3471,,00-0028118,
2017_07_TB_BUF,3542,00-0031503,,00-0031408
2017_07_TB_BUF,3570,00-0031503,,00-0031408
2017_07_TB_BUF,3596,,00-0029613,
2017_07_TB_BUF,3617,00-0031503,,00-0031273
2017_07_TB_BUF,3645,,00-0029613,
2017_07_TB_BUF,3666,00-0031503,,00-0031408
2017_07_TB_BUF,3694,00-0031503,,00-0033879
2017_07_TB_BUF,3756,00-0028118,,00-0029388
2017_07_TB_BUF,3789,,00-0027029,
2017_07_TB_BUF,3816,,00-0029613,
2017_07_TB_BUF,3837,00-0031503,,00-0026189
2017_07_TB_BUF,3861,00-0031503,,00-0031390
2017_07_TB_BUF,3902,,00-0029613,
2017_07_TB_BUF,3923,,00-0029613,
2017_07_TB_BUF,3944,00-0031503,,00-0033879
2017_07_TB_BUF,3983,00-0031503,,00-0031273
2017_07_TB_BUF,4011,,00-0029613,
2017_07_TB_BUF,4032,,00-0029613,
2017_07_TB_BUF,4093,00-0031503,,00-0031408
2017_07_TB_BUF,4153,00-0028118,,00-0029388
2017_07_TB_BUF,4196,00-0028118,,00-0033891
2017_07_TB_BUF,4228,,00-0027029,
2017_07_TB_BUF,4276,00-0031503,,00-0032009
2017_07_TB_BUF,4319,,00-0027029,
2017_07_TB_BUF,4357,,00-0027029,
2017_07_TB_BUF,4395,00-0028118,,00-0028063
2017_07_TB_BUF,4444,,00-0027029,
2017_07_TB_BUF,4483,,00-0027029,
2017_07_TB_BUF,4504,00-0028118,,00-0027029
2017_07_TB_BUF,4587,00-0031503,,00-0031273
2017_07_TB_BUF,4620,00-0031503,,00-0032009
2017_07_TEN_CLE,51,00-0032268,,00-0029580
2017_07_TEN_CLE,87,,00-0028009,
2017_07_TEN_CLE,108,,00-0028009,
2017_07_TEN_CLE,129,,00-0032764,
2017_07_TEN_CLE,150,,00-0028009,
2017_07_TEN_CLE,171,00-0032268,,00-0024389
2017_07_TEN_CLE,195,00-0032268,,00-0033858
2017_07_TEN_CLE,264,,00-0028009,
2017_07_TEN_CLE,285,,00-0032764,
2017_07_TEN_CLE,306,00-0032268,,00-0033911
2017_07_TEN_CLE,364,,00-0030656,
2017_07_TEN_CLE,385,,00-0030656,
2017_07_TEN_CLE,406,,00-0030656,
2017_07_TEN_CLE,452,00-0032268,,00-0033858
2017_07_TEN_CLE,476,,00-0032764,
2017_07_TEN_CLE,497,00-0032268,,00-0029580
2017_07_TEN_CLE,555,00-0033899,,00-0033079
2017_07_TEN_CLE,596,,00-0030656,
2017_07_TEN_CLE,617,00-0033899,,00-0032257
2017_07_TEN_CLE,641,00-0033899,,00-0032794
2017_07_TEN_CLE,665,00-0033899,,00-0032257
2017_07_TEN_CLE,692,,00-0032257,
2017_07_TEN_CLE,713,00-0033899,,00-0027006
2017_07_TEN_CLE,737,00-0033899,,00-0033080
2017_07_TEN_CLE,761,,00-0030656,
2017_07_TEN_CLE,867,,00-0030656,
2017_07_TEN_CLE,888,00-0033899,,00-0027006
2017_07_TEN_CLE,933,00-0032268,,00-0024389
2017_07_TEN_CLE,955,,00-0032764,
2017_07_TEN_CLE,976,00-0032268,,00-0024389
2017_07_TEN_CLE,1061,00-0033899,,00-0030656
2017_07_TEN_CLE,1085,,00-0030656,
2017_07_TEN_CLE,1106,00-0033899,,00-0030656
2017_07_TEN_CLE,1130,,00-0030656,
2017_07_TEN_CLE,1151,00-0033899,,00-0032257
2017_07_TEN_CLE,1175,00-0033899,,00-0033885
2017_07_TEN_CLE,1231,,00-0028009,
2017_07_TEN_CLE,1252,,00-0028009,
2017_07_TEN_CLE,1273,00-0032268,,00-0024389
2017_07_TEN_CLE,1297,,00-0028009,
2017_07_TEN_CLE,1318,00-0032268,,00-0024389
2017_07_TEN_CLE,1342,,00-0032268,
2017_07_TEN_CLE,1363,,00-0028009,
2017_07_TEN_CLE,1384,00-0032268,,00-0028009
2017_07_TEN_CLE,1443,00-0032268,,00-0024535
2017_07_TEN_CLE,1467,00-0032268,,00-0032764
2017_07_TEN_CLE,1541,,00-0028009,
2017_07_TEN_CLE,1579,00-0032268,,00-0033911
2017_07_TEN_CLE,1601,00-0032268,,00-0028009
2017_07_TEN_CLE,1676,00-0033899,,00-0032257
2017_07_TEN_CLE,1698,00-0033899,,00-0032977
2017_07_TEN_CLE,1720,00-0033899,,00-0032724
2017_07_TEN_CLE,1761,00-0033899,,00-0032257
2017_07_TEN_CLE,1785,00-0033899,,00-0033079
2017_07_TEN_CLE,1830,00-0033899,,00-0033080
2017_07_TEN_CLE,1871,00-0033899,,00-0030656
2017_07_TEN_CLE,1926,00-0033899,,00-0032977
2017_07_TEN_CLE,1956,00-0032268,,00-0028009
2017_07_TEN_CLE,1978,00-0032268,,
2017_07_TEN_CLE,2029,,00-0030656,
2017_07_TEN_CLE,2050,,00-0030656,
2017_07_TEN_CLE,2104,00-0033899,,00-0032724
2017_07_TEN_CLE,2162,,00-0028009,
2017_07_TEN_CLE,2183,,00-0028009,
2017_07_TEN_CLE,2204,00-0032268,,00-0029580
2017_07_TEN_CLE,2228,,00-0028009,
2017_07_TEN_CLE,2249,00-0032268,,00-0024389
2017_07_TEN_CLE,2271,,00-0028009,
2017_07_TEN_CLE,2292,,00-0032764,
2017_07_TEN_CLE,2345,,00-0030656,
2017_07_TEN_CLE,2366,00-0033104,,00-0027006
2017_07_TEN_CLE,2390,00-0033104,,00-0033079
2017_07_TEN_CLE,2414,00-0033104,,00-0033079
2017_07_TEN_CLE,2438,,00-0032257,
2017_07_TEN_CLE,2459,00-0033104,,00-0033885
2017_07_TEN_CLE,2487,,00-0032257,
2017_07_TEN_CLE,2508,,00-0030656,
2017_07_TEN_CLE,2533,00-0033104,,00-0033885
2017_07_TEN_CLE,2600,00-0032268,,00-0024389
2017_07_TEN_CLE,2624,,00-0032764,
2017_07_TEN_CLE,2645,,00-0032764,
2017_07_TEN_CLE,2666,,00-0032764,
2017_07_TEN_CLE,2687,00-0032268,,00-0033911
2017_07_TEN_CLE,2711,,00-0032764,
2017_07_TEN_CLE,2736,00-0032268,,00-0032764
2017_07_TEN_CLE,2777,00-0032268,,00-0024389
2017_07_TEN_CLE,2840,,00-0032257,
2017_07_TEN_CLE,2861,00-0033104,,00-0033885
2017_07_TEN_CLE,2885,,00-0030656,
2017_07_TEN_CLE,2906,00-0033104,,00-0033080
2017_07_TEN_CLE,2928,00-0033104,,00-0032257
2017_07_TEN_CLE,2952,00-0033104,,00-0027006
2017_07_TEN_CLE,2974,,00-0032764,
2017_07_TEN_CLE,2995,00-0032268,,00-0033858
2017_07_TEN_CLE,3017,00-0032268,,00-0033911
2017_07_TEN_CLE,3041,,00-0032764,
2017_07_TEN_CLE,3065,,00-0032764,
2017_07_TEN_CLE,3086,00-0032268,,00-0028009
2017_07_TEN_CLE,3130,,00-0030656,
2017_07_TEN_CLE,3151,00-0033104,,00-0032977
2017_07_TEN_CLE,3175,,00-0032724,
2017_07_TEN_CLE,3196,,00-0030656,
2017_07_TEN_CLE,3259,00-0033104,,00-0033885
2017_07_TEN_CLE,3295,,00-0028009,
2017_07_TEN_CLE,3317,00-0032268,,
2017_07_TEN_CLE,3336,00-0032268,,00-0029580
2017_07_TEN_CLE,3394,,00-0032257,
2017_07_TEN_CLE,3415,,00-0032257,
2017_07_TEN_CLE,3436,00-0033104,,
2017_07_TEN_CLE,3455,00-0033104,,00-0030656
2017_07_TEN_CLE,3496,00-0033104,,00-0033080
2017_07_TEN_CLE,3530,00-0033104,,00-0032257
2017_07_TEN_CLE,3577,,00-0032257,
2017_07_TEN_CLE,3616,00-0033104,,00-0030656
2017_07_TEN_CLE,3640,00-0033104,,00-0030656
2017_07_TEN_CLE,3738,00-0032268,,00-0027690
2017_07_TEN_CLE,3760,00-0032268,,00-0024389
2017_07_TEN_CLE,3787,00-0032268,,00-0029580
2017_07_TEN_CLE,3894,,00-0030656,
2017_07_TEN_CLE,3915,00-0033104,,00-0027006
2017_07_TEN_CLE,3941,00-0033104,,00-0032250
2017_07_TEN_CLE,3988,00-0032268,,00-0024389
2017_07_TEN_CLE,4047,00-0032268,,00-0032764
2017_07_TEN_CLE,4069,00-0032268,,00-0033858
2017_07_TEN_CLE,4110,00-0032268,,00-0027690
2017_07_TEN_CLE,4149,,00-0030656,
2017_07_TEN_CLE,4170,00-0033104,,
2017_07_TEN_CLE,4192,00-0033104,,
2017_07_TEN_CLE,4236,,00-0028009,
2017_07_TEN_CLE,4268,,00-0028009,
2017_07_TEN_CLE,4289,00-0032268,,00-0029580
2017_07_TEN_CLE,4314,,00-0028009,
2017_07_TEN_CLE,4335,,00-0032764,
2017_07_TEN_CLE,4356,,00-0028009,
2017_07_WAS_PHI,51,,00-0032371,
2017_07_WAS_PHI,72,00-0029604,,00-0024221
2017_07_WAS_PHI,96,,00-0032371,
2017_07_WAS_PHI,122,00-0029604,,00-0031941
2017_07_WAS_PHI,146,,00-0030404,
2017_07_WAS_PHI,167,00-0029604,,00-0032760
2017_07_WAS_PHI,189,00-0029604,,00-0031068
2017_07_WAS_PHI,282,,00-0032782,
2017_07_WAS_PHI,369,,00-0027325,
2017_07_WAS_PHI,390,00-0032950,,00-0027996
2017_07_WAS_PHI,416,,00-0031941,
2017_07_WAS_PHI,437,,00-0032371,
2017_07_WAS_PHI,458,00-0029604,,00-0030472
2017_07_WAS_PHI,534,00-0032950,,00-0025549
2017_07_WAS_PHI,556,,00-0030465,
2017_07_WAS_PHI,577,00-0032950,,
2017_07_WAS_PHI,632,00-0029604,,00-0031068
2017_07_WAS_PHI,656,00-0029604,,00-0028093
2017_07_WAS_PHI,685,,00-0032371,
2017_07_WAS_PHI,706,00-0029604,,00-0030472
2017_07_WAS_PHI,728,00-0029604,,
2017_07_WAS_PHI,783,,00-0032782,
2017_07_WAS_PHI,804,,00-0032782,
2017_07_WAS_PHI,825,00-0032950,,00-0029137
2017_07_WAS_PHI,849,,00-0032950,
2017_07_WAS_PHI,899,,00-0032950,
2017_07_WAS_PHI,931,00-0032950,,00-0029137
2017_07_WAS_PHI,953,00-0032950,,
2017_07_WAS_PHI,972,00-0032950,,00-0031549
2017_07_WAS_PHI,1044,,00-0029604,
2017_07_WAS_PHI,1065,00-0029604,,00-0032760
2017_07_WAS_PHI,1094,00-0029604,,00-0024221
2017_07_WAS_PHI,1118,,00-0030404,
2017_07_WAS_PHI,1139,00-0029604,,00-0031941
2017_07_WAS_PHI,1202,,00-0032371,
2017_07_WAS_PHI,1223,00-0029604,,00-0030404
2017_07_WAS_PHI,1274,,00-0027325,
2017_07_WAS_PHI,1295,00-0032950,,00-0029137
2017_07_WAS_PHI,1317,00-0032950,,00-0031549
2017_07_WAS_PHI,1376,,00-0030404,
2017_07_WAS_PHI,1397,00-0029604,,00-0032760
2017_07_WAS_PHI,1421,00-0029604,,00-0030472
2017_07_WAS_PHI,1466,00-0032950,,00-0032782
2017_07_WAS_PHI,1490,,00-0032782,
2017_07_WAS_PHI,1546,,00-0032782,
2017_07_WAS_PHI,1567,,00-0032782,
2017_07_WAS_PHI,1588,,00-0032950,
2017_07_WAS_PHI,1609,00-0032950,,
2017_07_WAS_PHI,1628,00-0032950,,00-0033555
2017_07_WAS_PHI,1697,00-0029604,,00-0030404
2017_07_WAS_PHI,1721,,00-0030404,
2017_07_WAS_PHI,1742,00-0029604,,00-0031941
2017_07_WAS_PHI,1804,,00-0032950,
2017_07_WAS_PHI,1836,00-0032950,,00-0030061
2017_07_WAS_PHI,1860,,00-0032782,
2017_07_WAS_PHI,1914,00-0032950,,00-0032782
2017_07_WAS_PHI,1988,,00-0027325,
2017_07_WAS_PHI,2043,00-0032950,,00-0030061
2017_07_WAS_PHI,2154,,00-0027325,
2017_07_WAS_PHI,2175,00-0032950,,00-0031549
2017_07_WAS_PHI,2199,00-0032950,,00-0031549
2017_07_WAS_PHI,2227,00-0032950,,00-0030710
2017_07_WAS_PHI,2251,00-0032950,,00-0032980
2017_07_WAS_PHI,2273,,00-0032950,
2017_07_WAS_PHI,2294,00-0032950,,00-0030061
2017_07_WAS_PHI,2318,,00-0027325,
2017_07_WAS_PHI,2362,00-0032950,,00-0029137
2017_07_WAS_PHI,2384,00-0032950,,00-0033725
2017_07_WAS_PHI,2435,00-0029604,,00-0031941
2017_07_WAS_PHI,2457,00-0029604,,00-0030472
2017_07_WAS_PHI,2481,00-0029604,,00-0030472
2017_07_WAS_PHI,2505,,00-0030404,
2017_07_WAS_PHI,2526,00-0029604,,00-0024221
2017_07_WAS_PHI,2550,00-0029604,,00-0031941
2017_07_WAS_PHI,2591,,00-0027325,
2017_07_WAS_PHI,2612,,00-0027325,
2017_07_WAS_PHI,2633,00-0032950,,00-0025549
2017_07_WAS_PHI,2682,00-0029604,,00-0024221
2017_07_WAS_PHI,2706,,00-0032371,
2017_07_WAS_PHI,2727,,00-0029604,
2017_07_WAS_PHI,2748,00-0029604,,00-0032760
2017_07_WAS_PHI,2772,,00-0030404,
2017_07_WAS_PHI,2793,00-0029604,,
2017_07_WAS_PHI,2812,00-0029604,,00-0030472
2017_07_WAS_PHI,2836,00-0029604,,00-0030472
2017_07_WAS_PHI,2891,,00-0027325,
2017_07_WAS_PHI,2929,00-0032950,,00-0029137
2017_07_WAS_PHI,2951,,00-0032950,
2017_07_WAS_PHI,2972,00-0032950,,00-0030061
2017_07_WAS_PHI,2996,,00-0032782,
2017_07_WAS_PHI,3017,,00-0033725,
2017_07_WAS_PHI,3043,00-0032950,,00-0029137
2017_07_WAS_PHI,3067,00-0032950,,00-0030061
2017_07_WAS_PHI,3095,00-0032950,,00-0031549
2017_07_WAS_PHI,3146,00-0029604,,00-0030404
2017_07_WAS_PHI,3170,00-0029604,,00-0028825
2017_07_WAS_PHI,3192,00-0029604,,00-0028825
2017_07_WAS_PHI,3216,00-0029604,,
2017_07_WAS_PHI,3235,00-0029604,,00-0030404
2017_07_WAS_PHI,3259,00-0029604,,00-0031941
2017_07_WAS_PHI,3285,,00-0030465,
2017_07_WAS_PHI,3306,,00-0027325,
2017_07_WAS_PHI,3327,,00-0027325,
2017_07_WAS_PHI,3382,00-0029604,,00-0028825
2017_07_WAS_PHI,3404,,00-0032371,
2017_07_WAS_PHI,3458,00-0029604,,00-0030472
2017_07_WAS_PHI,3482,00-0029604,,00-0032371
2017_07_WAS_PHI,3506,00-0029604,,00-0028825
2017_07_WAS_PHI,3530,00-0029604,,00-0032371
2017_07_WAS_PHI,3554,00-0029604,,00-0030472
2017_07_WAS_PHI,3595,00-0029604,,00-0031068
2017_07_WAS_PHI,3619,00-0029604,,00-0030472
2017_07_WAS_PHI,3691,,00-0032950,
2017_07_WAS_PHI,3722,,00-0027325,
2017_07_WAS_PHI,3743,,00-0027325,
2017_07_WAS_PHI,3788,,00-0027325,
2017_07_WAS_PHI,3839,,00-0027325,
2017_07_WAS_PHI,3897,00-0029604,,
2017_07_WAS_PHI,3921,00-0029604,,00-0030404
2017_07_WAS_PHI,3945,,00-0030404,
2017_07_WAS_PHI,3966,00-0029604,,00-0032760
2017_08_ATL_NYJ,52,,00-0028064,
2017_08_ATL_NYJ,78,,00-0026184,
2017_08_ATL_NYJ,99,00-0021206,,00-0026184
2017_08_ATL_NYJ,123,00-0021206,,00-0028091
2017_08_ATL_NYJ,150,,00-0028064,
2017_08_ATL_NYJ,171,00-0021206,,00-0029159
2017_08_ATL_NYJ,195,,00-0033295,
2017_08_ATL_NYJ,249,00-0021206,,00-0031690
2017_08_ATL_NYJ,300,,00-0031285,
2017_08_ATL_NYJ,321,00-0026143,,00-0030443
2017_08_ATL_NYJ,376,,00-0026143,
2017_08_ATL_NYJ,410,00-0021206,,00-0032740
2017_08_ATL_NYJ,434,,00-0028064,
2017_08_ATL_NYJ,461,00-0021206,,00-0029159
2017_08_ATL_NYJ,503,00-0026143,,00-0030443
2017_08_ATL_NYJ,527,,00-0032058,
2017_08_ATL_NYJ,548,,00-0032058,
2017_08_ATL_NYJ,569,00-0026143,,00-0032392
2017_08_ATL_NYJ,593,,00-0031285,
2017_08_ATL_NYJ,614,00-0026143,,00-0032392
2017_08_ATL_NYJ,660,00-0026143,,00-0032392
2017_08_ATL_NYJ,722,,00-0028064,
2017_08_ATL_NYJ,743,,00-0028064,
2017_08_ATL_NYJ,764,00-0021206,,00-0026184
2017_08_ATL_NYJ,788,,00-0026184,
2017_08_ATL_NYJ,809,00-0021206,,00-0029159
2017_08_ATL_NYJ,833,00-0021206,,00-0028091
2017_08_ATL_NYJ,891,,00-0031285,
2017_08_ATL_NYJ,912,,00-0031285,
2017_08_ATL_NYJ,933,,00-0026143,
2017_08_ATL_NYJ,1016,00-0021206,,00-0029159
2017_08_ATL_NYJ,1038,00-0021206,,00-0026184
2017_08_ATL_NYJ,1060,00-0021206,,00-0028064
2017_08_ATL_NYJ,1118,00-0026143,,00-0027944
2017_08_ATL_NYJ,1142,,00-0032058,
2017_08_ATL_NYJ,1163,00-0026143,,00-0031228
2017_08_ATL_NYJ,1198,00-0026143,,00-0029632
2017_08_ATL_NYJ,1222,,00-0032058,
2017_08_ATL_NYJ,1243,,00-0026143,
2017_08_ATL_NYJ,1264,,00-0031285,
2017_08_ATL_NYJ,1285,00-0026143,,00-0031285
2017_08_ATL_NYJ,1309,,00-0031285,
2017_08_ATL_NYJ,1330,00-0026143,,00-0027944
2017_08_ATL_NYJ,1369,00-0026143,,00-0032392
2017_08_ATL_NYJ,1425,00-0021206,,00-0032740
2017_08_ATL_NYJ,1449,,00-0032688,
2017_08_ATL_NYJ,1470,,00-0032740,
2017_08_ATL_NYJ,1516,,00-0032058,
2017_08_ATL_NYJ,1563,00-0026143,,00-0032392
2017_08_ATL_NYJ,1585,00-0026143,,00-0029632
2017_08_ATL_NYJ,1632,,00-0028064,
2017_08_ATL_NYJ,1653,00-0021206,,00-0028064
2017_08_ATL_NYJ,1677,,00-0028064,
2017_08_ATL_NYJ,1698,00-0021206,,00-0032688
2017_08_ATL_NYJ,1739,00-0021206,,00-0032688
2017_08_ATL_NYJ,1797,00-0026143,,00-0027944
2017_08_ATL_NYJ,1838,,00-0031285,
2017_08_ATL_NYJ,1859,,00-0026143,
2017_08_ATL_NYJ,1913,00-0026143,,00-0029632
2017_08_ATL_NYJ,1937,00-0026143,,00-0029632
2017_08_ATL_NYJ,1978,00-0026143,,00-0029632
2017_08_ATL_NYJ,2002,00-0026143,,00-0027944
2017_08_ATL_NYJ,2035,00-0026143,,
2017_08_ATL_NYJ,2057,00-0026143,,
2017_08_ATL_NYJ,2151,,00-0031285,
2017_08_ATL_NYJ,2172,,00-0031285,
2017_08_ATL_NYJ,2193,00-0026143,,00-0032392
2017_08_ATL_NYJ,2239,,00-0028064,
2017_08_ATL_NYJ,2260,,00-0026184,
2017_08_ATL_NYJ,2284,00-0021206,,00-0031418
2017_08_ATL_NYJ,2327,,00-0032058,
2017_08_ATL_NYJ,2348,,00-0032058,
2017_08_ATL_NYJ,2369,00-0026143,,00-0027944
2017_08_ATL_NYJ,2410,,00-0026184,
2017_08_ATL_NYJ,2448,00-0021206,,
2017_08_ATL_NYJ,2501,00-0021206,,00-0031418
2017_08_ATL_NYJ,2542,00-0026143,,00-0027944
2017_08_ATL_NYJ,2566,,00-0031285,
2017_08_ATL_NYJ,2587,00-0026143,,00-0030443
2017_08_ATL_NYJ,2611,00-0026143,,00-0031285
2017_08_ATL_NYJ,2667,,00-0028064,
2017_08_ATL_NYJ,2688,,00-0021206,
2017_08_ATL_NYJ,2714,00-0021206,,00-0032688
2017_08_ATL_NYJ,2738,,00-0028064,
2017_08_ATL_NYJ,2759,00-0021206,,00-0032688
2017_08_ATL_NYJ,2783,00-0021206,,00-0026184
2017_08_ATL_NYJ,2807,,00-0028064,
2017_08_ATL_NYJ,2828,,00-0028064,
2017_08_ATL_NYJ,2866,00-0021206,,
2017_08_ATL_NYJ,2905,,00-0032058,
2017_08_ATL_NYJ,2926,,00-0032058,
2017_08_ATL_NYJ,2947,,00-0026143,
2017_08_ATL_NYJ,2973,00-0026143,,00-0029632
2017_08_ATL_NYJ,2993,,00-0026143,
2017_08_ATL_NYJ,3042,00-0021206,,00-0031418
2017_08_ATL_NYJ,3066,,00-0028064,
2017_08_ATL_NYJ,3087,00-0021206,,00-0032688
2017_08_ATL_NYJ,3122,,00-0028064,
2017_08_ATL_NYJ,3143,00-0021206,,
2017_08_ATL_NYJ,3172,00-0021206,,00-0028064
2017_08_ATL_NYJ,3238,,00-0031285,
2017_08_ATL_NYJ,3291,00-0026143,,
2017_08_ATL_NYJ,3324,00-0026143,,00-0032058
2017_08_ATL_NYJ,3389,,00-0031285,
2017_08_ATL_NYJ,3410,,00-0026143,
2017_08_ATL_NYJ,3434,00-0026143,,00-0031285
2017_08_ATL_NYJ,3553,00-0021206,,00-0032688
2017_08_ATL_NYJ,3577,00-0021206,,00-0026184
2017_08_ATL_NYJ,3601,00-0021206,,00-0028091
2017_08_ATL_NYJ,3655,,00-0032058,
2017_08_ATL_NYJ,3693,,00-0032058,
2017_08_ATL_NYJ,3731,00-0026143,,00-0029632
2017_08_ATL_NYJ,3755,,00-0032058,
2017_08_ATL_NYJ,3793,,00-0032058,
2017_08_ATL_NYJ,3831,,00-0032058,
2017_08_ATL_NYJ,3887,00-0021206,,00-0031418
2017_08_ATL_NYJ,3911,00-0021206,,00-0026184
2017_08_ATL_NYJ,3957,00-0021206,,00-0029159
2017_08_ATL_NYJ,3979,00-0021206,,00-0026184
2017_08_ATL_NYJ,4008,00-0021206,,00-0031418
2017_08_CAR_TB,83,,00-0029613,
