date,away,home,away_open,home_open,away_close,home_close,home_win
2010-10-07,CHI,COL,1.8333,2.0,1.7407,2.15,1
2010-10-07,CGY,EDM,1.9615,1.8621,1.9091,1.9091,1
2010-10-07,CAR,MIN,1.9524,1.8696,2.0,1.8333,0
2010-10-07,PHI,PIT,2.47,1.5988,2.5,1.5882,0
2010-10-07,MTL,TOR,2.1,1.7692,2.35,1.6452,1
2010-10-08,WSH,ATL,1.6173,2.42,1.5882,2.5,1
2010-10-08,MIN,CAR,1.9524,1.8696,1.8,2.05,1
2010-10-08,ANA,DET,2.73,1.5181,2.7,1.5,1
2010-10-08,DAL,NJD,2.73,1.5181,2.65,1.5405,0
2010-10-08,BUF,OTT,2.15,1.7407,2.05,1.8,0
2010-10-08,CBJ,SJS,2.65,1.5405,2.7,1.5,1
2010-10-09,PHX,BOS,2.07,1.7874,2.05,1.8,0
2010-10-09,NYR,BUF,2.19,1.7194,2.25,1.6897,0
2010-10-09,SJS,CBJ,1.6173,2.42,1.625,2.4,1
2010-10-09,DET,CHI,2.31,1.6623,2.2,1.7143,0
2010-10-09,ANA,NSH,2.21,1.7092,2.35,1.6452,1
2010-10-09,DAL,NYI,1.9346,1.885,1.9091,1.9091,0
2010-10-09,MTL,PIT,2.9,1.4545,2.8,1.4762,0
2010-10-09,PHI,STL,1.9346,1.885,2.1,1.7692,1
2010-10-09,ATL,TBL,2.26,1.6849,2.2,1.7143,1
2010-10-09,OTT,TOR,2.15,1.7407,2.3,1.6667,1
2010-10-09,LAK,VAN,2.36,1.641,2.35,1.6452,0
2010-10-09,NJD,WSH,2.31,1.6623,2.35,1.6452,1
2010-10-10,LAK,CGY,1.9901,1.8403,1.9524,1.8696,1
2010-10-10,FLA,EDM,2.29,1.6711,2.3,1.6667,1
2010-10-10,BOS,PHX,1.9174,1.9009,1.8333,2.0,0
2010-10-11,CHI,BUF,2.05,1.8,2.05,1.8,0
2010-10-11,PIT,NJD,2.25,1.6897,2.05,1.8,0
2010-10-11,NYR,NYI,1.6452,2.35,1.6897,2.25,1
2010-10-11,COL,PHI,2.35,1.6452,2.45,1.6061,1
2010-10-11,ANA,STL,2.4,1.625,2.7,1.5263,1
2010-10-11,FLA,VAN,3.0,1.4167,3.1,1.3846,1
2010-10-11,OTT,WSH,2.8,1.4762,3.0,1.4167,1
2010-10-12,COL,DET,2.79,1.4785,3.0,1.4167,0
2010-10-12,ATL,LAK,2.73,1.5181,2.6,1.5556,1
2010-10-13,VAN,ANA,1.8,2.05,1.625,2.4,1
2010-10-13,NJD,BUF,2.2,1.7143,2.2,1.7143,0
2010-10-13,NSH,CHI,2.73,1.5181,2.55,1.5714,0
2010-10-13,TBL,MTL,2.05,1.8,2.0,1.8333,0
2010-10-13,TOR,PIT,2.55,1.5714,2.45,1.6061,0
2010-10-13,NYI,WSH,3.22,1.3676,3.55,1.3077,1
2010-10-14,FLA,CGY,2.36,1.641,2.25,1.6897,0
2010-10-14,DET,DAL,1.7692,2.1,1.8333,2.0,1
2010-10-14,EDM,MIN,2.1,1.7692,2.4,1.625,1
2010-10-14,STL,NSH,1.9524,1.8696,1.9091,1.9091,1
2010-10-14,CAR,OTT,2.25,1.6897,2.15,1.7407,1
2010-10-14,TBL,PHI,2.46,1.6024,2.7,1.5,0
2010-10-15,ATL,ANA,2.2,1.7143,2.1,1.7692,0
2010-10-15,MTL,BUF,2.28,1.6757,2.3,1.6667,0
2010-10-15,CHI,CBJ,2.0,1.8333,1.9091,1.9091,0
2010-10-15,VAN,LAK,1.9524,1.8696,1.9091,1.9091,1
2010-10-15,COL,NJD,2.36,1.641,2.25,1.6897,0
2010-10-15,TOR,NYR,2.15,1.7407,2.2,1.7143,0
2010-10-15,NYI,PIT,2.9,1.4545,2.95,1.4255,1
2010-10-16,EDM,CGY,2.15,1.7407,2.2,1.7143,1
2010-10-16,BUF,CHI,2.34,1.6494,2.6,1.5556,1
2010-10-16,STL,DAL,2.05,1.8,1.9524,1.8696,1
2010-10-16,TBL,FLA,1.9615,1.8621,2.0,1.8333,1
2010-10-16,CBJ,MIN,2.36,1.641,2.5,1.5882,0
2010-10-16,OTT,MTL,1.9615,1.8621,1.9091,1.9091,1
2010-10-16,BOS,NJD,2.0,1.8333,2.05,1.8,0
2010-10-16,WSH,NSH,1.7692,2.1,1.8333,2.0,0
2010-10-16,COL,NYI,1.8333,2.0,1.8333,2.0,1
2010-10-16,PIT,PHI,2.2,1.7143,2.4,1.625,0
2010-10-16,DET,PHX,1.9174,1.9009,1.8696,1.9524,0
2010-10-16,ATL,SJS,2.75,1.4878,3.15,1.3922,0
2010-10-17,PHX,ANA,2.15,1.7407,2.2,1.7143,1
2010-10-17,CAR,VAN,2.6,1.5556,2.45,1.6061,1
2010-10-18,STL,CHI,2.36,1.641,2.2,1.7143,1
2010-10-18,COL,NYR,2.05,1.8,2.0,1.8333,0
2010-10-18,OTT,PIT,2.46,1.6024,2.45,1.6061,1
2010-10-18,DAL,TBL,2.05,1.8,2.05,1.8,1
2010-10-18,NYI,TOR,2.62,1.5495,2.6,1.5556,0
2010-10-19,VAN,MIN,1.8,2.05,1.7407,2.15,1
2010-10-19,CGY,NSH,2.36,1.641,2.25,1.6897,0
2010-10-19,CAR,SJS,2.73,1.4926,2.75,1.4878,0
2010-10-19,BOS,WSH,2.62,1.5495,2.45,1.6061,0
2010-10-20,BUF,ATL,1.9524,1.8696,1.8696,1.9524,0
2010-10-20,ANA,CBJ,2.15,1.7407,2.25,1.6897,1
2010-10-20,VAN,CHI,2.1,1.7692,2.4,1.625,1
2010-10-20,CAR,LAK,2.62,1.5495,2.9,1.4545,1
2010-10-21,WSH,BOS,1.9091,1.9091,2.0,1.8333,1
2010-10-21,SJS,COL,1.8,2.05,1.9091,1.9091,0
2010-10-21,CGY,DET,2.73,1.5181,2.7,1.5,1
2010-10-21,MIN,EDM,1.9615,1.8621,1.9091,1.9091,0
2010-10-21,DAL,FLA,1.9524,1.8696,2.2,1.7143,0
2010-10-21,NJD,MTL,1.9091,1.9091,1.8,2.05,0
2010-10-21,PIT,NSH,1.9615,1.8621,1.8696,1.9524,0
2010-10-21,ANA,PHI,2.73,1.5181,2.85,1.4651,0
2010-10-21,LAK,PHX,1.9615,1.8621,2.15,1.7407,1
2010-10-21,NYI,TBL,2.28,1.6757,2.5,1.5882,0
2010-10-21,NYR,TOR,2.2,1.7143,2.35,1.6452,0
2010-10-22,TBL,ATL,1.9524,1.8696,2.1,1.7692,0
2010-10-22,OTT,BUF,2.15,1.7407,2.35,1.6452,0
2010-10-22,CGY,CBJ,2.1,1.7692,2.25,1.6897,0
2010-10-22,CHI,STL,1.9009,1.9174,2.0,1.8333,1
2010-10-22,MIN,VAN,2.62,1.5495,2.9,1.4348,1
2010-10-23,NYR,BOS,2.31,1.6623,2.6,1.5556,0
2010-10-23,CBJ,CHI,2.73,1.4926,2.8,1.4762,0
2010-10-23,LAK,COL,2.05,1.8,2.1,1.7692,0
2010-10-23,NSH,DAL,2.26,1.6849,2.2,1.7143,0
2010-10-23,ANA,DET,2.73,1.4926,2.8,1.4762,1
2010-10-23,SJS,EDM,1.6897,2.25,1.6452,2.35,0
2010-10-23,NYI,FLA,2.0,1.8333,2.25,1.6897,1
2010-10-23,BUF,NJD,2.25,1.6897,2.3,1.6667,0
2010-10-23,MTL,OTT,2.1,1.7692,1.9524,1.8696,0
2010-10-23,TOR,PHI,2.36,1.641,2.4,1.625,1
2010-10-23,CAR,PHX,2.25,1.6897,2.15,1.7407,0
2010-10-23,PIT,STL,1.8696,1.9524,2.1,1.7692,1
2010-10-23,ATL,WSH,3.1,1.3846,3.15,1.3774,1
2010-10-24,SJS,CGY,1.9434,1.8772,1.9524,1.8696,1
2010-10-24,NJD,NYR,1.9615,1.8621,1.9524,1.8696,1
2010-10-24,NSH,TBL,2.34,1.6494,2.35,1.6452,0
2010-10-25,PHI,CBJ,1.8333,2.0,1.8,2.05,1
2010-10-25,LAK,MIN,1.9009,1.9174,1.9091,1.9091,0
2010-10-25,PHX,MTL,2.15,1.7407,2.15,1.7407,1
2010-10-26,EDM,CGY,2.52,1.5814,2.7,1.5,1
2010-10-26,ANA,DAL,2.25,1.6897,2.45,1.6061,0
2010-10-26,PHX,OTT,2.25,1.6897,2.15,1.7407,1
2010-10-26,BUF,PHI,2.05,1.8,2.0,1.8333,1
2010-10-26,FLA,TOR,2.42,1.6173,2.5,1.5882,1
2010-10-26,COL,VAN,2.57,1.565,2.7,1.5,1
2010-10-27,WSH,CAR,1.7407,2.15,1.7692,2.1,0
2010-10-27,LAK,CHI,2.3,1.6667,2.25,1.6897,1
2010-10-27,NYI,MTL,2.35,1.6452,2.4,1.625,1
2010-10-27,ATL,NYR,2.29,1.6711,2.15,1.7407,0
2010-10-27,NJD,SJS,2.3,1.6667,2.4,1.625,1
2010-10-27,PIT,TBL,1.9091,1.9091,1.8333,2.0,1
2010-10-28,TOR,BOS,2.52,1.5814,2.45,1.6061,1
2010-10-28,EDM,CBJ,2.52,1.5814,2.35,1.6452,1
2010-10-28,COL,CGY,2.46,1.6024,2.2,1.7143,0
2010-10-28,LAK,DAL,2.05,1.8,2.0,1.8333,0
2010-10-28,PHX,DET,2.8,1.4762,2.55,1.5714,0
2010-10-28,WSH,MIN,1.8333,2.0,1.8333,2.0,1
2010-10-28,STL,NSH,1.9804,1.8475,1.8696,1.9524,0
2010-10-28,FLA,OTT,2.31,1.6623,2.35,1.6452,1
2010-10-29,NJD,ANA,2.05,1.8,1.8696,1.9524,0
2010-10-29,BUF,ATL,1.9174,1.9009,1.9091,1.9091,1
2010-10-29,EDM,CHI,3.12,1.3817,3.05,1.4082,0
2010-10-29,MTL,NYI,2.05,1.8,2.05,1.8,0
2010-10-29,CAR,NYR,2.1,1.7692,2.15,1.7407,0
2010-10-29,PHI,PIT,2.34,1.6494,2.2,1.7143,0
2010-10-30,PIT,CAR,1.8333,2.0,1.9091,1.9091,0
2010-10-30,WSH,CGY,1.8475,1.9804,1.9091,1.9091,0
2010-10-30,CBJ,COL,2.25,1.6897,2.25,1.6897,1
2010-10-30,BUF,DAL,2.18,1.7246,2.0,1.8333,1
2010-10-30,NSH,DET,2.34,1.6494,2.4,1.625,1
2010-10-30,NJD,LAK,2.39,1.6289,2.1,1.7692,1
2010-10-30,CHI,MIN,1.9804,1.8475,1.8333,2.0,0
2010-10-30,FLA,MTL,2.41,1.6211,2.25,1.6897,0
2010-10-30,BOS,OTT,1.8696,1.9524,1.8,2.05,0
2010-10-30,NYI,PHI,2.65,1.5405,2.7,1.5,1
2010-10-30,TBL,PHX,1.9524,1.8696,2.1,1.7692,0
2010-10-30,ANA,SJS,2.79,1.5025,2.9,1.4545,1
2010-10-30,ATL,STL,2.49,1.5917,2.9,1.4545,1
2010-10-30,NYR,TOR,2.25,1.6897,2.35,1.6452,0
2010-11-01,CHI,NYR,1.9524,1.8696,1.7143,2.2,1
2010-11-01,CAR,PHI,2.45,1.6061,2.5,1.5882,1
2010-11-01,NJD,VAN,2.35,1.6452,2.7,1.5,1
2010-11-02,MTL,CBJ,2.0,1.8333,1.9091,1.9091,1
2010-11-02,VAN,EDM,1.6623,2.31,1.6667,2.3,0
2010-11-02,SJS,MIN,1.7692,2.1,1.7692,2.1,1
2010-11-02,OTT,TOR,2.15,1.7407,2.25,1.6897,0
2010-11-03,TBL,ANA,2.0,1.8333,1.9091,1.9091,1
2010-11-03,BOS,BUF,1.7143,2.2,1.8,2.05,0
2010-11-03,NYI,CAR,2.34,1.6494,2.35,1.6452,1
2010-11-03,DET,CGY,1.8696,1.9524,1.8333,2.0,0
2010-11-03,NJD,CHI,2.6,1.5556,2.7,1.5263,0
2010-11-03,PIT,DAL,1.9174,1.9009,1.8696,1.9524,1
2010-11-03,ATL,FLA,2.05,1.8,2.15,1.7407,0
2010-11-03,NSH,PHX,2.1,1.7692,2.15,1.7407,1
2010-11-03,TOR,WSH,2.9,1.4545,3.1,1.3846,1
2010-11-04,CBJ,ATL,2.05,1.8,1.8333,2.0,0
2010-11-04,VAN,COL,1.8333,2.0,1.9524,1.8696,0
2010-11-04,TBL,LAK,2.42,1.6173,2.45,1.6061,1
2010-11-04,NYI,OTT,2.57,1.565,2.7,1.5263,1
2010-11-04,NYR,PHI,2.3,1.6667,2.25,1.6897,1
2010-11-04,SJS,STL,1.9901,1.8403,2.0,1.8333,1
2010-11-05,PIT,ANA,1.8333,2.0,1.7407,2.15,1
2010-11-05,MTL,BUF,1.9615,1.8621,2.2,1.7143,0
2010-11-05,PHX,DAL,2.2,1.7143,1.9524,1.8696,1
2010-11-05,DET,EDM,1.641,2.36,1.6897,2.25,0
2010-11-05,CAR,FLA,2.0,1.8333,2.25,1.6897,1
2010-11-05,CGY,MIN,2.05,1.8,2.05,1.8,1
2010-11-05,NYR,NJD,2.1,1.7692,2.45,1.6061,0
2010-11-05,BOS,WSH,2.2,1.7143,2.1,1.7692,1
2010-11-06,CHI,ATL,1.6944,2.24,1.7407,2.15,0
2010-11-06,STL,BOS,2.09,1.7752,2.0,1.8333,0
2010-11-06,FLA,CAR,2.25,1.6897,2.15,1.7407,1
2010-11-06,MIN,CBJ,2.39,1.6289,2.55,1.5714,0
2010-11-06,DAL,COL,2.19,1.7194,2.25,1.6897,1
2010-11-06,NSH,LAK,2.41,1.6211,2.45,1.6061,1
2010-11-06,OTT,MTL,1.9615,1.8621,2.0,1.8333,0
2010-11-06,PHI,NYI,1.6897,2.25,1.6667,2.3,0
2010-11-06,PIT,PHX,1.9174,1.9009,1.8696,1.9524,0
2010-11-06,TBL,SJS,2.39,1.6289,2.5,1.5882,1
2010-11-06,BUF,TOR,2.28,1.6757,2.25,1.6897,0
2010-11-06,DET,VAN,2.3,1.6667,2.25,1.6897,1
2010-11-07,NSH,ANA,2.1,1.7692,2.1,1.7692,1
2010-11-07,EDM,CHI,2.9,1.4545,2.7,1.5263,0
2010-11-07,STL,NYR,2.1,1.7692,2.15,1.7407,0
2010-11-07,PHI,WSH,2.35,1.6452,2.7,1.5263,1
2010-11-08,PHX,DET,2.6,1.5556,2.7,1.5,1
2010-11-09,EDM,CAR,2.36,1.641,2.4,1.625,1
2010-11-09,CGY,COL,2.1,1.7692,2.0,1.8333,0
2010-11-09,VAN,MTL,1.8,2.05,1.8333,2.0,1
2010-11-09,WSH,NYR,1.7692,2.1,1.6667,2.3,0
2010-11-09,ATL,OTT,2.41,1.6211,2.3,1.6667,1
2010-11-09,ANA,SJS,2.62,1.5495,2.8,1.4762,0
2010-11-09,TOR,TBL,2.25,1.6897,2.3,1.6667,1
2010-11-10,NYI,ANA,2.45,1.6061,2.2,1.7143,1
2010-11-10,STL,CBJ,1.8696,1.9524,1.8696,1.9524,1
2010-11-10,PHX,CHI,2.45,1.6061,2.6,1.5556,0
2010-11-10,TOR,FLA,2.25,1.6897,2.25,1.6897,1
2010-11-10,BUF,NJD,2.25,1.6897,2.1,1.7692,0
2010-11-10,BOS,PIT,2.0,1.8333,2.05,1.8,0
2010-11-11,MIN,ATL,1.9524,1.8696,2.1,1.7692,1
2010-11-11,MTL,BOS,2.25,1.6897,2.3,1.6667,0
2010-11-11,PHI,CAR,1.8696,1.9524,1.8696,1.9524,0
2010-11-11,EDM,DET,3.1,1.4,3.1,1.4,1
2010-11-11,DAL,LAK,2.46,1.6024,2.5,1.5882,1
2010-11-11,BUF,NYR,2.46,1.6024,2.35,1.6452,1
2010-11-11,VAN,OTT,1.9615,1.8621,1.8,2.05,0
2010-11-11,NYI,SJS,3.0,1.4167,3.4,1.3333,1
2010-11-11,NSH,STL,2.46,1.6024,2.35,1.6452,0
2010-11-11,TBL,WSH,2.74,1.5155,2.7,1.5,1
2010-11-12,DAL,ANA,2.25,1.6897,2.2,1.7143,1
2010-11-12,COL,CBJ,2.2,1.7143,2.2,1.7143,0
2010-11-12,MIN,FLA,2.36,1.641,2.4,1.625,1
2010-11-12,EDM,NJD,2.52,1.5814,2.9,1.4545,1
2010-11-12,CGY,PHX,2.05,1.8,2.0,1.8333,1
2010-11-12,TBL,PIT,2.45,1.6061,2.7,1.5,1
2010-11-13,PIT,ATL,1.8333,2.0,1.8696,1.9524,0
2010-11-13,OTT,BOS,2.46,1.6024,2.45,1.6061,0
2010-11-13,WSH,BUF,1.7692,2.1,1.8333,2.0,1
2010-11-13,COL,DET,2.9,1.4348,3.15,1.3922,1
2010-11-13,NYI,LAK,3.11,1.3984,3.0,1.4167,1
2010-11-13,CAR,MTL,2.31,1.6623,2.35,1.6452,1
2010-11-13,CHI,NSH,1.8696,1.9524,1.8333,2.0,1
2010-11-13,FLA,PHI,2.75,1.4878,2.9,1.4545,1
2010-11-13,STL,PHX,1.9615,1.8621,1.9091,1.9091,1
2010-11-13,CGY,SJS,2.72,1.495,2.8,1.4762,1
2010-11-13,VAN,TOR,1.7407,2.15,1.6452,2.35,0
2010-11-14,ANA,CHI,2.34,1.6494,2.5,1.5882,1
2010-11-14,EDM,NYR,2.73,1.5181,2.55,1.5714,1
2010-11-14,MIN,TBL,2.34,1.6494,2.45,1.6061,0
2010-11-14,ATL,WSH,3.12,1.3817,3.1,1.4,1
2010-11-15,NJD,BOS,2.44,1.6098,2.6,1.5556,1
2010-11-15,VAN,BUF,1.8696,1.9524,1.9524,1.8696,1
2010-11-15,STL,COL,2.05,1.8,1.9524,1.8696,1
2010-11-15,OTT,PHI,2.48,1.5952,2.55,1.5714,1
2010-11-15,NYR,PIT,2.55,1.5714,2.45,1.6061,0
2010-11-15,LAK,SJS,2.1,1.7692,2.35,1.6452,1
2010-11-16,ANA,DAL,2.2,1.7143,2.45,1.6061,1
2010-11-16,PHI,MTL,1.9524,1.8696,2.05,1.8,1
2010-11-16,NSH,TOR,1.9524,1.8696,1.9524,1.8696,1
2010-11-17,FLA,ATL,2.1,1.7692,2.1,1.7692,0
2010-11-17,OTT,CAR,1.9615,1.8621,2.0,1.8333,1
2010-11-17,PHX,CGY,2.2,1.7143,2.2,1.7143,0
2010-11-17,SJS,COL,1.8333,2.0,1.8,2.05,1
2010-11-17,STL,DET,2.6,1.5556,2.6,1.5556,1
2010-11-17,CHI,EDM,1.625,2.4,1.6667,2.3,0
2010-11-17,CBJ,LAK,2.57,1.565,2.6,1.5556,0
2010-11-17,ANA,MIN,2.25,1.6897,2.5,1.5882,1
2010-11-17,TBL,NYI,1.8333,2.0,1.8696,1.9524,0
2010-11-17,BOS,NYR,1.9524,1.8696,2.0,1.8333,0
2010-11-17,VAN,PIT,2.1,1.7692,2.0,1.8333,1
2010-11-17,BUF,WSH,2.65,1.5405,2.7,1.5263,1
2010-11-18,FLA,BOS,2.8,1.4762,2.6,1.5556,1
2010-11-18,SJS,DAL,1.9524,1.8696,1.9091,1.9091,1
2010-11-18,NSH,MTL,2.46,1.6024,2.3,1.6667,0
2010-11-18,TBL,PHI,2.8,1.4762,2.9,1.4348,0
2010-11-18,NJD,TOR,2.1,1.7692,2.0,1.8333,1
2010-11-19,CBJ,ANA,2.14,1.7463,2.1,1.7692,0
2010-11-19,WSH,ATL,1.6173,2.42,1.5882,2.5,1
2010-11-19,LAK,BUF,1.9615,1.8621,2.1,1.7692,1
2010-11-19,CHI,CGY,1.8696,1.9524,1.7143,2.2,1
2010-11-19,NYR,COL,2.05,1.8,2.15,1.7407,1
2010-11-19,MIN,DET,2.7,1.5,3.0,1.4167,0
2010-11-19,PHX,EDM,1.813,2.03,1.6667,2.3,0
2010-11-19,CAR,PIT,2.62,1.5495,2.55,1.5714,1
2010-11-19,OTT,STL,2.25,1.6897,2.3,1.6667,1
2010-11-20,LAK,BOS,2.25,1.6897,2.25,1.6897,0
2010-11-20,TBL,BUF,2.05,1.8,2.2,1.7143,0
2010-11-20,NSH,CAR,1.9009,1.9174,1.9524,1.8696,0
2010-11-20,COL,DAL,2.2,1.7143,2.45,1.6061,0
2010-11-20,NYR,MIN,2.1,1.7692,2.15,1.7407,0
2010-11-20,TOR,MTL,2.42,1.6173,2.45,1.6061,1
2010-11-20,FLA,NYI,1.9615,1.8621,1.9524,1.8696,0
2010-11-20,CBJ,SJS,2.73,1.4926,2.9,1.4545,0
2010-11-20,NJD,STL,2.4,1.625,2.55,1.5714,1
2010-11-20,CHI,VAN,2.31,1.6623,2.4,1.625,0
2010-11-20,PHI,WSH,2.36,1.641,2.25,1.6897,0
2010-11-21,EDM,ANA,2.8,1.4762,2.7,1.5,0
2010-11-21,NYI,ATL,2.73,1.5181,2.7,1.5,1
2010-11-21,CGY,DET,2.9,1.4545,2.9,1.4348,1
2010-11-21,PHX,VAN,2.6,1.5556,2.55,1.5714,0
2010-11-22,NSH,CBJ,2.15,1.7407,2.05,1.8,1
2010-11-22,PIT,FLA,1.7353,2.16,1.8,2.05,0
2010-11-22,WSH,NJD,1.6623,2.31,1.6667,2.3,1
2010-11-22,CGY,NYR,2.52,1.5814,2.35,1.6452,1
2010-11-22,LAK,OTT,1.9615,1.8621,1.9091,1.9091,1
2010-11-22,MTL,PHI,2.36,1.641,2.35,1.6452,1
2010-11-22,BOS,TBL,1.9009,1.9174,1.7407,2.15,1
2010-11-22,DAL,TOR,1.9524,1.8696,1.9091,1.9091,1
2010-11-23,EDM,PHX,2.79,1.4785,2.8,1.4762,1
2010-11-24,DET,ATL,1.7143,2.2,1.6667,2.3,1
2010-11-24,PIT,BUF,1.8,2.05,1.8333,2.0,0
2010-11-24,WSH,CAR,1.7407,2.15,1.7143,2.2,0
2010-11-24,BOS,FLA,1.7692,2.1,1.7407,2.15,0
2010-11-24,PHI,MIN,1.8,2.05,1.8,2.05,0
2010-11-24,LAK,MTL,2.0,1.8333,2.05,1.8,1
2010-11-24,CGY,NJD,2.15,1.7407,2.15,1.7407,1
2010-11-24,STL,NSH,1.9615,1.8621,1.9091,1.9091,0
2010-11-24,CBJ,NYI,1.8,2.05,1.7143,2.2,0
2010-11-24,DAL,OTT,2.1,1.7692,2.1,1.7692,0
2010-11-24,CHI,SJS,2.2,1.7143,2.15,1.7407,1
2010-11-24,NYR,TBL,2.15,1.7407,2.2,1.7143,1
2010-11-24,COL,VAN,2.55,1.5714,2.4,1.625,1
2010-11-25,COL,EDM,1.8,2.05,1.7407,2.15,1
2010-11-26,CHI,ANA,1.9091,1.9091,1.7407,2.15,0
2010-11-26,MTL,ATL,1.9346,1.885,2.0,1.8333,1
2010-11-26,CAR,BOS,2.6,1.5556,2.7,1.5263,0
2010-11-26,TOR,BUF,2.2,1.7143,2.45,1.6061,1
2010-11-26,DET,CBJ,1.9615,1.8621,1.8696,1.9524,0
2010-11-26,STL,DAL,2.0,1.8333,1.8696,1.9524,1
2010-11-26,NYR,FLA,1.9091,1.9091,1.9091,1.9091,0
2010-11-26,NSH,MIN,2.1,1.7692,2.0,1.8333,1
2010-11-26,NJD,NYI,1.8696,1.9524,1.8333,2.0,1
2010-11-26,CGY,PHI,2.7,1.5,2.8,1.4762,0
2010-11-26,OTT,PIT,2.5,1.5882,2.55,1.5714,1
2010-11-26,SJS,VAN,2.15,1.7407,2.05,1.8,1
2010-11-26,TBL,WSH,2.55,1.5714,2.6,1.5556,1
2010-11-27,MIN,COL,2.3,1.6667,2.3,1.6667,1
2010-11-27,SJS,EDM,1.625,2.4,1.625,2.4,0
2010-11-27,CHI,LAK,1.9524,1.8696,2.05,1.8,0
2010-11-27,BUF,MTL,2.2,1.7143,2.2,1.7143,1
2010-11-27,PHI,NJD,1.7407,2.15,1.8,2.05,1
2010-11-27,NYR,NSH,2.0,1.8333,2.15,1.7407,0
2010-11-27,TOR,OTT,2.2,1.7143,2.25,1.6897,1
2010-11-27,ANA,PHX,2.45,1.6061,2.55,1.5714,0
2010-11-27,CGY,PIT,2.7,1.5,2.7,1.5,1
2010-11-27,DAL,STL,2.4,1.625,2.3,1.6667,0
2010-11-27,FLA,TBL,2.6,1.5556,2.6,1.5556,0
2010-11-28,BOS,ATL,1.8696,1.9524,1.9091,1.9091,1
2010-11-28,CBJ,DET,2.55,1.5714,2.6,1.5556,1
2010-11-28,CAR,WSH,2.9,1.4545,2.9,1.4348,1
2010-11-29,LAK,ANA,1.8696,1.9524,1.7692,2.1,1
2010-11-29,DAL,CAR,2.02,1.8197,2.2,1.7143,0
2010-11-29,MIN,CGY,2.2,1.7143,2.35,1.6452,1
2010-11-29,PIT,NYR,1.8696,1.9524,1.8333,2.0,0
2010-11-29,EDM,OTT,2.73,1.5181,2.7,1.5,0
2010-11-30,STL,CHI,2.28,1.6757,2.35,1.6452,1
2010-11-30,ATL,COL,2.15,1.7407,2.0,1.8333,0
2010-11-30,PHX,NSH,1.9524,1.8696,2.05,1.8,1
2010-11-30,DET,SJS,1.9524,1.8696,1.9524,1.8696,0
2010-11-30,TBL,TOR,1.9524,1.8696,1.9091,1.9091,0
2010-12-01,FLA,ANA,2.2,1.7143,2.3,1.6667,1
2010-12-01,NSH,CBJ,2.31,1.6623,2.3,1.6667,0
2010-12-01,VAN,CGY,1.8333,2.0,1.8333,2.0,0
2010-12-01,PHX,MIN,2.3,1.6667,2.15,1.7407,0
2010-12-01,EDM,MTL,2.9,1.4545,2.9,1.4545,0
2010-12-01,BOS,PHI,2.2,1.7143,2.2,1.7143,0
2010-12-01,WSH,STL,1.7937,2.06,1.7692,2.1,0
2010-12-02,TBL,BOS,2.34,1.6494,2.3,1.6667,1
2010-12-02,WSH,DAL,1.813,2.03,1.8333,2.0,1
2010-12-02,FLA,LAK,2.78,1.5051,2.7,1.5,1
2010-12-02,MTL,NJD,2.01,1.8264,2.15,1.7407,0
2010-12-02,NYR,NYI,1.7752,2.09,1.7407,2.15,0
2010-12-02,SJS,OTT,1.8696,1.9524,1.8333,2.0,0
2010-12-02,ATL,PIT,2.52,1.5814,2.5,1.5882,1
2010-12-02,EDM,TOR,2.55,1.5714,2.5,1.5882,0
2010-12-03,DET,ANA,1.7692,2.1,1.7143,2.2,0
2010-12-03,CBJ,BUF,2.15,1.7407,2.25,1.6897,1
2010-12-03,COL,CAR,2.05,1.8,2.0,1.8333,1
2010-12-03,VAN,CHI,2.9,1.4545,2.05,1.8,0
2010-12-03,CGY,MIN,2.05,1.8,2.15,1.7407,0
2010-12-03,NYI,NYR,2.74,1.4902,2.8,1.4762,1
2010-12-04,PIT,CBJ,1.8333,2.0,1.8,2.05,0
2010-12-04,MIN,DAL,2.5,1.5882,2.7,1.5263,1
2010-12-04,STL,EDM,1.8333,2.0,1.6667,2.3,1
2010-12-04,DET,LAK,1.9524,1.8696,2.05,1.8,1
2010-12-04,SJS,MTL,2.05,1.8,1.9091,1.9091,1
2010-12-04,CAR,NSH,2.15,1.7407,2.2,1.7143,1
2010-12-04,BUF,OTT,1.9091,1.9091,1.9524,1.8696,0
2010-12-04,NJD,PHI,2.73,1.5181,2.7,1.5,1
2010-12-04,FLA,PHX,2.55,1.5714,2.6,1.5556,0
2010-12-04,COL,TBL,2.25,1.6897,2.25,1.6897,1
2010-12-04,BOS,TOR,1.7407,2.15,1.625,2.4,1
2010-12-04,ATL,WSH,2.9,1.4545,2.8,1.4762,0
2010-12-05,PHX,ANA,2.1,1.7692,2.05,1.8,0
2010-12-05,CGY,CHI,2.55,1.5714,2.6,1.5556,1
2010-12-05,PHI,NYI,1.5882,2.5,1.5714,2.55,0
2010-12-05,OTT,NYR,2.35,1.6452,2.5,1.5882,0
2010-12-05,STL,VAN,2.6,1.5556,2.7,1.5,0
2010-12-06,NSH,ATL,2.15,1.7407,2.2,1.7143,1
2010-12-06,DAL,CBJ,2.0,1.8333,2.25,1.6897,1
2010-12-06,SJS,DET,2.35,1.6452,2.35,1.6452,0
2010-12-06,NJD,PIT,2.9,1.4545,2.7,1.5,1
2010-12-06,TOR,WSH,3.1,1.4,3.15,1.3774,0
