date,away_nick,home_nick,p_away,p_home,captured
2021-05-18,Diamondbacks,Dodgers,0.304,0.696,live
2021-05-19,Diamondbacks,Dodgers,0.348,0.652,live
2021-05-19,Yankees,Rangers,0.588,0.41200000000000003,live
2021-05-20,Diamondbacks,Dodgers,0.317,0.6829999999999999,live
2021-05-21,Rays,Blue Jays,0.586,0.414,live
2021-05-21,White Sox,Yankees,0.47700000000000004,0.523,live
2021-05-21,Diamondbacks,Dodgers,0.32,0.68,live
2021-05-22,Mariners,Padres,0.384,0.616,live
2021-05-22,Diamondbacks,Rockies,0.48100000000000004,0.519,live
2021-05-23,Mariners,Padres,0.327,0.6729999999999999,live
2021-05-23,Diamondbacks,Rockies,0.467,0.5329999999999999,live
2021-05-25,Mariners,Athletics,0.428,0.5720000000000001,live
2021-05-26,Royals,Rays,0.344,0.6559999999999999,live
2021-05-28,Rangers,Mariners,0.479,0.521,live
2021-05-29,Cardinals,Diamondbacks,0.47200000000000003,0.528,live
2021-05-30,Rangers,Mariners,0.461,0.539,live
2021-05-30,Cardinals,Diamondbacks,0.547,0.45299999999999996,live
2021-05-31,Athletics,Mariners,0.531,0.469,live
2021-05-31,Rays,Yankees,0.47100000000000003,0.529,live
2021-06-01,Mets,Diamondbacks,0.6709999999999999,0.32899999999999996,live
2021-06-02,Rays,Yankees,0.445,0.555,live
2021-06-03,Athletics,Mariners,0.562,0.43799999999999994,live
2021-06-03,Diamondbacks,Brewers,0.397,0.603,live
2021-06-03,Rays,Yankees,0.384,0.616,live
2021-06-04,Mariners,Angels,0.41200000000000003,0.588,live
2021-06-05,Mets,Padres,0.395,0.605,live
2021-06-05,Mariners,Angels,0.401,0.599,live
2021-06-05,Athletics,Rockies,0.564,0.436,live
2021-06-05,Rays,Rangers,0.603,0.397,live
2021-06-06,Diamondbacks,Brewers,0.308,0.6920000000000001,live
2021-06-08,Nationals,Rays,0.34,0.66,live
2021-06-09,Nationals,Rays,0.40700000000000003,0.593,live
2021-06-09,Mariners,Tigers,0.46799999999999997,0.532,live
2021-06-09,Diamondbacks,Athletics,0.354,0.6459999999999999,live
2021-06-09,Diamondbacks,Athletics,0.34700000000000003,0.653,live
2021-06-09,Cubs,Padres,0.39899999999999997,0.601,live
2021-06-10,Astros,Red Sox,0.517,0.483,live
2021-06-10,Rockies,Marlins,0.419,0.581,live
2021-06-10,Mariners,Tigers,0.54,0.46,live
2021-06-11,Blue Jays,White Sox,0.507,0.493,live
2021-06-11,White Sox,Tigers,0.645,0.355,live
2021-06-11,Royals,Athletics,0.40700000000000003,0.593,live
2021-06-11,Giants,Nationals,0.44,0.56,live
2021-06-11,Rockies,Reds,0.35,0.65,live
2021-06-11,Blue Jays,Red Sox,0.457,0.5429999999999999,live
2021-06-11,Mariners,Guardians,0.401,0.599,live
2021-06-11,Braves,Marlins,0.5479999999999999,0.452,live
2021-06-11,Yankees,Twins,0.528,0.47200000000000003,live
2021-06-11,Orioles,Rays,0.34700000000000003,0.653,live
2021-06-11,Padres,Mets,0.44299999999999995,0.557,live
2021-06-11,Cardinals,Cubs,0.43799999999999994,0.562,live
2021-06-12,Pirates,Brewers,0.331,0.669,live
2021-06-12,Angels,Diamondbacks,0.5670000000000001,0.433,live
2021-06-12,Angels,Diamondbacks,0.5660000000000001,0.434,live
2021-06-12,Rangers,Dodgers,0.29100000000000004,0.7090000000000001,live
2021-06-12,Astros,Twins,0.5720000000000001,0.428,live
2021-06-12,Royals,Athletics,0.373,0.627,live
2021-06-13,Mariners,Guardians,0.34700000000000003,0.653,live
2021-06-15,Twins,Mariners,0.521,0.479,live
2021-06-16,Twins,Mariners,0.496,0.504,live
2021-06-16,Diamondbacks,Giants,0.359,0.6409999999999999,live
2021-06-17,Twins,Mariners,0.512,0.488,live
2021-07-03,Twins,Royals,0.485,0.515,live
2021-07-04,Twins,Royals,0.528,0.47200000000000003,live
2021-07-07,White Sox,Twins,0.544,0.456,live
2021-07-07,White Sox,Twins,0.51,0.49,live
2021-07-07,Braves,Pirates,0.598,0.402,live
2021-07-07,Tigers,Rangers,0.41100000000000003,0.589,live
2021-07-09,Nationals,Padres,0.441,0.5589999999999999,live
2021-07-10,Tigers,Twins,0.39399999999999996,0.606,live
2021-07-10,Yankees,Astros,0.532,0.46799999999999997,live
2021-07-10,Nationals,Giants,0.46399999999999997,0.536,live
2021-07-10,Nationals,Giants,0.396,0.604,live
2021-07-11,White Sox,Orioles,0.619,0.381,live
2021-07-11,Nationals,Giants,0.368,0.632,live
2021-07-11,Tigers,Twins,0.35200000000000004,0.648,live
2021-07-11,Rockies,Padres,0.374,0.626,live
2021-07-16,Padres,Nationals,0.528,0.47200000000000003,live
2021-07-17,Twins,Tigers,0.557,0.44299999999999995,live
2021-07-17,Padres,Nationals,0.563,0.43700000000000006,live
2021-07-17,Cubs,Diamondbacks,0.585,0.415,live
2021-07-17,Twins,Tigers,0.579,0.42100000000000004,live
2021-07-17,Guardians,Athletics,0.43200000000000005,0.568,live
2021-07-17,Astros,White Sox,0.521,0.479,live
2021-07-17,Giants,Cardinals,0.457,0.5429999999999999,live
2021-07-17,Mets,Pirates,0.606,0.39399999999999996,live
2021-07-18,Mariners,Angels,0.457,0.5429999999999999,live
2021-07-18,Astros,White Sox,0.47600000000000003,0.524,live
2021-07-18,Giants,Cardinals,0.537,0.46299999999999997,live
2021-07-18,Mariners,Angels,0.41200000000000003,0.588,live
2021-07-18,Twins,Tigers,0.529,0.47100000000000003,live
2021-07-19,Twins,White Sox,0.361,0.639,live
2021-07-20,Cubs,Cardinals,0.47200000000000003,0.528,live
2021-07-20,Twins,White Sox,0.447,0.5529999999999999,live
2021-07-20,Guardians,Astros,0.359,0.6409999999999999,live
2021-07-21,Cubs,Cardinals,0.5,0.5,live
2021-07-21,Rangers,Tigers,0.46799999999999997,0.532,live
2021-07-21,Guardians,Astros,0.364,0.636,live
2021-07-22,Rangers,Tigers,0.439,0.561,live
2021-07-22,Rays,Guardians,0.55,0.45,live
2021-07-22,Giants,Dodgers,0.374,0.626,live
2021-07-22,Cubs,Cardinals,0.46399999999999997,0.536,live
2021-07-22,Twins,White Sox,0.45399999999999996,0.546,live
2021-07-22,Cubs,Cardinals,0.45799999999999996,0.542,live
2021-07-22,Yankees,Red Sox,0.462,0.5379999999999999,live
2021-07-22,Guardians,Astros,0.35700000000000004,0.643,live
2021-07-22,Braves,Phillies,0.535,0.465,live
2021-07-22,Padres,Marlins,0.595,0.405,live
2021-07-23,Giants,Dodgers,0.39799999999999996,0.602,live
2021-07-23,Athletics,Mariners,0.5529999999999999,0.447,live
2021-07-23,Angels,Twins,0.501,0.499,live
2021-09-18,Padres,Cardinals,0.48700000000000004,0.513,live
2021-09-19,Padres,Cardinals,0.457,0.5429999999999999,live
2021-10-03,Brewers,Dodgers,0.34,0.66,live
2021-10-06,Yankees,Red Sox,0.528,0.47200000000000003,live
2021-10-07,Cardinals,Dodgers,0.34,0.66,live
2021-10-09,Dodgers,Giants,0.51,0.49,live
2021-10-10,Dodgers,Giants,0.474,0.526,live
2021-10-11,Rays,Red Sox,0.47,0.53,live
2021-10-11,Brewers,Braves,0.493,0.507,live
2021-10-12,Giants,Dodgers,0.379,0.621,live
2021-10-12,Astros,White Sox,0.462,0.5379999999999999,live
2021-10-12,Brewers,Braves,0.41200000000000003,0.588,live
2021-10-13,Giants,Dodgers,0.43799999999999994,0.562,live
2021-10-15,Dodgers,Giants,0.475,0.525,live
2022-05-04,Mariners,Astros,0.402,0.598,live
2022-05-05,Mets,Phillies,0.452,0.5479999999999999,live
2022-05-06,Rays,Mariners,0.521,0.479,live
2022-05-07,White Sox,Red Sox,0.489,0.511,live
2022-05-08,Athletics,Twins,0.43799999999999994,0.562,live
2022-05-08,Royals,Orioles,0.513,0.48700000000000004,live
2022-05-08,Rays,Mariners,0.53,0.47,live
2022-05-08,Mets,Phillies,0.523,0.47700000000000004,live
2022-05-09,Rangers,Yankees,0.332,0.6679999999999999,live
2022-05-10,Dodgers,Pirates,0.685,0.315,live
2022-05-10,Phillies,Mariners,0.473,0.527,live
2022-05-10,Guardians,White Sox,0.39399999999999996,0.606,live
2022-05-11,Dodgers,Pirates,0.6890000000000001,0.311,live
2022-05-11,Royals,Rangers,0.479,0.521,live
2022-05-11,Phillies,Mariners,0.486,0.514,live
2022-05-11,Astros,Twins,0.5479999999999999,0.452,live
2022-05-11,Phillies,Mariners,0.442,0.5579999999999999,live
2022-05-11,Guardians,White Sox,0.43,0.57,live
2022-05-12,Reds,Pirates,0.47600000000000003,0.524,live
2022-05-12,Royals,Rangers,0.507,0.493,live
2022-05-13,Phillies,Dodgers,0.391,0.609,live
2022-05-13,Royals,Rangers,0.467,0.5329999999999999,live
2022-05-13,Reds,Pirates,0.53,0.47,live
2022-05-14,Giants,Cardinals,0.542,0.45799999999999996,live
2022-05-14,Yankees,White Sox,0.602,0.39799999999999996,live
2022-05-14,Astros,Nationals,0.628,0.37200000000000005,live
2022-05-14,Brewers,Marlins,0.519,0.48100000000000004,live
2022-05-14,Orioles,Tigers,0.435,0.565,live
2022-05-14,Reds,Pirates,0.535,0.465,live
2022-05-14,Padres,Braves,0.447,0.5529999999999999,live
2022-05-14,Phillies,Dodgers,0.349,0.6509999999999999,live
2022-05-14,Angels,Athletics,0.539,0.461,live
2022-05-14,Guardians,Twins,0.499,0.501,live
2022-05-14,Giants,Cardinals,0.5329999999999999,0.467,live
2022-05-14,Angels,Athletics,0.54,0.46,live
2022-05-14,Red Sox,Rangers,0.506,0.494,live
2022-05-14,Yankees,White Sox,0.644,0.35600000000000004,live
2022-05-14,Red Sox,Rangers,0.49700000000000005,0.503,live
2022-05-14,Cubs,Diamondbacks,0.45399999999999996,0.546,live
2022-05-14,Blue Jays,Rays,0.48200000000000004,0.518,live
2022-05-14,Royals,Rockies,0.45399999999999996,0.546,live
2022-05-15,Angels,Athletics,0.603,0.397,live
2022-05-15,Mariners,Mets,0.434,0.5660000000000001,live
2022-05-15,Padres,Braves,0.483,0.517,live
2022-05-15,Cubs,Diamondbacks,0.409,0.591,live
2022-05-15,Phillies,Dodgers,0.387,0.613,live
2022-05-15,Royals,Rockies,0.431,0.569,live
2022-05-19,Yankees,Orioles,0.674,0.326,live
2022-05-19,Diamondbacks,Cubs,0.504,0.496,live
2022-05-19,Padres,Phillies,0.46,0.54,live
2022-05-19,Mariners,Red Sox,0.46299999999999997,0.537,live
2022-05-19,Cardinals,Mets,0.423,0.5770000000000001,live
2022-05-19,White Sox,Royals,0.5720000000000001,0.428,live
2022-05-20,Rangers,Astros,0.35600000000000004,0.644,live
2022-05-24,Brewers,Padres,0.498,0.502,live
2022-05-28,Brewers,Cardinals,0.523,0.47700000000000004,live
2022-05-28,Brewers,Cardinals,0.48700000000000004,0.513,live
2022-05-31,Padres,Cardinals,0.465,0.535,live
2022-06-04,Padres,Brewers,0.42700000000000005,0.573,live
2022-06-04,Padres,Brewers,0.461,0.539,live
2022-06-21,Cardinals,Brewers,0.43200000000000005,0.568,live
2022-06-23,Cardinals,Brewers,0.503,0.49700000000000005,live
2022-06-23,Guardians,Twins,0.47600000000000003,0.524,live
2022-06-23,Mariners,Athletics,0.552,0.44799999999999995,live
2022-06-23,Giants,Braves,0.423,0.5770000000000001,live
2022-06-23,Cubs,Pirates,0.512,0.488,live
2022-06-23,Rockies,Marlins,0.461,0.539,live
2022-06-23,Astros,Yankees,0.45799999999999996,0.542,live
2022-06-23,Dodgers,Reds,0.654,0.34600000000000003,live
2022-06-24,Dodgers,Braves,0.54,0.46,live
2022-06-24,Red Sox,Guardians,0.537,0.46299999999999997,live
2022-06-24,Pirates,Rays,0.336,0.664,live
2022-06-24,Mets,Marlins,0.45799999999999996,0.542,live
2022-06-24,Phillies,Padres,0.439,0.561,live
2022-06-24,Astros,Yankees,0.47100000000000003,0.529,live
2022-06-24,Orioles,White Sox,0.409,0.591,live
2022-06-25,Tigers,Diamondbacks,0.406,0.594,live
2022-06-25,Nationals,Rangers,0.391,0.609,live
2022-06-25,Reds,Giants,0.382,0.618,live
2022-06-25,Athletics,Royals,0.442,0.5579999999999999,live
2022-06-25,Mariners,Angels,0.45899999999999996,0.541,live
2022-06-25,Rockies,Twins,0.424,0.5760000000000001,live
2022-06-25,Phillies,Padres,0.523,0.47700000000000004,live
2022-06-25,Blue Jays,Brewers,0.63,0.37,live
2022-06-25,Cubs,Cardinals,0.41,0.59,live
2022-06-25,Orioles,White Sox,0.371,0.629,live
2022-08-06,Padres,Dodgers,0.35200000000000004,0.648,live
2022-08-06,Rockies,Diamondbacks,0.44299999999999995,0.557,live
2022-08-06,Red Sox,Royals,0.526,0.474,live
2022-08-06,Yankees,Cardinals,0.54,0.46,live
2022-08-06,Braves,Mets,0.47,0.53,live
2022-08-06,Braves,Mets,0.45899999999999996,0.541,live
2022-08-06,White Sox,Rangers,0.52,0.48,live
2022-08-06,Yankees,Cardinals,0.625,0.375,live
2022-08-06,Pirates,Orioles,0.381,0.619,live
2022-08-06,Reds,Brewers,0.41100000000000003,0.589,live
2022-08-06,Blue Jays,Twins,0.522,0.478,live
2022-08-06,Angels,Mariners,0.423,0.5770000000000001,live
2022-08-06,Nationals,Phillies,0.342,0.6579999999999999,live
2022-08-06,Rays,Tigers,0.632,0.368,live
2022-08-06,Pirates,Orioles,0.419,0.581,live
2022-08-06,Marlins,Cubs,0.521,0.479,live
2022-08-06,Astros,Guardians,0.552,0.44799999999999995,live
2022-08-06,Giants,Athletics,0.682,0.318,live
2022-08-06,Blue Jays,Twins,0.5329999999999999,0.467,live
2022-08-06,Angels,Mariners,0.38799999999999996,0.612,live
2022-08-07,Rockies,Diamondbacks,0.424,0.5760000000000001,live
2022-08-07,Angels,Mariners,0.424,0.5760000000000001,live
2022-08-07,Padres,Dodgers,0.43200000000000005,0.568,live
2022-09-12,Astros,Tigers,0.6659999999999999,0.33399999999999996,live
2022-09-13,Orioles,Nationals,0.581,0.419,live
2022-09-16,White Sox,Tigers,0.541,0.45899999999999996,live
2022-09-17,Orioles,Blue Jays,0.366,0.634,live
2022-09-17,White Sox,Tigers,0.561,0.439,live
2022-09-18,Marlins,Nationals,0.606,0.39399999999999996,live
2022-09-18,Orioles,Blue Jays,0.36700000000000005,0.633,live
2022-09-18,Twins,Guardians,0.511,0.489,live
2022-09-18,Athletics,Astros,0.289,0.711,live
2022-09-19,Astros,Rays,0.496,0.504,live
2022-09-19,Nationals,Braves,0.27,0.73,live
2022-09-19,Tigers,Orioles,0.382,0.618,live
2022-09-20,Astros,Rays,0.489,0.511,live
2022-09-20,Nationals,Braves,0.284,0.716,live
2022-09-20,Tigers,Orioles,0.40399999999999997,0.596,live
2022-09-21,Angels,Rangers,0.498,0.502,live
2022-09-21,Cubs,Marlins,0.513,0.48700000000000004,live
2022-09-22,Braves,Phillies,0.589,0.41100000000000003,live
2022-09-22,Cubs,Pirates,0.534,0.466,live
2022-09-22,Red Sox,Yankees,0.419,0.581,live
2022-09-22,Astros,Orioles,0.6609999999999999,0.33899999999999997,live
2022-09-23,Brewers,Reds,0.584,0.41600000000000004,live
2022-09-23,Red Sox,Yankees,0.35200000000000004,0.648,live
2022-09-23,Braves,Phillies,0.452,0.5479999999999999,live
2022-09-23,Diamondbacks,Dodgers,0.35100000000000003,0.649,live
2022-09-23,Astros,Orioles,0.535,0.465,live
2022-09-23,Nationals,Marlins,0.469,0.531,live
2022-09-23,Blue Jays,Rays,0.449,0.551,live
2022-09-23,Guardians,White Sox,0.504,0.496,live
2022-09-23,Cubs,Pirates,0.535,0.465,live
2022-09-24,Angels,Twins,0.586,0.414,live
2022-09-24,Padres,Rockies,0.654,0.34600000000000003,live
2022-09-24,Tigers,White Sox,0.409,0.591,live
2022-09-24,Cardinals,Dodgers,0.39799999999999996,0.602,live
2022-09-24,Mariners,Royals,0.537,0.46299999999999997,live
2022-09-24,Guardians,Rangers,0.48,0.52,live
2022-09-24,Mets,Athletics,0.613,0.387,live
2022-09-24,Tigers,White Sox,0.387,0.613,live
2022-09-24,Giants,Diamondbacks,0.63,0.37,live
2022-09-25,Tigers,White Sox,0.34,0.66,live
2022-09-27,White Sox,Twins,0.491,0.509,live
2022-09-27,Rays,Guardians,0.442,0.5579999999999999,live
2022-09-28,Athletics,Angels,0.4,0.6,live
2022-09-28,Rays,Guardians,0.47700000000000004,0.523,live
2022-09-28,Phillies,Cubs,0.597,0.40299999999999997,live
2022-09-28,Braves,Nationals,0.5770000000000001,0.423,live
2022-09-28,White Sox,Twins,0.501,0.499,live
2022-09-28,Yankees,Blue Jays,0.569,0.431,live
2022-09-28,Orioles,Red Sox,0.484,0.516,live
2022-09-28,Diamondbacks,Astros,0.355,0.645,live
2022-09-28,Royals,Tigers,0.489,0.511,live
2022-09-28,Dodgers,Padres,0.516,0.484,live
2022-09-28,Cardinals,Brewers,0.48100000000000004,0.519,live
2022-09-28,Marlins,Mets,0.37799999999999995,0.622,live
2022-09-28,Reds,Pirates,0.507,0.493,live
2022-09-28,Rockies,Giants,0.406,0.594,live
2022-09-28,Rangers,Mariners,0.377,0.623,live
2022-09-29,Rangers,Mariners,0.442,0.5579999999999999,live
2022-09-29,Royals,Tigers,0.496,0.504,live
2022-09-29,Rockies,Giants,0.41100000000000003,0.589,live
2022-09-29,Dodgers,Padres,0.518,0.48200000000000004,live
2022-09-29,Athletics,Angels,0.384,0.616,live
2022-09-29,Rays,Guardians,0.515,0.485,live
2022-09-29,Diamondbacks,Astros,0.336,0.664,live
2022-09-29,Marlins,Brewers,0.40299999999999997,0.597,live
2022-09-30,Twins,Tigers,0.5820000000000001,0.418,live
2022-10-01,Twins,Tigers,0.561,0.439,live
2022-10-01,Rays,Astros,0.467,0.5329999999999999,live
2022-10-01,Athletics,Mariners,0.282,0.718,live
2022-10-01,Athletics,Mariners,0.35,0.65,live
2022-10-01,Marlins,Brewers,0.41700000000000004,0.583,live
2022-10-01,Rays,Astros,0.401,0.599,live
2022-10-02,Rays,Astros,0.428,0.5720000000000001,live
2022-10-02,Marlins,Brewers,0.41200000000000003,0.588,live
2022-10-04,Tigers,Mariners,0.375,0.625,live
2022-10-04,Phillies,Astros,0.474,0.526,live
2022-10-04,Braves,Marlins,0.56,0.44,live
2022-10-04,Cubs,Reds,0.494,0.506,live
2022-10-04,Diamondbacks,Brewers,0.447,0.5529999999999999,live
2022-10-04,Tigers,Mariners,0.361,0.639,live
2022-10-05,Tigers,Mariners,0.376,0.624,live
2022-10-05,Yankees,Rangers,0.57,0.43,live
2022-10-05,Phillies,Astros,0.40700000000000003,0.593,live
2022-10-05,Rays,Red Sox,0.517,0.483,live
2022-10-05,Tigers,Mariners,0.38299999999999995,0.617,live
2022-10-07,Mariners,Blue Jays,0.447,0.5529999999999999,live
2022-10-08,Mariners,Blue Jays,0.45399999999999996,0.546,live
2022-10-08,Rays,Guardians,0.47,0.53,live
2022-10-11,Mariners,Astros,0.373,0.627,live
2022-10-11,Guardians,Yankees,0.39799999999999996,0.602,live
2022-10-11,Phillies,Braves,0.39299999999999996,0.607,live
2022-10-14,Guardians,Yankees,0.446,0.5539999999999999,live
2022-10-15,Braves,Phillies,0.5329999999999999,0.467,live
2022-10-15,Astros,Mariners,0.54,0.46,live
2022-10-15,Yankees,Guardians,0.517,0.483,live
2022-10-16,Yankees,Guardians,0.556,0.444,live
2022-10-18,Guardians,Yankees,0.37200000000000005,0.628,live
2022-10-19,Phillies,Padres,0.465,0.535,live
2022-10-19,Phillies,Padres,0.48,0.52,live
2022-10-19,Yankees,Astros,0.37799999999999995,0.622,live
2022-10-20,Yankees,Astros,0.451,0.5489999999999999,live
2022-10-21,Padres,Phillies,0.523,0.47700000000000004,live
2022-10-22,Padres,Phillies,0.508,0.49200000000000005,live
2022-10-22,Astros,Yankees,0.47200000000000003,0.528,live
2022-10-23,Padres,Phillies,0.485,0.515,live
2022-10-24,Astros,Yankees,0.48,0.52,live
2022-10-29,Phillies,Astros,0.40299999999999997,0.597,live
2022-10-30,Phillies,Astros,0.444,0.556,live
2022-11-02,Astros,Phillies,0.534,0.466,live
2022-11-03,Astros,Phillies,0.498,0.502,live
2022-11-04,Astros,Phillies,0.584,0.41600000000000004,live
2022-11-06,Phillies,Astros,0.441,0.5589999999999999,live
2023-03-30,Twins,Royals,0.5660000000000001,0.434,live
2023-03-30,Phillies,Rangers,0.48200000000000004,0.518,live
2023-03-30,Mets,Marlins,0.574,0.426,live
2023-03-30,Blue Jays,Cardinals,0.5429999999999999,0.457,live
2023-03-30,Orioles,Red Sox,0.424,0.5760000000000001,live
2023-03-30,Braves,Nationals,0.6990000000000001,0.301,live
2023-03-30,Giants,Yankees,0.37,0.63,live
2023-03-30,White Sox,Astros,0.425,0.575,live
2023-03-30,Pirates,Reds,0.47200000000000003,0.528,live
2023-03-30,Tigers,Rays,0.34700000000000003,0.653,live
2023-03-30,Brewers,Cubs,0.535,0.465,live
2023-03-31,Rockies,Padres,0.324,0.6759999999999999,live
2023-03-31,Guardians,Mariners,0.469,0.531,live
2023-03-31,Diamondbacks,Dodgers,0.396,0.604,live
2023-03-31,Angels,Athletics,0.637,0.363,live
2023-04-01,Brewers,Cubs,0.514,0.486,live
2023-04-01,Angels,Athletics,0.565,0.435,live
2023-04-01,Orioles,Red Sox,0.47600000000000003,0.524,live
2023-04-01,Tigers,Rays,0.382,0.618,live
2023-04-01,Blue Jays,Cardinals,0.544,0.456,live
2023-04-02,Tigers,Rays,0.34,0.66,live
2023-04-02,Brewers,Cubs,0.522,0.478,live
2023-04-02,Orioles,Red Sox,0.48100000000000004,0.519,live
2023-04-02,Guardians,Mariners,0.441,0.5589999999999999,live
2023-04-02,Giants,Yankees,0.396,0.604,live
2023-04-03,Rays,Nationals,0.625,0.375,live
2023-04-03,Phillies,Yankees,0.377,0.623,live
2023-04-03,Mets,Brewers,0.518,0.48200000000000004,live
2023-04-03,Braves,Cardinals,0.578,0.42200000000000004,live
2023-04-04,Diamondbacks,Padres,0.359,0.6409999999999999,live
2023-04-04,Rays,Nationals,0.596,0.40399999999999997,live
2023-04-04,Cubs,Reds,0.52,0.48,live
2023-04-04,Twins,Marlins,0.479,0.521,live
2023-04-04,Tigers,Astros,0.37200000000000005,0.628,live
2023-04-04,Phillies,Yankees,0.434,0.5660000000000001,live
2023-04-04,Orioles,Rangers,0.43200000000000005,0.568,live
2023-04-04,Guardians,Athletics,0.5820000000000001,0.418,live
2023-04-05,Mets,Brewers,0.431,0.569,live
2023-04-05,Tigers,Astros,0.317,0.6829999999999999,live
2023-04-05,Guardians,Athletics,0.622,0.37799999999999995,live
2023-04-05,Tigers,Astros,0.326,0.674,live
2023-04-05,Rays,Nationals,0.6679999999999999,0.332,live
2023-04-05,Phillies,Yankees,0.424,0.5760000000000001,live
2023-04-05,Blue Jays,Royals,0.616,0.384,live
2023-04-05,Braves,Cardinals,0.507,0.493,live
2023-04-06,Padres,Braves,0.419,0.581,live
2023-04-06,Blue Jays,Royals,0.614,0.386,live
2023-04-06,Red Sox,Tigers,0.516,0.484,live
2023-04-07,Yankees,Orioles,0.555,0.445,live
2023-04-07,Padres,Braves,0.43799999999999994,0.562,live
2023-04-07,Reds,Phillies,0.34700000000000003,0.653,live
2023-04-07,Rangers,Cubs,0.48200000000000004,0.518,live
2023-04-07,Marlins,Mets,0.43700000000000006,0.563,live
2023-04-07,Athletics,Rays,0.358,0.642,live
2023-04-08,Athletics,Rays,0.36,0.64,live
2023-04-08,Cardinals,Brewers,0.451,0.5489999999999999,live
2023-04-08,Marlins,Mets,0.365,0.635,live
2023-04-08,Reds,Phillies,0.38799999999999996,0.612,live
2023-04-08,Cardinals,Brewers,0.495,0.505,live
2023-04-08,Nationals,Rockies,0.44,0.56,live
2023-04-08,Dodgers,Diamondbacks,0.677,0.32299999999999995,live
2023-04-08,Red Sox,Tigers,0.562,0.43799999999999994,live
2023-04-09,Reds,Phillies,0.371,0.629,live
2023-04-09,Dodgers,Diamondbacks,0.5820000000000001,0.418,live
2023-04-09,Athletics,Rays,0.33,0.67,live
2023-04-09,Blue Jays,Angels,0.483,0.517,live
2023-04-09,Cardinals,Brewers,0.46799999999999997,0.532,live
2023-04-09,Dodgers,Diamondbacks,0.581,0.419,live
2023-04-09,Nationals,Rockies,0.456,0.544,live
2023-04-09,Padres,Braves,0.46299999999999997,0.537,live
2023-04-09,Red Sox,Tigers,0.534,0.466,live
2023-04-09,Blue Jays,Angels,0.51,0.49,live
2023-04-09,Rangers,Cubs,0.534,0.466,live
2023-04-10,Marlins,Phillies,0.494,0.506,live
2023-04-10,Padres,Mets,0.444,0.556,live
2023-04-10,Mariners,Cubs,0.5720000000000001,0.428,live
2023-04-10,Red Sox,Rays,0.42100000000000004,0.579,live
2023-04-11,Brewers,Diamondbacks,0.508,0.49200000000000005,live
2023-04-11,Reds,Braves,0.301,0.6990000000000001,live
2023-04-11,Red Sox,Rays,0.382,0.618,live
2023-04-11,Tigers,Blue Jays,0.32299999999999995,0.677,live
2023-04-11,Astros,Pirates,0.635,0.365,live
2023-04-11,Padres,Mets,0.515,0.485,live
2023-04-12,Nationals,Angels,0.348,0.652,live
2023-04-12,Brewers,Diamondbacks,0.541,0.45899999999999996,live
2023-04-12,Tigers,Blue Jays,0.32,0.68,live
2023-04-12,Red Sox,Rays,0.409,0.591,live
2023-04-12,Reds,Braves,0.301,0.6990000000000001,live
2023-04-12,Brewers,Diamondbacks,0.547,0.45299999999999996,live
2023-04-12,Mariners,Cubs,0.49,0.51,live
2023-04-12,Dodgers,Giants,0.588,0.41200000000000003,live
2023-04-12,Nationals,Angels,0.358,0.642,live
2023-04-13,Twins,Yankees,0.429,0.5710000000000001,live
2023-04-13,Red Sox,Rays,0.408,0.5920000000000001,live
2023-04-13,Phillies,Reds,0.565,0.435,live
2023-04-13,Dodgers,Giants,0.62,0.38,live
2023-04-14,Rays,Blue Jays,0.516,0.484,live
2023-04-14,Brewers,Padres,0.439,0.561,live
2023-04-15,Rockies,Mariners,0.371,0.629,live
2023-04-15,Phillies,Reds,0.537,0.46299999999999997,live
2023-04-15,Mets,Athletics,0.595,0.405,live
2023-04-15,Brewers,Padres,0.45,0.55,live
2023-04-15,Rays,Blue Jays,0.503,0.49700000000000005,live
2023-04-15,Cubs,Dodgers,0.39899999999999997,0.601,live
2023-04-16,Pirates,Cardinals,0.389,0.611,live
2023-04-16,Mets,Athletics,0.583,0.41700000000000004,live
2023-04-16,Angels,Red Sox,0.489,0.511,live
2023-04-16,Cubs,Dodgers,0.374,0.626,live
2023-04-16,Rays,Blue Jays,0.466,0.534,live
2023-04-16,Rockies,Mariners,0.33899999999999997,0.6609999999999999,live
2023-04-16,Phillies,Reds,0.6,0.4,live
2023-04-17,Rays,Reds,0.606,0.39399999999999996,live
2023-04-17,Angels,Red Sox,0.5760000000000001,0.424,live
2023-04-18,Rays,Reds,0.528,0.47200000000000003,live
2023-04-18,Mets,Dodgers,0.424,0.5760000000000001,live
2023-04-18,Orioles,Nationals,0.542,0.45799999999999996,live
2023-04-18,Brewers,Mariners,0.504,0.496,live
2023-04-19,Rays,Reds,0.654,0.34600000000000003,live
2023-04-19,Brewers,Mariners,0.457,0.5429999999999999,live
2023-04-19,Cubs,Athletics,0.628,0.37200000000000005,live
2023-04-19,Mets,Dodgers,0.38799999999999996,0.612,live
2023-04-19,Giants,Marlins,0.512,0.488,live
2023-04-22,Red Sox,Brewers,0.42700000000000005,0.573,live
2023-04-25,White Sox,Blue Jays,0.359,0.6409999999999999,live
2023-04-26,Red Sox,Orioles,0.499,0.501,live
2023-04-27,Mariners,Phillies,0.502,0.498,live
2023-04-29,Diamondbacks,Rockies,0.542,0.45799999999999996,live
2023-04-30,Diamondbacks,Rockies,0.555,0.445,live
