game_id,team,st_epa_for,n_for,st_epa_against,n_against,fx_epa_for,fx_n_for,fx_epa_against,fx_n_against
2020_03_TEN_MIN,TEN,-0.699961,9,-1.059956,12,5.747883,7,-2.916483,5
2020_03_WAS_CLE,CLE,0.249066,9,1.082148,10,1.295306,6,-0.797281,3
2020_03_WAS_CLE,WAS,1.082148,10,0.249066,9,-0.797281,3,1.295306,6
2020_04_ARI_CAR,ARI,-0.754637,11,0.912521,5,0.202719,3,-3.528511,6
2020_04_ARI_CAR,CAR,0.912521,5,-0.754637,11,-3.528511,6,0.202719,3
2020_04_ATL_GB,ATL,-1.704034,9,0.220239,6,-0.806912,3,0.646945,5
2020_04_ATL_GB,GB,0.220239,6,-1.704034,9,0.646945,5,-0.806912,3
2020_04_BAL_WAS,BAL,2.787530,6,-0.977527,11,1.397601,5,-2.071989,4
2020_04_BAL_WAS,WAS,-0.977527,11,2.787530,6,-2.071989,4,1.397601,5
2020_04_BUF_LV,BUF,-0.677222,9,-1.505600,7,-0.546083,5,2.665724,5
2020_04_BUF_LV,LV,-1.505600,7,-0.677222,9,2.665724,5,-0.546083,5
2020_04_CLE_DAL,CLE,-0.710945,10,-1.729914,11,1.477487,7,0.137143,2
2020_04_CLE_DAL,DAL,-1.729914,11,-0.710945,10,0.137143,2,1.477487,7
2020_04_DEN_NYJ,DEN,-1.377819,9,-2.859148,11,4.920901,7,3.662028,6
2020_04_DEN_NYJ,NYJ,-2.859148,11,-1.377819,9,3.662028,6,4.920901,7
2020_04_IND_CHI,CHI,-5.952058,13,2.155547,8,0.101804,1,1.373808,5
2020_04_IND_CHI,IND,2.155547,8,-5.952058,13,1.373808,5,0.101804,1
2020_04_JAX_CIN,CIN,-1.511202,8,-1.404970,10,2.581639,7,-1.658337,6
2020_04_JAX_CIN,JAX,-1.404970,10,-1.511202,8,-1.658337,6,2.581639,7
2020_04_LAC_TB,LAC,-0.399089,10,3.445353,9,-1.753255,6,-2.922960,7
2020_04_LAC_TB,TB,3.445353,9,-0.399089,10,-2.922960,7,-1.753255,6
2020_04_MIN_HOU,HOU,0.200311,10,3.776733,10,1.801178,5,-3.355547,6
2020_04_MIN_HOU,MIN,3.776733,10,0.200311,10,-3.355547,6,1.801178,5
2020_04_NE_KC,KC,0.134356,7,0.949961,9,-0.117884,5,0.946058,2
2020_04_NE_KC,NE,0.949961,9,0.134356,7,0.946058,2,-0.117884,5
2020_04_NO_DET,DET,-1.895034,10,-1.506395,7,0.153515,3,0.255858,5
2020_04_NO_DET,NO,-1.506395,7,-1.895034,10,0.255858,5,0.153515,3
2020_04_NYG_LA,LA,-1.507874,8,-1.136466,9,0.270151,3,0.666981,3
2020_04_NYG_LA,NYG,-1.136466,9,-1.507874,8,0.666981,3,0.270151,3
2020_04_PHI_SF,PHI,2.341939,10,0.438564,9,0.476022,3,0.135146,2
2020_04_PHI_SF,SF,0.438564,9,2.341939,10,0.135146,2,0.476022,3
2020_04_SEA_MIA,MIA,0.637673,7,0.612937,9,2.980358,5,2.501238,5
2020_04_SEA_MIA,SEA,0.612937,9,0.637673,7,2.501238,5,2.980358,5
2020_05_ARI_NYJ,ARI,0.335051,7,-2.592011,12,1.042147,4,0.157082,2
2020_05_ARI_NYJ,NYJ,-2.592011,12,0.335051,7,0.157082,2,1.042147,4
2020_05_BUF_TEN,BUF,-7.189892,9,-1.034806,7,0.954603,2,0.405438,6
2020_05_BUF_TEN,TEN,-1.034806,7,-7.189892,9,0.405438,6,0.954603,2
2020_05_CAR_ATL,ATL,-0.809448,9,-1.763987,8,2.519228,4,1.246226,5
2020_05_CAR_ATL,CAR,-1.763987,8,-0.809448,9,1.246226,5,2.519228,4
2020_05_CIN_BAL,BAL,-1.570521,6,-0.021225,13,1.044840,6,0.410112,1
2020_05_CIN_BAL,CIN,-0.021225,13,-1.570521,6,0.410112,1,1.044840,6
2020_05_IND_CLE,CLE,1.280439,9,6.113967,8,1.439654,6,0.857315,5
2020_05_IND_CLE,IND,6.113967,8,1.280439,9,0.857315,5,1.439654,6
2020_05_JAX_HOU,HOU,-0.338231,4,0.632435,10,2.004208,6,-5.410104,4
2020_05_JAX_HOU,JAX,0.632435,10,-0.338231,4,-5.410104,4,2.004208,6
2020_05_LAC_NO,LAC,-4.995161,14,-2.123197,12,-2.976524,5,3.644367,6
2020_05_LAC_NO,NO,-2.123197,12,-4.995161,14,3.644367,6,-2.976524,5
2020_05_LA_WAS,LA,-1.553651,7,1.006968,16,-0.615695,5,0.961359,2
2020_05_LA_WAS,WAS,1.006968,16,-1.553651,7,0.961359,2,-0.615695,5
2020_05_LV_KC,KC,0.776440,13,1.577802,8,0.390229,4,0.737523,7
2020_05_LV_KC,LV,1.577802,8,0.776440,13,0.737523,7,0.390229,4
2020_05_MIA_SF,MIA,-1.960707,6,0.205174,12,3.544815,9,0.613005,3
2020_05_MIA_SF,SF,0.205174,12,-1.960707,6,0.613005,3,3.544815,9
2020_05_MIN_SEA,MIN,-1.427645,7,1.141426,11,2.751269,4,0.202719,3
2020_05_MIN_SEA,SEA,1.141426,11,-1.427645,7,0.202719,3,2.751269,4
2020_05_NYG_DAL,DAL,-1.323855,10,0.065907,9,1.154371,7,5.245185,6
2020_05_NYG_DAL,NYG,0.065907,9,-1.323855,10,5.245185,6,1.154371,7
2020_05_PHI_PIT,PHI,-1.684729,9,-0.785881,7,-2.067401,4,1.074723,6
2020_05_PHI_PIT,PIT,-0.785881,7,-1.684729,9,1.074723,6,-2.067401,4
2020_05_TB_CHI,CHI,0.133829,11,-0.185228,8,1.939054,4,2.230940,5
2020_05_TB_CHI,TB,-0.185228,8,0.133829,11,2.230940,5,1.939054,4
2020_06_ARI_DAL,ARI,-0.897483,7,-0.450380,10,0.444672,6,-2.693768,3
2020_06_ARI_DAL,DAL,-0.450380,10,-0.897483,7,-2.693768,3,0.444672,6
2020_06_ATL_MIN,ATL,2.171137,6,-2.557716,13,3.676795,8,0.051172,1
2020_06_ATL_MIN,MIN,-2.557716,13,2.171137,6,0.051172,1,3.676795,8
2020_06_BAL_PHI,BAL,3.392126,12,0.255258,13,4.722719,6,-1.835052,1
2020_06_BAL_PHI,PHI,0.255258,13,3.392126,12,-1.835052,1,4.722719,6
2020_06_CHI_CAR,CAR,-0.323780,7,-1.894840,9,-1.003380,5,1.995336,5
2020_06_CHI_CAR,CHI,-1.894840,9,-0.323780,7,1.995336,5,-1.003380,5
2020_06_CIN_IND,CIN,-2.431819,9,-1.655343,9,-0.546726,6,0.868745,5
2020_06_CIN_IND,IND,-1.655343,9,-2.431819,9,0.868745,5,-0.546726,6
2020_06_CLE_PIT,CLE,-3.754842,13,-1.614068,7,0.067573,1,0.721150,6
2020_06_CLE_PIT,PIT,-1.614068,7,-3.754842,13,0.721150,6,0.067573,1
2020_06_DEN_NE,DEN,-1.969953,6,0.507055,10,5.724960,6,1.104858,2
2020_06_DEN_NE,NE,0.507055,10,-1.969953,6,1.104858,2,5.724960,6
2020_06_DET_JAX,DET,0.714993,6,-2.138947,9,-1.354252,7,-3.501784,3
2020_06_DET_JAX,JAX,-2.138947,9,0.714993,6,-3.501784,3,-1.354252,7
2020_06_GB_TB,GB,-0.779041,14,-2.171037,8,0.575624,2,2.184225,6
2020_06_GB_TB,TB,-2.171037,8,-0.779041,14,2.184225,6,0.575624,2
2020_06_HOU_TEN,HOU,-0.812425,10,-0.214626,8,-0.363440,5,-6.611198,6
2020_06_HOU_TEN,TEN,-0.214626,8,-0.812425,10,-6.611198,6,-0.363440,5
2020_06_KC_BUF,BUF,2.853186,10,-2.891750,6,-0.144372,4,-0.236437,5
2020_06_KC_BUF,KC,-2.891750,6,2.853186,10,-0.236437,5,-0.144372,4
2020_06_LA_SF,LA,1.054151,11,-0.033752,9,-0.162397,3,1.641758,4
2020_06_LA_SF,SF,-0.033752,9,1.054151,11,1.641758,4,-0.162397,3
2020_06_NYJ_MIA,MIA,-0.799663,8,-6.897772,15,0.283874,4,-3.169772,1
2020_06_NYJ_MIA,NYJ,-6.897772,15,-0.799663,8,-3.169772,1,0.283874,4
2020_06_WAS_NYG,NYG,0.473740,7,0.788778,6,0.440066,4,-3.381402,4
2020_06_WAS_NYG,WAS,0.788778,6,0.473740,7,-3.381402,4,0.440066,4
2020_07_BUF_NYJ,BUF,1.758515,3,-0.237042,10,-2.687670,8,0.220631,2
2020_07_BUF_NYJ,NYJ,-0.237042,10,1.758515,3,0.220631,2,-2.687670,8
2020_07_CAR_NO,CAR,-0.740203,7,-0.959029,5,-0.078621,5,2.082512,5
2020_07_CAR_NO,NO,-0.959029,5,-0.740203,7,2.082512,5,-0.078621,5
2020_07_CHI_LA,CHI,-2.927743,10,0.044141,8,0.969225,2,-3.685315,5
2020_07_CHI_LA,LA,0.044141,8,-2.927743,10,-3.685315,5,0.969225,2
2020_07_CLE_CIN,CIN,-0.743358,7,-0.736397,8,0.796199,6,0.223023,6
2020_07_CLE_CIN,CLE,-0.736397,8,-0.743358,7,0.223023,6,0.796199,6
2020_07_DAL_WAS,DAL,1.995572,10,0.120787,5,1.052642,1,-3.354532,4
2020_07_DAL_WAS,WAS,0.120787,5,1.995572,10,-3.354532,4,1.052642,1
2020_07_DET_ATL,ATL,-2.649735,8,-0.434141,7,0.137143,2,-0.316279,6
2020_07_DET_ATL,DET,-0.434141,7,-2.649735,8,-0.316279,6,0.137143,2
2020_07_GB_HOU,GB,-6.064261,10,-0.229135,10,0.342857,5,-3.058387,5
2020_07_GB_HOU,HOU,-0.229135,10,-6.064261,10,-3.058387,5,0.342857,5
2020_07_JAX_LAC,JAX,-7.930074,13,-10.862401,9,0.051172,1,-3.549921,7
2020_07_JAX_LAC,LAC,-10.862401,9,-7.930074,13,-3.549921,7,0.051172,1
2020_07_KC_DEN,DEN,0.826696,12,9.870395,7,-0.020976,3,0.284378,8
2020_07_KC_DEN,KC,9.870395,7,0.826696,12,0.284378,8,-0.020976,3
2020_07_NYG_PHI,NYG,-1.751507,11,0.124622,9,0.202719,3,-2.625944,3
2020_07_NYG_PHI,PHI,0.124622,9,-1.751507,11,-2.625944,3,0.202719,3
2020_07_PIT_TEN,PIT,-1.571727,7,-2.549498,10,0.852973,5,-0.107529,5
2020_07_PIT_TEN,TEN,-2.549498,10,-1.571727,7,-0.107529,5,0.852973,5
2020_07_SEA_ARI,ARI,-0.861521,9,-2.395179,9,-1.190945,8,1.775633,6
2020_07_SEA_ARI,SEA,-2.395179,9,-0.861521,9,1.775633,6,-1.190945,8
2020_07_SF_NE,NE,0.476184,9,-0.533970,4,1.478653,2,0.192375,6
2020_07_SF_NE,SF,-0.533970,4,0.476184,9,0.192375,6,1.478653,2
2020_07_TB_LV,LV,-1.236272,11,-0.849348,8,1.357991,4,0.380026,7
2020_07_TB_LV,TB,-0.849348,8,-1.236272,11,0.380026,7,1.357991,4
2020_08_ATL_CAR,ATL,-0.117589,5,0.600063,8,-0.018602,6,0.772545,3
2020_08_ATL_CAR,CAR,0.600063,8,-0.117589,5,0.772545,3,-0.018602,6
2020_08_DAL_PHI,DAL,-1.357660,7,-0.198807,7,1.293982,4,0.067573,1
2020_08_DAL_PHI,PHI,-0.198807,7,-1.357660,7,0.067573,1,1.293982,4
2020_08_IND_DET,DET,-0.856661,12,-4.994309,9,-2.076545,4,-1.744142,5
2020_08_IND_DET,IND,-4.994309,9,-0.856661,12,-1.744142,5,-2.076545,4
2020_08_LAC_DEN,DEN,-0.986368,13,-1.852431,8,0.585948,5,3.699380,6
2020_08_LAC_DEN,LAC,-1.852431,8,-0.986368,13,3.699380,6,0.585948,5
2020_08_LA_MIA,LA,-6.185473,11,2.094390,13,-2.978657,4,0.270292,4
2020_08_LA_MIA,MIA,2.094390,13,-6.185473,11,0.270292,4,-2.978657,4
2020_08_LV_CLE,CLE,0.164815,6,1.475890,4,-1.996181,3,-3.641826,5
2020_08_LV_CLE,LV,1.475890,4,0.164815,6,-3.641826,5,-1.996181,3
2020_08_MIN_GB,GB,0.269389,6,-1.973436,7,0.135146,2,0.270292,4
2020_08_MIN_GB,MIN,-1.973436,7,0.269389,6,0.270292,4,0.135146,2
2020_08_NE_BUF,BUF,-0.176996,8,-0.337624,9,0.319206,4,1.100119,3
2020_08_NE_BUF,NE,-0.337624,9,-0.176996,8,1.100119,3,0.319206,4
2020_08_NO_CHI,CHI,-3.855470,10,-3.149985,11,2.548494,5,-2.245491,7
2020_08_NO_CHI,NO,-3.149985,11,-3.855470,10,-2.245491,7,2.548494,5
2020_08_NYJ_KC,KC,-2.039536,7,0.396784,11,0.337865,5,2.100267,4
2020_08_NYJ_KC,NYJ,0.396784,11,-2.039536,7,2.100267,4,0.337865,5
2020_08_PIT_BAL,BAL,0.285082,8,-2.509800,10,1.296820,4,0.270292,4
2020_08_PIT_BAL,PIT,-2.509800,10,0.285082,8,0.270292,4,1.296820,4
2020_08_SF_SEA,SEA,2.274476,9,-6.142462,11,0.820574,6,0.202719,3
2020_08_SF_SEA,SF,-6.142462,11,2.274476,9,0.202719,3,0.820574,6
2020_08_TB_NYG,NYG,1.003427,11,2.293464,8,0.400801,3,2.143109,5
2020_08_TB_NYG,TB,2.293464,8,1.003427,11,2.143109,5,0.400801,3
2020_08_TEN_CIN,CIN,0.726699,7,-1.389040,8,0.544593,5,-3.182604,3
2020_08_TEN_CIN,TEN,-1.389040,8,0.726699,7,-3.182604,3,0.544593,5
2020_09_BAL_IND,BAL,-4.024100,9,-1.923735,9,1.195202,4,0.742561,2
2020_09_BAL_IND,IND,-1.923735,9,-4.024100,9,0.742561,2,1.195202,4
2020_09_CAR_KC,CAR,-1.899933,9,3.891263,7,-3.055334,7,-0.649275,7
2020_09_CAR_KC,KC,3.891263,7,-1.899933,9,-0.649275,7,-3.055334,7
2020_09_CHI_TEN,CHI,-1.267643,11,-0.816662,12,0.180067,3,0.912228,4
2020_09_CHI_TEN,TEN,-0.816662,12,-1.267643,11,0.912228,4,0.180067,3
2020_09_DEN_ATL,ATL,1.404534,11,-1.107163,12,2.320598,6,1.610556,5
2020_09_DEN_ATL,DEN,-1.107163,12,1.404534,11,1.610556,5,2.320598,6
2020_09_DET_MIN,DET,-1.180832,8,-11.257437,10,-2.980501,5,-0.744142,5
2020_09_DET_MIN,MIN,-11.257437,10,-1.180832,8,-0.744142,5,-2.980501,5
2020_09_GB_SF,GB,-1.317628,7,0.856024,11,2.357131,6,0.180538,3
2020_09_GB_SF,SF,0.856024,11,-1.317628,7,0.180538,3,2.357131,6
2020_09_HOU_JAX,HOU,0.586056,10,1.609952,11,2.581464,5,1.019232,4
2020_09_HOU_JAX,JAX,1.609952,11,0.586056,10,1.019232,4,2.581464,5
2020_09_LV_LAC,LAC,-1.286567,9,4.310703,10,-2.458312,5,0.340782,5
2020_09_LV_LAC,LV,4.310703,10,-1.286567,9,0.340782,5,-2.458312,5
2020_09_MIA_ARI,ARI,-1.721310,7,-2.495224,9,-3.078052,6,2.816215,6
2020_09_MIA_ARI,MIA,-2.495224,9,-1.721310,7,2.816215,6,-3.078052,6
2020_09_NE_NYJ,NE,0.672385,7,-1.554868,8,2.260206,6,2.148182,5
2020_09_NE_NYJ,NYJ,-1.554868,8,0.672385,7,2.148182,5,2.260206,6
2020_09_NO_TB,NO,1.551555,3,-3.506635,11,0.700173,6,1.408123,1
2020_09_NO_TB,TB,-3.506635,11,1.551555,3,1.408123,1,0.700173,6
2020_09_NYG_WAS,NYG,4.726187,9,0.485148,8,2.820439,5,2.663010,4
2020_09_NYG_WAS,WAS,0.485148,8,4.726187,9,2.663010,4,2.820439,5
2020_09_PIT_DAL,DAL,1.071216,7,-3.202529,10,3.115678,5,0.221279,4
2020_09_PIT_DAL,PIT,-3.202529,10,1.071216,7,0.221279,4,3.115678,5
2020_09_SEA_BUF,BUF,2.881065,9,-1.060585,10,0.375927,9,2.156397,6
2020_09_SEA_BUF,SEA,-1.060585,10,2.881065,9,2.156397,6,0.375927,9
2020_10_BAL_NE,BAL,0.277661,8,0.163441,8,0.196841,3,-0.764562,4
2020_10_BAL_NE,NE,0.163441,8,0.277661,8,-0.764562,4,0.196841,3
2020_10_BUF_ARI,ARI,-1.160161,9,-2.792413,12,2.005571,6,5.287992,6
2020_10_BUF_ARI,BUF,-2.792413,12,-1.160161,9,5.287992,6,2.005571,6
2020_10_CIN_PIT,CIN,-3.246813,17,4.449272,10,0.486601,2,2.160188,6
2020_10_CIN_PIT,PIT,4.449272,10,-3.246813,17,2.160188,6,0.486601,2
2020_10_DEN_LV,DEN,-0.708151,12,0.212727,8,1.548295,2,1.790384,7
2020_10_DEN_LV,LV,0.212727,8,-0.708151,12,1.790384,7,1.548295,2
2020_10_HOU_CLE,CLE,-2.536329,6,-0.942604,7,0.863324,2,-4.443191,2
2020_10_HOU_CLE,HOU,-0.942604,7,-2.536329,6,-4.443191,2,0.863324,2
2020_10_IND_TEN,IND,-0.468345,5,-6.801233,9,0.925011,6,-1.504952,4
2020_10_IND_TEN,TEN,-6.801233,9,-0.468345,5,-1.504952,4,0.925011,6
2020_10_JAX_GB,GB,-9.488552,10,-0.473796,11,0.613685,4,2.102057,4
2020_10_JAX_GB,JAX,-0.473796,11,-9.488552,10,2.102057,4,0.613685,4
2020_10_LAC_MIA,LAC,-10.544469,12,0.808833,6,0.257235,3,-0.638820,6
2020_10_LAC_MIA,MIA,0.808833,6,-10.544469,12,-0.638820,6,0.257235,3
2020_10_MIN_CHI,CHI,7.015820,10,1.344551,9,0.804218,3,1.380505,3
2020_10_MIN_CHI,MIN,1.344551,9,7.015820,10,1.380505,3,0.804218,3
2020_10_PHI_NYG,NYG,0.963320,8,-3.678217,11,1.415002,5,0.626502,1
2020_10_PHI_NYG,PHI,-3.678217,11,0.963320,8,0.626502,1,1.415002,5
2020_10_SEA_LA,LA,-2.061667,8,1.636912,8,-0.818556,4,2.627487,4
2020_10_SEA_LA,SEA,1.636912,8,-2.061667,8,2.627487,4,-0.818556,4
2020_10_SF_NO,NO,8.999133,9,2.652129,11,1.610751,5,0.888982,3
2020_10_SF_NO,SF,2.652129,11,8.999133,9,0.888982,3,1.610751,5
2020_10_TB_CAR,CAR,4.111847,14,0.000000,5,1.316751,3,0.074051,9
2020_10_TB_CAR,TB,0.000000,5,4.111847,14,0.074051,9,1.316751,3
2020_10_WAS_DET,DET,0.524764,10,-1.208001,8,3.095885,6,-2.684723,6
2020_10_WAS_DET,WAS,-1.208001,8,0.524764,10,-2.684723,6,3.095885,6
2020_11_ARI_SEA,ARI,-1.632712,9,-0.402653,9,0.202719,3,0.038663,5
2020_11_ARI_SEA,SEA,-0.402653,9,-1.632712,9,0.038663,5,0.202719,3
2020_11_ATL_NO,ATL,-2.048319,10,-2.179876,8,3.129766,3,-3.735534,5
2020_11_ATL_NO,NO,-2.179876,8,-2.048319,10,-3.735534,5,3.129766,3
2020_11_CIN_WAS,CIN,0.056140,10,1.135919,8,-4.542076,4,-1.333063,5
2020_11_CIN_WAS,WAS,1.135919,8,0.056140,10,-1.333063,5,-4.542076,4
2020_11_DAL_MIN,DAL,-0.939485,8,-2.686074,9,-0.837874,4,0.204686,4
2020_11_DAL_MIN,MIN,-2.686074,9,-0.939485,8,0.204686,4,-0.837874,4
2020_11_DET_CAR,CAR,-0.502400,5,-1.193953,11,3.356121,4,-3.387851,1
2020_11_DET_CAR,DET,-1.193953,11,-0.502400,5,-3.387851,1,3.356121,4
2020_11_GB_IND,GB,-8.892056,11,-0.335872,8,0.357371,5,-1.179912,7
2020_11_GB_IND,IND,-0.335872,8,-8.892056,11,-1.179912,7,0.357371,5
2020_11_KC_LV,KC,-2.500176,8,-0.322122,8,0.255858,5,0.446416,5
2020_11_KC_LV,LV,-0.322122,8,-2.500176,8,0.446416,5,0.255858,5
2020_11_LA_TB,LA,-1.159023,10,0.313763,10,-2.835118,6,0.770288,4
2020_11_LA_TB,TB,0.313763,10,-1.159023,10,0.770288,4,-2.835118,6
2020_11_MIA_DEN,DEN,0.187292,7,1.423004,10,1.108544,4,2.934482,3
2020_11_MIA_DEN,MIA,1.423004,10,0.187292,7,2.934482,3,1.108544,4
2020_11_NE_HOU,HOU,-0.587775,9,-1.055822,9,1.639490,5,1.418556,4
2020_11_NE_HOU,NE,-1.055822,9,-0.587775,9,1.418556,4,1.639490,5
2020_11_NYJ_LAC,LAC,-5.983126,8,-2.439813,11,0.884332,6,-1.795314,4
2020_11_NYJ_LAC,NYJ,-2.439813,11,-5.983126,8,-1.795314,4,0.884332,6
2020_11_PHI_CLE,CLE,1.339235,10,-3.110753,11,-1.977098,5,1.074161,3
2020_11_PHI_CLE,PHI,-3.110753,11,1.339235,10,1.074161,3,-1.977098,5
2020_11_PIT_JAX,JAX,2.452335,12,1.239884,7,0.797368,1,-1.253446,6
2020_11_PIT_JAX,PIT,1.239884,7,2.452335,12,-1.253446,6,0.797368,1
2020_11_TEN_BAL,BAL,0.310626,10,-1.731454,8,0.460180,4,1.266033,4
2020_11_TEN_BAL,TEN,-1.731454,8,0.310626,10,1.266033,4,0.460180,4
2020_12_ARI_NE,ARI,-4.069331,7,2.150748,7,-1.910983,4,1.210946,4
2020_12_ARI_NE,NE,2.150748,7,-4.069331,7,1.210946,4,-1.910983,4
2020_12_BAL_PIT,BAL,7.704835,12,-0.324096,7,0.135146,2,-0.676682,4
2020_12_BAL_PIT,PIT,-0.324096,7,7.704835,12,-0.676682,4,0.135146,2
2020_12_CAR_MIN,CAR,3.297394,8,-0.876231,9,-5.596449,7,0.991918,4
2020_12_CAR_MIN,MIN,-0.876231,9,3.297394,8,0.991918,4,-5.596449,7
2020_12_CHI_GB,CHI,0.440017,9,2.494154,7,0.233829,3,-0.594562,6
2020_12_CHI_GB,GB,2.494154,7,0.440017,9,-0.594562,6,0.233829,3
2020_12_CLE_JAX,CLE,1.055912,7,0.451554,9,1.230693,5,0.903702,4
2020_12_CLE_JAX,JAX,0.451554,9,1.055912,7,0.903702,4,1.230693,5
2020_12_HOU_DET,DET,-2.061774,11,-0.965160,8,0.205001,3,0.074319,6
2020_12_HOU_DET,HOU,-0.965160,8,-2.061774,11,0.074319,6,0.205001,3
2020_12_KC_TB,KC,-1.858941,9,1.522430,10,0.347556,5,0.300459,4
2020_12_KC_TB,TB,1.522430,10,-1.858941,9,0.300459,4,0.347556,5
2020_12_LAC_BUF,BUF,2.782779,7,-1.139106,12,1.930244,5,-0.818258,2
2020_12_LAC_BUF,LAC,-1.139106,12,2.782779,7,-0.818258,2,1.930244,5
2020_12_LV_ATL,ATL,-3.243293,6,0.290317,15,3.564359,9,0.226815,2
2020_12_LV_ATL,LV,0.290317,15,-3.243293,6,0.226815,2,3.564359,9
2020_12_MIA_NYJ,MIA,-1.468844,6,-1.588392,11,3.981013,4,-2.326242,2
2020_12_MIA_NYJ,NYJ,-1.588392,11,-1.468844,6,-2.326242,2,3.981013,4
2020_12_NO_DEN,DEN,0.257455,12,0.583170,8,3.020651,1,0.854598,5
2020_12_NO_DEN,NO,0.583170,8,0.257455,12,0.854598,5,3.020651,1
2020_12_NYG_CIN,CIN,7.977506,11,-4.008156,9,1.100798,3,2.664228,5
2020_12_NYG_CIN,NYG,-4.008156,9,7.977506,11,2.664228,5,1.100798,3
2020_12_SEA_PHI,PHI,-0.712934,11,-0.210873,7,-0.084271,2,1.943604,5
2020_12_SEA_PHI,SEA,-0.210873,7,-0.712934,11,1.943604,5,-0.084271,2
2020_12_SF_LA,LA,-2.158487,12,-1.914235,12,2.250063,4,0.633197,6
2020_12_SF_LA,SF,-1.914235,12,-2.158487,12,0.633197,6,2.250063,4
2020_12_TEN_IND,IND,-1.995441,13,5.387070,9,0.137143,2,1.677657,7
2020_12_TEN_IND,TEN,5.387070,9,-1.995441,13,1.677657,7,0.137143,2
2020_12_WAS_DAL,DAL,0.835072,10,1.477878,7,0.690454,4,0.808095,7
2020_12_WAS_DAL,WAS,1.477878,7,0.835072,10,0.808095,7,0.690454,4
2020_13_BUF_SF,BUF,1.364489,6,-1.800787,8,0.700331,6,1.109844,4
2020_13_BUF_SF,SF,-1.800787,8,1.364489,6,1.109844,4,0.700331,6
2020_13_CIN_MIA,CIN,0.257831,11,0.125205,6,-2.568803,2,1.125309,5
2020_13_CIN_MIA,MIA,0.125205,6,0.257831,11,1.125309,5,-2.568803,2
2020_13_CLE_TEN,CLE,2.762930,9,1.546728,11,1.362674,7,0.202719,3
2020_13_CLE_TEN,TEN,1.546728,11,2.762930,9,0.202719,3,1.362674,7
2020_13_DAL_BAL,BAL,1.089326,5,2.211947,8,-3.037637,7,-9.931704,6
2020_13_DAL_BAL,DAL,2.211947,8,1.089326,5,-9.931704,6,-3.037637,7
2020_13_DEN_KC,DEN,-0.681081,9,0.296545,7,0.130522,3,1.861245,6
2020_13_DEN_KC,KC,0.296545,7,-0.681081,9,1.861245,6,0.130522,3
2020_13_DET_CHI,CHI,0.681665,10,-0.908471,9,0.463787,5,-0.662135,5
2020_13_DET_CHI,DET,-0.908471,9,0.681665,10,-0.662135,5,0.463787,5
2020_13_IND_HOU,HOU,-0.337828,8,-1.898475,11,-1.442034,5,0.851765,4
2020_13_IND_HOU,IND,-1.898475,11,-0.337828,8,0.851765,4,-1.442034,5
2020_13_JAX_MIN,JAX,-1.300643,10,-0.922057,14,-2.073654,4,-2.955674,6
2020_13_JAX_MIN,MIN,-0.922057,14,-1.300643,10,-2.955674,6,-2.073654,4
2020_13_LA_ARI,ARI,7.068670,12,1.136412,6,-1.975401,5,-2.829487,7
2020_13_LA_ARI,LA,1.136412,6,7.068670,12,-2.829487,7,-1.975401,5
2020_13_LV_NYJ,LV,-0.726830,8,-1.346354,10,1.703922,5,-0.797281,3
2020_13_LV_NYJ,NYJ,-1.346354,10,-0.726830,8,-0.797281,3,1.703922,5
2020_13_NE_LAC,LAC,-11.318858,11,-0.630449,5,-12.195194,2,0.472137,7
2020_13_NE_LAC,NE,-0.630449,5,-11.318858,11,0.472137,7,-12.195194,2
2020_13_NO_ATL,ATL,-0.296299,9,-2.431218,9,2.194107,4,-3.896968,4
2020_13_NO_ATL,NO,-2.431218,9,-0.296299,9,-3.896968,4,2.194107,4
2020_13_NYG_SEA,NYG,-3.065492,10,1.334952,10,0.546594,2,0.274990,2
2020_13_NYG_SEA,SEA,1.334952,10,-3.065492,10,0.274990,2,0.546594,2
2020_13_PHI_GB,GB,-4.027618,8,2.844296,11,-0.090313,5,1.052858,3
2020_13_PHI_GB,PHI,2.844296,11,-4.027618,8,1.052858,3,-0.090313,5
2020_13_WAS_PIT,PIT,0.560594,12,-0.822468,11,0.607592,3,2.857703,5
2020_13_WAS_PIT,WAS,-0.822468,11,0.560594,12,2.857703,5,0.607592,3
2020_14_ARI_NYG,ARI,-1.428127,6,-9.310421,15,1.259658,6,0.067573,1
2020_14_ARI_NYG,NYG,-9.310421,15,-1.428127,6,0.067573,1,1.259658,6
2020_14_ATL_LAC,ATL,-0.444615,6,1.551940,7,1.193193,3,1.042282,4
2020_14_ATL_LAC,LAC,1.551940,7,-0.444615,6,1.042282,4,1.193193,3
2020_14_BAL_CLE,BAL,-0.138788,11,-1.882143,10,0.811699,6,-4.173612,6
2020_14_BAL_CLE,CLE,-1.882143,10,-0.138788,11,-4.173612,6,0.811699,6
2020_14_DAL_CIN,CIN,-1.037300,9,2.204376,4,0.067573,1,2.598935,6
2020_14_DAL_CIN,DAL,2.204376,4,-1.037300,9,2.598935,6,0.067573,1
2020_14_DEN_CAR,CAR,-6.378281,10,-2.281742,10,0.671714,5,-1.729708,4
2020_14_DEN_CAR,DEN,-2.281742,10,-6.378281,10,-1.729708,4,0.671714,5
2020_14_GB_DET,DET,1.302678,9,0.749618,7,0.317933,4,2.402347,5
2020_14_GB_DET,GB,0.749618,7,1.302678,9,2.402347,5,0.317933,4
