game_id,team,st_epa_for,n_for,st_epa_against,n_against,fx_epa_for,fx_n_for,fx_epa_against,fx_n_against
2004_06_PIT_DAL,DAL,3.671018,9,1.835127,10,1.994151,4,2.112160,4
2004_06_PIT_DAL,PIT,1.835127,10,3.671018,9,2.112160,4,1.994151,4
2004_06_SD_ATL,ATL,2.445402,10,1.393174,9,0.053306,3,2.098058,4
2004_06_SD_ATL,LAC,1.393174,9,2.445402,10,2.098058,4,0.053306,3
2004_06_SEA_NE,NE,3.671514,8,2.875824,10,2.443088,6,1.883663,4
2004_06_SEA_NE,SEA,2.875824,10,3.671514,8,1.883663,4,2.443088,6
2004_06_SF_NYJ,NYJ,2.115623,9,0.186367,12,1.274093,1,0.122592,2
2004_06_SF_NYJ,SF,0.186367,12,2.115623,9,0.122592,2,1.274093,1
2004_06_TB_STL,LA,4.138832,9,7.636364,9,-4.052487,6,-6.074323,5
2004_06_TB_STL,TB,7.636364,9,4.138832,9,-6.074323,5,-4.052487,6
2004_06_WAS_CHI,CHI,5.990930,14,1.739581,12,1.621846,2,1.030193,3
2004_06_WAS_CHI,WAS,1.739581,12,5.990930,14,1.030193,3,1.621846,2
2004_07_ATL_KC,ATL,1.233826,12,-7.341855,7,0.037623,2,0.110186,8
2004_07_ATL_KC,KC,-7.341855,7,1.233826,12,0.110186,8,0.037623,2
2004_07_BUF_BAL,BAL,1.971676,9,1.743781,9,-1.799208,5,0.134666,2
2004_07_BUF_BAL,BUF,1.743781,9,1.971676,9,0.134666,2,-1.799208,5
2004_07_CHI_TB,CHI,0.995877,12,0.546950,7,0.013773,1,0.141643,3
2004_07_CHI_TB,TB,0.546950,7,0.995877,12,0.141643,3,0.013773,1
2004_07_DAL_GB,DAL,0.542560,12,4.767421,7,1.396688,4,0.980807,7
2004_07_DAL_GB,GB,4.767421,7,0.542560,12,0.980807,7,1.396688,4
2004_07_DEN_CIN,CIN,3.235628,8,-0.089152,10,3.852133,5,-2.885324,3
2004_07_DEN_CIN,DEN,-0.089152,10,3.235628,8,-2.885324,3,3.852133,5
2004_07_DET_NYG,DET,2.087049,8,3.381980,7,0.055093,4,0.197503,3
2004_07_DET_NYG,NYG,3.381980,7,2.087049,8,0.197503,3,0.055093,4
2004_07_JAX_IND,IND,0.112684,10,1.773596,6,0.566043,4,2.032092,5
2004_07_JAX_IND,JAX,1.773596,6,0.112684,10,2.032092,5,0.566043,4
2004_07_NO_OAK,LV,-6.117954,11,3.231701,14,3.895609,6,1.062836,5
2004_07_NO_OAK,NO,3.231701,14,-6.117954,11,1.062836,5,3.895609,6
2004_07_NYJ_NE,NE,1.286232,5,1.696745,8,1.361903,3,0.013773,1
2004_07_NYJ_NE,NYJ,1.696745,8,1.286232,5,0.013773,1,1.361903,3
2004_07_PHI_CLE,CLE,-5.803555,11,1.796330,12,0.897343,5,2.708363,6
2004_07_PHI_CLE,PHI,1.796330,12,-5.803555,11,2.708363,6,0.897343,5
2004_07_SD_CAR,CAR,2.582243,8,2.775773,8,-1.939963,3,-1.835097,4
2004_07_SD_CAR,LAC,2.775773,8,2.582243,8,-1.835097,4,-1.939963,3
2004_07_SEA_ARI,ARI,3.864790,11,3.936451,13,7.742781,5,2.696193,3
2004_07_SEA_ARI,SEA,3.936451,13,3.864790,11,2.696193,3,7.742781,5
2004_07_STL_MIA,LA,-1.026135,11,5.862265,7,0.027547,2,0.055093,4
2004_07_STL_MIA,MIA,5.862265,7,-1.026135,11,0.055093,4,0.027547,2
2004_07_TEN_MIN,MIN,-2.119512,7,2.812070,10,0.497845,4,0.707942,1
2004_07_TEN_MIN,TEN,2.812070,10,-2.119512,7,0.707942,1,0.497845,4
2004_08_ARI_BUF,ARI,-6.583274,17,7.247395,10,-0.850958,3,0.229906,6
2004_08_ARI_BUF,BUF,7.247395,10,-6.583274,17,0.229906,6,-0.850958,3
2004_08_ATL_DEN,ATL,-0.263297,8,2.093203,11,-0.743224,8,0.055093,4
2004_08_ATL_DEN,DEN,2.093203,11,-0.263297,8,0.055093,4,-0.743224,8
2004_08_BAL_PHI,BAL,-1.662515,12,3.248154,9,1.197711,2,2.383723,3
2004_08_BAL_PHI,PHI,3.248154,9,-1.662515,12,2.383723,3,1.197711,2
2004_08_CAR_SEA,CAR,4.877696,12,3.053105,5,0.398961,3,1.832223,5
2004_08_CAR_SEA,SEA,3.053105,5,4.877696,12,1.832223,5,0.398961,3
2004_08_CIN_TEN,CIN,5.020962,10,3.214412,10,2.196815,4,1.635908,5
2004_08_CIN_TEN,TEN,3.214412,10,5.020962,10,1.635908,5,2.196815,4
2004_08_DET_DAL,DAL,2.857380,6,-1.748388,11,1.115617,5,0.041320,3
2004_08_DET_DAL,DET,-1.748388,11,2.857380,6,0.041320,3,1.115617,5
2004_08_GB_WAS,GB,1.529231,6,2.731607,12,1.501323,4,-2.729194,3
2004_08_GB_WAS,WAS,2.731607,12,1.529231,6,-2.729194,3,1.501323,4
2004_08_IND_KC,IND,3.816251,12,5.590360,8,-1.319373,6,0.470703,7
2004_08_IND_KC,KC,5.590360,8,3.816251,12,0.470703,7,-1.319373,6
2004_08_JAX_HOU,HOU,0.314531,7,1.247291,8,0.638859,4,-0.098501,3
2004_08_JAX_HOU,JAX,1.247291,8,0.314531,7,-0.098501,3,0.638859,4
2004_08_MIA_NYJ,MIA,4.696149,15,1.417403,7,0.027547,2,2.653864,7
2004_08_MIA_NYJ,NYJ,1.417403,7,4.696149,15,2.653864,7,0.027547,2
2004_08_NE_PIT,NE,8.066510,10,2.312688,9,1.248729,4,0.439152,6
2004_08_NE_PIT,PIT,2.312688,9,8.066510,10,0.439152,6,1.248729,4
2004_08_NYG_MIN,MIN,-0.992638,12,3.088874,9,-3.388042,2,1.840065,6
2004_08_NYG_MIN,NYG,3.088874,9,-0.992638,12,1.840065,6,-3.388042,2
2004_08_OAK_SD,LAC,2.409583,6,4.313464,12,0.082640,6,0.027547,2
2004_08_OAK_SD,LV,4.313464,12,2.409583,6,0.027547,2,0.082640,6
2004_08_SF_CHI,CHI,5.847220,10,0.536326,14,2.717492,6,0.948117,4
2004_08_SF_CHI,SF,0.536326,14,5.847220,10,0.948117,4,2.717492,6
2004_09_ARI_MIA,ARI,-3.840075,13,2.332514,10,0.314657,4,0.015586,4
2004_09_ARI_MIA,MIA,2.332514,10,-3.840075,13,0.015586,4,0.314657,4
2004_09_CHI_NYG,CHI,-3.834608,14,-0.655499,12,0.151135,4,0.041320,3
2004_09_CHI_NYG,NYG,-0.655499,12,-3.834608,14,0.041320,3,0.151135,4
2004_09_CLE_BAL,BAL,2.551578,9,7.046550,12,4.256751,5,2.204507,3
2004_09_CLE_BAL,CLE,7.046550,12,2.551578,9,2.204507,3,4.256751,5
2004_09_DAL_CIN,CIN,-0.660931,7,4.248638,11,4.613765,6,0.110966,1
2004_09_DAL_CIN,DAL,4.248638,11,-0.660931,7,0.110966,1,4.613765,6
2004_09_HOU_DEN,DEN,-4.230664,9,0.663861,12,2.494945,5,-3.665568,2
2004_09_HOU_DEN,HOU,0.663861,12,-4.230664,9,-3.665568,2,2.494945,5
2004_09_KC_TB,KC,5.395558,7,3.136390,10,0.464579,5,-2.927630,6
2004_09_KC_TB,TB,3.136390,10,5.395558,7,-2.927630,6,0.464579,5
2004_09_MIN_IND,IND,-4.992015,8,5.833823,9,0.469864,5,0.976884,4
2004_09_MIN_IND,MIN,5.833823,9,-4.992015,8,0.976884,4,0.469864,5
2004_09_NE_STL,LA,1.199195,12,7.284761,6,0.035537,2,2.734159,8
2004_09_NE_STL,NE,7.284761,6,1.199195,12,2.734159,8,0.035537,2
2004_09_NO_SD,LAC,3.921308,6,9.063046,10,1.296985,7,-2.847235,4
2004_09_NO_SD,NO,9.063046,10,3.921308,6,-2.847235,4,1.296985,7
2004_09_NYJ_BUF,BUF,0.927849,14,4.080513,7,0.461853,4,-2.746232,4
2004_09_NYJ_BUF,NYJ,4.080513,7,0.927849,14,-2.746232,4,0.461853,4
2004_09_OAK_CAR,CAR,-0.681575,11,2.779003,8,0.821047,4,0.227062,5
2004_09_OAK_CAR,LV,2.779003,8,-0.681575,11,0.227062,5,0.821047,4
2004_09_PHI_PIT,PHI,5.123940,12,0.096002,2,0.523186,1,-0.667476,6
2004_09_PHI_PIT,PIT,0.096002,2,5.123940,12,-0.667476,6,0.523186,1
2004_09_SEA_SF,SEA,-0.922621,11,3.664052,13,0.082640,6,0.639690,5
2004_09_SEA_SF,SF,3.664052,13,-0.922621,11,0.639690,5,0.082640,6
2004_09_WAS_DET,DET,-5.432575,14,5.013143,12,0.585318,2,-3.429371,4
2004_09_WAS_DET,WAS,5.013143,12,-5.432575,14,-3.429371,4,0.585318,2
2004_10_BAL_NYJ,BAL,3.792321,11,5.712911,14,1.249419,4,0.080019,3
2004_10_BAL_NYJ,NYJ,5.712911,14,3.792321,11,0.080019,3,1.249419,4
2004_10_BUF_NE,BUF,4.973875,13,-3.221911,5,0.000000,0,2.745881,7
2004_10_BUF_NE,NE,-3.221911,5,4.973875,13,2.745881,7,0.000000,0
2004_10_CAR_SF,CAR,-0.062270,10,6.671011,11,1.404642,7,2.060568,4
2004_10_CAR_SF,SF,6.671011,11,-0.062270,10,2.060568,4,1.404642,7
2004_10_CHI_TEN,CHI,8.654431,16,-4.044623,13,-2.763955,4,-1.849753,5
2004_10_CHI_TEN,TEN,-4.044623,13,8.654431,16,-1.849753,5,-2.763955,4
2004_10_CIN_WAS,CIN,-0.584280,9,4.867010,10,1.143406,3,-1.743405,3
2004_10_CIN_WAS,WAS,4.867010,10,-0.584280,9,-1.743405,3,1.143406,3
2004_10_DET_JAX,DET,3.297763,9,-15.083959,13,-2.893743,4,0.394237,3
2004_10_DET_JAX,JAX,-15.083959,13,3.297763,9,0.394237,3,-2.893743,4
2004_10_HOU_IND,HOU,3.297041,12,0.581435,6,-2.316484,3,-2.373887,8
2004_10_HOU_IND,IND,0.581435,6,3.297041,12,-2.373887,8,-2.316484,3
2004_10_KC_NO,KC,2.329631,9,1.197209,10,1.179743,4,1.534088,5
2004_10_KC_NO,NO,1.197209,10,2.329631,9,1.534088,5,1.179743,4
2004_10_MIN_GB,GB,4.902161,9,1.315613,10,1.364669,6,0.110439,5
2004_10_MIN_GB,MIN,1.315613,10,4.902161,9,0.110439,5,1.364669,6
2004_10_NYG_ARI,ARI,2.827493,9,-0.647215,9,1.158761,3,-3.541036,3
2004_10_NYG_ARI,NYG,-0.647215,9,2.827493,9,-3.541036,3,1.158761,3
2004_10_PHI_DAL,DAL,9.409855,15,4.187083,10,0.073996,3,0.068866,5
2004_10_PHI_DAL,PHI,4.187083,10,9.409855,15,0.068866,5,0.073996,3
2004_10_PIT_CLE,CLE,3.343870,10,4.168312,7,0.479300,2,-3.592749,5
2004_10_PIT_CLE,PIT,4.168312,7,3.343870,10,-3.592749,5,0.479300,2
2004_10_SEA_STL,LA,1.120018,8,4.798903,9,2.211196,5,2.223136,4
2004_10_SEA_STL,SEA,4.798903,9,1.120018,8,2.223136,4,2.211196,5
2004_10_TB_ATL,ATL,-0.748703,9,1.739457,12,0.449563,4,0.035537,2
2004_10_TB_ATL,TB,1.739457,12,-0.748703,9,0.035537,2,0.449563,4
2004_11_ARI_CAR,ARI,3.792611,9,2.493165,8,-2.657990,3,0.068866,5
2004_11_ARI_CAR,CAR,2.493165,8,3.792611,9,0.068866,5,-2.657990,3
2004_11_ATL_NYG,ATL,-0.030273,10,3.186526,8,-1.917596,3,0.129784,2
2004_11_ATL_NYG,NYG,3.186526,8,-0.030273,10,0.129784,2,-1.917596,3
2004_11_DAL_BAL,BAL,0.145057,8,1.869489,12,1.422635,5,-3.362464,3
2004_11_DAL_BAL,DAL,1.869489,12,0.145057,8,-3.362464,3,1.422635,5
2004_11_DEN_NO,DEN,-0.445091,10,0.265609,11,1.744848,6,0.605961,3
2004_11_DEN_NO,NO,0.265609,11,-0.445091,10,0.605961,3,1.744848,6
2004_11_DET_MIN,DET,9.038264,11,0.669211,8,1.386656,3,0.035537,2
2004_11_DET_MIN,MIN,0.669211,8,9.038264,11,0.035537,2,1.386656,3
2004_11_GB_HOU,GB,-2.700902,7,2.173484,11,-0.924455,5,-0.997775,4
2004_11_GB_HOU,HOU,2.173484,11,-2.700902,7,-0.997775,4,-0.924455,5
2004_11_IND_CHI,CHI,6.346456,12,1.494091,5,2.580309,2,0.637545,7
2004_11_IND_CHI,IND,1.494091,5,6.346456,12,0.637545,7,2.580309,2
2004_11_MIA_SEA,MIA,4.735941,13,-2.762636,12,-2.485686,4,0.595749,4
2004_11_MIA_SEA,SEA,-2.762636,12,4.735941,13,0.595749,4,-2.485686,4
2004_11_NE_KC,KC,4.370225,9,5.613219,7,1.579371,3,0.996474,5
2004_11_NE_KC,NE,5.613219,7,4.370225,9,0.996474,5,1.579371,3
2004_11_NYJ_CLE,CLE,2.996321,12,4.854361,10,-5.810041,3,-2.695699,3
2004_11_NYJ_CLE,NYJ,4.854361,10,2.996321,12,-2.695699,3,-5.810041,3
2004_11_PIT_CIN,CIN,1.631942,11,6.552601,11,0.027547,2,0.428636,3
2004_11_PIT_CIN,PIT,6.552601,11,1.631942,11,0.428636,3,0.027547,2
2004_11_SD_OAK,LAC,1.592865,8,2.380254,11,-4.696461,5,0.468790,3
2004_11_SD_OAK,LV,2.380254,11,1.592865,8,0.468790,3,-4.696461,5
2004_11_SF_TB,SF,3.988975,13,2.465488,7,-1.005373,2,0.068866,5
2004_11_SF_TB,TB,2.465488,7,3.988975,13,0.068866,5,-1.005373,2
2004_11_STL_BUF,BUF,2.988500,8,-10.242362,12,1.434887,7,0.846578,3
2004_11_STL_BUF,LA,-10.242362,12,2.988500,8,0.846578,3,1.434887,7
2004_11_TEN_JAX,JAX,3.064636,11,-0.113973,9,-0.471402,4,0.892673,2
2004_11_TEN_JAX,TEN,-0.113973,9,3.064636,11,0.892673,2,-0.471402,4
2004_11_WAS_PHI,PHI,3.314503,6,2.363307,10,0.055093,4,-2.552507,3
2004_11_WAS_PHI,WAS,2.363307,10,3.314503,6,-2.552507,3,0.055093,4
2004_12_BAL_NE,BAL,0.683632,16,-6.975012,10,0.068914,1,3.358984,4
2004_12_BAL_NE,NE,-6.975012,10,0.683632,16,3.358984,4,0.068914,1
2004_12_BUF_SEA,BUF,4.182356,4,-2.237362,11,0.192900,6,0.032890,1
2004_12_BUF_SEA,SEA,-2.237362,11,4.182356,4,0.032890,1,0.192900,6
2004_12_CHI_DAL,CHI,-0.088354,14,2.090726,11,-3.471925,2,-1.809240,4
2004_12_CHI_DAL,DAL,2.090726,11,-0.088354,14,-1.809240,4,-3.471925,2
2004_12_CLE_CIN,CIN,4.711687,11,3.696944,15,1.317652,10,0.480270,8
2004_12_CLE_CIN,CLE,3.696944,15,4.711687,11,0.480270,8,1.317652,10
2004_12_IND_DET,DET,2.215012,10,6.321690,8,-2.096514,4,-0.893389,6
2004_12_IND_DET,IND,6.321690,8,2.215012,10,-0.893389,6,-2.096514,4
2004_12_JAX_MIN,JAX,2.591176,7,1.111365,7,1.515291,4,0.470591,5
2004_12_JAX_MIN,MIN,1.111365,7,2.591176,7,0.470591,5,1.515291,4
2004_12_MIA_SF,MIA,3.631050,11,-2.208072,14,-1.757915,5,0.059225,3
2004_12_MIA_SF,SF,-2.208072,14,3.631050,11,0.059225,3,-1.757915,5
2004_12_NO_ATL,ATL,1.933546,10,0.149917,9,-2.587587,5,-2.021719,4
2004_12_NO_ATL,NO,0.149917,9,1.933546,10,-2.021719,4,-2.587587,5
2004_12_NYJ_ARI,ARI,0.486207,10,-1.547927,8,0.053485,1,1.705388,3
2004_12_NYJ_ARI,NYJ,-1.547927,8,0.486207,10,1.705388,3,0.053485,1
2004_12_OAK_DEN,DEN,-2.077773,12,4.293128,11,-1.612648,5,-3.649658,3
2004_12_OAK_DEN,LV,4.293128,11,-2.077773,12,-3.649658,3,-1.612648,5
2004_12_PHI_NYG,NYG,2.080816,12,0.725080,8,0.584944,2,2.597997,5
2004_12_PHI_NYG,PHI,0.725080,8,2.080816,12,2.597997,5,0.584944,2
2004_12_SD_KC,KC,8.823443,10,5.626771,9,-0.701178,4,-4.008006,8
2004_12_SD_KC,LAC,5.626771,9,8.823443,10,-4.008006,8,-0.701178,4
2004_12_STL_GB,GB,2.404860,7,3.607683,10,0.337979,7,-3.144678,4
2004_12_STL_GB,LA,3.607683,10,2.404860,7,-3.144678,4,0.337979,7
2004_12_TB_CAR,CAR,0.805493,7,2.576233,6,-6.455822,5,-10.550467,5
2004_12_TB_CAR,TB,2.576233,6,0.805493,7,-10.550467,5,-6.455822,5
2004_12_TEN_HOU,HOU,4.613182,7,-0.254560,9,-1.963969,6,0.071080,3
2004_12_TEN_HOU,TEN,-0.254560,9,4.613182,7,0.071080,3,-1.963969,6
2004_12_WAS_PIT,PIT,0.942548,8,-0.991545,12,1.810390,4,0.013773,1
2004_12_WAS_PIT,WAS,-0.991545,12,0.942548,8,0.013773,1,1.810390,4
2004_13_ARI_DET,ARI,3.473028,12,-1.763575,9,1.170141,2,2.230099,6
2004_13_ARI_DET,DET,-1.763575,9,3.473028,12,2.230099,6,1.170141,2
2004_13_ATL_TB,ATL,4.375276,11,1.703480,6,0.000000,0,2.626769,5
2004_13_ATL_TB,TB,1.703480,6,4.375276,11,2.626769,5,0.000000,0
2004_13_BUF_MIA,BUF,10.690029,15,8.921350,12,-2.665139,7,1.773123,4
2004_13_BUF_MIA,MIA,8.921350,12,10.690029,15,1.773123,4,-2.665139,7
2004_13_CAR_NO,CAR,5.608530,7,7.831348,14,3.214529,8,0.053306,3
2004_13_CAR_NO,NO,7.831348,14,5.608530,7,0.053306,3,3.214529,8
2004_13_CIN_BAL,BAL,0.346521,8,5.952278,11,2.344973,6,-1.969357,6
2004_13_CIN_BAL,CIN,5.952278,11,0.346521,8,-1.969357,6,2.344973,6
2004_13_DAL_SEA,DAL,0.327678,10,-1.433473,11,4.029769,7,0.094471,4
2004_13_DAL_SEA,SEA,-1.433473,11,0.327678,10,0.094471,4,4.029769,7
2004_13_DEN_SD,DEN,0.026869,9,5.106941,12,-3.256529,4,0.195108,4
2004_13_DEN_SD,LAC,5.106941,12,0.026869,9,0.195108,4,-3.256529,4
2004_13_GB_PHI,GB,2.677367,18,0.239072,7,0.737985,3,3.522441,9
2004_13_GB_PHI,PHI,0.239072,7,2.677367,18,3.522441,9,0.737985,3
2004_13_HOU_NYJ,HOU,0.395015,10,1.938905,4,0.013773,1,1.557174,5
2004_13_HOU_NYJ,NYJ,1.938905,4,0.395015,10,1.557174,5,0.013773,1
2004_13_KC_OAK,KC,0.256081,8,3.874157,10,0.365580,6,1.090093,5
2004_13_KC_OAK,LV,3.874157,10,0.256081,8,1.090093,5,0.365580,6
2004_13_MIN_CHI,CHI,1.874781,6,1.071104,6,0.450458,5,-3.574698,3
2004_13_MIN_CHI,MIN,1.071104,6,1.874781,6,-3.574698,3,0.450458,5
2004_13_NE_CLE,CLE,5.124073,11,6.432634,6,0.013773,1,0.082640,6
2004_13_NE_CLE,NE,6.432634,6,5.124073,11,0.082640,6,0.013773,1
2004_13_NYG_WAS,NYG,9.610564,11,1.752433,6,0.013773,1,1.792333,5
2004_13_NYG_WAS,WAS,1.752433,6,9.610564,11,1.792333,5,0.013773,1
2004_13_PIT_JAX,JAX,2.129374,7,2.095607,10,-2.698668,6,0.623270,3
2004_13_PIT_JAX,PIT,2.095607,10,2.129374,7,0.623270,3,-2.698668,6
2004_13_SF_STL,LA,-1.132505,7,-0.825323,11,3.496927,3,2.388531,2
2004_13_SF_STL,SF,-0.825323,11,-1.132505,7,2.388531,2,3.496927,3
2004_13_TEN_IND,IND,-5.231006,5,7.413153,14,2.436577,9,1.079553,4
2004_13_TEN_IND,TEN,7.413153,14,-5.231006,5,1.079553,4,2.436577,9
2004_14_CHI_JAX,CHI,3.449458,12,6.936109,11,-2.275382,2,0.509281,3
2004_14_CHI_JAX,JAX,6.936109,11,3.449458,12,0.509281,3,-2.275382,2
2004_14_CIN_NE,CIN,0.845210,8,2.940000,8,0.055093,4,0.068866,5
2004_14_CIN_NE,NE,2.940000,8,0.845210,8,0.068866,5,0.055093,4
2004_14_CLE_BUF,BUF,1.342783,5,9.813255,14,1.046701,7,-3.128580,2
2004_14_CLE_BUF,CLE,9.813255,14,1.342783,5,-3.128580,2,1.046701,7
2004_14_DET_GB,DET,-0.268236,13,0.475913,11,1.005397,3,1.126910,4
2004_14_DET_GB,GB,0.475913,11,-0.268236,13,1.126910,4,1.005397,3
2004_14_IND_HOU,HOU,3.125392,10,-0.542486,6,0.047387,2,2.738558,5
2004_14_IND_HOU,IND,-0.542486,6,3.125392,10,2.738558,5,0.047387,2
2004_14_KC_TEN,KC,4.571006,12,1.481253,12,0.096413,7,-2.124271,7
2004_14_KC_TEN,TEN,1.481253,12,4.571006,12,-2.124271,7,0.096413,7
2004_14_MIA_DEN,DEN,0.143811,9,3.461911,13,1.967382,4,0.377105,3
2004_14_MIA_DEN,MIA,3.461911,13,0.143811,9,0.377105,3,1.967382,4
2004_14_NO_DAL,DAL,3.567471,11,4.135204,9,-0.780084,4,1.920683,5
2004_14_NO_DAL,NO,4.135204,9,3.567471,11,1.920683,5,-0.780084,4
2004_14_NYG_BAL,BAL,-0.581036,11,-0.767638,14,2.934929,7,0.027547,2
2004_14_NYG_BAL,NYG,-0.767638,14,-0.581036,11,0.027547,2,2.934929,7
2004_14_NYJ_PIT,NYJ,1.631389,9,3.715186,8,2.137314,2,0.671692,3
2004_14_NYJ_PIT,PIT,3.715186,8,1.631389,9,0.671692,3,2.137314,2
2004_14_OAK_ATL,ATL,3.068513,7,-0.974871,10,0.088843,5,1.731453,2
2004_14_OAK_ATL,LV,-0.974871,10,3.068513,7,1.731453,2,0.088843,5
2004_14_PHI_WAS,PHI,2.811053,10,1.247293,13,-1.895973,4,-2.292002,3
2004_14_PHI_WAS,WAS,1.247293,13,2.811053,10,-2.292002,3,-1.895973,4
2004_14_SEA_MIN,MIN,2.546106,10,0.257236,10,2.303361,5,-3.422486,6
2004_14_SEA_MIN,SEA,0.257236,10,2.546106,10,-3.422486,6,2.303361,5
2004_14_SF_ARI,ARI,2.588831,10,7.360774,14,-1.236241,5,0.483570,5
2004_14_SF_ARI,SF,7.360774,14,2.588831,10,0.483570,5,-1.236241,5
2004_14_STL_CAR,CAR,7.076764,7,2.474668,9,0.361922,4,0.013773,1
2004_14_STL_CAR,LA,2.474668,9,7.076764,7,0.013773,1,0.361922,4
2004_14_TB_SD,LAC,5.600500,9,4.555092,11,-0.932953,6,-2.447526,5
2004_14_TB_SD,TB,4.555092,11,5.600500,9,-2.447526,5,-0.932953,6
2004_15_BAL_IND,BAL,3.283732,10,1.124873,9,-5.818286,3,-2.720077,5
2004_15_BAL_IND,IND,1.124873,9,3.283732,10,-2.720077,5,-5.818286,3
2004_15_BUF_CIN,BUF,6.378880,9,-0.718867,13,1.349713,7,0.153282,3
2004_15_BUF_CIN,CIN,-0.718867,13,6.378880,9,0.153282,3,1.349713,7
2004_15_CAR_ATL,ATL,9.982951,8,0.576140,10,-1.583753,7,0.158456,5
2004_15_CAR_ATL,CAR,0.576140,10,9.982951,8,0.158456,5,-1.583753,7
2004_15_DAL_PHI,DAL,-0.711596,9,0.480068,7,-2.975545,2,-0.986227,1
2004_15_DAL_PHI,PHI,0.480068,7,-0.711596,9,-0.986227,1,-2.975545,2
2004_15_DEN_KC,DEN,6.891724,12,9.530300,8,0.231849,3,0.993074,7
2004_15_DEN_KC,KC,9.530300,8,6.891724,12,0.993074,7,0.231849,3
2004_15_HOU_CHI,CHI,5.426559,13,-2.714271,9,-1.744198,2,-3.570782,5
2004_15_HOU_CHI,HOU,-2.714271,9,5.426559,13,-3.570782,5,-1.744198,2
2004_15_JAX_GB,GB,6.550520,8,2.266579,12,-2.239080,4,0.055093,4
2004_15_JAX_GB,JAX,2.266579,12,6.550520,8,0.055093,4,-2.239080,4
2004_15_MIN_DET,DET,0.403516,8,-0.021821,11,-0.575765,4,0.053306,3
2004_15_MIN_DET,MIN,-0.021821,11,0.403516,8,0.053306,3,-0.575765,4
2004_15_NE_MIA,MIA,6.934501,11,-3.453587,10,0.409333,3,0.055093,4
2004_15_NE_MIA,NE,-3.453587,10,6.934501,11,0.055093,4,0.409333,3
2004_15_NO_TB,NO,5.628579,11,-2.423900,9,-3.104740,4,0.854509,3
2004_15_NO_TB,TB,-2.423900,9,5.628579,11,0.854509,3,-3.104740,4
2004_15_PIT_NYG,NYG,13.365287,11,6.135863,6,0.114386,4,1.466449,7
2004_15_PIT_NYG,PIT,6.135863,6,13.365287,11,1.466449,7,0.114386,4
2004_15_SD_CLE,CLE,5.148440,9,-2.057814,7,-2.783364,1,0.041320,3
2004_15_SD_CLE,LAC,-2.057814,7,5.148440,9,0.041320,3,-2.783364,1
2004_15_SEA_NYJ,NYJ,0.990293,3,1.149287,10,-3.573386,7,0.027547,2
2004_15_SEA_NYJ,SEA,1.149287,10,0.990293,3,0.027547,2,-3.573386,7
2004_15_STL_ARI,ARI,3.912575,8,2.812942,15,2.015249,5,0.013773,1
2004_15_STL_ARI,LA,2.812942,15,3.912575,8,0.013773,1,2.015249,5
2004_15_TEN_OAK,LV,4.718058,13,5.493049,11,1.211144,6,-2.219878,6
2004_15_TEN_OAK,TEN,5.493049,11,4.718058,13,-2.219878,6,1.211144,6
2004_15_WAS_SF,SF,6.305924,15,1.389447,8,0.013773,1,2.090267,6
2004_15_WAS_SF,WAS,1.389447,8,6.305924,15,2.090267,6,0.013773,1
2004_16_ARI_SEA,ARI,1.312922,11,0.390064,12,-2.590629,4,0.520575,4
2004_16_ARI_SEA,SEA,0.390064,12,1.312922,11,0.520575,4,-2.590629,4
2004_16_ATL_NO,ATL,2.074375,11,8.807240,12,0.175977,3,0.134571,4
2004_16_ATL_NO,NO,8.807240,12,2.074375,11,0.134571,4,0.175977,3
2004_16_BAL_PIT,BAL,1.430653,8,1.311763,2,-3.295418,2,1.116201,4
2004_16_BAL_PIT,PIT,1.311763,2,1.430653,8,1.116201,4,-3.295418,2
2004_16_BUF_SF,BUF,3.819450,3,0.099449,13,0.536533,7,0.013773,1
2004_16_BUF_SF,SF,0.099449,13,3.819450,3,0.013773,1,0.536533,7
2004_16_CAR_TB,CAR,5.321431,9,3.845790,10,-0.759784,6,0.027547,2
2004_16_CAR_TB,TB,3.845790,10,5.321431,9,0.027547,2,-0.759784,6
2004_16_CHI_DET,CHI,-0.277097,13,4.100711,9,0.017769,1,2.194904,5
2004_16_CHI_DET,DET,4.100711,9,-0.277097,13,2.194904,5,0.017769,1
2004_16_CLE_MIA,CLE,-4.111218,9,-2.272727,11,-3.600790,2,1.413987,2
2004_16_CLE_MIA,MIA,-2.272727,11,-4.111218,9,1.413987,2,-3.600790,2
2004_16_DEN_TEN,DEN,4.148803,6,10.650963,14,-3.170035,8,3.686933,4
2004_16_DEN_TEN,TEN,10.650963,14,4.148803,6,3.686933,4,-3.170035,8
2004_16_GB_MIN,GB,4.267461,9,3.274091,9,0.947153,6,0.298945,5
2004_16_GB_MIN,MIN,3.274091,9,4.267461,9,0.298945,5,0.947153,6
2004_16_HOU_JAX,HOU,1.480412,6,4.346455,11,-4.559175,4,-2.510481,1
2004_16_HOU_JAX,JAX,4.346455,11,1.480412,6,-2.510481,1,-4.559175,4
2004_16_NE_NYJ,NE,1.173118,6,-0.385766,11,-0.946044,6,0.013773,1
2004_16_NE_NYJ,NYJ,-0.385766,11,1.173118,6,0.013773,1,-0.946044,6
2004_16_NYG_CIN,CIN,6.705178,9,-0.422073,9,1.193494,3,3.392843,6
2004_16_NYG_CIN,NYG,-0.422073,9,6.705178,9,3.392843,6,1.193494,3
