season,week,asof_date,team_id,team_abbr,team_name,rank,previous,points
2024,5,2023-12-04,2226,fau,Florida Atlantic Owls,11,13,901.0
2024,5,2023-12-04,251,tex,Texas Longhorns,12,16,763.0
2024,5,2023-12-04,36,csu,Colorado State Rams,13,20,755.0
2024,5,2023-12-04,252,byu,BYU Cougars,14,19,732.0
2024,5,2023-12-04,2390,mia,Miami Hurricanes,15,8,638.0
2024,5,2023-12-04,96,uk,Kentucky Wildcats,16,12,544.0
2024,5,2023-12-04,2633,tenn,Tennessee Volunteers,17,10,509.0
2024,5,2023-12-04,256,jmu,James Madison Dukes,18,22,381.0
2024,5,2023-12-04,201,ou,Oklahoma Sooners,19,25,355.0
2024,5,2023-12-04,356,ill,Illinois Fighting Illini,20,24,322.0
2024,5,2023-12-04,245,ta&m,Texas A&M Aggies,21,14,306.0
2024,5,2023-12-04,150,duke,Duke Blue Devils,22,7,296.0
2024,5,2023-12-04,275,wis,Wisconsin Badgers,23,0,245.0
2024,5,2023-12-04,228,clem,Clemson Tigers,24,0,227.0
2024,5,2023-12-04,21,sdsu,San Diego State Aztecs,25,0,168.0
2024,6,2023-12-11,12,ariz,Arizona Wildcats,1,1,1574.0
2024,6,2023-12-11,2305,ku,Kansas Jayhawks,2,2,1461.0
2024,6,2023-12-11,2509,pur,Purdue Boilermakers,3,4,1424.0
2024,6,2023-12-11,248,hou,Houston Cougars,4,3,1416.0
2024,6,2023-12-11,41,conn,UConn Huskies,5,5,1344.0
2024,6,2023-12-11,239,bay,Baylor Bears,6,6,1239.0
2024,6,2023-12-11,269,marq,Marquette Golden Eagles,7,8,1221.0
2024,6,2023-12-11,156,crei,Creighton Bluejays,8,10,1073.0
2024,6,2023-12-11,153,unc,North Carolina Tar Heels,9,9,992.0
2024,6,2023-12-11,2250,gonz,Gonzaga Bulldogs,10,7,860.0
2024,6,2023-12-11,201,ou,Oklahoma Sooners,11,19,848.0
2024,6,2023-12-11,2633,tenn,Tennessee Volunteers,12,17,835.0
2024,6,2023-12-11,228,clem,Clemson Tigers,13,24,746.0
2024,6,2023-12-11,96,uk,Kentucky Wildcats,14,16,677.0
2024,6,2023-12-11,2226,fau,Florida Atlantic Owls,15,11,622.0
2024,6,2023-12-11,356,ill,Illinois Fighting Illini,16,20,589.0
2024,6,2023-12-11,36,csu,Colorado State Rams,17,13,522.0
2024,6,2023-12-11,252,byu,BYU Cougars,18,14,503.0
2024,6,2023-12-11,251,tex,Texas Longhorns,19,12,451.0
2024,6,2023-12-11,256,jmu,James Madison Dukes,20,18,441.0
2024,6,2023-12-11,150,duke,Duke Blue Devils,21,22,315.0
2024,6,2023-12-11,258,uva,Virginia Cavaliers,22,0,300.0
2024,6,2023-12-11,275,wis,Wisconsin Badgers,23,23,213.0
2024,6,2023-12-11,2390,mia,Miami Hurricanes,24,15,156.0
2024,6,2023-12-11,77,nu,Northwestern Wildcats,25,0,147.0
2024,7,2023-12-18,2509,pur,Purdue Boilermakers,1,3,1534.0
2024,7,2023-12-18,2305,ku,Kansas Jayhawks,2,2,1457.0
2024,7,2023-12-18,248,hou,Houston Cougars,3,4,1394.0
2024,7,2023-12-18,12,ariz,Arizona Wildcats,4,1,1372.0
2024,7,2023-12-18,41,conn,UConn Huskies,5,5,1367.0
2024,7,2023-12-18,269,marq,Marquette Golden Eagles,6,7,1235.0
2024,7,2023-12-18,201,ou,Oklahoma Sooners,7,11,1062.0
2024,7,2023-12-18,2633,tenn,Tennessee Volunteers,8,12,983.0
2024,7,2023-12-18,96,uk,Kentucky Wildcats,9,14,981.0
2024,7,2023-12-18,239,bay,Baylor Bears,10,6,896.0
2024,7,2023-12-18,153,unc,North Carolina Tar Heels,11,9,773.0
2024,7,2023-12-18,156,crei,Creighton Bluejays,12,8,734.0
2024,7,2023-12-18,356,ill,Illinois Fighting Illini,13,16,727.0
2024,7,2023-12-18,2226,fau,Florida Atlantic Owls,14,15,716.0
2024,7,2023-12-18,2250,gonz,Gonzaga Bulldogs,15,10,642.0
2024,7,2023-12-18,36,csu,Colorado State Rams,16,17,588.0
2024,7,2023-12-18,252,byu,BYU Cougars,17,18,569.0
2024,7,2023-12-18,228,clem,Clemson Tigers,18,13,501.0
2024,7,2023-12-18,251,tex,Texas Longhorns,19,19,449.0
2024,7,2023-12-18,256,jmu,James Madison Dukes,20,20,442.0
2024,7,2023-12-18,150,duke,Duke Blue Devils,21,21,311.0
2024,7,2023-12-18,258,uva,Virginia Cavaliers,22,22,287.0
2024,7,2023-12-18,235,mem,Memphis Tigers,23,0,274.0
2024,7,2023-12-18,275,wis,Wisconsin Badgers,24,23,269.0
2024,7,2023-12-18,145,miss,Ole Miss Rebels,25,0,180.0
2024,8,2023-12-25,2509,pur,Purdue Boilermakers,1,1,1486.0
2024,8,2023-12-25,2305,ku,Kansas Jayhawks,2,2,1424.0
2024,8,2023-12-25,248,hou,Houston Cougars,3,3,1408.0
2024,8,2023-12-25,12,ariz,Arizona Wildcats,4,4,1191.0
2024,8,2023-12-25,41,conn,UConn Huskies,5,5,1150.0
2024,8,2023-12-25,2633,tenn,Tennessee Volunteers,6,8,1124.0
2024,8,2023-12-25,2226,fau,Florida Atlantic Owls,7,14,1089.0
2024,8,2023-12-25,96,uk,Kentucky Wildcats,8,9,1074.0
2024,8,2023-12-25,153,unc,North Carolina Tar Heels,9,11,954.0
2024,8,2023-12-25,269,marq,Marquette Golden Eagles,10,6,928.0
2024,8,2023-12-25,356,ill,Illinois Fighting Illini,11,13,902.0
2024,8,2023-12-25,201,ou,Oklahoma Sooners,12,7,778.0
2024,8,2023-12-25,2250,gonz,Gonzaga Bulldogs,13,15,577.0
2024,8,2023-12-25,252,byu,BYU Cougars,14,17,575.0
2024,8,2023-12-25,36,csu,Colorado State Rams,15,16,573.0
2024,8,2023-12-25,150,duke,Duke Blue Devils,16,21,551.0
2024,8,2023-12-25,239,bay,Baylor Bears,17,10,532.0
2024,8,2023-12-25,228,clem,Clemson Tigers,18,18,513.0
2024,8,2023-12-25,235,mem,Memphis Tigers,19,23,493.0
2024,8,2023-12-25,256,jmu,James Madison Dukes,20,20,417.0
2024,8,2023-12-25,251,tex,Texas Longhorns,21,19,342.0
2024,8,2023-12-25,156,crei,Creighton Bluejays,22,12,340.0
2024,8,2023-12-25,275,wis,Wisconsin Badgers,23,24,287.0
2024,8,2023-12-25,145,miss,Ole Miss Rebels,24,25,243.0
2024,8,2023-12-25,2507,prov,Providence Friars,25,0,128.0
2024,9,2024-01-01,2509,pur,Purdue Boilermakers,1,1,1561.0
2024,9,2024-01-01,2305,ku,Kansas Jayhawks,2,2,1497.0
2024,9,2024-01-01,248,hou,Houston Cougars,3,3,1477.0
2024,9,2024-01-01,41,conn,UConn Huskies,4,5,1302.0
2024,9,2024-01-01,2633,tenn,Tennessee Volunteers,5,6,1234.0
2024,9,2024-01-01,96,uk,Kentucky Wildcats,6,8,1196.0
2024,9,2024-01-01,269,marq,Marquette Golden Eagles,7,10,1137.0
2024,9,2024-01-01,153,unc,North Carolina Tar Heels,8,9,1088.0
2024,9,2024-01-01,356,ill,Illinois Fighting Illini,9,11,980.0
2024,9,2024-01-01,12,ariz,Arizona Wildcats,10,4,975.0
2024,9,2024-01-01,201,ou,Oklahoma Sooners,11,12,898.0
2024,9,2024-01-01,252,byu,BYU Cougars,12,14,723.0
2024,9,2024-01-01,36,csu,Colorado State Rams,13,15,694.0
2024,9,2024-01-01,150,duke,Duke Blue Devils,14,16,662.0
2024,9,2024-01-01,235,mem,Memphis Tigers,15,19,631.0
2024,9,2024-01-01,228,clem,Clemson Tigers,16,18,630.0
2024,9,2024-01-01,2226,fau,Florida Atlantic Owls,17,7,603.0
2024,9,2024-01-01,239,bay,Baylor Bears,18,17,589.0
2024,9,2024-01-01,256,jmu,James Madison Dukes,19,20,469.0
2024,9,2024-01-01,251,tex,Texas Longhorns,20,21,374.0
2024,9,2024-01-01,275,wis,Wisconsin Badgers,21,23,355.0
2024,9,2024-01-01,145,miss,Ole Miss Rebels,22,24,329.0
2024,9,2024-01-01,2507,prov,Providence Friars,23,25,198.0
2024,9,2024-01-01,2250,gonz,Gonzaga Bulldogs,24,13,173.0
2024,9,2024-01-01,2,aub,Auburn Tigers,25,0,168.0
2024,10,2024-01-08,2509,pur,Purdue Boilermakers,1,1,1566.0
2024,10,2024-01-08,248,hou,Houston Cougars,2,3,1486.0
2024,10,2024-01-08,2305,ku,Kansas Jayhawks,3,2,1481.0
2024,10,2024-01-08,41,conn,UConn Huskies,4,4,1335.0
2024,10,2024-01-08,2633,tenn,Tennessee Volunteers,5,5,1291.0
2024,10,2024-01-08,96,uk,Kentucky Wildcats,6,6,1253.0
2024,10,2024-01-08,153,unc,North Carolina Tar Heels,7,8,1213.0
2024,10,2024-01-08,12,ariz,Arizona Wildcats,8,10,1107.0
2024,10,2024-01-08,201,ou,Oklahoma Sooners,9,11,1023.0
2024,10,2024-01-08,356,ill,Illinois Fighting Illini,10,9,924.0
2024,10,2024-01-08,269,marq,Marquette Golden Eagles,11,7,869.0
2024,10,2024-01-08,150,duke,Duke Blue Devils,11,14,869.0
2024,10,2024-01-08,235,mem,Memphis Tigers,13,15,843.0
2024,10,2024-01-08,239,bay,Baylor Bears,14,18,787.0
2024,10,2024-01-08,275,wis,Wisconsin Badgers,15,21,663.0
2024,10,2024-01-08,2,aub,Auburn Tigers,16,25,559.0
2024,10,2024-01-08,36,csu,Colorado State Rams,17,13,436.0
2024,10,2024-01-08,252,byu,BYU Cougars,18,12,426.0
2024,10,2024-01-08,21,sdsu,San Diego State Aztecs,19,0,386.0
2024,10,2024-01-08,328,usu,Utah State Aggies,20,0,241.0
2024,10,2024-01-08,228,clem,Clemson Tigers,21,16,219.0
2024,10,2024-01-08,156,crei,Creighton Bluejays,22,0,187.0
2024,10,2024-01-08,2250,gonz,Gonzaga Bulldogs,23,24,185.0
2024,10,2024-01-08,2226,fau,Florida Atlantic Owls,24,17,165.0
2024,10,2024-01-08,251,tex,Texas Longhorns,25,20,148.0
2024,11,2024-01-15,41,conn,UConn Huskies,1,4,1542.0
2024,11,2024-01-15,2509,pur,Purdue Boilermakers,2,1,1506.0
2024,11,2024-01-15,2305,ku,Kansas Jayhawks,3,3,1426.0
2024,11,2024-01-15,153,unc,North Carolina Tar Heels,4,7,1407.0
2024,11,2024-01-15,248,hou,Houston Cougars,5,2,1236.0
2024,11,2024-01-15,2633,tenn,Tennessee Volunteers,6,5,1147.0
2024,11,2024-01-15,150,duke,Duke Blue Devils,7,11,1130.0
2024,11,2024-01-15,96,uk,Kentucky Wildcats,8,6,1123.0
2024,11,2024-01-15,239,bay,Baylor Bears,9,14,1055.0
2024,11,2024-01-15,235,mem,Memphis Tigers,10,13,987.0
2024,11,2024-01-15,275,wis,Wisconsin Badgers,11,15,948.0
2024,11,2024-01-15,12,ariz,Arizona Wildcats,12,8,918.0
2024,11,2024-01-15,2,aub,Auburn Tigers,13,16,905.0
2024,11,2024-01-15,356,ill,Illinois Fighting Illini,14,10,660.0
2024,11,2024-01-15,201,ou,Oklahoma Sooners,15,9,633.0
2024,11,2024-01-15,328,usu,Utah State Aggies,16,20,538.0
2024,11,2024-01-15,269,marq,Marquette Golden Eagles,17,11,516.0
2024,11,2024-01-15,156,crei,Creighton Bluejays,18,22,433.0
2024,11,2024-01-15,2628,tcu,TCU Horned Frogs,19,0,293.0
2024,11,2024-01-15,252,byu,BYU Cougars,20,18,270.0
2024,11,2024-01-15,2168,day,Dayton Flyers,21,0,261.0
2024,11,2024-01-15,145,miss,Ole Miss Rebels,22,0,236.0
2024,11,2024-01-15,2226,fau,Florida Atlantic Owls,23,24,221.0
2024,11,2024-01-15,66,isu,Iowa State Cyclones,24,0,195.0
2024,11,2024-01-15,2641,ttu,Texas Tech Red Raiders,25,0,191.0
2024,12,2024-01-22,41,conn,UConn Huskies,1,1,1508.0
2024,12,2024-01-22,2509,pur,Purdue Boilermakers,2,2,1472.0
2024,12,2024-01-22,153,unc,North Carolina Tar Heels,3,4,1391.0
2024,12,2024-01-22,248,hou,Houston Cougars,4,5,1309.0
2024,12,2024-01-22,2633,tenn,Tennessee Volunteers,5,6,1237.0
2024,12,2024-01-22,96,uk,Kentucky Wildcats,6,8,1205.0
2024,12,2024-01-22,2305,ku,Kansas Jayhawks,7,3,1157.0
2024,12,2024-01-22,2,aub,Auburn Tigers,8,13,1094.0
2024,12,2024-01-22,12,ariz,Arizona Wildcats,9,12,1060.0
2024,12,2024-01-22,356,ill,Illinois Fighting Illini,10,14,862.0
2024,12,2024-01-22,201,ou,Oklahoma Sooners,11,15,849.0
2024,12,2024-01-22,150,duke,Duke Blue Devils,12,7,832.0
2024,12,2024-01-22,275,wis,Wisconsin Badgers,13,11,801.0
2024,12,2024-01-22,269,marq,Marquette Golden Eagles,14,17,747.0
2024,12,2024-01-22,239,bay,Baylor Bears,15,9,645.0
2024,12,2024-01-22,2168,day,Dayton Flyers,16,21,546.0
2024,12,2024-01-22,156,crei,Creighton Bluejays,17,18,505.0
2024,12,2024-01-22,328,usu,Utah State Aggies,18,16,381.0
2024,12,2024-01-22,235,mem,Memphis Tigers,19,10,329.0
2024,12,2024-01-22,2641,ttu,Texas Tech Red Raiders,20,25,304.0
2024,12,2024-01-22,252,byu,BYU Cougars,21,20,294.0
2024,12,2024-01-22,2226,fau,Florida Atlantic Owls,22,23,290.0
2024,12,2024-01-22,66,isu,Iowa State Cyclones,23,24,253.0
2024,12,2024-01-22,36,csu,Colorado State Rams,24,0,214.0
2024,12,2024-01-22,167,unm,New Mexico Lobos,25,0,177.0
2024,13,2024-01-29,41,conn,UConn Huskies,1,1,1559.0
2024,13,2024-01-29,2509,pur,Purdue Boilermakers,2,2,1517.0
2024,13,2024-01-29,153,unc,North Carolina Tar Heels,3,3,1441.0
2024,13,2024-01-29,248,hou,Houston Cougars,4,4,1396.0
2024,13,2024-01-29,2633,tenn,Tennessee Volunteers,5,5,1328.0
2024,13,2024-01-29,275,wis,Wisconsin Badgers,6,13,1135.0
2024,13,2024-01-29,150,duke,Duke Blue Devils,7,12,1066.0
2024,13,2024-01-29,2305,ku,Kansas Jayhawks,8,7,1051.0
2024,13,2024-01-29,269,marq,Marquette Golden Eagles,9,14,1025.0
2024,13,2024-01-29,96,uk,Kentucky Wildcats,10,6,1018.0
2024,13,2024-01-29,12,ariz,Arizona Wildcats,11,9,915.0
2024,13,2024-01-29,66,isu,Iowa State Cyclones,12,23,869.0
2024,13,2024-01-29,156,crei,Creighton Bluejays,13,17,741.0
2024,13,2024-01-29,356,ill,Illinois Fighting Illini,14,10,717.0
2024,13,2024-01-29,2641,ttu,Texas Tech Red Raiders,15,20,713.0
2024,13,2024-01-29,2,aub,Auburn Tigers,16,8,631.0
2024,13,2024-01-29,328,usu,Utah State Aggies,17,18,596.0
2024,13,2024-01-29,239,bay,Baylor Bears,18,15,404.0
2024,13,2024-01-29,167,unm,New Mexico Lobos,19,25,387.0
2024,13,2024-01-29,2226,fau,Florida Atlantic Owls,20,22,321.0
2024,13,2024-01-29,2168,day,Dayton Flyers,21,16,294.0
2024,13,2024-01-29,252,byu,BYU Cougars,22,21,283.0
2024,13,2024-01-29,201,ou,Oklahoma Sooners,23,11,247.0
2024,13,2024-01-29,333,ala,Alabama Crimson Tide,24,0,240.0
2024,13,2024-01-29,2628,tcu,TCU Horned Frogs,25,0,215.0
2024,14,2024-02-05,41,conn,UConn Huskies,1,1,1509.0
2024,14,2024-02-05,2509,pur,Purdue Boilermakers,2,2,1479.0
2024,14,2024-02-05,153,unc,North Carolina Tar Heels,3,3,1352.0
2024,14,2024-02-05,2305,ku,Kansas Jayhawks,4,8,1322.0
2024,14,2024-02-05,248,hou,Houston Cougars,5,4,1273.0
2024,14,2024-02-05,2633,tenn,Tennessee Volunteers,6,5,1211.0
2024,14,2024-02-05,269,marq,Marquette Golden Eagles,7,9,1173.0
2024,14,2024-02-05,12,ariz,Arizona Wildcats,8,11,1077.0
2024,14,2024-02-05,150,duke,Duke Blue Devils,9,7,924.0
2024,14,2024-02-05,356,ill,Illinois Fighting Illini,10,14,893.0
2024,14,2024-02-05,275,wis,Wisconsin Badgers,11,6,838.0
2024,14,2024-02-05,2,aub,Auburn Tigers,12,16,818.0
2024,14,2024-02-05,239,bay,Baylor Bears,13,18,730.0
2024,14,2024-02-05,66,isu,Iowa State Cyclones,14,12,700.0
2024,14,2024-02-05,2579,sc,South Carolina Gamecocks,15,0,564.0
2024,14,2024-02-05,333,ala,Alabama Crimson Tide,16,24,520.0
2024,14,2024-02-05,96,uk,Kentucky Wildcats,17,10,513.0
2024,14,2024-02-05,2168,day,Dayton Flyers,18,21,493.0
2024,14,2024-02-05,156,crei,Creighton Bluejays,19,13,484.0
2024,14,2024-02-05,2226,fau,Florida Atlantic Owls,20,20,431.0
2024,14,2024-02-05,252,byu,BYU Cougars,21,22,425.0
2024,14,2024-02-05,328,usu,Utah State Aggies,22,17,286.0
2024,14,2024-02-05,2641,ttu,Texas Tech Red Raiders,23,15,156.0
2024,14,2024-02-05,21,sdsu,San Diego State Aztecs,24,0,141.0
2024,14,2024-02-05,167,unm,New Mexico Lobos,25,19,123.0
2024,15,2024-02-12,41,conn,UConn Huskies,1,1,1509.0
2024,15,2024-02-12,2509,pur,Purdue Boilermakers,2,2,1480.0
2024,15,2024-02-12,248,hou,Houston Cougars,3,5,1386.0
2024,15,2024-02-12,269,marq,Marquette Golden Eagles,4,7,1273.0
2024,15,2024-02-12,12,ariz,Arizona Wildcats,5,8,1241.0
2024,15,2024-02-12,2305,ku,Kansas Jayhawks,6,4,1227.0
2024,15,2024-02-12,153,unc,North Carolina Tar Heels,7,3,1216.0
2024,15,2024-02-12,2633,tenn,Tennessee Volunteers,8,6,1033.0
2024,15,2024-02-12,150,duke,Duke Blue Devils,9,9,1025.0
2024,15,2024-02-12,66,isu,Iowa State Cyclones,10,14,969.0
2024,15,2024-02-12,2579,sc,South Carolina Gamecocks,11,15,921.0
2024,15,2024-02-12,239,bay,Baylor Bears,12,13,811.0
2024,15,2024-02-12,2,aub,Auburn Tigers,13,12,799.0
2024,15,2024-02-12,356,ill,Illinois Fighting Illini,14,10,728.0
2024,15,2024-02-12,333,ala,Alabama Crimson Tide,15,16,618.0
2024,15,2024-02-12,2168,day,Dayton Flyers,16,18,425.0
2024,15,2024-02-12,156,crei,Creighton Bluejays,17,19,410.0
2024,15,2024-02-12,2608,smc,Saint Mary's Gaels,18,0,296.0
2024,15,2024-02-12,252,byu,BYU Cougars,19,21,294.0
2024,15,2024-02-12,275,wis,Wisconsin Badgers,20,11,249.0
2024,15,2024-02-12,258,uva,Virginia Cavaliers,21,0,218.0
2024,15,2024-02-12,96,uk,Kentucky Wildcats,22,17,217.0
2024,15,2024-02-12,282,inst,Indiana State Sycamores,23,0,209.0
2024,15,2024-02-12,2226,fau,Florida Atlantic Owls,24,20,206.0
2024,15,2024-02-12,201,ou,Oklahoma Sooners,25,0,178.0
2024,16,2024-02-19,41,conn,UConn Huskies,1,1,1550.0
2024,16,2024-02-19,248,hou,Houston Cougars,2,3,1473.0
2024,16,2024-02-19,2509,pur,Purdue Boilermakers,3,2,1414.0
2024,16,2024-02-19,12,ariz,Arizona Wildcats,4,5,1373.0
2024,16,2024-02-19,2633,tenn,Tennessee Volunteers,5,8,1230.0
2024,16,2024-02-19,66,isu,Iowa State Cyclones,6,10,1160.0
2024,16,2024-02-19,269,marq,Marquette Golden Eagles,7,4,1144.0
2024,16,2024-02-19,150,duke,Duke Blue Devils,8,9,1116.0
2024,16,2024-02-19,2305,ku,Kansas Jayhawks,9,6,1065.0
2024,16,2024-02-19,153,unc,North Carolina Tar Heels,10,7,1044.0
