season,week,asof_date,team_id,team_abbr,team_name,rank,previous,points
2018,1,2017-11-01,150,duke,Duke Blue Devils,1,0,1572.0
2018,1,2017-11-01,127,msu,Michigan State Spartans,2,0,1520.0
2018,1,2017-11-01,12,ariz,Arizona Wildcats,3,0,1506.0
2018,1,2017-11-01,2305,ku,Kansas Jayhawks,4,0,1439.0
2018,1,2017-11-01,96,uk,Kentucky Wildcats,5,0,1340.0
2018,1,2017-11-01,222,vill,Villanova Wildcats,6,0,1284.0
2018,1,2017-11-01,2724,wich,Wichita State Shockers,7,0,1270.0
2018,1,2017-11-01,57,fla,Florida Gators,8,0,1100.0
2018,1,2017-11-01,153,unc,North Carolina Tar Heels,9,0,1047.0
2018,1,2017-11-01,30,usc,USC Trojans,10,0,995.0
2018,1,2017-11-01,277,wvu,West Virginia Mountaineers,11,0,840.0
2018,1,2017-11-01,2132,cin,Cincinnati Bearcats,12,0,837.0
2018,1,2017-11-01,2390,mia,Miami Hurricanes,13,0,836.0
2018,1,2017-11-01,87,nd,Notre Dame Fighting Irish,14,0,814.0
2018,1,2017-11-01,135,minn,Minnesota Golden Gophers,15,0,642.0
2018,1,2017-11-01,97,lou,Louisville Cardinals,16,0,570.0
2018,1,2017-11-01,2752,xav,Xavier Musketeers,17,0,544.0
2018,1,2017-11-01,2250,gonz,Gonzaga Bulldogs,18,0,500.0
2018,1,2017-11-01,77,nu,Northwestern Wildcats,19,0,473.0
2018,1,2017-11-01,2509,pur,Purdue Boilermakers,20,0,362.0
2018,1,2017-11-01,26,ucla,UCLA Bruins,21,0,340.0
2018,1,2017-11-01,2608,smc,Saint Mary's Gaels,22,0,333.0
2018,1,2017-11-01,2550,hall,Seton Hall Pirates,23,0,274.0
2018,1,2017-11-01,239,bay,Baylor Bears,24,0,163.0
2018,1,2017-11-01,245,ta&m,Texas A&M Aggies,25,0,130.0
2018,2,2017-11-13,150,duke,Duke Blue Devils,1,1,1577.0
2018,2,2017-11-13,127,msu,Michigan State Spartans,2,2,1529.0
2018,2,2017-11-13,12,ariz,Arizona Wildcats,3,3,1511.0
2018,2,2017-11-13,2305,ku,Kansas Jayhawks,4,4,1446.0
2018,2,2017-11-13,222,vill,Villanova Wildcats,5,6,1307.0
2018,2,2017-11-13,2724,wich,Wichita State Shockers,6,7,1277.0
2018,2,2017-11-13,96,uk,Kentucky Wildcats,7,5,1219.0
2018,2,2017-11-13,57,fla,Florida Gators,8,8,1125.0
2018,2,2017-11-13,153,unc,North Carolina Tar Heels,9,9,1078.0
2018,2,2017-11-13,30,usc,USC Trojans,10,10,1023.0
2018,2,2017-11-13,2390,mia,Miami Hurricanes,11,13,911.0
2018,2,2017-11-13,2132,cin,Cincinnati Bearcats,12,12,890.0
2018,2,2017-11-13,87,nd,Notre Dame Fighting Irish,13,14,860.0
2018,2,2017-11-13,135,minn,Minnesota Golden Gophers,14,15,675.0
2018,2,2017-11-13,2752,xav,Xavier Musketeers,15,17,605.0
2018,2,2017-11-13,245,ta&m,Texas A&M Aggies,16,25,577.0
2018,2,2017-11-13,2250,gonz,Gonzaga Bulldogs,17,18,525.0
2018,2,2017-11-13,97,lou,Louisville Cardinals,18,16,518.0
2018,2,2017-11-13,2509,pur,Purdue Boilermakers,19,20,426.0
2018,2,2017-11-13,77,nu,Northwestern Wildcats,20,19,374.0
2018,2,2017-11-13,2608,smc,Saint Mary's Gaels,21,22,315.0
2018,2,2017-11-13,2550,hall,Seton Hall Pirates,22,23,283.0
2018,2,2017-11-13,26,ucla,UCLA Bruins,23,21,266.0
2018,2,2017-11-13,277,wvu,West Virginia Mountaineers,24,11,211.0
2018,2,2017-11-13,239,bay,Baylor Bears,25,24,205.0
2018,3,2017-11-20,150,duke,Duke Blue Devils,1,1,1613.0
2018,3,2017-11-20,12,ariz,Arizona Wildcats,2,3,1527.0
2018,3,2017-11-20,2305,ku,Kansas Jayhawks,3,4,1504.0
2018,3,2017-11-20,127,msu,Michigan State Spartans,4,2,1390.0
2018,3,2017-11-20,222,vill,Villanova Wildcats,5,5,1345.0
2018,3,2017-11-20,2724,wich,Wichita State Shockers,6,6,1321.0
2018,3,2017-11-20,57,fla,Florida Gators,7,8,1117.0
2018,3,2017-11-20,96,uk,Kentucky Wildcats,8,7,1104.0
2018,3,2017-11-20,153,unc,North Carolina Tar Heels,9,9,1079.0
2018,3,2017-11-20,30,usc,USC Trojans,10,10,1055.0
2018,3,2017-11-20,2390,mia,Miami Hurricanes,11,11,918.0
2018,3,2017-11-20,2132,cin,Cincinnati Bearcats,12,12,893.0
2018,3,2017-11-20,87,nd,Notre Dame Fighting Irish,13,13,857.0
2018,3,2017-11-20,135,minn,Minnesota Golden Gophers,14,14,754.0
2018,3,2017-11-20,2752,xav,Xavier Musketeers,15,15,750.0
2018,3,2017-11-20,245,ta&m,Texas A&M Aggies,16,16,618.0
2018,3,2017-11-20,2250,gonz,Gonzaga Bulldogs,17,17,540.0
2018,3,2017-11-20,2509,pur,Purdue Boilermakers,18,19,527.0
2018,3,2017-11-20,97,lou,Louisville Cardinals,19,18,466.0
2018,3,2017-11-20,2550,hall,Seton Hall Pirates,20,22,370.0
2018,3,2017-11-20,2608,smc,Saint Mary's Gaels,21,21,344.0
2018,3,2017-11-20,239,bay,Baylor Bears,22,25,206.0
2018,3,2017-11-20,277,wvu,West Virginia Mountaineers,23,24,191.0
2018,3,2017-11-20,26,ucla,UCLA Bruins,23,23,191.0
2018,3,2017-11-20,333,ala,Alabama Crimson Tide,25,0,133.0
2018,4,2017-11-27,150,duke,Duke Blue Devils,1,1,1625.0
2018,4,2017-11-27,2305,ku,Kansas Jayhawks,2,3,1531.0
2018,4,2017-11-27,127,msu,Michigan State Spartans,3,4,1481.0
2018,4,2017-11-27,222,vill,Villanova Wildcats,4,5,1435.0
2018,4,2017-11-27,87,nd,Notre Dame Fighting Irish,5,13,1297.0
2018,4,2017-11-27,57,fla,Florida Gators,6,7,1272.0
2018,4,2017-11-27,96,uk,Kentucky Wildcats,7,8,1179.0
2018,4,2017-11-27,2724,wich,Wichita State Shockers,8,6,1134.0
2018,4,2017-11-27,245,ta&m,Texas A&M Aggies,9,16,1130.0
2018,4,2017-11-27,2390,mia,Miami Hurricanes,10,11,1001.0
2018,4,2017-11-27,2132,cin,Cincinnati Bearcats,11,12,972.0
2018,4,2017-11-27,135,minn,Minnesota Golden Gophers,12,14,929.0
2018,4,2017-11-27,153,unc,North Carolina Tar Heels,13,9,922.0
2018,4,2017-11-27,30,usc,USC Trojans,14,10,681.0
2018,4,2017-11-27,2250,gonz,Gonzaga Bulldogs,15,17,666.0
2018,4,2017-11-27,239,bay,Baylor Bears,16,22,576.0
2018,4,2017-11-27,97,lou,Louisville Cardinals,17,19,568.0
2018,4,2017-11-27,258,uva,Virginia Cavaliers,18,0,510.0
2018,4,2017-11-27,277,wvu,West Virginia Mountaineers,19,23,418.0
2018,4,2017-11-27,9,asu,Arizona State Sun Devils,20,0,383.0
2018,4,2017-11-27,2752,xav,Xavier Musketeers,21,15,370.0
2018,4,2017-11-27,2641,ttu,Texas Tech Red Raiders,22,0,247.0
2018,4,2017-11-27,2628,tcu,TCU Horned Frogs,23,0,133.0
2018,4,2017-11-27,333,ala,Alabama Crimson Tide,24,25,128.0
2018,4,2017-11-27,156,crei,Creighton Bluejays,25,0,124.0
2018,5,2017-12-04,150,duke,Duke Blue Devils,1,1,1625.0
2018,5,2017-12-04,2305,ku,Kansas Jayhawks,2,2,1525.0
2018,5,2017-12-04,127,msu,Michigan State Spartans,3,3,1500.0
2018,5,2017-12-04,222,vill,Villanova Wildcats,4,4,1434.0
2018,5,2017-12-04,57,fla,Florida Gators,5,6,1301.0
2018,5,2017-12-04,2724,wich,Wichita State Shockers,6,8,1197.0
