season,week,asof_date,team_id,team_abbr,team_name,rank,previous,points
2021,1,2020-11-09,2250,gonz,Gonzaga Bulldogs,1,0,1541.0
2021,1,2020-11-09,239,bay,Baylor Bears,2,0,1540.0
2021,1,2020-11-09,222,vill,Villanova Wildcats,3,0,1501.0
2021,1,2020-11-09,258,uva,Virginia Cavaliers,4,0,1364.0
2021,1,2020-11-09,2294,iowa,Iowa Hawkeyes,5,0,1273.0
2021,1,2020-11-09,2305,ku,Kansas Jayhawks,6,0,1221.0
2021,1,2020-11-09,275,wis,Wisconsin Badgers,7,0,1150.0
2021,1,2020-11-09,356,ill,Illinois Fighting Illini,8,0,1105.0
2021,1,2020-11-09,150,duke,Duke Blue Devils,9,0,1073.0
2021,1,2020-11-09,96,uk,Kentucky Wildcats,10,0,1038.0
2021,1,2020-11-09,156,crei,Creighton Bluejays,11,0,922.0
2021,1,2020-11-09,2633,tenn,Tennessee Volunteers,12,0,919.0
2021,1,2020-11-09,127,msu,Michigan State Spartans,13,0,820.0
2021,1,2020-11-09,2641,ttu,Texas Tech Red Raiders,14,0,790.0
2021,1,2020-11-09,277,wvu,West Virginia Mountaineers,15,0,651.0
2021,1,2020-11-09,153,unc,North Carolina Tar Heels,16,0,465.0
2021,1,2020-11-09,248,hou,Houston Cougars,17,0,438.0
2021,1,2020-11-09,9,asu,Arizona State Sun Devils,18,0,402.0
2021,1,2020-11-09,251,tex,Texas Longhorns,19,0,380.0
2021,1,2020-11-09,2483,ore,Oregon Ducks,20,0,375.0
2021,1,2020-11-09,52,fsu,Florida State Seminoles,21,0,351.0
2021,1,2020-11-09,26,ucla,UCLA Bruins,22,0,336.0
2021,1,2020-11-09,194,osu,Ohio State Buckeyes,23,0,270.0
2021,1,2020-11-09,164,rutg,Rutgers Scarlet Knights,24,0,190.0
2021,1,2020-11-09,130,mich,Michigan Wolverines,25,0,160.0
2021,2,2020-11-30,2250,gonz,Gonzaga Bulldogs,1,1,1569.0
2021,2,2020-11-30,239,bay,Baylor Bears,2,2,1513.0
2021,2,2020-11-30,2294,iowa,Iowa Hawkeyes,3,5,1410.0
2021,2,2020-11-30,275,wis,Wisconsin Badgers,4,7,1287.0
2021,2,2020-11-30,356,ill,Illinois Fighting Illini,5,8,1281.0
2021,2,2020-11-30,150,duke,Duke Blue Devils,6,9,1185.0
2021,2,2020-11-30,2305,ku,Kansas Jayhawks,7,6,1169.0
2021,2,2020-11-30,127,msu,Michigan State Spartans,8,13,1028.0
2021,2,2020-11-30,156,crei,Creighton Bluejays,9,11,981.0
2021,2,2020-11-30,248,hou,Houston Cougars,10,17,949.0
2021,2,2020-11-30,277,wvu,West Virginia Mountaineers,11,15,943.0
2021,2,2020-11-30,222,vill,Villanova Wildcats,12,3,939.0
2021,2,2020-11-30,2633,tenn,Tennessee Volunteers,13,12,878.0
2021,2,2020-11-30,153,unc,North Carolina Tar Heels,14,16,591.0
2021,2,2020-11-30,258,uva,Virginia Cavaliers,15,4,581.0
2021,2,2020-11-30,259,vt,Virginia Tech Hokies,16,0,570.0
2021,2,2020-11-30,2641,ttu,Texas Tech Red Raiders,17,14,478.0
2021,2,2020-11-30,251,tex,Texas Longhorns,17,19,478.0
2021,2,2020-11-30,257,rich,Richmond Spiders,19,0,382.0
2021,2,2020-11-30,96,uk,Kentucky Wildcats,20,10,363.0
2021,2,2020-11-30,2483,ore,Oregon Ducks,21,20,338.0
2021,2,2020-11-30,52,fsu,Florida State Seminoles,22,21,304.0
2021,2,2020-11-30,194,osu,Ohio State Buckeyes,23,23,282.0
2021,2,2020-11-30,164,rutg,Rutgers Scarlet Knights,24,24,252.0
2021,2,2020-11-30,9,asu,Arizona State Sun Devils,25,18,233.0
2021,3,2020-12-07,2250,gonz,Gonzaga Bulldogs,1,1,1518.0
2021,3,2020-12-07,239,bay,Baylor Bears,2,2,1470.0
2021,3,2020-12-07,2294,iowa,Iowa Hawkeyes,3,3,1385.0
2021,3,2020-12-07,127,msu,Michigan State Spartans,4,8,1296.0
2021,3,2020-12-07,2305,ku,Kansas Jayhawks,5,7,1195.0
2021,3,2020-12-07,356,ill,Illinois Fighting Illini,6,5,1104.0
2021,3,2020-12-07,248,hou,Houston Cougars,7,10,1090.0
2021,3,2020-12-07,156,crei,Creighton Bluejays,8,9,1068.0
2021,3,2020-12-07,222,vill,Villanova Wildcats,9,12,1033.0
2021,3,2020-12-07,150,duke,Duke Blue Devils,10,6,954.0
2021,3,2020-12-07,277,wvu,West Virginia Mountaineers,11,11,918.0
2021,3,2020-12-07,2633,tenn,Tennessee Volunteers,12,13,767.0
2021,3,2020-12-07,275,wis,Wisconsin Badgers,13,4,750.0
2021,3,2020-12-07,251,tex,Texas Longhorns,13,17,750.0
2021,3,2020-12-07,259,vt,Virginia Tech Hokies,15,16,688.0
2021,3,2020-12-07,153,unc,North Carolina Tar Heels,16,14,547.0
2021,3,2020-12-07,2641,ttu,Texas Tech Red Raiders,17,17,541.0
2021,3,2020-12-07,258,uva,Virginia Cavaliers,18,15,474.0
2021,3,2020-12-07,257,rich,Richmond Spiders,19,19,419.0
2021,3,2020-12-07,52,fsu,Florida State Seminoles,20,22,350.0
