season,week,asof_date,team_id,team_abbr,team_name,rank,previous,points
2019,1,2018-10-22,2305,ku,Kansas Jayhawks,1,0,1581.0
2019,1,2018-10-22,96,uk,Kentucky Wildcats,2,0,1529.0
2019,1,2018-10-22,2250,gonz,Gonzaga Bulldogs,3,0,1461.0
2019,1,2018-10-22,150,duke,Duke Blue Devils,4,0,1452.0
2019,1,2018-10-22,258,uva,Virginia Cavaliers,5,0,1286.0
2019,1,2018-10-22,2633,tenn,Tennessee Volunteers,6,0,1268.0
2019,1,2018-10-22,2440,nev,Nevada Wolf Pack,7,0,1230.0
2019,1,2018-10-22,153,unc,North Carolina Tar Heels,8,0,1221.0
2019,1,2018-10-22,222,vill,Villanova Wildcats,9,0,1085.0
2019,1,2018-10-22,127,msu,Michigan State Spartans,10,0,1024.0
2019,1,2018-10-22,2,aub,Auburn Tigers,11,0,974.0
2019,1,2018-10-22,2306,ksu,Kansas State Wildcats,12,0,922.0
2019,1,2018-10-22,277,wvu,West Virginia Mountaineers,13,0,678.0
2019,1,2018-10-22,2483,ore,Oregon Ducks,14,0,638.0
2019,1,2018-10-22,259,vt,Virginia Tech Hokies,15,0,630.0
2019,1,2018-10-22,183,syr,Syracuse Orange,16,0,620.0
2019,1,2018-10-22,52,fsu,Florida State Seminoles,17,0,530.0
2019,1,2018-10-22,344,msst,Mississippi State Bulldogs,18,0,451.0
2019,1,2018-10-22,130,mich,Michigan Wolverines,19,0,437.0
2019,1,2018-10-22,2628,tcu,TCU Horned Frogs,20,0,311.0
2019,1,2018-10-22,26,ucla,UCLA Bruins,21,0,297.0
2019,1,2018-10-22,228,clem,Clemson Tigers,22,0,268.0
2019,1,2018-10-22,99,lsu,LSU Tigers,23,0,187.0
2019,1,2018-10-22,2509,pur,Purdue Boilermakers,24,0,170.0
2019,1,2018-10-22,264,wash,Washington Huskies,25,0,165.0
2019,2,2018-11-12,150,duke,Duke Blue Devils,1,4,1606.0
2019,2,2018-11-12,2305,ku,Kansas Jayhawks,2,1,1571.0
2019,2,2018-11-12,2250,gonz,Gonzaga Bulldogs,3,3,1478.0
2019,2,2018-11-12,258,uva,Virginia Cavaliers,4,5,1326.0
2019,2,2018-11-12,2633,tenn,Tennessee Volunteers,5,6,1306.0
2019,2,2018-11-12,2440,nev,Nevada Wolf Pack,6,7,1277.0
2019,2,2018-11-12,153,unc,North Carolina Tar Heels,7,8,1260.0
2019,2,2018-11-12,222,vill,Villanova Wildcats,8,9,1139.0
2019,2,2018-11-12,2,aub,Auburn Tigers,9,11,1132.0
2019,2,2018-11-12,96,uk,Kentucky Wildcats,10,2,1054.0
2019,2,2018-11-12,127,msu,Michigan State Spartans,11,10,919.0
2019,2,2018-11-12,2306,ksu,Kansas State Wildcats,12,12,892.0
2019,2,2018-11-12,2483,ore,Oregon Ducks,13,14,739.0
